Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I
BRCA_TCGA-A2-A0YT	8	11	0	13	24	0	0	21	4
BRCA_TCGA-A2-A1FV	0	9	0	3	24	0	5	9	0
BRCA_TCGA-A2-A1FW	5	16	3	4	48	3	6	7	3
BRCA_TCGA-A2-A1FX	5	3	0	4	15	0	0	1	0
BRCA_TCGA-A2-A1FZ	0	7	5	0	9	0	6	2	0
BRCA_TCGA-A2-A1G0	0	0	0	0	21	0	0	2	0
BRCA_TCGA-A2-A1G1	0	3	6	0	26	0	0	4	0
BRCA_TCGA-A2-A1G6	0	2	0	2	1	2	1	2	0
BRCA_TCGA-A2-A259	0	1	0	2	20	0	1	5	0
BRCA_TCGA-A2-A25A	1	5	0	4	13	15	2	89	0
BRCA_TCGA-A2-A25B	5	0	5	14	76	17	0	11	0
BRCA_TCGA-A2-A25C	3	0	0	0	8	12	13	3	0
BRCA_TCGA-A2-A25D	0	4	7	3	32	0	3	9	6
BRCA_TCGA-A2-A25E	3	2	9	4	25	0	7	9	2
BRCA_TCGA-A2-A25F	0	0	0	0	6	0	0	0	0
BRCA_TCGA-A2-A3KD	0	4	0	0	8	1	4	1	0
BRCA_TCGA-A2-A3XT	0	4	16	0	40	0	13	40	9
BRCA_TCGA-A2-A3XU	0	10	6	0	9	2	3	1	0
BRCA_TCGA-A2-A3XV	1	1	0	10	28	0	6	0	2
BRCA_TCGA-A2-A3XW	1	3	0	0	7	0	3	2	1
BRCA_TCGA-A2-A3XX	2	6	0	9	29	0	0	4	2
BRCA_TCGA-A2-A3XZ	1	8	3	0	14	0	0	25	1
BRCA_TCGA-A2-A3Y0	0	3	8	19	97	12	35	60	9
BRCA_TCGA-A2-A4S1	8	11	0	10	38	8	13	8	2
BRCA_TCGA-A2-A4S2	0	5	4	3	17	0	6	8	0
BRCA_TCGA-A2-A4S3	5	13	5	6	40	5	14	19	0
BRCA_TCGA-A7-A0CE	0	0	0	8	29	8	7	9	0
BRCA_TCGA-A7-A0CH	0	0	1	0	16	0	0	0	0
BRCA_TCGA-A7-A0D9	0	0	0	2	4	1	1	3	1
BRCA_TCGA-A7-A0DA	0	0	3	10	120	4	5	22	23
BRCA_TCGA-A7-A0DB	1	11	1	0	5	0	6	22	7
BRCA_TCGA-A7-A13D	0	6	4	7	90	4	7	22	0
BRCA_TCGA-A7-A13E	0	36	12	2	18	3	2	7	0
BRCA_TCGA-A7-A13F	4	12	5	1	15	0	3	5	0
BRCA_TCGA-A7-A13G	0	5	4	6	2	0	0	14	1
BRCA_TCGA-A7-A26E	3	13	1	0	22	0	3	20	5
BRCA_TCGA-A7-A26F	3	8	0	0	27	4	0	4	0
BRCA_TCGA-A7-A26G	3	1	8	5	27	2	1	21	0
BRCA_TCGA-A7-A26H	1	23	0	0	22	6	6	92	0
BRCA_TCGA-A7-A26I	2	3	3	0	25	0	4	9	0
BRCA_TCGA-A7-A26J	2	4	0	0	25	5	1	5	0
BRCA_TCGA-A7-A2KD	1	11	1	5	24	0	2	10	1
BRCA_TCGA-A7-A3RF	0	6	1	0	20	3	8	2	0
BRCA_TCGA-A7-A425	0	10	0	1	14	4	4	0	0
BRCA_TCGA-A7-A4SC	3	5	0	5	19	0	0	2	4
BRCA_TCGA-A7-A4SD	0	22	5	0	16	4	5	2	8
BRCA_TCGA-A7-A4SE	0	0	20	3	56	2	12	53	0
BRCA_TCGA-A7-A56D	13	15	0	16	55	7	1	118	0
BRCA_TCGA-A7-A5ZV	0	22	13	8	116	9	22	43	35
BRCA_TCGA-A7-A5ZW	3	7	3	0	0	0	8	15	0
BRCA_TCGA-A7-A5ZX	3	2	0	3	19	0	3	5	7
BRCA_TCGA-A7-A6VV	0	12	9	0	30	4	0	9	0
BRCA_TCGA-A7-A6VW	0	4	2	0	52	7	14	9	4
BRCA_TCGA-A7-A6VX	0	0	5	8	78	12	12	49	13
BRCA_TCGA-A7-A6VY	4	0	12	9	76	0	10	24	1
BRCA_TCGA-A8-A075	0	1	0	6	52	5	2	32	2
BRCA_TCGA-AC-A23C	8	3	8	11	36	0	14	65	0
BRCA_TCGA-AC-A23E	2	8	1	0	13	0	0	0	0
BRCA_TCGA-AC-A23H	75	6	102	27	0	0	0	6168	0
BRCA_TCGA-AC-A2B8	1	7	4	0	21	0	1	94	0
BRCA_TCGA-AC-A2BK	0	14	0	21	60	2	10	2	1
BRCA_TCGA-AC-A2BM	0	3	4	3	4	0	0	2	10
BRCA_TCGA-AC-A2FB	0	2	0	1	5	1	4	4	0
BRCA_TCGA-AC-A2FF	0	0	0	0	3	2	1	5	0
BRCA_TCGA-AC-A2FG	0	7	2	0	16	0	3	10	1
BRCA_TCGA-AC-A2FK	0	0	0	0	2	0	0	1	0
BRCA_TCGA-AC-A2FO	3	1	0	0	11	0	0	12	0
BRCA_TCGA-AC-A2QH	0	8	2	5	0	7	0	5	0
BRCA_TCGA-AC-A3HN	0	3	0	5	4	0	3	3	4
BRCA_TCGA-AC-A3OD	5	3	0	6	15	3	0	7	0
BRCA_TCGA-AC-A3QP	1	1	1	0	25	0	5	0	2
BRCA_TCGA-AC-A3QQ	0	6	0	7	19	2	0	1	1
BRCA_TCGA-AC-A3W5	0	1	8	21	90	0	1	77	13
BRCA_TCGA-AC-A3YI	1	1	0	3	10	0	2	0	1
BRCA_TCGA-AC-A3YJ	0	7	0	3	16	2	5	5	0
BRCA_TCGA-AC-A4ZE	0	8	8	9	34	0	5	10	0
BRCA_TCGA-AC-A5EH	6	3	20	6	104	9	12	32	13
BRCA_TCGA-AC-A5EI	0	8	0	0	18	0	5	12	0
BRCA_TCGA-AC-A5XS	32	0	0	7	103	0	0	573	0
BRCA_TCGA-AC-A5XU	0	28	0	15	38	7	3	22	0
BRCA_TCGA-AC-A62V	5	22	0	30	38	1	0	10	0
BRCA_TCGA-AC-A62X	4	39	0	6	17	9	8	4	0
BRCA_TCGA-AC-A62Y	0	15	7	0	15	6	9	34	3
BRCA_TCGA-AC-A6IV	2	3	4	0	18	0	0	0	0
BRCA_TCGA-AC-A6IW	0	14	7	17	77	0	5	106	5
BRCA_TCGA-AC-A6IX	0	6	3	5	17	0	6	34	0
BRCA_TCGA-AC-A6NO	0	9	4	2	18	0	6	4	0
BRCA_TCGA-AC-A7VB	0	11	4	6	13	0	1	0	0
BRCA_TCGA-AC-A7VC	1	6	1	1	15	0	2	0	0
BRCA_TCGA-AC-A8OP	15	31	19	13	80	33	14	32	7
BRCA_TCGA-AC-A8OQ	3	20	0	11	58	6	6	23	10
BRCA_TCGA-AC-A8OR	0	4	0	9	12	5	1	0	1
BRCA_TCGA-AC-A8OS	0	8	3	0	32	0	10	20	6
BRCA_TCGA-AN-A0XL	3	6	0	0	18	7	5	1	0
BRCA_TCGA-AN-A0XN	3	0	9	13	77	13	21	19	20
BRCA_TCGA-AN-A0XO	3	2	0	3	16	0	7	11	1
BRCA_TCGA-AN-A0XP	1	4	0	3	3	3	9	9	2
BRCA_TCGA-AN-A0XR	0	5	4	0	22	0	0	7	0
BRCA_TCGA-AN-A0XS	1	2	4	2	14	0	0	7	2
BRCA_TCGA-AN-A0XT	0	7	0	0	10	3	1	1	0
BRCA_TCGA-AN-A0XU	14	5	14	0	67	9	6	22	0
BRCA_TCGA-AN-A0XV	1	5	0	10	18	0	4	6	0
BRCA_TCGA-AN-A0XW	0	1	5	1	0	0	0	416	0
BRCA_TCGA-AO-A03M	4	7	0	0	0	0	0	1139	0
BRCA_TCGA-AO-A03N	7	11	10	3	10	6	0	87	0
BRCA_TCGA-AO-A03U	0	0	0	0	1	0	1	2	1
BRCA_TCGA-AO-A03V	3	3	0	2	40	1	2	19	2
BRCA_TCGA-AO-A0JG	4	0	3	0	1	4	3	3	3
BRCA_TCGA-AO-A124	8	3	11	10	117	0	6	11	12
BRCA_TCGA-AO-A125	3	10	7	0	17	3	0	5	0
BRCA_TCGA-AO-A126	1	5	0	0	14	0	1	4	0
BRCA_TCGA-AO-A128	0	363	394	61	0	45	285	24	38
BRCA_TCGA-AO-A129	0	6	2	5	36	24	15	42	14
BRCA_TCGA-AO-A12A	0	6	0	3	1	1	1	7	0
BRCA_TCGA-AO-A12B	0	11	0	0	3	5	3	1	0
BRCA_TCGA-AO-A12D	3	6	0	0	34	0	0	30	0
BRCA_TCGA-AO-A12E	0	9	0	4	17	0	0	3	0
BRCA_TCGA-AO-A12F	3	9	0	14	13	0	0	0	1
BRCA_TCGA-AO-A12G	0	10	1	0	13	2	8	8	0
BRCA_TCGA-AO-A12H	0	7	2	0	17	0	4	0	0
BRCA_TCGA-AO-A1KO	1	0	2	0	4	0	2	0	1
BRCA_TCGA-AO-A1KR	0	6	11	0	49	0	8	15	0
BRCA_TCGA-AO-A1KT	0	11	4	0	18	0	14	4	0
BRCA_TCGA-AQ-A04H	3	32	1	6	21	1	9	7	1
BRCA_TCGA-AQ-A0Y5	1	19	1	3	14	0	4	25	3
BRCA_TCGA-AQ-A1H2	1	8	4	1	8	0	3	3	6
BRCA_TCGA-AQ-A1H3	0	18	0	0	3	2	4	0	0
BRCA_TCGA-AQ-A54O	0	6	7	0	5	0	0	5	2
BRCA_TCGA-AQ-A7U7	2	6	5	6	5	0	0	65	7
BRCA_TCGA-AR-A0TP	0	0	8	0	37	4	9	9	4
BRCA_TCGA-AR-A0TQ	1	5	4	2	20	1	0	16	0
BRCA_TCGA-AR-A0TR	0	8	8	0	18	0	5	3	0
BRCA_TCGA-AR-A0TS	0	7	0	7	39	16	1	16	4
BRCA_TCGA-AR-A0TT	0	8	0	9	33	0	7	16	2
BRCA_TCGA-AR-A0TU	4	4	0	11	36	14	5	15	1
BRCA_TCGA-AR-A0TV	0	14	5	0	44	2	7	7	0
BRCA_TCGA-AR-A0TW	7	17	9	0	22	4	3	5	0
BRCA_TCGA-AR-A0TX	8	10	0	0	10	0	3	371	5
BRCA_TCGA-AR-A0TZ	11	10	4	2	11	0	0	27	2
BRCA_TCGA-AR-A0U0	4	2	4	3	25	0	0	10	2
BRCA_TCGA-AR-A0U1	1	0	0	4	47	8	24	18	7
BRCA_TCGA-AR-A0U2	0	9	1	17	26	3	0	0	0
BRCA_TCGA-AR-A0U3	4	3	0	11	21	1	0	0	0
BRCA_TCGA-AR-A0U4	9	0	10	6	78	7	10	75	6
BRCA_TCGA-AR-A1AH	11	0	0	19	32	18	22	11	7
BRCA_TCGA-AR-A1AI	4	7	6	7	43	0	3	19	0
BRCA_TCGA-AR-A1AJ	0	12	3	0	6	0	4	28	0
BRCA_TCGA-AR-A1AK	3	10	0	2	27	0	2	38	0
BRCA_TCGA-AR-A1AL	0	4	2	1	10	0	5	8	0
BRCA_TCGA-AR-A1AN	0	13	0	2	8	0	3	5	0
BRCA_TCGA-AR-A1AO	2	5	0	7	57	2	4	33	12
BRCA_TCGA-AR-A1AP	3	13	0	5	15	0	3	11	1
BRCA_TCGA-AR-A1AQ	0	8	15	0	14	0	0	4	0
BRCA_TCGA-AR-A1AR	0	6	0	9	26	4	1	10	7
BRCA_TCGA-AR-A1AS	3	0	1	9	13	0	0	15	0
BRCA_TCGA-AR-A1AT	0	5	6	1	17	0	1	2	0
BRCA_TCGA-AR-A1AU	0	7	0	2	9	1	4	3	0
BRCA_TCGA-AR-A1AV	3	10	0	9	20	0	1	5	1
BRCA_TCGA-AR-A1AW	0	5	8	4	16	0	5	3	0
BRCA_TCGA-AR-A1AX	2	2	0	3	22	0	0	2	1
BRCA_TCGA-AR-A1AY	1	13	11	0	30	0	2	15	0
BRCA_TCGA-AR-A24H	6	1	2	7	81	14	8	33	0
BRCA_TCGA-AR-A24K	0	3	3	0	19	5	4	0	0
BRCA_TCGA-AR-A24L	0	0	0	6	31	0	6	8	2
BRCA_TCGA-AR-A24M	0	4	5	2	1	6	4	2	1
BRCA_TCGA-AR-A24N	0	10	4	2	18	3	4	6	0
BRCA_TCGA-AR-A24O	0	5	2	0	10	3	2	0	0
BRCA_TCGA-AR-A24P	2	2	0	2	13	0	0	0	0
BRCA_TCGA-AR-A24Q	5	0	29	12	111	7	9	54	5
BRCA_TCGA-AR-A24R	0	8	6	0	6	2	2	1	1
BRCA_TCGA-AR-A24S	0	11	0	2	14	7	11	12	0
BRCA_TCGA-AR-A24T	0	8	0	0	13	0	0	3	0
BRCA_TCGA-AR-A24U	0	6	0	5	12	0	0	21	0
BRCA_TCGA-AR-A24V	2	8	0	2	7	0	2	6	1
BRCA_TCGA-AR-A24W	0	0	2	1	11	0	0	0	0
BRCA_TCGA-AR-A24X	2	5	0	3	16	0	3	0	5
BRCA_TCGA-AR-A24Z	0	9	6	1	33	0	0	7	0
BRCA_TCGA-AR-A250	8	26	5	5	38	4	1	68	0
BRCA_TCGA-AR-A251	0	0	0	9	99	25	18	47	7
BRCA_TCGA-AR-A252	0	8	4	0	4	0	3	0	0
BRCA_TCGA-AR-A254	3	9	0	1	23	0	0	6	0
BRCA_TCGA-AR-A255	12	7	9	0	21	0	5	35	0
BRCA_TCGA-AR-A256	2	0	10	11	133	4	9	39	16
BRCA_TCGA-AR-A2LE	24	0	0	7	64	0	0	299	0
BRCA_TCGA-AR-A2LH	3	2	0	5	16	3	0	42	0
BRCA_TCGA-AR-A2LK	0	12	0	2	16	10	3	5	0
BRCA_TCGA-AR-A2LL	2	11	0	0	19	4	1	0	0
BRCA_TCGA-AR-A2LM	1	0	0	0	13	0	1	0	2
BRCA_TCGA-AR-A2LN	1	3	0	2	24	1	3	20	0
BRCA_TCGA-AR-A2LO	0	4	0	0	4	0	0	4	5
BRCA_TCGA-AR-A2LQ	0	3	0	0	8	0	2	0	0
BRCA_TCGA-AR-A2LR	2	3	0	12	51	1	0	1	0
BRCA_TCGA-AR-A5QM	0	7	0	2	20	7	0	0	0
BRCA_TCGA-AR-A5QN	0	9	1	7	23	0	4	5	0
BRCA_TCGA-AR-A5QP	1	6	0	0	17	1	6	3	0
BRCA_TCGA-AR-A5QQ	0	6	14	0	41	0	17	13	5
BRCA_TCGA-B6-A0I1	0	17	0	0	52	0	4	7	0
BRCA_TCGA-B6-A0IH	1	5	0	13	19	0	1	2	0
BRCA_TCGA-B6-A0RH	0	6	0	0	17	2	3	17	0
BRCA_TCGA-B6-A0RL	1	14	12	1	21	0	1	18	1
BRCA_TCGA-B6-A0RM	0	8	2	2	14	0	4	6	0
BRCA_TCGA-B6-A0RN	0	13	7	0	6	1	3	2	1
BRCA_TCGA-B6-A0RO	2	0	8	1	25	0	0	4	3
BRCA_TCGA-B6-A0RP	0	1	0	5	23	0	1	0	0
BRCA_TCGA-B6-A0RQ	1	3	0	4	24	0	4	17	3
BRCA_TCGA-B6-A0RT	1	3	0	4	24	7	6	24	3
BRCA_TCGA-B6-A0RU	5	6	4	5	18	0	5	8	7
BRCA_TCGA-B6-A0RV	2	7	0	0	0	2	2	54	0
BRCA_TCGA-B6-A0WS	2	2	5	0	0	0	5	4	0
BRCA_TCGA-B6-A0WT	4	5	1	0	4	0	4	1	3
BRCA_TCGA-B6-A0WV	0	2	5	2	18	0	3	5	2
BRCA_TCGA-B6-A0WW	3	7	0	0	18	0	7	12	0
BRCA_TCGA-B6-A0WX	4	10	3	0	18	0	8	1	1
BRCA_TCGA-B6-A0WY	2	4	3	8	5	0	3	9	1
BRCA_TCGA-B6-A0WZ	2	0	0	5	18	0	0	70	0
BRCA_TCGA-B6-A0X0	3	3	0	0	16	0	1	2	0
BRCA_TCGA-B6-A0X1	3	0	9	1	48	0	11	20	0
BRCA_TCGA-B6-A0X4	5	2	0	0	15	0	0	0	0
BRCA_TCGA-B6-A0X5	14	1	2	2	13	0	7	7	2
BRCA_TCGA-B6-A0X7	0	5	3	0	10	0	0	5	0
BRCA_TCGA-B6-A1KN	4	3	2	7	34	13	4	5	0
BRCA_TCGA-B6-A2IU	3	5	0	7	21	0	2	14	2
BRCA_TCGA-B6-A401	0	3	2	6	14	0	0	1	2
BRCA_TCGA-B6-A409	0	10	0	2	30	2	3	7	2
BRCA_TCGA-B6-A40B	0	3	1	7	33	1	2	19	0
BRCA_TCGA-B6-A40C	0	18	0	0	21	6	4	5	0
BRCA_TCGA-BH-A0AU	0	6	1	3	5	4	0	4	0
BRCA_TCGA-BH-A0AV	1	0	10	5	47	0	7	16	1
BRCA_TCGA-BH-A0AY	4	7	0	0	26	0	1	7	1
BRCA_TCGA-BH-A0AZ	0	0	9	0	25	0	2	26	8
BRCA_TCGA-BH-A0B0	7	3	0	7	10	0	0	67	5
BRCA_TCGA-BH-A0B3	2	5	0	1	2	4	0	4	0
BRCA_TCGA-BH-A0B6	30	12	6	13	104	0	0	1123	2
BRCA_TCGA-BH-A0B7	1	7	0	3	14	0	0	9	8
BRCA_TCGA-BH-A0B8	1	0	3	3	21	1	0	5	0
BRCA_TCGA-BH-A0BA	0	4	4	3	8	0	1	9	0
BRCA_TCGA-BH-A0BC	1	8	0	4	20	0	0	12	0
BRCA_TCGA-BH-A0BF	0	6	6	1	10	0	0	8	2
BRCA_TCGA-BH-A0BG	0	2	1	6	19	4	2	11	0
BRCA_TCGA-BH-A0BJ	0	0	0	2	13	1	1	0	0
BRCA_TCGA-BH-A0BL	6	10	0	2	43	0	3	2	3
BRCA_TCGA-BH-A0BM	1	0	0	1	12	2	0	3	0
BRCA_TCGA-BH-A0BO	0	5	10	0	6	0	4	4	2
BRCA_TCGA-BH-A0BP	8	19	5	8	101	0	0	55	0
BRCA_TCGA-BH-A0BQ	2	6	5	1	13	0	0	3	0
BRCA_TCGA-BH-A0BS	0	2	2	0	16	0	2	1	0
BRCA_TCGA-BH-A0BT	2	6	0	8	23	0	3	6	0
BRCA_TCGA-BH-A0BV	0	1	0	2	17	0	0	4	0
BRCA_TCGA-BH-A0BW	0	8	18	2	40	0	9	18	8
BRCA_TCGA-BH-A0BZ	12	0	21	30	157	3	17	50	6
BRCA_TCGA-BH-A0C0	0	3	9	2	10	11	3	7	3
BRCA_TCGA-BH-A0C1	0	7	8	11	17	0	0	7	0
BRCA_TCGA-BH-A0C3	0	2	0	0	9	2	5	0	0
BRCA_TCGA-BH-A0C7	0	13	5	2	26	4	4	4	0
BRCA_TCGA-BH-A0DD	0	9	0	7	11	0	3	7	0
BRCA_TCGA-BH-A0DE	0	0	0	1	25	3	3	1	0
BRCA_TCGA-BH-A0DG	6	1	6	0	14	0	1	14	5
BRCA_TCGA-BH-A0DH	0	12	8	1	13	0	0	15	3
BRCA_TCGA-BH-A0DI	0	9	0	6	13	3	2	29	0
BRCA_TCGA-BH-A0DK	3	7	0	0	21	4	10	8	0
BRCA_TCGA-BH-A0DL	0	13	4	9	4	0	5	22	8
BRCA_TCGA-BH-A0DO	1	1	1	6	15	0	0	6	0
BRCA_TCGA-BH-A0DP	0	1	0	0	12	0	2	4	0
BRCA_TCGA-BH-A0DQ	0	6	2	2	16	2	6	1	0
BRCA_TCGA-BH-A0DT	0	3	2	0	7	0	0	3	0
BRCA_TCGA-BH-A0DV	0	0	1	0	8	0	2	4	0
BRCA_TCGA-BH-A0DX	2	9	0	0	17	0	1	48	0
BRCA_TCGA-BH-A0DZ	9	5	0	0	0	0	0	200	3
BRCA_TCGA-BH-A0E0	0	9	0	0	4	3	0	2	6
BRCA_TCGA-BH-A0E1	1	6	0	0	3	0	1	6	2
BRCA_TCGA-BH-A0E9	0	8	4	3	7	4	0	2	0
BRCA_TCGA-BH-A0EA	1	2	3	6	16	0	0	4	0
BRCA_TCGA-BH-A0EI	0	5	1	1	14	0	3	0	0
BRCA_TCGA-BH-A0H3	0	2	0	0	14	0	0	1	0
BRCA_TCGA-BH-A0H5	14	0	0	1	27	0	0	127	0
BRCA_TCGA-BH-A0H7	1	4	0	0	0	3	4	5	0
BRCA_TCGA-BH-A0H9	0	0	0	2	7	0	3	3	8
BRCA_TCGA-BH-A0HA	0	100	65	26	16	0	136	39	0
BRCA_TCGA-BH-A0HI	3	6	0	0	15	1	4	6	0
BRCA_TCGA-BH-A0HK	1	3	0	7	23	0	0	29	0
BRCA_TCGA-BH-A0HN	1	9	0	0	19	0	0	5	0
BRCA_TCGA-BH-A0HP	13	6	0	1	0	16	3	318	0
BRCA_TCGA-BH-A0RX	1	18	3	0	18	0	3	5	1
BRCA_TCGA-BH-A0W3	0	2	3	0	14	0	0	4	0
BRCA_TCGA-BH-A0W4	3	5	0	0	15	0	4	9	3
BRCA_TCGA-BH-A0W5	2	8	1	2	11	1	4	0	0
BRCA_TCGA-BH-A0W7	3	3	9	0	0	0	2	244	0
BRCA_TCGA-BH-A0WA	0	0	12	1	65	7	6	22	0
BRCA_TCGA-BH-A18F	5	8	0	0	34	2	1	17	0
BRCA_TCGA-BH-A18G	17	351	529	183	45	33	510	0	0
BRCA_TCGA-BH-A18H	0	0	5	4	26	0	6	11	2
BRCA_TCGA-BH-A18I	2	9	0	4	9	0	0	6	1
BRCA_TCGA-BH-A18J	0	2	5	7	0	2	6	89	0
BRCA_TCGA-BH-A18K	1	0	0	4	27	0	5	28	3
BRCA_TCGA-BH-A18L	1	14	0	9	26	8	4	3	0
BRCA_TCGA-BH-A18M	0	5	1	0	6	0	1	5	0
BRCA_TCGA-BH-A18N	0	12	0	7	9	0	11	1	3
BRCA_TCGA-BH-A18P	6	11	0	8	48	3	0	360	2
BRCA_TCGA-BH-A18Q	0	0	11	2	73	5	4	10	2
BRCA_TCGA-BH-A18R	2	1	3	0	24	0	3	9	0
BRCA_TCGA-BH-A18S	3	0	2	5	13	2	7	3	2
BRCA_TCGA-BH-A18T	0	1	12	5	48	8	7	21	0
BRCA_TCGA-BH-A18U	0	18	18	0	47	4	5	86	0
BRCA_TCGA-BH-A18V	10	0	17	0	58	8	9	132	16
BRCA_TCGA-BH-A1EO	0	21	0	2	20	0	0	7	0
BRCA_TCGA-BH-A1ET	4	6	4	1	11	0	7	0	0
BRCA_TCGA-BH-A1EU	0	5	0	0	18	0	9	2	0
BRCA_TCGA-BH-A1EV	7	15	2	1	28	0	8	68	0
BRCA_TCGA-BH-A1EW	1	0	0	2	13	0	2	3	0
BRCA_TCGA-BH-A1EX	3	6	0	2	17	0	4	0	3
BRCA_TCGA-BH-A1EY	2	8	4	0	16	0	7	16	2
BRCA_TCGA-BH-A1F0	3	2	0	4	57	4	4	21	0
BRCA_TCGA-BH-A1F2	2	16	1	2	23	4	5	18	0
BRCA_TCGA-BH-A1F5	1	6	0	0	29	4	0	4	0
BRCA_TCGA-BH-A1F6	0	9	3	6	20	0	3	8	4
BRCA_TCGA-BH-A1F8	6	9	0	0	38	5	5	129	0
BRCA_TCGA-BH-A1FC	2	14	0	11	31	8	11	42	11
BRCA_TCGA-BH-A1FE	2	0	0	3	15	0	0	5	1
BRCA_TCGA-BH-A1FG	0	5	5	1	7	2	0	1	0
BRCA_TCGA-BH-A1FH	0	8	0	0	17	2	1	5	0
BRCA_TCGA-BH-A1FJ	0	9	0	0	31	3	0	2	0
BRCA_TCGA-BH-A1FL	0	3	0	4	15	0	1	2	1
BRCA_TCGA-BH-A1FM	3	12	0	4	20	0	1	20	2
BRCA_TCGA-BH-A1FN	0	1	6	2	27	5	5	93	7
BRCA_TCGA-BH-A1FR	0	4	2	2	6	0	0	2	1
BRCA_TCGA-BH-A1FU	6	4	8	8	41	0	15	22	14
BRCA_TCGA-BH-A201	5	2	8	0	2	2	4	3	1
BRCA_TCGA-BH-A202	4	7	2	0	5	2	4	4	0
BRCA_TCGA-BH-A203	4	28	15	0	24	0	0	26	2
