Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K
EXO1_0_multinomial_train1	3.94E-51	1.70E-65	5.96E-02	6.49E-53	5.66E-02	7.43E-83	1.03E-03	2.35E-124	1.02E-01	7.75E-04	3.92E-72
EXO1_0_multinomial_train1.1	3.79E-04	5.90E-04	5.61E-02	0.00E+00	5.59E-02	1.68E-23	4.36E-03	4.78E-31	1.01E-01	0.00E+00	2.04E-03
EXO1_0_multinomial_train1.2	3.47E-56	9.52E-48	6.08E-02	0.00E+00	5.62E-02	8.91E-84	1.85E-03	3.59E-84	1.02E-01	4.56E-60	8.88E-06
EXO1_0_multinomial_train1.3	6.75E-29	1.03E-49	5.71E-02	1.61E-93	5.80E-02	1.13E-03	5.46E-03	1.47E-42	1.04E-01	1.29E-98	3.04E-03
EXO1_0_multinomial_train1.4	8.86E-159	9.55E-155	6.62E-02	0.00E+00	5.55E-02	1.12E-03	0.00E+00	4.25E-147	1.02E-01	0.00E+00	3.56E-145
EXO1_0_multinomial_train1.5	1.05E-34	8.20E-44	5.85E-02	0.00E+00	5.68E-02	6.18E-13	3.93E-03	1.82E-03	1.02E-01	0.00E+00	3.33E-03
EXO1_0_multinomial_train1.6	4.09E-10	8.16E-34	5.73E-02	5.56E-04	5.62E-02	6.55E-134	2.07E-03	1.01E-140	1.01E-01	6.94E-04	1.57E-25
EXO1_0_multinomial_train1.7	1.87E-49	5.57E-44	6.05E-02	0.00E+00	5.54E-02	4.10E-87	1.33E-03	3.77E-100	1.00E-01	1.33E-134	1.92E-03
EXO1_0_multinomial_train1.8	1.10E-21	4.22E-20	5.70E-02	0.00E+00	5.68E-02	2.19E-86	3.22E-05	2.16E-96	1.03E-01	1.95E-05	3.03E-20
EXO1_0_multinomial_train1.9	1.42E-56	2.05E-44	6.05E-02	0.00E+00	5.66E-02	1.16E-03	1.69E-03	1.02E-112	1.04E-01	1.50E-154	2.41E-03
EXO1_0_multinomial_train1.10	5.44E-22	1.14E-20	5.77E-02	1.97E-133	5.70E-02	4.96E-04	4.58E-03	7.97E-04	1.03E-01	5.01E-24	2.83E-03
EXO1_0_multinomial_train1.11	9.74E-46	6.84E-59	5.88E-02	9.04E-102	5.58E-02	1.12E-03	3.07E-03	3.64E-03	1.01E-01	2.55E-50	1.35E-39
EXO1_0_multinomial_train1.12	8.68E-45	2.35E-49	5.99E-02	5.42E-04	5.62E-02	3.28E-81	1.44E-03	8.70E-12	1.01E-01	1.95E-03	3.72E-04
EXO1_0_multinomial_train1.13	1.56E-48	1.43E-57	5.84E-02	0.00E+00	5.56E-02	2.58E-62	5.80E-04	4.81E-90	1.01E-01	0.00E+00	5.67E-04
EXO1_0_multinomial_train1.14	2.56E-57	3.19E-56	6.01E-02	0.00E+00	5.57E-02	4.25E-04	2.30E-03	1.48E-64	1.02E-01	0.00E+00	2.28E-03
EXO1_0_multinomial_train1.15	1.43E-11	1.52E-03	5.63E-02	0.00E+00	5.59E-02	2.40E-62	2.25E-05	2.19E-112	1.01E-01	6.39E-13	3.26E-03
EXO1_0_multinomial_train1.16	7.81E-35	5.31E-42	5.82E-02	0.00E+00	5.64E-02	4.72E-04	6.47E-26	5.75E-128	1.03E-01	0.00E+00	3.34E-43
EXO1_0_multinomial_train1.17	1.44E-03	3.01E-03	5.39E-02	0.00E+00	5.59E-02	1.18E-69	3.42E-04	3.93E-107	1.01E-01	3.23E-133	3.20E-03
EXO1_0_multinomial_train1.18	1.94E-78	5.04E-100	6.13E-02	1.37E-03	5.64E-02	2.21E-77	1.59E-03	1.28E-24	1.01E-01	3.60E-95	3.50E-04
EXO1_0_multinomial_train1.19	2.94E-32	1.74E-28	5.89E-02	0.00E+00	5.71E-02	4.23E-92	7.04E-04	5.74E-121	1.04E-01	1.43E-142	1.46E-20
EXO1_0_multinomial_train1.20	2.83E-34	2.99E-33	5.98E-02	1.67E-121	5.60E-02	8.78E-04	6.40E-04	1.44E-87	1.02E-01	6.11E-30	5.17E-16
EXO1_0_multinomial_train1.21	1.03E-23	1.25E-03	5.85E-02	0.00E+00	5.54E-02	3.49E-33	5.98E-14	5.49E-142	1.00E-01	4.54E-05	2.27E-03
EXO1_0_multinomial_train1.22	7.60E-17	1.90E-14	5.65E-02	1.66E-117	5.76E-02	1.22E-03	3.60E-03	4.18E-03	1.02E-01	1.40E-104	1.60E-03
EXO1_0_multinomial_train1.23	1.24E-90	3.40E-82	6.10E-02	0.00E+00	5.52E-02	8.09E-04	8.03E-147	9.93E-51	1.01E-01	1.50E-11	3.58E-03
EXO1_0_multinomial_train1.24	1.35E-17	5.32E-04	5.75E-02	0.00E+00	5.69E-02	8.71E-47	2.92E-03	1.96E-115	1.03E-01	6.24E-04	3.17E-03
EXO1_0_multinomial_train1.25	3.25E-04	6.18E-24	5.67E-02	0.00E+00	5.62E-02	4.38E-63	4.01E-131	9.84E-58	1.02E-01	3.74E-132	2.06E-03
EXO1_0_multinomial_train1.26	2.01E-06	1.33E-19	5.62E-02	0.00E+00	5.70E-02	4.35E-45	3.12E-03	6.71E-49	1.03E-01	0.00E+00	4.49E-04
EXO1_0_multinomial_train1.27	1.19E-13	6.08E-04	5.79E-02	0.00E+00	5.53E-02	2.42E-62	0.00E+00	1.66E-155	1.01E-01	1.22E-03	3.80E-03
EXO1_0_multinomial_train1.28	3.00E-03	4.32E-03	5.22E-02	0.00E+00	5.68E-02	1.14E-03	4.68E-03	1.82E-03	1.01E-01	0.00E+00	5.88E-03
EXO1_0_multinomial_train1.29	2.56E-25	3.16E-35	5.94E-02	0.00E+00	5.66E-02	3.97E-97	1.44E-03	2.76E-73	1.02E-01	0.00E+00	6.60E-04
EXO1_0_multinomial_train1.30	2.14E-17	1.27E-11	5.84E-02	7.70E-136	5.59E-02	4.55E-125	3.25E-04	1.22E-125	1.02E-01	4.68E-05	1.45E-14
EXO1_0_multinomial_train1.31	3.86E-63	4.44E-72	6.13E-02	0.00E+00	5.61E-02	1.45E-97	2.75E-03	2.94E-127	1.02E-01	0.00E+00	7.83E-64
EXO1_0_multinomial_train1.32	1.97E-90	1.42E-82	6.16E-02	0.00E+00	5.74E-02	5.50E-78	2.29E-04	0.00E+00	1.05E-01	3.38E-74	1.03E-47
EXO1_0_multinomial_train1.33	1.83E-15	2.93E-10	5.63E-02	1.71E-87	5.83E-02	2.00E-78	3.95E-03	7.21E-43	1.05E-01	3.26E-04	2.67E-03
EXO1_0_multinomial_train1.34	2.53E-50	2.90E-34	4.36E-02	1.30E-147	5.63E-02	1.43E-16	8.47E-04	2.37E-39	1.03E-01	6.03E-04	1.92E-03
EXO1_0_multinomial_train1.35	3.06E-05	3.06E-04	5.64E-02	8.95E-94	5.59E-02	3.85E-27	2.22E-03	6.28E-28	1.01E-01	1.59E-04	2.29E-03
EXO1_0_multinomial_train1.36	4.54E-52	3.20E-60	6.22E-02	0.00E+00	5.59E-02	1.30E-109	2.97E-03	1.03E-66	1.00E-01	0.00E+00	3.09E-54
EXO1_0_multinomial_train1.37	6.96E-14	3.88E-23	5.59E-02	8.67E-04	5.64E-02	4.17E-04	4.18E-31	5.07E-17	1.02E-01	2.20E-03	1.40E-03
EXO1_0_multinomial_train1.38	1.54E-67	1.12E-74	5.98E-02	0.00E+00	5.74E-02	3.11E-120	6.35E-150	9.83E-128	1.04E-01	0.00E+00	5.30E-76
EXO1_0_multinomial_train1.39	2.05E-88	1.08E-105	6.12E-02	0.00E+00	5.67E-02	1.41E-109	3.47E-159	3.24E-134	1.03E-01	0.00E+00	5.37E-94
EXO1_0_multinomial_train1.40	3.16E-141	0.00E+00	6.38E-02	3.60E-129	5.63E-02	2.88E-03	3.45E-03	3.61E-04	1.03E-01	0.00E+00	4.23E-04
EXO1_0_multinomial_train1.41	2.63E-68	1.20E-82	6.02E-02	9.94E-163	5.53E-02	8.69E-04	3.03E-03	3.32E-56	1.00E-01	1.42E-42	1.64E-03
EXO1_0_multinomial_train1.42	3.52E-85	1.39E-101	6.17E-02	1.44E-148	5.77E-02	4.29E-48	2.86E-03	4.72E-28	1.04E-01	0.00E+00	1.04E-03
EXO1_0_multinomial_train1.43	6.24E-36	4.18E-30	6.00E-02	0.00E+00	5.59E-02	0.00E+00	0.00E+00	0.00E+00	1.01E-01	0.00E+00	1.12E-45
EXO1_0_multinomial_train1.44	9.22E-09	7.32E-04	5.75E-02	0.00E+00	5.64E-02	8.54E-46	2.01E-03	7.72E-56	1.01E-01	3.46E-07	3.70E-03
EXO1_0_multinomial_train1.45	7.43E-07	4.43E-04	5.69E-02	1.48E-42	5.66E-02	2.67E-102	1.03E-03	4.11E-85	1.02E-01	1.78E-03	2.62E-03
EXO1_0_multinomial_train1.46	1.12E-12	1.50E-18	5.80E-02	5.50E-83	5.69E-02	3.86E-101	1.63E-03	3.42E-81	1.03E-01	2.27E-42	2.67E-04
EXO1_0_multinomial_train1.47	1.67E-128	2.16E-150	6.32E-02	0.00E+00	5.71E-02	3.48E-107	2.75E-03	2.07E-83	1.04E-01	0.00E+00	5.44E-142
EXO1_0_multinomial_train1.48	2.80E-03	4.58E-03	5.21E-02	0.00E+00	5.68E-02	5.02E-74	6.28E-63	1.33E-152	1.02E-01	1.98E-03	4.25E-03
EXO1_0_multinomial_train1.49	4.93E-137	4.63E-155	6.40E-02	1.52E-03	5.68E-02	2.71E-29	2.43E-03	1.08E-03	1.01E-01	1.52E-03	2.85E-04
EXO1_0_multinomial_train1.50	3.46E-62	2.82E-52	6.05E-02	0.00E+00	5.61E-02	1.67E-55	4.94E-03	1.01E-88	1.01E-01	1.22E-27	2.98E-03
EXO1_0_multinomial_train1.51	2.22E-73	6.23E-74	6.17E-02	0.00E+00	5.64E-02	2.16E-75	2.83E-03	6.41E-132	1.02E-01	0.00E+00	5.53E-64
EXO1_0_multinomial_train1.52	2.56E-87	4.07E-100	6.17E-02	0.00E+00	5.63E-02	1.59E-115	3.42E-82	3.27E-113	1.02E-01	0.00E+00	4.72E-04
EXO1_0_multinomial_train1.53	1.20E-109	1.08E-114	6.36E-02	0.00E+00	5.75E-02	8.94E-79	4.01E-03	3.29E-36	1.04E-01	0.00E+00	3.16E-04
EXO1_0_multinomial_train1.54	6.55E-107	1.15E-115	6.02E-02	8.66E-04	5.69E-02	3.27E-88	2.71E-56	8.85E-93	1.04E-01	2.00E-03	5.51E-108
EXO1_0_multinomial_train1.55	1.04E-03	2.57E-04	5.61E-02	3.97E-159	5.61E-02	1.21E-03	4.48E-03	1.41E-61	1.02E-01	0.00E+00	1.59E-03
EXO1_0_multinomial_train1.56	1.47E-05	1.80E-03	5.65E-02	0.00E+00	5.57E-02	3.25E-110	0.00E+00	0.00E+00	1.01E-01	4.82E-133	1.75E-03
EXO1_0_multinomial_train1.57	9.54E-26	2.01E-34	5.87E-02	6.79E-114	5.54E-02	1.24E-03	4.86E-03	3.14E-17	1.01E-01	0.00E+00	1.53E-20
EXO1_0_multinomial_train1.58	3.16E-03	1.32E-03	5.45E-02	0.00E+00	5.73E-02	2.02E-58	1.68E-03	1.18E-61	1.02E-01	0.00E+00	3.50E-03
EXO1_0_multinomial_train1.59	9.94E-49	6.65E-62	6.05E-02	0.00E+00	5.70E-02	2.05E-39	4.00E-03	2.24E-24	1.02E-01	0.00E+00	1.35E-03
EXO1_0_multinomial_train1.60	1.20E-40	1.06E-48	5.96E-02	1.86E-04	5.69E-02	3.81E-57	4.36E-03	4.86E-38	1.02E-01	1.99E-104	1.93E-03
EXO1_0_multinomial_train1.61	3.72E-47	8.48E-54	5.98E-02	0.00E+00	5.61E-02	1.11E-68	2.44E-03	1.14E-92	1.02E-01	6.66E-09	2.18E-03
EXO1_0_multinomial_train1.62	3.92E-31	1.94E-53	5.90E-02	0.00E+00	5.60E-02	1.36E-118	2.22E-03	4.64E-86	1.01E-01	0.00E+00	2.19E-04
EXO1_0_multinomial_train1.63	1.64E-95	1.77E-102	6.36E-02	1.91E-109	5.65E-02	1.13E-61	2.04E-03	3.56E-76	1.02E-01	4.58E-93	2.25E-04
EXO1_0_multinomial_train1.64	1.66E-51	1.95E-65	5.91E-02	1.93E-119	5.69E-02	3.99E-56	3.69E-94	6.20E-81	1.03E-01	5.53E-04	3.73E-04
EXO1_0_multinomial_train1.65	1.70E-47	2.24E-58	6.01E-02	1.28E-03	5.68E-02	1.69E-69	4.03E-03	4.63E-39	1.02E-01	9.76E-62	1.64E-04
EXO1_0_multinomial_train1.66	3.27E-22	3.09E-28	5.82E-02	0.00E+00	5.68E-02	1.43E-38	1.60E-03	2.81E-67	1.03E-01	3.26E-88	3.73E-03
EXO1_0_multinomial_train1.67	2.46E-132	4.43E-138	6.42E-02	1.23E-132	5.56E-02	2.10E-61	1.70E-47	1.26E-89	1.01E-01	6.32E-04	1.15E-19
EXO1_0_multinomial_train1.68	9.68E-19	1.12E-03	5.54E-02	1.64E-26	5.73E-02	6.93E-04	8.46E-04	8.19E-09	1.03E-01	2.07E-03	4.56E-03
EXO1_0_multinomial_train1.69	2.81E-03	3.54E-03	5.74E-02	0.00E+00	5.54E-02	5.82E-85	2.54E-03	2.77E-107	9.80E-02	0.00E+00	4.56E-03
EXO1_0_multinomial_train1.70	6.60E-133	1.00E-150	6.38E-02	1.04E-03	5.52E-02	2.71E-03	4.36E-03	6.87E-106	1.01E-01	4.96E-114	7.85E-149
EXO1_0_multinomial_train1.71	2.05E-22	2.94E-04	5.79E-02	0.00E+00	5.77E-02	8.06E-88	4.60E-03	2.35E-75	1.03E-01	0.00E+00	2.21E-03
EXO1_0_multinomial_train1.72	3.92E-66	1.63E-71	5.98E-02	2.20E-04	5.68E-02	1.21E-64	5.49E-04	6.08E-57	1.03E-01	1.02E-03	1.39E-75
EXO1_0_multinomial_train1.73	1.97E-17	2.55E-03	5.54E-02	4.43E-121	5.58E-02	7.81E-04	2.30E-03	7.48E-04	1.01E-01	1.75E-06	2.99E-03
EXO1_0_multinomial_train1.74	3.34E-55	8.09E-36	6.14E-02	0.00E+00	5.65E-02	1.99E-97	3.83E-27	1.00E-147	1.03E-01	4.89E-127	1.47E-09
EXO1_0_multinomial_train1.75	9.98E-25	3.24E-38	5.86E-02	0.00E+00	5.61E-02	3.67E-03	5.84E-03	1.06E-03	9.96E-02	0.00E+00	3.28E-03
EXO1_0_multinomial_train1.76	8.41E-154	0.00E+00	6.68E-02	0.00E+00	5.61E-02	7.53E-82	2.77E-03	1.44E-58	1.02E-01	0.00E+00	4.63E-04
EXO1_0_multinomial_train1.77	7.73E-56	5.74E-73	5.84E-02	1.30E-85	5.84E-02	2.08E-79	2.85E-54	3.18E-59	1.06E-01	5.13E-04	8.77E-04
EXO1_0_multinomial_train1.78	1.57E-86	2.12E-99	6.17E-02	3.65E-121	5.70E-02	9.81E-04	4.42E-03	1.07E-54	1.04E-01	0.00E+00	6.85E-31
EXO1_0_multinomial_train1.79	1.03E-66	8.46E-90	5.96E-02	7.28E-109	5.61E-02	2.64E-03	1.67E-03	8.11E-44	1.04E-01	0.00E+00	1.79E-04
EXO1_0_multinomial_train1.80	7.78E-35	4.94E-41	5.93E-02	0.00E+00	5.67E-02	1.33E-53	6.47E-04	9.93E-139	1.03E-01	5.86E-124	2.16E-03
EXO1_0_multinomial_train1.81	7.87E-30	1.27E-40	5.91E-02	1.07E-03	5.64E-02	9.88E-88	1.88E-03	3.41E-67	1.01E-01	1.15E-03	1.62E-31
EXO1_0_multinomial_train1.82	3.30E-77	2.91E-78	6.07E-02	5.76E-122	5.70E-02	8.98E-92	9.23E-04	6.82E-101	1.03E-01	6.27E-134	1.82E-86
EXO1_0_multinomial_train1.83	1.01E-92	1.97E-93	6.29E-02	1.55E-116	5.68E-02	2.12E-43	2.51E-03	9.73E-04	1.02E-01	1.42E-89	2.16E-03
EXO1_0_multinomial_train1.84	1.15E-50	6.19E-59	5.88E-02	1.01E-113	5.70E-02	1.68E-111	7.35E-83	1.23E-86	1.04E-01	7.21E-148	8.44E-48
EXO1_0_multinomial_train1.85	1.18E-86	1.50E-83	6.29E-02	0.00E+00	5.55E-02	5.97E-04	1.10E-03	2.75E-73	1.01E-01	0.00E+00	4.91E-04
EXO1_0_multinomial_train1.86	1.28E-56	9.70E-70	5.94E-02	0.00E+00	5.75E-02	1.66E-62	3.45E-03	8.58E-47	1.03E-01	0.00E+00	1.80E-03
EXO1_0_multinomial_train1.87	7.07E-81	6.12E-68	6.27E-02	0.00E+00	5.65E-02	2.55E-40	3.78E-03	1.61E-79	1.02E-01	1.58E-34	1.56E-03
EXO1_0_multinomial_train1.88	2.43E-36	9.42E-50	6.03E-02	9.91E-04	5.60E-02	4.32E-76	4.09E-03	9.02E-67	1.00E-01	1.47E-03	1.26E-39
EXO1_0_multinomial_train1.89	3.52E-61	2.11E-77	5.99E-02	1.75E-90	5.65E-02	1.42E-79	6.60E-04	5.75E-103	1.02E-01	3.07E-04	1.17E-63
EXO1_0_multinomial_train1.90	2.40E-03	2.19E-03	5.40E-02	0.00E+00	5.64E-02	6.94E-05	4.71E-03	4.65E-16	1.01E-01	0.00E+00	3.43E-03
EXO1_0_multinomial_train1.91	6.52E-16	1.06E-20	5.79E-02	0.00E+00	5.58E-02	2.14E-139	2.78E-04	6.72E-134	1.01E-01	0.00E+00	1.50E-20
EXO1_0_multinomial_train1.92	5.44E-07	4.68E-27	5.51E-02	3.02E-116	5.69E-02	4.21E-04	4.96E-03	3.25E-03	1.01E-01	1.70E-88	3.20E-03
EXO1_0_multinomial_train1.93	2.54E-134	4.13E-132	6.67E-02	0.00E+00	5.53E-02	5.89E-127	1.64E-55	0.00E+00	9.96E-02	0.00E+00	2.52E-131
EXO1_0_multinomial_train1.94	2.31E-90	2.63E-90	6.13E-02	0.00E+00	5.60E-02	3.31E-54	1.14E-03	4.05E-40	1.02E-01	0.00E+00	7.54E-04
EXO1_0_multinomial_train1.95	3.41E-93	2.16E-106	6.29E-02	0.00E+00	5.64E-02	1.92E-104	2.69E-03	3.27E-47	1.02E-01	0.00E+00	4.77E-04
EXO1_0_multinomial_train1.96	2.19E-03	1.49E-03	5.53E-02	0.00E+00	5.87E-02	0.00E+00	1.62E-03	1.00E-147	1.04E-01	0.00E+00	2.50E-03
EXO1_0_multinomial_train1.97	5.60E-149	1.34E-147	6.51E-02	1.56E-18	5.57E-02	4.53E-04	1.31E-03	6.73E-04	1.02E-01	4.77E-04	1.79E-04
EXO1_0_multinomial_train1.98	8.13E-21	3.67E-18	5.89E-02	4.15E-09	5.61E-02	9.50E-43	5.52E-04	2.42E-03	1.00E-01	2.01E-03	2.38E-03
OGG1_0_multinomial_train1	6.53E-11	5.93E-62	7.26E-48	5.98E-03	3.31E-17	5.38E-03	1.16E-02	7.92E-03	2.87E-03	1.28E-02	5.72E-03
OGG1_0_multinomial_train1.1	6.69E-03	1.18E-02	2.12E-03	1.34E-02	1.17E-04	4.66E-03	1.54E-09	2.05E-03	2.49E-28	2.29E-02	7.51E-03
OGG1_0_multinomial_train1.2	3.76E-03	3.71E-03	2.16E-03	1.06E-02	3.77E-03	2.86E-03	1.83E-02	6.89E-03	1.09E-17	4.63E-05	4.72E-03
OGG1_0_multinomial_train1.3	1.53E-61	5.05E-03	0.00E+00	1.65E-02	1.47E-03	2.77E-03	1.41E-26	4.85E-42	4.20E-31	2.56E-02	5.85E-03
OGG1_0_multinomial_train1.4	1.70E-30	7.11E-03	0.00E+00	1.65E-02	2.52E-56	1.64E-03	6.03E-136	1.04E-95	3.15E-83	2.87E-02	6.87E-03
OGG1_0_multinomial_train1.5	8.81E-03	8.10E-34	6.89E-45	1.05E-02	1.13E-23	2.06E-20	9.43E-03	8.23E-03	1.68E-54	1.85E-02	8.87E-03
OGG1_0_multinomial_train1.6	2.14E-03	9.55E-50	5.65E-04	9.64E-03	3.00E-20	7.87E-03	1.41E-02	6.74E-03	1.90E-21	2.91E-03	6.35E-03
OGG1_0_multinomial_train1.7	2.85E-03	5.49E-03	2.43E-03	7.53E-03	4.40E-03	3.53E-03	1.79E-02	2.74E-03	7.09E-18	6.05E-03	5.18E-03
OGG1_0_multinomial_train1.8	2.67E-04	8.33E-03	7.82E-04	2.56E-02	1.32E-40	2.22E-87	6.63E-100	7.69E-152	2.19E-63	3.85E-02	3.53E-03
OGG1_0_multinomial_train1.9	3.74E-03	2.82E-03	8.98E-90	4.85E-03	1.98E-50	3.40E-03	1.34E-02	0.00E+00	7.59E-51	9.45E-03	3.60E-03
OGG1_0_multinomial_train1.10	5.08E-03	5.19E-06	4.11E-03	1.06E-02	1.59E-25	4.29E-27	5.30E-03	8.56E-26	2.53E-55	2.14E-02	9.03E-03
OGG1_0_multinomial_train1.11	5.45E-03	6.02E-15	9.38E-76	9.03E-03	6.87E-36	1.63E-04	3.66E-03	7.23E-136	1.37E-64	1.88E-02	7.48E-03
OGG1_0_multinomial_train1.12	2.03E-03	4.08E-03	1.35E-03	3.50E-03	2.27E-03	2.11E-03	8.51E-03	4.98E-03	3.01E-04	1.17E-02	6.93E-03
OGG1_0_multinomial_train1.13	3.28E-03	7.79E-04	6.44E-04	5.63E-03	2.60E-27	5.04E-03	6.61E-03	2.54E-03	7.51E-10	1.60E-02	6.78E-03
OGG1_0_multinomial_train1.14	1.11E-05	1.00E-48	4.73E-86	5.90E-03	1.21E-03	6.68E-03	1.19E-02	4.44E-03	3.85E-03	6.42E-03	6.25E-03
OGG1_0_multinomial_train1.15	9.08E-03	1.15E-02	2.27E-03	1.22E-02	5.71E-21	2.79E-03	1.53E-37	5.75E-03	1.56E-32	2.26E-02	3.95E-03
OGG1_0_multinomial_train1.16	2.70E-03	6.07E-03	1.60E-03	1.18E-02	2.45E-29	7.24E-03	1.98E-02	4.20E-03	4.59E-59	3.79E-07	3.61E-03
OGG1_0_multinomial_train1.17	7.73E-03	1.80E-14	1.62E-22	9.73E-03	1.71E-57	6.98E-03	1.99E-02	1.11E-05	2.00E-03	1.39E-03	7.03E-03
OGG1_0_multinomial_train1.18	1.17E-09	2.15E-03	1.71E-28	4.25E-03	6.85E-45	6.50E-03	9.08E-03	5.43E-03	1.87E-21	9.48E-03	4.12E-03
OGG1_0_multinomial_train1.19	1.12E-02	3.94E-48	1.86E-03	7.39E-03	6.16E-32	1.94E-03	1.19E-02	2.65E-64	2.98E-25	1.42E-02	1.01E-02
OGG1_0_multinomial_train1.20	7.00E-03	1.04E-02	3.28E-16	9.40E-03	4.59E-09	6.45E-03	1.71E-03	2.52E-31	4.33E-03	1.75E-02	3.81E-03
OGG1_0_multinomial_train1.21	5.54E-03	2.06E-03	2.44E-03	5.76E-03	7.92E-22	9.23E-03	6.20E-03	8.10E-03	1.33E-03	7.76E-03	4.78E-03
OGG1_0_multinomial_train1.22	1.41E-02	2.67E-64	2.23E-102	4.76E-03	2.51E-68	5.59E-03	9.68E-03	1.05E-10	2.13E-44	9.49E-03	1.45E-02
OGG1_0_multinomial_train1.23	2.36E-03	8.35E-04	6.62E-05	5.91E-03	3.98E-44	4.67E-03	1.08E-02	8.25E-03	5.69E-03	1.11E-02	6.58E-03
OGG1_0_multinomial_train1.24	4.50E-03	2.17E-03	2.24E-03	9.50E-03	3.65E-03	4.96E-03	1.74E-02	5.75E-03	8.27E-07	1.13E-03	4.38E-03
OGG1_0_multinomial_train1.25	4.72E-58	3.15E-140	3.26E-133	1.23E-02	5.87E-15	4.30E-03	1.37E-02	1.70E-21	2.57E-48	1.51E-02	7.54E-03
OGG1_0_multinomial_train1.26	6.55E-03	3.68E-20	1.68E-09	5.07E-03	5.87E-04	6.69E-07	1.18E-02	4.55E-03	5.55E-28	1.33E-02	6.38E-03
OGG1_0_multinomial_train1.27	5.11E-03	9.21E-03	2.99E-132	1.50E-02	8.29E-18	5.43E-03	4.20E-85	8.60E-09	1.84E-25	2.62E-02	7.04E-03
OGG1_0_multinomial_train1.28	9.84E-04	1.99E-03	1.92E-03	4.07E-03	3.84E-25	1.45E-03	1.07E-02	5.50E-03	7.20E-31	1.11E-02	4.45E-03
OGG1_0_multinomial_train1.29	9.19E-03	7.20E-06	2.32E-03	6.56E-03	2.29E-04	1.48E-03	5.02E-03	1.72E-32	1.93E-19	1.55E-02	1.12E-02
OGG1_0_multinomial_train1.30	9.85E-03	9.64E-03	9.83E-04	5.14E-03	4.89E-22	2.46E-03	1.21E-02	4.83E-06	2.08E-26	9.10E-03	3.69E-03
OGG1_0_multinomial_train1.31	5.48E-03	3.55E-37	8.63E-16	6.27E-03	1.45E-31	6.47E-03	7.59E-03	9.40E-03	1.75E-37	6.72E-03	7.11E-03
OGG1_0_multinomial_train1.32	9.21E-03	8.98E-30	2.17E-03	9.79E-03	8.57E-04	2.59E-03	1.71E-02	6.45E-03	5.50E-44	2.25E-03	8.20E-03
OGG1_0_multinomial_train1.33	3.43E-03	8.37E-03	1.23E-22	1.65E-02	4.14E-45	6.54E-03	5.91E-83	0.00E+00	1.80E-49	2.64E-02	3.11E-03
OGG1_0_multinomial_train1.34	5.49E-03	3.70E-83	3.79E-03	5.60E-03	2.91E-22	3.34E-03	5.73E-03	3.52E-03	7.74E-26	1.21E-02	5.77E-03
OGG1_0_multinomial_train1.35	1.15E-03	2.13E-03	1.94E-03	4.00E-03	6.50E-04	1.30E-03	1.26E-02	3.50E-117	8.64E-14	1.11E-02	4.45E-03
OGG1_0_multinomial_train1.36	3.04E-03	4.98E-03	2.37E-46	9.80E-03	1.75E-03	6.34E-28	9.54E-03	2.58E-12	5.47E-36	1.28E-02	6.98E-03
