Samples	SBS96A	SBS96B	SBS96C	SBS96D
EXO1_0_multinomial_train1.30	1.00E-26	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.31	1.04E-41	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.32	1.00E-26	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.33	1.04E-41	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.34	1.00E-26	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.35	1.00E-26	7.36E-42	8.47E-42	1.04E-41
EXO1_0_multinomial_train1.36	1.00E-26	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.37	1.04E-41	7.36E-42	8.47E-42	1.04E-41
EXO1_0_multinomial_train1.38	1.04E-41	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.39	1.04E-41	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.40	1.00E-26	7.36E-42	8.47E-42	1.04E-41
EXO1_0_multinomial_train1.41	1.00E-26	7.36E-42	8.47E-42	1.04E-41
EXO1_0_multinomial_train1.42	1.00E-26	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.43	1.04E-41	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.44	1.04E-41	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.45	1.04E-41	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.46	1.04E-41	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.47	1.00E-26	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.48	1.04E-41	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.49	1.00E-26	7.36E-42	8.47E-42	1.04E-41
EXO1_0_multinomial_train1.50	1.00E-26	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.51	1.00E-26	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.52	1.04E-41	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.53	1.00E-26	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.54	1.04E-41	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.55	1.04E-41	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.56	1.00E-26	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.57	1.00E-26	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.58	1.04E-41	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.59	1.00E-26	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.60	1.04E-41	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.61	1.04E-41	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.62	1.04E-41	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.63	1.00E-26	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.64	1.04E-41	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.65	1.04E-41	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.66	1.00E-26	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.67	1.00E-26	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.68	1.00E-26	7.36E-42	8.47E-42	1.04E-41
EXO1_0_multinomial_train1.69	1.00E-26	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.70	1.00E-26	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.71	1.00E-26	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.72	1.04E-41	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.73	1.00E-26	7.36E-42	8.47E-42	1.04E-41
EXO1_0_multinomial_train1.74	1.00E-26	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.75	1.00E-26	7.36E-42	8.47E-42	1.04E-41
EXO1_0_multinomial_train1.76	1.00E-26	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.77	1.04E-41	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.78	1.00E-26	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.79	1.04E-41	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.80	1.04E-41	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.81	1.04E-41	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.82	1.04E-41	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.83	1.00E-26	7.36E-42	8.47E-42	1.04E-41
EXO1_0_multinomial_train1.84	1.04E-41	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.85	1.00E-26	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.86	1.04E-41	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.87	1.00E-26	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.88	1.00E-26	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.89	1.04E-41	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.90	1.04E-41	7.36E-42	8.47E-42	1.04E-41
EXO1_0_multinomial_train1.91	1.04E-41	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.92	1.04E-41	7.36E-42	8.47E-42	1.04E-41
EXO1_0_multinomial_train1.93	1.00E-26	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.94	1.00E-26	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.95	1.00E-26	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.96	1.04E-41	7.36E-42	8.47E-42	1.00E-26
EXO1_0_multinomial_train1.97	1.00E-26	7.36E-42	8.47E-42	1.04E-41
EXO1_0_multinomial_train1.98	1.00E-26	7.36E-42	8.47E-42	1.04E-41
OGG1_0_multinomial_train1	1.64E-14	7.13E-02	9.28E-02	8.56E-02
OGG1_0_multinomial_train1.1	8.28E-03	7.19E-02	1.10E-01	1.03E-01
OGG1_0_multinomial_train1.2	6.54E-03	7.05E-02	8.10E-02	6.71E-02
OGG1_0_multinomial_train1.3	2.20E-03	7.39E-02	1.15E-01	1.08E-01
OGG1_0_multinomial_train1.4	2.86E-03	7.67E-02	1.05E-01	9.20E-02
OGG1_0_multinomial_train1.5	7.91E-03	7.40E-02	7.72E-02	4.47E-02
OGG1_0_multinomial_train1.6	1.00E-02	7.09E-02	9.90E-02	9.51E-02
OGG1_0_multinomial_train1.7	4.11E-03	7.12E-02	9.01E-02	7.04E-02
OGG1_0_multinomial_train1.8	3.67E-03	7.43E-02	8.76E-02	6.25E-02
OGG1_0_multinomial_train1.9	2.03E-03	7.51E-02	1.17E-01	1.08E-01
OGG1_0_multinomial_train1.10	6.03E-03	7.69E-02	8.21E-02	4.50E-02
OGG1_0_multinomial_train1.11	4.90E-03	7.53E-02	1.17E-01	1.10E-01
OGG1_0_multinomial_train1.12	5.29E-03	6.87E-02	7.61E-02	5.40E-02
OGG1_0_multinomial_train1.13	2.91E-04	7.16E-02	1.08E-01	1.01E-01
OGG1_0_multinomial_train1.14	6.21E-04	7.12E-02	9.41E-02	8.74E-02
OGG1_0_multinomial_train1.15	7.87E-03	7.33E-02	1.11E-01	1.04E-01
OGG1_0_multinomial_train1.16	4.07E-03	7.43E-02	1.12E-01	1.05E-01
OGG1_0_multinomial_train1.17	1.03E-03	7.17E-02	1.07E-01	1.02E-01
OGG1_0_multinomial_train1.18	3.94E-03	7.65E-02	7.83E-02	5.56E-02
OGG1_0_multinomial_train1.19	7.19E-03	7.35E-02	1.11E-01	1.04E-01
OGG1_0_multinomial_train1.20	6.06E-03	7.36E-02	1.03E-01	9.10E-02
OGG1_0_multinomial_train1.21	1.67E-03	7.10E-02	9.05E-02	8.09E-02
OGG1_0_multinomial_train1.22	8.06E-03	7.47E-02	8.64E-02	6.97E-02
OGG1_0_multinomial_train1.23	1.41E-04	7.39E-02	7.42E-02	4.69E-02
OGG1_0_multinomial_train1.24	2.06E-04	6.65E-02	8.38E-02	7.84E-02
OGG1_0_multinomial_train1.25	2.55E-03	7.56E-02	1.13E-01	1.09E-01
OGG1_0_multinomial_train1.26	4.31E-03	7.28E-02	7.57E-02	5.03E-02
OGG1_0_multinomial_train1.27	5.82E-03	7.45E-02	8.07E-02	4.48E-02
OGG1_0_multinomial_train1.28	4.01E-03	7.35E-02	7.71E-02	5.00E-02
OGG1_0_multinomial_train1.29	7.17E-03	7.27E-02	1.11E-01	1.03E-01
OGG1_0_multinomial_train1.30	5.97E-03	7.26E-02	9.94E-02	8.75E-02
OGG1_0_multinomial_train1.31	3.90E-03	7.13E-02	9.10E-02	8.62E-02
OGG1_0_multinomial_train1.32	2.81E-03	7.11E-02	7.59E-02	5.35E-02
OGG1_0_multinomial_train1.33	3.73E-03	7.44E-02	8.54E-02	5.68E-02
OGG1_0_multinomial_train1.34	6.11E-03	7.02E-02	8.35E-02	6.64E-02
OGG1_0_multinomial_train1.35	2.88E-03	7.44E-02	1.14E-01	1.06E-01
OGG1_0_multinomial_train1.36	5.21E-03	7.30E-02	1.12E-01	1.05E-01
OGG1_0_multinomial_train1.37	7.51E-03	7.21E-02	7.79E-02	5.01E-02
OGG1_0_multinomial_train1.38	1.90E-03	6.59E-02	9.17E-02	8.30E-02
OGG1_0_multinomial_train1.39	5.32E-03	7.37E-02	1.11E-01	1.04E-01
OGG1_0_multinomial_train1.40	7.47E-03	7.06E-02	1.15E-01	1.03E-01
OGG1_0_multinomial_train1.41	2.34E-03	7.53E-02	1.18E-01	1.11E-01
OGG1_0_multinomial_train1.42	1.78E-03	6.73E-02	8.54E-02	8.10E-02
OGG1_0_multinomial_train1.43	8.05E-03	7.21E-02	1.10E-01	1.02E-01
OGG1_0_multinomial_train1.44	2.02E-03	7.51E-02	9.52E-02	8.12E-02
OGG1_0_multinomial_train1.45	1.53E-03	7.25E-02	7.56E-02	4.78E-02
OGG1_0_multinomial_train1.46	5.31E-03	7.24E-02	1.11E-01	1.03E-01
OGG1_0_multinomial_train1.47	2.99E-03	7.08E-02	7.94E-02	6.45E-02
OGG1_0_multinomial_train1.48	4.90E-03	7.13E-02	7.61E-02	5.56E-02
OGG1_0_multinomial_train1.49	5.24E-03	6.99E-02	8.68E-02	7.69E-02
OGG1_0_multinomial_train1.50	3.84E-03	7.02E-02	1.03E-01	9.89E-02
OGG1_0_multinomial_train1.51	6.49E-03	7.07E-02	8.08E-02	6.62E-02
OGG1_0_multinomial_train1.52	4.75E-03	7.44E-02	8.15E-02	4.50E-02
OGG1_0_multinomial_train1.53	4.29E-03	7.32E-02	8.91E-02	6.74E-02
OGG1_0_multinomial_train1.54	1.62E-03	7.36E-02	1.17E-01	1.08E-01
OGG1_0_multinomial_train1.55	3.51E-03	6.69E-02	8.76E-02	8.25E-02
OGG1_0_multinomial_train1.56	7.02E-04	6.83E-02	8.79E-02	8.44E-02
OGG1_0_multinomial_train1.57	4.13E-03	7.08E-02	9.01E-02	7.41E-02
OGG1_0_multinomial_train1.58	2.85E-03	6.77E-02	8.37E-02	7.34E-02
OGG1_0_multinomial_train1.59	1.04E-02	6.98E-02	9.07E-02	8.32E-02
OGG1_0_multinomial_train1.60	1.86E-03	6.57E-02	7.64E-02	6.03E-02
OGG1_0_multinomial_train1.61	5.46E-03	6.95E-02	8.19E-02	6.98E-02
OGG1_0_multinomial_train1.62	4.84E-03	7.44E-02	7.99E-02	4.54E-02
OGG1_0_multinomial_train1.63	6.45E-03	7.25E-02	8.88E-02	7.26E-02
OGG1_0_multinomial_train1.64	4.20E-03	7.15E-02	1.08E-01	1.02E-01
OGG1_0_multinomial_train1.65	2.55E-04	6.62E-02	8.90E-02	8.09E-02
OGG1_0_multinomial_train1.66	1.14E-03	6.94E-02	1.05E-01	9.99E-02
OGG1_0_multinomial_train1.67	1.16E-03	6.86E-02	8.94E-02	8.50E-02
OGG1_0_multinomial_train1.68	2.61E-03	7.28E-02	1.10E-01	1.04E-01
OGG1_0_multinomial_train1.69	3.58E-03	7.10E-02	9.31E-02	8.48E-02
OGG1_0_multinomial_train1.70	8.39E-04	7.54E-02	8.05E-02	4.51E-02
OGG1_0_multinomial_train1.71	2.58E-04	7.55E-02	8.04E-02	5.40E-02
OGG1_0_multinomial_train1.72	5.50E-03	7.26E-02	1.10E-01	1.02E-01
OGG1_0_multinomial_train1.73	5.58E-03	7.31E-02	1.10E-01	1.03E-01
OGG1_0_multinomial_train1.74	1.70E-07	7.15E-02	1.08E-01	1.01E-01
OGG1_0_multinomial_train1.75	3.86E-03	7.39E-02	9.75E-02	7.99E-02
OGG1_0_multinomial_train1.76	7.27E-03	7.61E-02	7.58E-02	4.56E-02
OGG1_0_multinomial_train1.77	3.63E-03	7.40E-02	1.13E-01	1.06E-01
OGG1_0_multinomial_train1.78	2.01E-06	6.91E-02	8.78E-02	7.21E-02
OGG1_0_multinomial_train1.79	2.22E-08	7.85E-02	8.29E-02	4.40E-02
OGG1_0_multinomial_train1.80	6.88E-03	7.35E-02	8.98E-02	7.06E-02
OGG1_0_multinomial_train1.81	2.02E-03	7.64E-02	8.39E-02	4.41E-02
OGG1_0_multinomial_train1.82	2.84E-03	7.45E-02	9.18E-02	7.76E-02
OGG1_0_multinomial_train1.83	7.57E-03	7.34E-02	1.08E-01	1.03E-01
OGG1_0_multinomial_train1.84	1.42E-04	7.00E-02	7.86E-02	6.17E-02
OGG1_0_multinomial_train1.85	4.48E-03	7.20E-02	1.07E-01	1.02E-01
OGG1_0_multinomial_train1.86	4.00E-04	7.26E-02	1.07E-01	1.04E-01
OGG1_0_multinomial_train1.87	6.55E-03	7.18E-02	1.09E-01	1.01E-01
OGG1_0_multinomial_train1.88	5.72E-03	6.81E-02	9.51E-02	9.02E-02
OGG1_0_multinomial_train1.89	1.14E-03	7.23E-02	7.52E-02	4.69E-02
OGG1_0_multinomial_train1.90	8.31E-03	7.13E-02	1.09E-01	1.02E-01
OGG1_0_multinomial_train1.91	3.65E-03	7.16E-02	7.46E-02	5.90E-02
OGG1_0_multinomial_train1.92	2.99E-03	6.68E-02	7.99E-02	6.72E-02
OGG1_0_multinomial_train1.93	3.09E-03	7.24E-02	9.52E-02	8.02E-02
OGG1_0_multinomial_train1.94	4.56E-03	7.21E-02	1.09E-01	1.03E-01
OGG1_0_multinomial_train1.95	1.00E-26	7.23E-02	8.22E-02	5.84E-02
OGG1_0_multinomial_train1.96	3.62E-03	7.35E-02	1.12E-01	1.04E-01
OGG1_0_multinomial_train1.97	3.17E-03	7.24E-02	1.12E-01	1.03E-01
OGG1_0_multinomial_train1.98	1.98E-04	7.57E-02	7.48E-02	4.81E-02
RNF168_0_multinomial_train1	1.28E-01	1.63E-26	3.04E-02	5.36E-02
RNF168_0_multinomial_train1.1	1.28E-01	1.63E-26	3.11E-02	5.36E-02
RNF168_0_multinomial_train1.2	1.30E-01	1.63E-26	3.03E-02	5.23E-02
RNF168_0_multinomial_train1.3	1.32E-01	1.63E-26	2.85E-02	5.26E-02
RNF168_0_multinomial_train1.4	1.28E-01	1.63E-26	2.85E-02	5.26E-02
RNF168_0_multinomial_train1.5	1.32E-01	1.63E-26	2.77E-02	5.26E-02
RNF168_0_multinomial_train1.6	1.30E-01	1.63E-26	3.10E-02	5.37E-02
RNF168_0_multinomial_train1.7	1.25E-01	1.63E-26	2.57E-02	5.16E-02
RNF168_0_multinomial_train1.8	1.33E-01	1.63E-26	2.84E-02	5.49E-02
RNF168_0_multinomial_train1.9	1.26E-01	1.63E-26	2.70E-02	5.15E-02
RNF168_0_multinomial_train1.10	1.33E-01	1.63E-26	3.02E-02	5.39E-02
RNF168_0_multinomial_train1.11	1.25E-01	1.63E-26	2.61E-02	5.19E-02
RNF168_0_multinomial_train1.12	1.33E-01	1.63E-26	3.12E-02	5.54E-02
RNF168_0_multinomial_train1.13	1.23E-01	1.63E-26	2.19E-02	5.48E-02
RNF168_0_multinomial_train1.14	1.31E-01	1.63E-26	3.13E-02	5.45E-02
RNF168_0_multinomial_train1.15	1.28E-01	1.63E-26	2.62E-02	5.32E-02
RNF168_0_multinomial_train1.16	1.39E-01	1.63E-26	3.87E-02	6.24E-02
RNF168_0_multinomial_train1.17	1.39E-01	1.63E-26	3.00E-02	5.64E-02
RNF168_0_multinomial_train1.18	1.26E-01	1.63E-26	2.39E-02	5.20E-02
RNF168_0_multinomial_train1.19	1.33E-01	1.63E-26	3.23E-02	5.39E-02
RNF168_0_multinomial_train1.20	1.30E-01	1.63E-26	2.83E-02	5.28E-02
RNF168_0_multinomial_train1.21	1.31E-01	1.63E-26	2.60E-02	5.35E-02
RNF168_0_multinomial_train1.22	1.31E-01	1.63E-26	2.88E-02	5.35E-02
RNF168_0_multinomial_train1.23	1.37E-01	1.63E-26	3.15E-02	5.67E-02
RNF168_0_multinomial_train1.24	1.32E-01	1.63E-26	3.42E-02	5.62E-02
RNF168_0_multinomial_train1.25	1.31E-01	1.63E-26	2.66E-02	5.25E-02
RNF168_0_multinomial_train1.26	1.33E-01	1.63E-26	3.29E-02	5.59E-02
RNF168_0_multinomial_train1.27	1.31E-01	5.57E-24	3.36E-02	5.60E-02
RNF168_0_multinomial_train1.28	1.31E-01	1.63E-26	3.19E-02	5.53E-02
RNF168_0_multinomial_train1.29	1.27E-01	1.63E-26	2.97E-02	5.46E-02
RNF168_0_multinomial_train1.30	1.32E-01	1.63E-26	2.83E-02	5.29E-02
RNF168_0_multinomial_train1.31	1.29E-01	1.63E-26	2.54E-02	5.27E-02
RNF168_0_multinomial_train1.32	1.32E-01	1.63E-26	3.10E-02	5.56E-02
RNF168_0_multinomial_train1.33	1.29E-01	1.63E-26	2.46E-02	5.25E-02
RNF168_0_multinomial_train1.34	1.31E-01	1.63E-26	2.96E-02	5.34E-02
RNF168_0_multinomial_train1.35	1.34E-01	1.63E-26	3.53E-02	5.79E-02
RNF168_0_multinomial_train1.36	1.33E-01	1.63E-26	2.69E-02	5.37E-02
RNF168_0_multinomial_train1.37	1.25E-01	1.63E-26	2.94E-02	5.30E-02
RNF168_0_multinomial_train1.38	1.28E-01	1.63E-26	2.29E-02	5.32E-02
RNF168_0_multinomial_train1.39	1.30E-01	1.63E-26	2.90E-02	5.16E-02
RNF168_0_multinomial_train1.40	1.31E-01	1.63E-26	3.22E-02	5.44E-02
RNF168_0_multinomial_train1.41	1.29E-01	1.63E-26	2.85E-02	5.26E-02
RNF168_0_multinomial_train1.42	1.23E-01	1.63E-26	3.05E-02	5.32E-02
RNF168_0_multinomial_train1.43	1.31E-01	1.63E-26	2.96E-02	5.45E-02
RNF168_0_multinomial_train1.44	1.29E-01	1.63E-26	3.19E-02	5.39E-02
RNF168_0_multinomial_train1.45	1.35E-01	1.63E-26	3.22E-02	5.50E-02
RNF168_0_multinomial_train1.46	1.34E-01	1.63E-26	3.58E-02	5.96E-02
RNF168_0_multinomial_train1.47	1.22E-01	1.63E-26	2.28E-02	5.46E-02
RNF168_0_multinomial_train1.48	1.28E-01	1.63E-26	3.58E-02	5.37E-02
RNF168_0_multinomial_train1.49	1.35E-01	1.63E-26	3.10E-02	5.62E-02
RNF168_0_multinomial_train1.50	1.34E-01	1.63E-26	2.95E-02	5.67E-02
RNF168_0_multinomial_train1.51	1.33E-01	1.63E-26	3.07E-02	5.47E-02
RNF168_0_multinomial_train1.52	1.18E-01	1.63E-26	2.58E-02	5.42E-02
RNF168_0_multinomial_train1.53	1.27E-01	1.63E-26	2.83E-02	5.10E-02
RNF168_0_multinomial_train1.54	1.26E-01	1.63E-26	2.59E-02	5.17E-02
RNF168_0_multinomial_train1.55	1.28E-01	1.63E-26	2.60E-02	5.16E-02
RNF168_0_multinomial_train1.56	1.34E-01	1.63E-26	3.45E-02	5.88E-02
RNF168_0_multinomial_train1.57	1.30E-01	1.63E-26	3.37E-02	5.39E-02
RNF168_0_multinomial_train1.58	1.29E-01	1.63E-26	2.68E-02	5.19E-02
RNF168_0_multinomial_train1.59	1.23E-01	1.63E-26	2.86E-02	5.09E-02
RNF168_0_multinomial_train1.60	1.28E-01	1.63E-26	2.70E-02	5.22E-02
RNF168_0_multinomial_train1.61	1.34E-01	1.63E-26	2.74E-02	5.58E-02
RNF168_0_multinomial_train1.62	1.34E-01	1.63E-26	3.41E-02	5.77E-02
RNF168_0_multinomial_train1.63	1.27E-01	1.63E-26	3.08E-02	5.39E-02
RNF168_0_multinomial_train1.64	1.27E-01	1.67E-26	2.72E-02	5.38E-02
RNF168_0_multinomial_train1.65	1.33E-01	1.63E-26	3.04E-02	5.49E-02
RNF168_0_multinomial_train1.66	1.31E-01	1.63E-26	2.88E-02	5.29E-02
RNF168_0_multinomial_train1.67	1.25E-01	1.63E-26	2.61E-02	5.14E-02
RNF168_0_multinomial_train1.68	1.36E-01	1.63E-26	3.06E-02	5.56E-02
RNF168_0_multinomial_train1.69	1.20E-01	1.63E-26	2.70E-02	5.26E-02
RNF168_0_multinomial_train1.70	1.23E-01	1.63E-26	2.48E-02	5.36E-02
RNF168_0_multinomial_train1.71	1.29E-01	1.63E-26	2.62E-02	5.22E-02
RNF168_0_multinomial_train1.72	1.26E-01	1.63E-26	2.68E-02	5.36E-02
RNF168_0_multinomial_train1.73	1.27E-01	1.60E-26	2.15E-02	5.54E-02
RNF168_0_multinomial_train1.74	1.31E-01	1.63E-26	3.48E-02	5.60E-02
RNF168_0_multinomial_train1.75	1.26E-01	1.63E-26	2.87E-02	5.21E-02
RNF168_0_multinomial_train1.76	1.25E-01	1.63E-26	2.59E-02	5.16E-02
RNF168_0_multinomial_train1.77	1.29E-01	1.63E-26	2.89E-02	5.38E-02
RNF168_0_multinomial_train1.78	1.30E-01	1.63E-26	3.19E-02	5.57E-02
RNF168_0_multinomial_train1.79	1.27E-01	1.63E-26	2.86E-02	5.23E-02
RNF168_0_multinomial_train1.80	1.30E-01	1.63E-26	3.23E-02	5.79E-02
RNF168_0_multinomial_train1.81	1.24E-01	1.63E-26	2.58E-02	5.16E-02
RNF168_0_multinomial_train1.82	1.27E-01	1.62E-26	2.31E-02	5.25E-02
RNF168_0_multinomial_train1.83	1.32E-01	1.63E-26	2.78E-02	5.42E-02
RNF168_0_multinomial_train1.84	1.35E-01	1.63E-26	3.25E-02	5.69E-02
RNF168_0_multinomial_train1.85	1.31E-01	1.63E-26	3.24E-02	5.32E-02
RNF168_0_multinomial_train1.86	1.21E-01	1.63E-26	2.27E-02	5.74E-02
RNF168_0_multinomial_train1.87	1.32E-01	1.63E-26	3.33E-02	5.65E-02
RNF168_0_multinomial_train1.88	1.30E-01	1.63E-26	3.16E-02	5.38E-02
RNF168_0_multinomial_train1.89	1.25E-01	1.63E-26	2.58E-02	5.17E-02
RNF168_0_multinomial_train1.90	1.32E-01	1.63E-26	3.27E-02	5.57E-02
RNF168_0_multinomial_train1.91	1.39E-01	1.63E-26	3.46E-02	5.96E-02
RNF168_0_multinomial_train1.92	1.31E-01	1.63E-26	2.70E-02	5.33E-02
RNF168_0_multinomial_train1.93	1.28E-01	1.63E-26	2.50E-02	5.23E-02
RNF168_0_multinomial_train1.94	1.27E-01	1.63E-26	3.00E-02	5.25E-02
RNF168_0_multinomial_train1.95	1.27E-01	1.63E-26	2.66E-02	5.32E-02
RNF168_0_multinomial_train1.96	1.33E-01	1.63E-26	3.52E-02	5.61E-02
RNF168_0_multinomial_train1.97	1.31E-01	1.63E-26	2.83E-02	5.38E-02
RNF168_0_multinomial_train1.98	1.32E-01	1.63E-26	3.50E-02	5.45E-02
UNG_0_multinomial_train1	6.01E-02	1.07E-01	1.97E-02	1.00E-26
UNG_0_multinomial_train1.1	6.37E-02	1.04E-01	1.59E-02	5.73E-03
