Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J
EXO1_0_multinomial_train1.74	3.47E-02	1.29E-01	1.28E-01	0.00E+00	6.25E-143	6.17E-42	0.00E+00	0.00E+00	0.00E+00	0.00E+00
EXO1_0_multinomial_train1.75	3.49E-02	1.25E-01	1.26E-01	7.48E-04	4.95E-03	1.52E-69	0.00E+00	1.68E-03	2.58E-03	0.00E+00
EXO1_0_multinomial_train1.76	3.18E-02	1.28E-01	1.27E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.55E-28	0.00E+00
EXO1_0_multinomial_train1.77	3.40E-02	1.33E-01	1.31E-01	0.00E+00	9.88E-05	0.00E+00	0.00E+00	0.00E+00	1.49E-73	8.73E-04
EXO1_0_multinomial_train1.78	3.33E-02	1.31E-01	1.30E-01	0.00E+00	1.47E-03	0.00E+00	0.00E+00	0.00E+00	1.05E-03	0.00E+00
EXO1_0_multinomial_train1.79	3.35E-02	1.31E-01	1.30E-01	0.00E+00	1.95E-03	0.00E+00	3.21E-110	3.39E-122	0.00E+00	0.00E+00
EXO1_0_multinomial_train1.80	3.47E-02	1.29E-01	1.28E-01	0.00E+00	2.09E-03	3.77E-120	0.00E+00	0.00E+00	0.00E+00	0.00E+00
EXO1_0_multinomial_train1.81	3.44E-02	1.27E-01	1.26E-01	8.72E-04	0.00E+00	3.96E-33	5.23E-04	0.00E+00	7.70E-04	1.94E-03
EXO1_0_multinomial_train1.82	3.37E-02	1.30E-01	1.29E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
EXO1_0_multinomial_train1.83	3.32E-02	1.28E-01	1.28E-01	1.11E-03	1.92E-03	0.00E+00	0.00E+00	1.48E-03	2.31E-33	0.00E+00
EXO1_0_multinomial_train1.84	3.42E-02	1.31E-01	1.30E-01	0.00E+00	0.00E+00	3.08E-158	0.00E+00	0.00E+00	0.00E+00	0.00E+00
EXO1_0_multinomial_train1.85	3.37E-02	1.27E-01	1.26E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.11E-31	0.00E+00
EXO1_0_multinomial_train1.86	3.40E-02	1.31E-01	1.30E-01	0.00E+00	3.12E-29	0.00E+00	0.00E+00	1.07E-149	3.65E-04	0.00E+00
EXO1_0_multinomial_train1.87	3.39E-02	1.29E-01	1.29E-01	0.00E+00	2.10E-03	0.00E+00	0.00E+00	0.00E+00	5.24E-04	0.00E+00
EXO1_0_multinomial_train1.88	3.42E-02	1.26E-01	1.25E-01	6.58E-04	0.00E+00	1.78E-81	3.37E-11	0.00E+00	1.28E-03	1.72E-03
EXO1_0_multinomial_train1.89	3.38E-02	1.29E-01	1.28E-01	6.58E-140	7.26E-74	0.00E+00	0.00E+00	0.00E+00	4.43E-99	4.40E-04
EXO1_0_multinomial_train1.90	3.66E-02	1.28E-01	1.27E-01	2.21E-44	4.52E-03	2.78E-03	0.00E+00	1.95E-03	1.56E-03	1.91E-03
EXO1_0_multinomial_train1.91	3.52E-02	1.28E-01	1.26E-01	0.00E+00	1.72E-154	9.24E-04	0.00E+00	1.60E-145	0.00E+00	0.00E+00
EXO1_0_multinomial_train1.92	3.56E-02	1.28E-01	1.27E-01	2.95E-03	3.29E-03	4.40E-05	0.00E+00	3.27E-03	1.67E-03	4.18E-106
EXO1_0_multinomial_train1.93	3.27E-02	1.25E-01	1.25E+00	0.00E+00	3.98E-27	9.85E-28	5.46E-28	1.56E-27	1.25E-26	0.00E+00
EXO1_0_multinomial_train1.94	3.36E-02	1.28E-01	1.29E-01	4.27E-153	1.53E-03	0.00E+00	0.00E+00	5.57E-105	8.09E-27	0.00E+00
EXO1_0_multinomial_train1.95	3.31E-02	1.29E-01	1.28E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.51E-136	0.00E+00	0.00E+00
EXO1_0_multinomial_train1.96	3.63E-02	1.32E-01	1.29E-01	0.00E+00	0.00E+00	3.32E-03	0.00E+00	9.64E-04	4.62E-92	1.04E-03
EXO1_0_multinomial_train1.97	3.23E-02	1.28E-01	1.27E-01	7.21E-33	1.64E-03	0.00E+00	1.65E-53	4.56E-04	3.22E-25	6.60E-04
EXO1_0_multinomial_train1.98	3.50E-02	1.25E-01	1.25E-01	1.09E-03	1.33E-03	1.24E-03	0.00E+00	2.21E-03	1.35E-03	2.09E-03
OGG1_0_multinomial_train1	1.02E-03	9.67E-04	4.66E-52	9.58E-02	9.13E-03	8.74E-31	8.90E-02	6.78E-03	1.49E-02	2.12E-02
OGG1_0_multinomial_train1.1	1.43E-02	2.01E-03	8.78E-109	1.06E-01	5.73E-03	3.99E-03	9.95E-02	2.31E-03	2.50E-02	3.41E-02
OGG1_0_multinomial_train1.2	6.04E-03	2.95E-03	3.35E-03	9.95E-02	6.93E-35	5.20E-03	1.11E-01	1.23E-02	1.63E-02	2.86E-03
OGG1_0_multinomial_train1.3	7.20E-03	2.70E-04	9.81E-47	1.11E-01	2.40E-49	2.75E-84	1.02E-01	2.95E-40	2.88E-02	4.04E-02
OGG1_0_multinomial_train1.4	9.42E-03	3.78E-45	0.00E+00	1.15E-01	7.75E-160	3.08E-03	1.06E-01	0.00E+00	2.92E-02	4.07E-02
OGG1_0_multinomial_train1.5	9.04E-03	0.00E+00	0.00E+00	1.05E-01	6.34E-03	1.28E-02	9.56E-02	4.86E-03	2.01E-02	2.54E-02
OGG1_0_multinomial_train1.6	3.19E-03	1.86E-03	9.71E-21	8.92E-02	3.58E-03	1.30E-03	1.03E-01	1.65E-02	1.46E-02	1.21E-03
OGG1_0_multinomial_train1.7	6.33E-03	2.70E-03	1.84E-03	1.10E-01	3.41E-48	7.21E-03	1.11E-01	2.97E-03	1.63E-02	6.32E-03
OGG1_0_multinomial_train1.8	1.04E-02	4.58E-03	0.00E+00	1.14E-01	2.86E-148	1.19E-03	9.97E-02	0.00E+00	3.81E-02	5.43E-02
OGG1_0_multinomial_train1.9	5.52E-03	1.56E-04	0.00E+00	1.17E-01	1.53E-150	5.56E-03	1.17E-01	9.94E-09	1.46E-02	1.14E-02
OGG1_0_multinomial_train1.10	1.44E-03	3.64E-03	6.89E-157	1.13E-01	2.49E-03	8.02E-03	1.09E-01	1.75E-17	2.02E-02	2.65E-02
OGG1_0_multinomial_train1.11	7.16E-03	4.34E-14	0.00E+00	1.16E-01	0.00E+00	7.30E-03	1.12E-01	3.50E-157	1.80E-02	2.28E-02
OGG1_0_multinomial_train1.12	1.14E-02	2.33E-03	5.88E-04	9.78E-02	2.22E-03	7.12E-03	1.02E-01	3.06E-03	1.22E-02	1.40E-02
OGG1_0_multinomial_train1.13	4.69E-03	6.16E-17	3.24E-36	1.05E-01	5.99E-03	4.67E-03	1.04E-01	2.16E-03	1.62E-02	2.01E-02
OGG1_0_multinomial_train1.14	2.00E-03	2.26E-03	6.55E-03	9.71E-02	2.73E-03	9.66E-04	1.08E-01	1.23E-02	1.20E-02	7.03E-03
OGG1_0_multinomial_train1.15	1.34E-02	2.13E-03	2.55E-154	1.08E-01	8.43E-37	7.02E-03	1.03E-01	6.97E-03	2.20E-02	3.11E-02
OGG1_0_multinomial_train1.16	8.57E-03	3.70E-03	1.77E-70	1.17E-01	3.73E-05	8.87E-03	1.19E-01	6.64E-03	1.83E-02	1.08E-20
OGG1_0_multinomial_train1.17	5.45E-03	2.73E-03	7.66E-118	1.13E-01	7.21E-03	7.72E-03	1.15E-01	3.52E-03	1.85E-02	6.39E-03
OGG1_0_multinomial_train1.18	4.36E-03	2.59E-03	1.12E-69	1.05E-01	1.19E-03	2.92E-03	1.12E-01	9.03E-03	1.23E-02	1.28E-02
OGG1_0_multinomial_train1.19	1.32E-02	3.30E-03	1.07E-92	1.12E-01	7.04E-04	1.52E-02	1.11E-01	1.79E-61	1.45E-02	1.49E-02
OGG1_0_multinomial_train1.20	1.29E-02	8.77E-43	4.78E-03	1.12E-01	2.62E-06	7.61E-03	1.08E-01	1.39E-16	1.77E-02	2.49E-02
OGG1_0_multinomial_train1.21	7.38E-03	1.73E-03	1.87E-03	9.76E-02	1.92E-06	4.77E-03	1.07E-01	1.15E-02	9.11E-03	8.35E-03
OGG1_0_multinomial_train1.22	4.86E-03	0.00E+00	0.00E+00	1.14E-01	1.54E-38	1.35E-02	1.14E-01	9.27E-05	1.14E-02	1.23E-02
OGG1_0_multinomial_train1.23	3.04E-03	4.97E-43	8.93E-162	9.97E-02	6.13E-03	2.73E-03	1.01E-01	9.29E-03	1.35E-02	1.12E-02
OGG1_0_multinomial_train1.24	7.07E-03	2.09E-04	1.81E-03	8.59E-02	6.32E-03	7.63E-03	9.45E-02	1.39E-02	1.78E-02	5.03E-03
OGG1_0_multinomial_train1.25	1.87E-03	2.90E-04	1.92E-137	1.06E-01	1.05E-02	4.65E-24	8.76E-02	1.09E-34	2.80E-02	3.97E-02
OGG1_0_multinomial_train1.26	3.81E-03	7.25E-04	3.53E-32	1.04E-01	2.61E-61	8.10E-03	1.09E-01	7.29E-03	1.38E-02	1.31E-02
OGG1_0_multinomial_train1.27	1.33E-02	0.00E+00	1.91E-129	1.09E-01	4.85E-03	4.54E-03	1.01E-01	3.17E-30	2.62E-02	3.63E-02
OGG1_0_multinomial_train1.28	2.25E-03	3.07E-03	5.67E-83	1.04E-01	4.89E-42	2.14E-03	1.09E-01	8.19E-03	1.38E-02	1.42E-02
OGG1_0_multinomial_train1.29	9.85E-03	1.01E-03	8.59E-46	1.10E-01	3.04E-92	1.21E-02	1.07E-01	3.92E-44	1.54E-02	1.79E-02
OGG1_0_multinomial_train1.30	1.00E-02	2.65E-03	6.48E-75	1.11E-01	1.13E-110	9.08E-03	1.11E-01	9.52E-04	1.33E-02	9.23E-03
OGG1_0_multinomial_train1.31	8.99E-03	1.42E-15	1.03E-90	9.24E-02	4.34E-24	6.03E-03	1.08E-01	1.70E-02	9.22E-03	6.78E-03
OGG1_0_multinomial_train1.32	5.98E-03	3.49E-03	3.85E-04	1.07E-01	2.37E-52	8.42E-03	1.13E-01	9.26E-03	1.54E-02	8.16E-03
OGG1_0_multinomial_train1.33	1.02E-02	3.56E-03	0.00E+00	1.14E-01	0.00E+00	2.71E-03	1.07E-01	0.00E+00	2.61E-02	3.75E-02
OGG1_0_multinomial_train1.34	1.71E-02	6.24E-142	2.72E-103	1.07E-01	2.05E-03	1.15E-02	1.03E-01	7.63E-04	1.43E-02	1.36E-02
OGG1_0_multinomial_train1.35	5.24E-03	2.16E-03	1.93E-06	1.15E-01	1.29E-04	4.46E-03	1.15E-01	7.61E-04	1.37E-02	1.31E-02
OGG1_0_multinomial_train1.36	9.86E-03	0.00E+00	3.69E-97	1.05E-01	7.19E-03	5.74E-03	9.13E-02	1.39E-58	2.44E-02	3.40E-02
OGG1_0_multinomial_train1.37	9.00E-03	4.20E-03	7.14E-12	1.06E-01	6.58E-04	8.77E-03	1.04E-01	4.88E-03	1.59E-02	2.03E-02
OGG1_0_multinomial_train1.38	7.16E-03	2.66E-03	1.08E-02	9.46E-02	2.42E-03	4.32E-03	1.03E-01	1.04E-02	2.65E-02	2.47E-03
OGG1_0_multinomial_train1.39	7.31E-03	2.95E-03	3.94E-14	1.17E-01	2.22E-34	9.54E-03	1.19E-01	7.05E-04	1.71E-02	8.48E-03
OGG1_0_multinomial_train1.40	1.68E-02	9.28E-04	0.00E+00	1.07E-01	0.00E+00	1.05E-02	1.01E-01	4.62E-67	2.14E-02	3.02E-02
OGG1_0_multinomial_train1.41	8.22E-03	4.42E-03	1.84E-97	1.14E-01	1.59E-131	0.00E+00	1.04E-01	8.77E-98	3.11E-02	4.42E-02
OGG1_0_multinomial_train1.42	1.14E-02	9.07E-04	1.31E-39	8.26E-02	2.57E-05	7.92E-03	1.01E-01	1.76E-02	1.49E-02	7.49E-03
OGG1_0_multinomial_train1.43	9.97E-03	2.83E-130	9.31E-73	1.09E-01	1.60E-04	8.65E-03	1.06E-01	2.12E-61	1.42E-02	1.52E-02
OGG1_0_multinomial_train1.44	2.28E-03	5.08E-03	6.14E-17	1.16E-01	6.80E-48	2.15E-03	1.13E-01	6.80E-56	1.56E-02	2.06E-02
OGG1_0_multinomial_train1.45	4.18E-03	1.30E-03	4.54E-129	9.61E-02	3.50E-03	4.77E-03	1.06E-01	1.14E-02	1.49E-02	1.65E-02
OGG1_0_multinomial_train1.46	9.75E-03	9.13E-04	1.83E-03	1.12E-01	1.12E-155	1.00E-02	1.12E-01	2.38E-03	1.46E-02	8.50E-03
OGG1_0_multinomial_train1.47	5.99E-03	2.06E-03	1.46E-80	9.68E-02	2.91E-03	3.65E-03	1.06E-01	1.09E-02	1.27E-02	9.12E-03
OGG1_0_multinomial_train1.48	6.52E-03	2.83E-03	9.75E-111	1.03E-01	4.98E-03	4.43E-03	1.10E-01	8.42E-03	1.52E-02	6.28E-03
