Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
OGG1_boot.47	1.02E-03	9.61E-04	3.33E-02	1.69E-03	2.83E-02	3.65E-02
OGG1_boot.48	9.99E-04	1.31E-03	3.49E-02	1.87E-03	2.95E-02	3.93E-02
OGG1_boot.49	1.09E-03	4.22E-24	3.45E-02	1.16E-03	2.69E-02	3.55E-02
OGG1_boot.50	1.18E-03	1.17E-03	3.62E-02	3.19E-03	3.27E-02	4.23E-02
OGG1_boot.51	1.58E-03	0.00E+00	4.03E-02	2.09E-03	3.52E-02	4.65E-02
OGG1_boot.52	2.03E-03	7.34E-04	3.81E-02	3.48E-03	3.73E-02	4.69E-02
OGG1_boot.53	1.12E-03	3.70E-04	3.37E-02	9.16E-04	2.75E-02	3.58E-02
OGG1_boot.54	0.00E+00	4.96E-04	2.48E-02	6.64E-04	2.53E-02	2.76E-02
OGG1_boot.55	1.14E-03	8.32E-04	3.55E-02	1.73E-03	3.05E-02	4.07E-02
OGG1_boot.56	1.09E-03	1.42E-03	3.68E-02	2.10E-03	2.95E-02	4.01E-02
OGG1_boot.57	8.83E-04	8.92E-04	3.28E-02	2.22E-03	2.93E-02	3.69E-02
OGG1_boot.58	8.54E-04	0.00E+00	3.72E-02	1.00E-03	3.08E-02	4.12E-02
OGG1_boot.59	1.24E-03	0.00E+00	3.27E-02	2.32E-13	2.75E-02	3.49E-02
OGG1_boot.60	1.95E-03	7.72E-04	3.55E-02	5.83E-04	2.77E-02	3.63E-02
OGG1_boot.61	5.96E-04	1.76E-04	3.01E-02	7.89E-04	2.70E-02	3.34E-02
OGG1_boot.62	1.05E-03	6.06E-123	3.57E-02	9.12E-04	2.84E-02	3.82E-02
OGG1_boot.63	1.32E-03	8.75E-04	3.03E-02	2.73E-03	2.96E-02	3.54E-02
OGG1_boot.64	8.51E-04	5.44E-04	3.44E-02	1.01E-03	3.05E-02	3.94E-02
OGG1_boot.65	1.75E-03	1.07E-03	3.91E-02	1.01E-03	3.01E-02	4.11E-02
OGG1_boot.66	2.68E-03	5.56E-04	4.00E-02	3.57E-03	3.59E-02	4.70E-02
OGG1_boot.67	1.45E-03	3.19E-136	3.74E-02	3.46E-03	3.57E-02	4.55E-02
OGG1_boot.68	3.78E-03	1.39E-03	3.80E-02	5.05E-03	3.70E-02	4.71E-02
OGG1_boot.69	1.54E-03	0.00E+00	2.76E-02	2.37E-03	2.80E-02	3.16E-02
OGG1_boot.70	2.03E-03	3.45E-04	2.67E-02	2.50E-03	2.91E-02	3.12E-02
OGG1_boot.71	8.61E-04	0.00E+00	2.97E-02	1.88E-03	2.75E-02	3.34E-02
OGG1_boot.72	5.39E-04	0.00E+00	3.07E-02	1.92E-03	2.68E-02	3.37E-02
OGG1_boot.73	9.51E-04	9.97E-04	3.28E-02	2.65E-03	2.99E-02	3.77E-02
OGG1_boot.74	3.55E-03	1.83E-03	4.08E-02	3.72E-03	3.39E-02	4.48E-02
OGG1_boot.75	1.87E-03	5.20E-04	2.58E-02	2.41E-03	2.74E-02	2.92E-02
OGG1_boot.76	1.77E-03	0.00E+00	2.84E-02	2.46E-03	3.01E-02	3.31E-02
OGG1_boot.77	6.51E-04	1.39E-104	2.48E-02	9.31E-04	2.43E-02	2.73E-02
OGG1_boot.78	8.30E-04	1.47E-97	2.89E-02	9.96E-04	2.79E-02	3.26E-02
OGG1_boot.79	4.39E-03	5.47E-04	4.23E-02	3.67E-03	3.46E-02	4.49E-02
OGG1_boot.80	1.23E-03	1.19E-03	3.63E-02	1.98E-03	3.01E-02	4.02E-02
OGG1_boot.81	7.19E-04	0.00E+00	3.57E-02	1.51E-03	3.08E-02	4.01E-02
OGG1_boot.82	6.67E-04	7.46E-137	3.31E-02	1.76E-03	2.83E-02	3.61E-02
OGG1_boot.83	6.37E-04	4.45E-25	3.43E-02	1.89E-03	2.96E-02	3.86E-02
OGG1_boot.84	1.38E-03	1.19E-03	2.56E-02	0.00E+00	2.63E-02	2.87E-02
OGG1_boot.85	1.58E-04	6.42E-04	2.66E-02	2.36E-03	2.79E-02	3.03E-02
OGG1_boot.86	8.72E-04	7.71E-04	3.07E-02	1.83E-03	2.68E-02	3.36E-02
OGG1_boot.87	8.75E-04	8.18E-04	2.90E-02	2.32E-03	2.69E-02	3.25E-02
OGG1_boot.88	6.16E-04	2.28E-132	3.15E-02	1.83E-03	2.79E-02	3.52E-02
OGG1_boot.89	2.74E-03	3.88E-41	4.29E-02	1.16E-04	3.37E-02	4.51E-02
OGG1_boot.90	0.00E+00	2.07E-149	1.48E-02	0.00E+00	1.82E-02	1.48E-02
OGG1_boot.91	1.23E-03	7.16E-04	2.66E-02	8.54E-04	2.62E-02	2.95E-02
OGG1_boot.92	7.09E-04	6.91E-04	2.53E-02	0.00E+00	2.42E-02	2.75E-02
OGG1_boot.93	1.73E-108	1.85E-04	2.60E-02	7.22E-04	2.30E-02	2.65E-02
OGG1_boot.94	0.00E+00	2.78E-13	1.21E-02	0.00E+00	1.52E-02	1.06E-02
OGG1_boot.95	4.44E-04	3.06E-108	2.07E-02	0.00E+00	2.05E-02	2.12E-02
OGG1_boot.96	0.00E+00	3.91E-04	2.37E-02	0.00E+00	2.35E-02	2.25E-02
OGG1_boot.97	7.15E-04	7.81E-04	2.45E-02	7.07E-93	2.34E-02	2.62E-02
OGG1_boot.98	0.00E+00	1.08E-03	1.73E-02	0.00E+00	1.93E-02	1.33E-02
OGG1_boot.99	0.00E+00	0.00E+00	1.68E-02	0.00E+00	1.86E-02	1.66E-02
OGG1_boot.100	1.85E-04	5.30E-04	2.74E-02	2.78E-158	2.46E-02	2.92E-02
OGG1_boot.101	1.57E-03	9.10E-04	2.56E-02	8.60E-04	2.58E-02	2.82E-02
OGG1_boot.102	1.59E-04	4.39E-04	2.32E-02	1.56E-03	2.17E-02	2.42E-02
OGG1_boot.103	5.78E-04	7.73E-04	2.98E-02	1.56E-03	2.42E-02	3.04E-02
OGG1_boot.104	0.00E+00	0.00E+00	2.93E-02	1.95E-03	2.80E-02	3.30E-02
OGG1_boot.105	7.88E-11	9.03E-05	1.48E-02	8.00E-04	1.54E-02	1.29E-02
OGG1_boot.106	0.00E+00	6.50E-04	1.40E-02	0.00E+00	1.51E-02	1.14E-02
OGG1_boot.107	0.00E+00	0.00E+00	2.02E-02	2.96E-04	2.12E-02	2.13E-02
OGG1_boot.108	5.86E-04	0.00E+00	2.40E-02	0.00E+00	2.19E-02	2.44E-02
OGG1_boot.109	0.00E+00	6.21E-04	2.00E-02	3.84E-04	2.12E-02	2.04E-02
OGG1_boot.110	1.24E-03	8.73E-04	1.54E-02	0.00E+00	1.67E-02	1.23E-02
OGG1_boot.111	0.00E+00	5.85E-04	1.87E-02	0.00E+00	1.92E-02	1.92E-02
OGG1_boot.112	6.58E-04	2.17E-19	2.75E-02	7.44E-04	2.28E-02	2.79E-02
OGG1_boot.113	7.77E-04	8.54E-04	2.09E-02	0.00E+00	2.11E-02	2.11E-02
OGG1_boot.114	0.00E+00	4.52E-04	2.97E-02	0.00E+00	2.60E-02	3.15E-02
OGG1_boot.115	8.82E-04	0.00E+00	2.66E-02	0.00E+00	2.38E-02	2.76E-02
OGG1_boot.116	4.03E-03	1.66E-03	3.74E-02	0.00E+00	2.88E-02	3.06E-02
OGG1_boot.117	0.00E+00	2.62E-04	2.57E-02	1.12E-03	2.40E-02	2.74E-02
OGG1_boot.118	3.11E-19	4.35E-04	2.29E-02	8.25E-35	2.20E-02	2.38E-02
OGG1_boot.119	0.00E+00	5.13E-04	2.75E-02	1.75E-03	2.47E-02	2.95E-02
OGG1_boot.120	2.55E-14	5.15E-04	2.35E-02	1.63E-03	2.27E-02	2.52E-02
OGG1_boot.121	0.00E+00	9.46E-04	1.71E-02	0.00E+00	2.04E-02	1.75E-02
OGG1_boot.122	1.91E-04	0.00E+00	2.11E-02	0.00E+00	2.10E-02	2.15E-02
OGG1_boot.123	1.64E-03	8.78E-04	2.66E-02	3.03E-03	2.97E-02	2.97E-02
OGG1_boot.124	0.00E+00	1.39E-03	1.78E-02	0.00E+00	1.68E-02	6.46E-03
OGG1_boot.125	5.49E-04	2.17E-04	3.56E-02	0.00E+00	2.70E-02	3.47E-02
OGG1_boot.126	8.71E-154	8.33E-04	1.83E-02	0.00E+00	1.97E-02	1.74E-02
OGG1_boot.127	2.52E-22	2.53E-04	2.77E-02	9.38E-04	2.44E-02	2.95E-02
OGG1_boot.128	9.17E-04	2.48E-04	2.11E-02	0.00E+00	1.92E-02	1.92E-02
OGG1_boot.129	0.00E+00	5.38E-04	1.64E-02	0.00E+00	1.76E-02	1.56E-02
OGG1_boot.130	0.00E+00	6.05E-04	2.25E-02	0.00E+00	2.20E-02	2.36E-02
OGG1_boot.131	9.07E-145	0.00E+00	1.06E-02	0.00E+00	1.36E-02	8.20E-03
OGG1_boot.132	0.00E+00	0.00E+00	2.49E-02	0.00E+00	2.26E-02	2.31E-02
OGG1_boot.133	3.12E-04	0.00E+00	1.86E-02	0.00E+00	1.88E-02	1.77E-02
OGG1_boot.134	3.96E-04	0.00E+00	2.15E-02	0.00E+00	2.19E-02	2.28E-02
OGG1_boot.135	1.83E-19	0.00E+00	2.27E-02	1.79E-03	2.30E-02	2.42E-02
OGG1_boot.136	0.00E+00	5.92E-04	2.40E-02	1.77E-79	2.32E-02	2.54E-02
OGG1_boot.137	0.00E+00	0.00E+00	2.38E-02	0.00E+00	2.63E-02	1.94E-02
OGG1_boot.138	0.00E+00	7.01E-04	2.40E-02	0.00E+00	2.32E-02	2.52E-02
OGG1_real	1.25E-150	3.86E-04	3.10E-02	1.13E-03	2.97E-02	3.61E-02
OGG1_real.1	8.65E-04	9.01E-04	3.22E-02	2.08E-03	2.86E-02	3.62E-02
OGG1_real.2	0.00E+00	5.49E-04	2.17E-02	3.78E-161	2.10E-02	2.21E-02
UNG_boot	6.24E-04	1.79E-86	1.59E-02	1.07E-02	1.51E-02	1.71E-02
UNG_boot.1	9.28E-04	1.64E-03	2.59E-02	1.11E-02	1.61E-02	4.77E-03
UNG_boot.2	1.08E-03	5.86E-04	1.63E-02	1.11E-02	1.18E-02	1.58E-02
UNG_boot.3	1.18E-03	0.00E+00	1.14E-02	9.72E-03	1.13E-02	1.52E-02
UNG_boot.4	1.27E-03	1.43E-03	1.94E-02	9.96E-03	1.09E-02	2.39E-02
UNG_boot.5	7.80E-04	3.13E-04	1.82E-02	9.66E-03	1.67E-02	1.29E-02
UNG_boot.6	6.16E-04	0.00E+00	1.84E-02	1.07E-02	1.76E-02	2.35E-02
UNG_boot.7	4.36E-04	0.00E+00	1.76E-02	1.16E-02	1.70E-02	1.85E-02
UNG_boot.8	1.65E-03	5.02E-04	8.59E-03	9.36E-03	3.38E-03	5.97E-03
UNG_boot.9	3.56E-04	2.85E-04	1.71E-02	9.92E-03	1.51E-02	1.25E-02
UNG_boot.10	2.64E-03	0.00E+00	8.34E-03	1.02E-02	5.92E-03	1.28E-02
UNG_boot.11	3.34E-04	6.17E-04	1.91E-02	1.04E-02	1.37E-02	8.03E-03
UNG_boot.12	2.03E-04	1.33E-04	1.94E-02	1.14E-02	1.53E-02	1.29E-02
UNG_boot.13	6.11E-04	1.99E-04	1.37E-02	9.15E-03	1.41E-02	1.80E-02
UNG_boot.14	3.47E-04	0.00E+00	2.27E-02	1.27E-02	2.07E-02	1.53E-02
UNG_boot.15	6.98E-04	8.76E-04	2.42E-02	1.15E-02	1.68E-02	5.54E-03
UNG_boot.16	2.82E-04	4.65E-16	1.65E-02	1.05E-02	1.72E-02	1.76E-02
UNG_boot.17	5.89E-04	1.08E-04	1.40E-02	9.64E-03	1.27E-02	1.42E-02
UNG_boot.18	6.59E-04	0.00E+00	1.59E-02	9.79E-03	9.00E-03	1.37E-03
UNG_boot.19	5.14E-44	1.46E-04	1.83E-02	1.03E-02	1.52E-02	1.42E-02
UNG_boot.20	1.10E-03	0.00E+00	1.07E-02	9.65E-03	8.91E-03	1.07E-02
UNG_boot.21	1.65E-03	0.00E+00	2.56E-02	1.11E-02	2.39E-02	1.73E-02
UNG_boot.22	6.59E-04	0.00E+00	1.82E-02	1.22E-02	1.25E-02	7.10E-03
UNG_boot.23	1.05E-03	0.00E+00	1.54E-02	1.08E-02	1.31E-02	1.89E-02
UNG_boot.24	5.73E-04	0.00E+00	1.91E-02	1.25E-02	1.44E-02	1.03E-02
UNG_boot.25	1.33E-04	0.00E+00	1.68E-02	9.71E-03	1.27E-02	5.46E-03
UNG_boot.26	4.96E-04	0.00E+00	1.51E-02	9.57E-03	1.43E-02	1.88E-02
UNG_boot.27	9.12E-04	0.00E+00	1.28E-02	9.51E-03	1.19E-02	1.66E-02
UNG_boot.28	1.58E-03	0.00E+00	1.03E-02	9.29E-03	5.87E-03	1.11E-02
UNG_boot.29	2.02E-04	0.00E+00	2.00E-02	1.12E-02	1.55E-02	7.27E-03
UNG_boot.30	1.20E-03	5.78E-90	1.31E-02	1.08E-02	8.50E-03	8.47E-03
UNG_boot.31	2.45E-04	0.00E+00	1.83E-02	1.13E-02	1.81E-02	1.57E-02
UNG_boot.32	3.30E-04	0.00E+00	1.84E-02	1.00E-02	2.01E-02	2.41E-02
UNG_boot.33	5.06E-04	4.51E-04	1.69E-02	9.58E-03	1.64E-02	2.22E-02
UNG_boot.34	1.48E-04	0.00E+00	1.94E-02	1.08E-02	1.24E-02	5.13E-03
UNG_boot.35	8.67E-04	5.00E-04	2.26E-02	1.15E-02	2.04E-02	1.56E-02
UNG_boot.36	1.47E-03	0.00E+00	1.21E-02	1.04E-02	1.15E-02	1.68E-02
UNG_boot.37	1.43E-04	5.21E-04	1.42E-02	8.69E-03	1.11E-02	6.71E-03
UNG_boot.38	6.35E-04	0.00E+00	1.96E-02	1.17E-02	1.67E-02	2.37E-02
UNG_boot.39	1.42E-03	0.00E+00	1.57E-02	1.12E-02	1.38E-02	2.04E-02
UNG_boot.40	9.94E-04	0.00E+00	1.47E-02	9.71E-03	5.65E-03	2.64E-03
UNG_boot.41	0.00E+00	1.64E-04	2.52E-02	1.23E-02	1.87E-02	1.36E-02
UNG_boot.42	5.19E-04	0.00E+00	1.60E-02	1.06E-02	1.60E-02	1.75E-02
UNG_boot.43	9.11E-04	0.00E+00	1.41E-02	9.93E-03	7.32E-03	2.02E-03
UNG_boot.44	2.14E-03	0.00E+00	1.66E-02	9.58E-03	9.22E-03	2.16E-02
UNG_boot.45	1.35E-03	3.57E-05	1.36E-02	1.11E-02	8.96E-03	9.92E-03
UNG_boot.46	1.33E-03	0.00E+00	1.34E-02	1.14E-02	9.86E-03	8.86E-03
UNG_boot.47	1.90E-04	0.00E+00	1.82E-02	1.13E-02	1.67E-02	1.50E-02
UNG_boot.48	1.07E-03	0.00E+00	1.27E-02	1.05E-02	8.65E-03	8.62E-03
UNG_boot.49	5.24E-04	6.46E-04	1.68E-02	9.56E-03	1.64E-02	2.18E-02
UNG_boot.50	1.78E-03	1.05E-81	1.18E-02	1.08E-02	9.78E-03	1.43E-02
UNG_boot.51	1.44E-03	1.52E-03	2.24E-02	9.61E-03	1.69E-02	6.90E-03
UNG_boot.52	1.07E-03	9.47E-04	2.13E-02	1.08E-02	1.90E-02	1.34E-02
UNG_boot.53	0.00E+00	7.53E-04	1.22E-02	9.55E-03	1.07E-02	1.78E-02
UNG_boot.54	3.73E-04	1.06E-03	1.43E-02	1.02E-02	1.46E-02	1.60E-02
UNG_boot.55	3.12E-121	8.98E-04	2.17E-02	9.18E-03	2.11E-02	1.17E-02
UNG_boot.56	5.99E-04	1.58E-03	1.65E-02	9.83E-03	1.55E-02	1.07E-02
UNG_boot.57	0.00E+00	1.43E-03	1.51E-02	9.41E-03	1.14E-02	6.08E-03
UNG_boot.58	0.00E+00	1.85E-03	2.60E-02	9.36E-03	2.00E-02	4.69E-03
UNG_boot.59	4.96E-04	1.28E-03	1.57E-02	9.21E-03	1.31E-02	7.50E-03
UNG_boot.60	3.29E-04	3.76E-04	1.38E-02	9.17E-03	1.30E-02	1.37E-02
UNG_boot.61	0.00E+00	9.58E-04	2.32E-02	9.80E-03	1.76E-02	8.45E-03
UNG_boot.62	0.00E+00	9.06E-04	1.71E-02	1.07E-02	1.64E-02	1.53E-02
UNG_boot.63	0.00E+00	1.12E-03	2.07E-02	1.08E-02	1.47E-02	6.61E-03
UNG_boot.64	9.71E-04	1.30E-03	1.80E-02	9.96E-03	1.87E-02	1.44E-02
UNG_boot.65	0.00E+00	1.00E-03	9.30E-03	1.04E-02	5.85E-03	1.07E-02
UNG_boot.66	0.00E+00	1.30E-03	1.36E-02	1.00E-02	9.21E-03	6.62E-03
UNG_boot.67	5.50E-100	7.38E-04	1.96E-02	9.40E-03	1.45E-02	7.63E-03
UNG_boot.68	5.04E-04	1.78E-03	1.96E-02	9.12E-03	1.37E-02	3.21E-03
UNG_boot.69	1.36E-03	1.31E-03	2.32E-02	1.02E-02	1.74E-02	8.46E-03
UNG_boot.70	4.32E-04	0.00E+00	1.83E-02	1.05E-02	1.89E-02	1.88E-02
UNG_boot.71	9.16E-04	8.27E-04	1.07E-02	9.53E-03	9.10E-03	1.07E-02
UNG_boot.72	1.06E-03	1.16E-03	1.88E-02	9.89E-03	1.79E-02	1.18E-02
UNG_boot.73	0.00E+00	1.26E-03	1.58E-02	9.11E-03	1.11E-02	4.46E-03
UNG_boot.74	0.00E+00	1.23E-03	2.21E-02	9.57E-03	1.47E-02	5.19E-03
UNG_boot.75	1.53E-03	2.10E-03	2.46E-02	9.97E-03	1.79E-02	5.12E-03
UNG_boot.76	0.00E+00	1.13E-03	1.14E-02	9.55E-03	1.05E-02	1.38E-02
UNG_boot.77	1.61E-04	1.14E-03	1.61E-02	9.51E-03	1.16E-02	5.64E-03
UNG_boot.78	1.44E-03	1.50E-03	1.75E-02	8.76E-03	1.88E-02	1.25E-02
UNG_boot.79	0.00E+00	4.67E-04	1.33E-02	9.78E-03	1.08E-02	1.31E-02
UNG_boot.80	0.00E+00	4.96E-04	2.05E-02	1.01E-02	2.01E-02	1.64E-02
UNG_boot.81	1.03E-61	1.00E-03	1.13E-02	8.72E-03	9.79E-03	9.01E-03
UNG_boot.82	5.33E-04	1.25E-03	1.20E-02	9.52E-03	8.27E-03	7.12E-03
UNG_boot.83	1.61E-03	1.46E-03	2.20E-02	9.88E-03	1.98E-02	1.10E-02
UNG_boot.84	0.00E+00	4.31E-04	1.44E-02	9.67E-03	1.30E-02	1.92E-02
UNG_boot.85	1.21E-03	9.04E-04	8.07E-03	8.40E-03	8.85E-03	1.44E-02
UNG_boot.86	1.59E-03	1.98E-03	2.40E-02	1.02E-02	1.72E-02	5.56E-03
UNG_boot.87	0.00E+00	6.89E-04	2.01E-02	9.82E-03	1.62E-02	9.39E-03
UNG_boot.88	0.00E+00	7.62E-04	1.29E-02	1.02E-02	9.86E-03	1.58E-02
UNG_boot.89	4.53E-04	9.51E-04	1.49E-02	1.06E-02	1.08E-02	8.47E-03
UNG_boot.90	1.39E-04	4.31E-04	1.62E-02	9.95E-03	1.66E-02	2.02E-02
UNG_boot.91	0.00E+00	1.18E-03	2.06E-02	1.02E-02	1.52E-02	6.27E-03
UNG_boot.92	5.46E-04	1.30E-03	1.71E-02	1.01E-02	1.54E-02	1.14E-02
UNG_boot.93	7.69E-04	1.28E-03	1.74E-02	9.71E-03	1.62E-02	1.07E-02
UNG_boot.94	2.25E-04	5.92E-04	1.42E-02	9.48E-03	1.22E-02	1.10E-02
UNG_boot.95	0.00E+00	9.09E-04	1.48E-02	9.30E-03	1.47E-02	1.27E-02
UNG_boot.96	4.22E-04	1.64E-03	1.62E-02	9.24E-03	1.14E-02	4.17E-03
UNG_boot.97	0.00E+00	8.44E-04	1.53E-02	9.85E-03	1.43E-02	1.44E-02
UNG_boot.98	1.07E-03	0.00E+00	1.33E-02	1.09E-02	1.22E-02	1.29E-02
UNG_boot.99	7.07E-04	7.78E-04	1.74E-02	9.70E-03	1.64E-02	1.25E-02
UNG_boot.100	1.27E-03	1.92E-03	2.16E-02	9.77E-03	1.48E-02	3.59E-03
UNG_boot.101	2.97E-04	1.00E-03	1.75E-02	1.04E-02	1.62E-02	1.16E-02
UNG_boot.102	0.00E+00	4.37E-04	1.91E-02	1.02E-02	1.85E-02	1.49E-02
UNG_boot.103	0.00E+00	1.25E-04	1.61E-02	1.02E-02	1.53E-02	1.81E-02
UNG_boot.104	0.00E+00	4.81E-04	1.55E-02	1.02E-02	1.26E-02	1.53E-02
UNG_boot.105	0.00E+00	2.56E-04	1.51E-02	9.82E-03	1.14E-02	1.75E-02
UNG_boot.106	3.64E-04	1.13E-03	9.66E-03	7.58E-03	7.93E-03	6.71E-03
UNG_boot.107	2.07E-04	1.67E-03	1.68E-02	1.09E-02	9.65E-03	3.95E-03
UNG_boot.108	3.44E-04	0.00E+00	1.72E-02	9.74E-03	1.62E-02	9.80E-03
UNG_boot.109	8.98E-04	8.88E-04	5.96E-03	6.76E-03	8.57E-03	1.41E-02
UNG_boot.110	2.05E-04	4.54E-138	2.19E-02	1.22E-02	1.67E-02	9.05E-03
UNG_boot.111	4.04E-04	0.00E+00	1.79E-02	1.01E-02	1.70E-02	1.18E-02
UNG_boot.112	9.82E-136	9.01E-04	1.89E-02	1.07E-02	1.39E-02	8.44E-03
UNG_boot.113	8.44E-04	1.76E-03	1.86E-02	9.29E-03	1.30E-02	3.96E-03
UNG_boot.114	1.90E-03	1.40E-03	5.62E-03	8.88E-03	3.55E-03	1.03E-02
UNG_boot.115	0.00E+00	6.31E-04	1.44E-02	9.32E-03	1.16E-02	8.92E-03
UNG_boot.116	1.20E-03	1.68E-68	1.08E-02	9.59E-03	8.45E-03	8.13E-03
UNG_boot.117	6.15E-04	1.22E-03	1.26E-02	9.78E-03	6.84E-03	4.74E-03
UNG_boot.118	0.00E+00	6.36E-04	1.37E-02	9.26E-03	1.32E-02	1.45E-02
UNG_boot.119	0.00E+00	6.18E-04	9.45E-03	8.50E-03	7.14E-03	1.18E-02
UNG_boot.120	6.41E-04	2.01E-03	2.01E-02	9.03E-03	9.50E-03	4.38E-03
UNG_boot.121	0.00E+00	1.52E-03	2.42E-02	1.13E-02	1.27E-02	5.60E-03
UNG_boot.122	0.00E+00	6.00E-04	1.42E-02	1.01E-02	1.24E-02	1.37E-02
UNG_boot.123	0.00E+00	1.27E-03	1.20E-02	1.01E-02	1.00E-02	1.03E-02
UNG_boot.124	2.52E-04	1.54E-03	1.37E-02	9.61E-03	1.00E-02	6.76E-03
UNG_boot.125	0.00E+00	4.49E-04	1.61E-02	1.05E-02	1.55E-02	2.18E-02
UNG_boot.126	0.00E+00	4.78E-04	1.85E-02	9.28E-03	1.93E-02	1.50E-02
UNG_boot.127	0.00E+00	1.05E-03	7.54E-03	8.47E-03	4.47E-03	8.07E-03
