Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K
EXO1_0_multinomial_train1.54	1.43E-115	8.18E-107	3.34E-105	1.30E-01	7.50E-02	8.48E-04	1.90E-01	1.30E-01	4.05E-04	1.93E-03	7.11E-02
EXO1_0_multinomial_train1.55	3.21E-04	8.54E-04	1.29E-54	1.28E-01	7.01E-02	1.51E-03	1.84E-01	1.25E-01	4.31E-03	4.26E-89	7.00E-02
EXO1_0_multinomial_train1.56	1.54E-03	1.84E-05	1.59E-24	1.26E-01	7.07E-02	5.55E-60	1.84E-01	1.27E-01	0.00E+00	3.92E-68	6.91E-02
EXO1_0_multinomial_train1.57	2.51E-34	1.19E-25	1.49E-96	1.27E-01	7.33E-02	1.55E-03	1.83E-01	1.23E-01	4.66E-03	5.05E-110	6.92E-02
EXO1_0_multinomial_train1.58	2.92E-34	3.01E-03	6.60E-23	1.28E-01	6.82E-02	1.21E-34	1.85E-01	1.26E-01	1.40E-03	7.27E-23	7.03E-02
EXO1_0_multinomial_train1.59	8.31E-62	1.24E-48	2.98E-39	1.29E-01	7.56E-02	2.38E-18	1.85E-01	1.26E-01	3.79E-03	9.22E-45	7.10E-02
EXO1_0_multinomial_train1.60	1.70E-29	1.50E-40	1.25E-52	1.29E-01	7.45E-02	4.60E-41	1.85E-01	1.26E-01	4.46E-03	1.16E-137	7.10E-02
EXO1_0_multinomial_train1.61	1.06E-53	4.65E-47	1.34E-48	1.28E-01	7.47E-02	1.38E-65	1.85E-01	1.26E-01	3.42E-03	5.49E-87	7.00E-02
EXO1_0_multinomial_train1.62	2.43E-53	4.89E-31	6.96E-37	1.27E-01	7.38E-02	1.13E-56	1.84E-01	1.25E-01	2.16E-03	0.00E+00	7.00E-02
EXO1_0_multinomial_train1.63	2.22E-102	2.05E-95	2.81E-138	1.28E-01	7.95E-02	3.31E-31	1.86E-01	1.27E-01	2.11E-03	5.73E-93	7.06E-02
EXO1_0_multinomial_train1.64	2.44E-65	2.07E-51	2.05E-50	1.30E-01	7.38E-02	3.06E-48	1.89E-01	1.30E-01	4.61E-94	3.47E-04	7.10E-02
EXO1_0_multinomial_train1.65	1.11E-03	2.13E-47	1.88E-71	1.27E-01	7.51E-02	8.04E-10	1.84E-01	1.25E-01	3.83E-03	1.22E-61	7.09E-02
EXO1_0_multinomial_train1.66	3.86E-28	4.09E-22	2.63E-54	1.29E-01	7.28E-02	1.39E-43	1.86E-01	1.28E-01	4.61E-03	0.00E+00	7.09E-02
EXO1_0_multinomial_train1.67	5.54E-138	3.07E-132	8.66E-148	1.27E-01	8.02E-02	2.67E-79	1.85E-01	1.27E-01	1.44E-19	4.41E-04	6.94E-02
EXO1_0_multinomial_train1.68	1.39E-03	1.21E-18	5.62E-04	1.29E-01	6.91E-02	2.05E-26	1.88E-01	1.29E-01	5.71E-03	1.09E-03	7.08E-02
EXO1_0_multinomial_train1.69	4.35E-03	2.07E-25	5.43E-89	1.23E-01	7.17E-02	1.07E-69	1.78E-01	1.21E-01	4.16E-03	3.11E-03	6.82E-02
EXO1_0_multinomial_train1.70	8.07E-04	8.25E-133	9.00E-122	1.27E-01	7.98E-02	3.39E-03	1.83E-01	1.24E-01	4.28E-03	6.19E-114	6.91E-02
EXO1_0_multinomial_train1.71	3.67E-04	2.57E-22	1.45E-67	1.30E-01	7.24E-02	7.96E-17	1.87E-01	1.27E-01	4.81E-03	1.05E-134	7.20E-02
EXO1_0_multinomial_train1.72	2.04E-71	4.90E-66	6.09E-80	1.29E-01	7.47E-02	2.75E-04	1.88E-01	1.29E-01	6.86E-04	9.33E-04	7.10E-02
EXO1_0_multinomial_train1.73	3.00E-03	2.46E-17	1.96E-03	1.27E-01	6.92E-02	9.76E-04	1.83E-01	1.25E-01	3.12E-03	1.59E-03	6.94E-02
EXO1_0_multinomial_train1.74	1.01E-35	4.17E-55	2.59E-40	1.28E-01	7.68E-02	7.15E-37	1.88E-01	1.29E-01	1.84E-09	0.00E+00	7.06E-02
EXO1_0_multinomial_train1.75	4.05E-38	1.25E-24	5.77E-44	1.25E-01	7.25E-02	3.34E-03	1.80E-01	1.23E-01	6.30E-03	6.20E-04	6.99E-02
EXO1_0_multinomial_train1.76	0.00E+00	1.05E-153	7.90E-87	1.28E-01	8.35E-02	2.27E-39	1.85E-01	1.26E-01	2.74E-03	0.00E+00	7.00E-02
EXO1_0_multinomial_train1.77	7.18E-73	9.66E-56	1.05E-20	1.32E-01	7.29E-02	9.79E-25	1.93E-01	1.32E-01	3.57E-54	5.17E-04	7.29E-02
EXO1_0_multinomial_train1.78	2.65E-99	1.96E-86	4.46E-101	1.30E-01	7.71E-02	1.23E-03	1.88E-01	1.27E-01	4.20E-03	0.00E+00	7.13E-02
EXO1_0_multinomial_train1.79	1.06E-89	1.29E-66	5.55E-40	1.30E-01	7.45E-02	3.30E-03	1.89E-01	1.29E-01	1.53E-03	0.00E+00	7.01E-02
EXO1_0_multinomial_train1.80	6.18E-41	9.73E-35	2.62E-27	1.29E-01	7.42E-02	6.12E-37	1.87E-01	1.29E-01	2.72E-03	0.00E+00	7.09E-02
EXO1_0_multinomial_train1.81	8.29E-04	9.84E-30	9.54E-63	1.26E-01	7.38E-02	7.73E-04	1.84E-01	1.26E-01	2.08E-03	8.79E-04	7.05E-02
EXO1_0_multinomial_train1.82	3.64E-78	4.12E-77	1.86E-63	1.29E-01	7.59E-02	4.38E-40	1.89E-01	1.29E-01	1.15E-03	7.84E-134	7.12E-02
EXO1_0_multinomial_train1.83	2.46E-93	1.26E-92	5.01E-100	1.29E-01	7.85E-02	1.46E-30	1.85E-01	1.27E-01	3.17E-03	1.77E-10	7.08E-02
EXO1_0_multinomial_train1.84	7.74E-59	1.44E-50	1.40E-60	1.30E-01	7.35E-02	1.43E-46	1.90E-01	1.30E-01	9.18E-83	9.01E-148	7.13E-02
EXO1_0_multinomial_train1.85	1.87E-83	1.47E-86	7.81E-51	1.27E-01	7.86E-02	7.46E-04	1.84E-01	1.26E-01	1.10E-03	0.00E+00	6.93E-02
EXO1_0_multinomial_train1.86	1.21E-69	1.60E-56	1.04E-39	1.30E-01	7.43E-02	2.66E-22	1.87E-01	1.27E-01	3.64E-03	0.00E+00	7.17E-02
EXO1_0_multinomial_train1.87	7.65E-68	8.83E-81	3.98E-105	1.29E-01	7.84E-02	3.62E-38	1.85E-01	1.26E-01	4.03E-03	6.32E-158	7.07E-02
EXO1_0_multinomial_train1.88	8.52E-10	3.04E-36	1.50E-86	1.26E-01	7.53E-02	1.53E-04	1.81E-01	1.23E-01	4.18E-03	1.20E-03	7.01E-02
EXO1_0_multinomial_train1.89	2.64E-77	4.39E-61	9.86E-62	1.28E-01	7.49E-02	2.79E-52	1.87E-01	1.28E-01	8.25E-04	5.09E-21	7.06E-02
EXO1_0_multinomial_train1.90	2.72E-03	2.62E-03	2.99E-32	1.27E-01	6.76E-02	2.85E-53	1.81E-01	1.24E-01	5.58E-03	3.35E-58	7.03E-02
EXO1_0_multinomial_train1.91	1.32E-20	8.15E-16	5.59E-13	1.27E-01	7.23E-02	1.41E-58	1.85E-01	1.27E-01	3.47E-04	0.00E+00	6.98E-02
EXO1_0_multinomial_train1.92	5.85E-27	6.80E-07	4.97E-35	1.28E-01	6.87E-02	5.27E-04	1.83E-01	1.25E-01	5.71E-03	1.53E-03	7.09E-02
EXO1_0_multinomial_train1.93	5.17E-132	3.18E-134	1.02E-140	1.25E-01	8.34E-02	1.90E-82	1.82E-01	1.25E-01	2.05E-55	0.00E+00	6.91E-02
EXO1_0_multinomial_train1.94	3.29E-90	2.89E-90	2.15E-147	1.28E-01	7.67E-02	6.97E-78	1.86E-01	1.27E-01	1.18E-03	2.17E-144	6.98E-02
EXO1_0_multinomial_train1.95	2.70E-106	4.26E-93	7.80E-62	1.28E-01	7.87E-02	9.35E-42	1.86E-01	1.26E-01	2.52E-03	1.73E-139	7.05E-02
EXO1_0_multinomial_train1.96	1.85E-03	1.95E-03	9.48E-04	1.30E-01	6.93E-02	2.31E-09	1.90E-01	1.29E-01	1.65E-03	2.93E-20	7.29E-02
EXO1_0_multinomial_train1.97	1.96E-18	8.52E-117	5.61E-159	1.28E-01	8.13E-02	5.66E-04	1.86E-01	1.27E-01	1.35E-03	3.22E-04	6.96E-02
EXO1_0_multinomial_train1.98	4.59E-18	1.02E-20	6.74E-116	1.25E-01	7.33E-02	5.19E-09	1.82E-01	1.24E-01	3.65E-03	1.86E-03	6.97E-02
OGG1_0_multinomial_train1	9.83E-02	1.43E-02	4.93E-03	1.47E-01	1.39E-02	9.68E-02	6.00E-03	1.27E-02	9.73E-02	2.05E-02	1.28E-02
OGG1_0_multinomial_train1.1	9.57E-02	5.80E-03	8.99E-03	1.44E-01	2.41E-02	1.07E-01	3.11E-28	6.58E-03	1.09E-01	3.43E-02	1.60E-02
OGG1_0_multinomial_train1.2	1.09E-01	3.01E-03	3.72E-03	1.58E-01	1.17E-02	9.85E-02	2.13E-02	1.10E-02	1.04E-01	8.29E-03	7.04E-03
OGG1_0_multinomial_train1.3	1.01E-01	1.76E-26	6.98E-03	1.54E-01	2.68E-02	1.11E-01	5.25E-31	6.06E-42	1.13E-01	3.91E-02	1.72E-02
OGG1_0_multinomial_train1.4	1.04E-01	2.12E-30	8.62E-03	1.58E-01	2.72E-02	1.19E-01	3.94E-83	1.09E-68	1.16E-01	3.87E-02	1.91E-02
OGG1_0_multinomial_train1.5	9.99E-02	1.22E-02	4.82E-03	1.53E-01	2.03E-02	1.05E-01	4.16E-03	1.14E-02	1.05E-01	2.84E-02	1.21E-02
OGG1_0_multinomial_train1.6	1.07E-01	2.73E-03	3.59E-03	1.53E-01	1.64E-02	9.43E-02	2.13E-02	2.26E-02	9.88E-02	1.32E-02	7.12E-03
OGG1_0_multinomial_train1.7	1.09E-01	3.50E-03	4.49E-03	1.56E-01	4.73E-03	1.02E-01	1.81E-02	4.97E-03	1.09E-01	6.62E-03	3.63E-03
OGG1_0_multinomial_train1.8	9.70E-02	3.34E-04	3.39E-03	1.51E-01	3.69E-02	1.20E-01	2.73E-63	6.13E-43	1.17E-01	5.15E-02	1.88E-02
OGG1_0_multinomial_train1.9	1.15E-01	4.68E-03	4.48E-03	1.69E-01	8.18E-03	1.11E-01	1.39E-02	3.76E-29	1.17E-01	1.12E-02	5.76E-03
OGG1_0_multinomial_train1.10	1.07E-01	3.75E-03	8.78E-03	1.62E-01	1.84E-02	1.14E-01	6.14E-03	1.41E-03	1.14E-01	2.85E-02	1.43E-02
OGG1_0_multinomial_train1.11	1.10E-01	9.58E-03	4.12E-03	1.66E-01	1.77E-02	1.16E-01	5.36E-03	5.75E-03	1.18E-01	2.38E-02	9.02E-03
OGG1_0_multinomial_train1.12	9.97E-02	2.55E-03	8.48E-03	1.42E-01	9.90E-03	9.89E-02	9.44E-03	7.27E-03	1.01E-01	1.40E-02	8.80E-03
OGG1_0_multinomial_train1.13	1.04E-01	3.99E-03	8.65E-03	1.53E-01	1.30E-02	1.04E-01	7.44E-03	2.85E-03	1.06E-01	2.18E-02	1.14E-02
OGG1_0_multinomial_train1.14	1.08E-01	1.33E-21	7.70E-03	1.55E-01	1.04E-02	9.96E-02	1.22E-02	1.74E-02	1.05E-01	1.02E-02	2.93E-03
OGG1_0_multinomial_train1.15	9.99E-02	1.05E-02	7.05E-03	1.44E-01	2.15E-02	1.09E-01	1.95E-32	3.81E-03	1.10E-01	2.91E-02	1.06E-02
OGG1_0_multinomial_train1.16	1.16E-01	3.38E-03	7.09E-03	1.64E-01	6.60E-09	1.05E-01	2.01E-02	5.26E-03	1.15E-01	2.96E-03	7.83E-04
OGG1_0_multinomial_train1.17	1.13E-01	7.70E-03	5.75E-03	1.63E-01	7.13E-03	1.02E-01	2.03E-02	8.19E-03	1.10E-01	5.46E-03	8.77E-03
OGG1_0_multinomial_train1.18	1.11E-01	1.61E-32	4.99E-03	1.61E-01	1.21E-02	1.07E-01	1.02E-02	1.32E-02	1.10E-01	1.25E-02	5.79E-03
OGG1_0_multinomial_train1.19	1.08E-01	8.64E-03	3.02E-03	1.62E-01	1.05E-02	1.08E-01	1.26E-02	1.33E-02	1.14E-01	1.66E-02	1.11E-02
OGG1_0_multinomial_train1.20	1.05E-01	8.09E-03	5.58E-03	1.52E-01	1.69E-02	1.12E-01	5.39E-16	5.41E-03	1.13E-01	2.31E-02	1.09E-02
OGG1_0_multinomial_train1.21	1.06E-01	7.06E-03	3.60E-03	1.52E-01	1.18E-02	1.01E-01	8.42E-03	1.53E-02	1.05E-01	1.01E-02	4.99E-03
OGG1_0_multinomial_train1.22	1.12E-01	1.04E-02	5.01E-03	1.66E-01	7.61E-03	1.09E-01	1.06E-02	1.69E-02	1.16E-01	1.37E-02	1.62E-02
OGG1_0_multinomial_train1.23	1.07E-01	5.14E-03	2.20E-03	1.59E-01	1.05E-02	1.02E-01	1.56E-02	1.26E-02	1.06E-01	1.34E-02	9.46E-03
OGG1_0_multinomial_train1.24	9.99E-02	7.35E-03	5.02E-03	1.44E-01	1.40E-02	8.93E-02	2.38E-02	1.60E-02	9.25E-02	1.15E-02	7.89E-03
OGG1_0_multinomial_train1.25	9.78E-02	1.56E-02	7.36E-03	1.50E-01	2.68E-02	1.05E-01	3.22E-48	2.13E-21	1.06E-01	3.93E-02	2.13E-02
OGG1_0_multinomial_train1.26	1.08E-01	5.20E-03	6.73E-03	1.60E-01	1.09E-02	1.06E-01	1.31E-02	8.66E-03	1.11E-01	1.32E-02	8.38E-03
OGG1_0_multinomial_train1.27	9.93E-02	5.18E-03	9.37E-03	1.50E-01	2.44E-02	1.11E-01	2.30E-25	4.36E-03	1.10E-01	3.59E-02	1.84E-02
OGG1_0_multinomial_train1.28	1.07E-01	7.85E-04	3.94E-03	1.59E-01	1.19E-02	1.06E-01	1.27E-02	8.77E-03	1.09E-01	1.33E-02	6.32E-03
OGG1_0_multinomial_train1.29	1.06E-01	9.67E-03	4.62E-03	1.58E-01	1.39E-02	1.08E-01	6.27E-03	1.08E-02	1.12E-01	2.04E-02	1.23E-02
OGG1_0_multinomial_train1.30	1.10E-01	1.16E-02	6.32E-03	1.55E-01	7.52E-03	1.06E-01	1.29E-02	4.06E-03	1.13E-01	1.08E-02	2.38E-03
OGG1_0_multinomial_train1.31	1.08E-01	8.02E-03	5.53E-03	1.55E-01	1.68E-02	9.98E-02	1.30E-02	2.06E-02	1.05E-01	1.13E-02	6.25E-03
OGG1_0_multinomial_train1.32	1.11E-01	6.82E-03	3.73E-03	1.61E-01	7.47E-03	1.02E-01	1.86E-02	8.67E-03	1.07E-01	6.32E-03	9.45E-03
OGG1_0_multinomial_train1.33	1.04E-01	3.91E-03	3.91E-03	1.56E-01	2.55E-02	1.17E-01	2.26E-49	3.23E-68	1.17E-01	3.44E-02	1.32E-02
OGG1_0_multinomial_train1.34	1.06E-01	1.50E-02	5.42E-03	1.55E-01	1.15E-02	1.03E-01	1.13E-02	1.07E-02	1.06E-01	1.90E-02	8.78E-03
OGG1_0_multinomial_train1.35	1.13E-01	5.56E-04	4.58E-03	1.67E-01	8.25E-03	1.10E-01	1.35E-02	4.94E-52	1.14E-01	1.30E-02	8.12E-03
OGG1_0_multinomial_train1.36	9.76E-02	1.14E-02	6.65E-03	1.50E-01	2.34E-02	1.04E-01	6.84E-36	3.26E-03	1.05E-01	3.04E-02	1.73E-02
