Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
EXO1_0_multinomial_train1.10	2.79E-03	1.86E-18	5.24E-03	0.00E+00	3.99E-03	0.00E+00
EXO1_0_multinomial_train1.11	1.60E-03	1.19E-03	2.65E-03	6.08E-04	1.81E-03	7.03E-163
RNF168_0_multinomial_train1.13	2.37E-03	2.87E-03	0.00E+00	3.77E-03	4.57E-03	1.55E-03
RNF168_0_multinomial_train1.14	2.66E-03	1.55E-03	2.90E-03	1.05E-02	7.56E-03	3.79E-03
RNF168_0_multinomial_train1.15	2.96E-03	3.22E-29	2.49E-03	4.87E-04	3.03E-03	1.15E-03
RNF168_0_multinomial_train1.16	3.44E-03	7.09E-18	3.03E-03	4.66E-03	9.50E-03	2.35E-03
EXO1_0_multinomial_train1.12	4.06E-03	0.00E+00	4.55E-03	5.80E-158	7.23E-03	2.31E-03
RNF168_0_multinomial_train1.17	4.08E-03	2.75E-140	6.84E-03	6.83E-03	1.33E-02	2.04E-03
EXO1_0_multinomial_train1.13	2.64E-03	0.00E+00	2.19E-03	3.79E-05	3.61E-03	1.48E-03
RNF168_0_multinomial_train1.18	4.02E-03	0.00E+00	0.00E+00	7.93E-03	1.12E-02	2.75E-03
EXO1_0_multinomial_train1.14	2.45E-03	0.00E+00	3.06E-03	1.75E-03	9.90E-04	2.72E-04
RNF168_0_multinomial_train1.19	3.04E-03	9.59E-04	0.00E+00	3.35E-35	4.45E-03	2.03E-03
RNF168_0_multinomial_train1.20	3.50E-03	0.00E+00	5.77E-03	0.00E+00	5.84E-03	0.00E+00
EXO1_0_multinomial_train1.15	2.38E-03	0.00E+00	3.33E-03	6.21E-04	2.12E-03	6.87E-104
RNF168_0_multinomial_train1.21	3.32E-03	4.67E-03	7.35E-03	1.05E-132	1.38E-02	4.62E-03
RNF168_0_multinomial_train1.22	3.34E-03	5.75E-04	6.55E-03	4.20E-03	1.33E-02	2.42E-03
EXO1_0_multinomial_train1.16	1.87E-03	0.00E+00	3.66E-03	2.01E-107	9.13E-04	0.00E+00
EXO1_0_multinomial_train1.17	3.69E-03	8.49E-04	5.02E-03	2.33E-42	2.92E-03	0.00E+00
RNF168_0_multinomial_train1.23	5.91E-03	3.22E-60	3.58E-03	0.00E+00	9.87E-03	2.83E-03
EXO1_0_multinomial_train1.18	1.99E-03	0.00E+00	3.28E-03	2.48E-04	2.38E-03	0.00E+00
RNF168_0_multinomial_train1.24	4.09E-03	2.65E-03	0.00E+00	7.54E-03	1.11E-02	1.43E-03
RNF168_0_multinomial_train1.25	4.76E-03	0.00E+00	5.57E-04	8.39E-03	1.20E-02	1.77E-03
RNF168_0_multinomial_train1.26	3.36E-03	0.00E+00	1.87E-03	8.57E-04	3.92E-03	1.71E-04
RNF168_0_multinomial_train1.27	3.25E-03	0.00E+00	3.50E-03	7.49E-03	1.03E-02	1.40E-03
RNF168_0_multinomial_train1.28	2.30E-03	2.33E-03	3.15E-03	5.09E-03	8.81E-03	1.12E-03
EXO1_0_multinomial_train1.19	2.22E-03	1.15E-04	5.01E-03	7.57E-19	4.29E-03	0.00E+00
RNF168_0_multinomial_train1.29	3.90E-03	1.09E-06	3.63E-03	2.16E-33	6.33E-03	9.27E-75
EXO1_0_multinomial_train1.20	2.41E-03	3.16E-04	2.71E-03	1.42E-03	3.41E-03	3.87E-04
RNF168_0_multinomial_train1.30	2.36E-03	2.16E-03	3.28E-03	1.30E-02	8.59E-03	4.33E-03
RNF168_0_multinomial_train1.31	3.88E-03	0.00E+00	2.86E-03	6.99E-03	7.29E-03	1.99E-03
RNF168_0_multinomial_train1.32	6.89E-03	4.92E-53	1.62E-144	7.36E-50	8.34E-03	1.95E-03
RNF168_0_multinomial_train1.33	3.26E-03	0.00E+00	4.84E-03	8.91E-03	1.41E-02	2.43E-03
EXO1_0_multinomial_train1.21	1.73E-03	3.67E-46	2.62E-03	1.78E-04	4.61E-04	0.00E+00
RNF168_0_multinomial_train1.34	6.67E-03	1.87E-145	0.00E+00	0.00E+00	8.66E-03	2.82E-03
EXO1_0_multinomial_train1.22	3.79E-03	4.20E-05	4.52E-03	2.18E-29	3.57E-03	1.01E-03
EXO1_0_multinomial_train1.23	2.61E-03	0.00E+00	3.22E-03	6.52E-04	3.96E-03	4.26E-07
RNF168_0_multinomial_train1.35	2.87E-03	0.00E+00	1.95E-03	2.62E-35	4.57E-03	1.96E-03
RNF168_0_multinomial_train1.36	2.82E-03	0.00E+00	6.87E-04	8.74E-03	9.06E-03	1.71E-03
EXO1_0_multinomial_train1.24	2.72E-03	1.75E-41	1.84E-71	1.26E-03	4.26E-03	1.33E-03
RNF168_0_multinomial_train1.37	2.96E-03	0.00E+00	1.88E-03	5.05E-03	7.62E-03	3.33E-08
EXO1_0_multinomial_train1.25	2.33E-03	6.88E-108	3.40E-03	3.72E-03	2.94E-03	9.52E-04
RNF168_0_multinomial_train1.38	2.24E-03	6.36E-04	0.00E+00	1.15E-02	9.83E-03	3.67E-03
EXO1_0_multinomial_train1.26	2.77E-03	1.53E-04	3.53E-03	9.04E-14	3.37E-03	0.00E+00
EXO1_0_multinomial_train1.27	2.97E-03	8.39E-101	4.85E-03	3.05E-149	6.05E-03	1.21E-91
EXO1_0_multinomial_train1.28	2.73E-03	0.00E+00	4.04E-03	6.00E-76	4.85E-03	7.63E-141
EXO1_0_multinomial_train1.29	2.65E-03	1.65E-139	2.63E-03	2.22E-45	4.02E-03	1.09E-03
EXO1_0_multinomial_train1.30	2.96E-03	0.00E+00	4.93E-03	0.00E+00	6.07E-03	0.00E+00
RNF168_0_multinomial_train1.39	2.38E-03	0.00E+00	3.16E-03	0.00E+00	4.74E-03	1.92E-03
RNF168_0_multinomial_train1.40	2.51E-03	0.00E+00	0.00E+00	6.96E-03	7.57E-03	3.62E-03
EXO1_0_multinomial_train1.31	1.96E-03	8.25E-04	4.12E-03	0.00E+00	4.06E-03	0.00E+00
EXO1_0_multinomial_train1.32	3.12E-03	2.21E-57	4.35E-03	1.24E-04	3.04E-03	1.14E-03
EXO1_0_multinomial_train1.33	2.71E-03	2.84E-07	2.55E-03	1.57E-03	2.00E-03	6.16E-04
RNF168_0_multinomial_train1.41	5.82E-03	0.00E+00	0.00E+00	6.02E-03	1.09E-02	1.72E-03
RNF168_0_multinomial_train1.42	7.52E-03	7.55E-04	2.04E-113	4.13E-03	1.09E-02	1.49E-03
EXO1_0_multinomial_train1.34	2.60E-03	3.88E-54	3.04E-03	4.71E-25	3.14E-03	4.98E-04
RNF168_0_multinomial_train1.43	2.39E-03	0.00E+00	1.81E-03	7.23E-03	7.23E-03	3.01E-03
EXO1_0_multinomial_train1.35	2.39E-03	0.00E+00	3.14E-03	8.52E-04	5.62E-03	1.80E-03
EXO1_0_multinomial_train1.36	2.11E-03	0.00E+00	2.70E-03	4.98E-04	1.51E-03	0.00E+00
RNF168_0_multinomial_train1.44	6.18E-03	4.75E-101	1.65E-63	7.87E-03	1.25E-02	2.61E-03
EXO1_0_multinomial_train1.37	1.30E-03	1.39E-03	2.79E-03	6.91E-04	0.00E+00	0.00E+00
RNF168_0_multinomial_train1.45	3.37E-03	3.19E-153	1.65E-03	1.22E-02	9.73E-03	4.38E-03
RNF168_0_multinomial_train1.46	6.08E-03	0.00E+00	7.72E-04	3.59E-114	8.99E-03	3.28E-03
RNF168_0_multinomial_train1.47	6.76E-03	0.00E+00	1.60E-03	4.95E-03	1.12E-02	0.00E+00
RNF168_0_multinomial_train1.48	5.40E-03	0.00E+00	5.46E-03	4.69E-03	1.45E-02	0.00E+00
RNF168_0_multinomial_train1.49	3.14E-03	0.00E+00	2.97E-03	3.29E-03	6.87E-03	2.18E-03
RNF168_0_multinomial_train1.50	4.01E-03	0.00E+00	6.66E-03	1.03E-125	1.08E-02	2.08E-03
EXO1_0_multinomial_train1.38	2.77E-03	0.00E+00	4.23E-03	2.62E-03	9.79E-04	4.75E-04
RNF168_0_multinomial_train1.51	5.58E-03	0.00E+00	4.55E-100	7.03E-03	1.24E-02	9.90E-04
RNF168_0_multinomial_train1.52	1.90E-03	1.23E-03	4.44E-03	1.16E-03	5.72E-03	1.55E-03
EXO1_0_multinomial_train1.39	2.19E-03	1.24E-28	4.81E-03	3.05E-03	3.01E-03	8.21E-04
EXO1_0_multinomial_train1.40	1.70E-03	1.65E-03	2.43E-03	1.73E-129	4.35E-03	1.55E-03
RNF168_0_multinomial_train1.53	2.66E-03	2.48E-04	8.72E-04	9.04E-03	1.02E-02	1.73E-03
EXO1_0_multinomial_train1.41	2.21E-03	4.91E-04	5.12E-03	0.00E+00	5.20E-03	0.00E+00
EXO1_0_multinomial_train1.42	2.81E-03	0.00E+00	3.52E-03	5.26E-45	4.92E-03	0.00E+00
RNF168_0_multinomial_train1.54	2.74E-03	0.00E+00	4.91E-03	1.32E-02	1.62E-02	4.07E-03
OGG1_0_multinomial_train1	0.00E+00	0.00E+00	5.60E-03	9.57E-03	4.52E-02	4.42E-02
UNG_0_multinomial_train1	0.00E+00	7.94E-03	4.42E-03	4.80E-03	1.03E-18	5.15E-03
UNG_0_multinomial_train1.1	5.86E-125	1.08E-02	4.87E-03	5.13E-03	1.52E-02	6.95E-03
UNG_0_multinomial_train1.2	1.32E-03	3.88E-03	2.22E-03	1.35E-03	5.00E-03	5.60E-03
OGG1_0_multinomial_train1.1	0.00E+00	6.26E-03	7.64E-03	9.16E-03	4.49E-02	4.42E-02
UNG_0_multinomial_train1.3	8.36E-03	1.24E-02	5.63E-03	9.89E-03	2.73E-109	7.76E-03
OGG1_0_multinomial_train1.2	0.00E+00	7.39E-03	1.00E-02	1.28E-02	4.16E-02	4.35E-02
OGG1_0_multinomial_train1.3	0.00E+00	2.29E-03	9.64E-03	1.71E-02	4.44E-02	4.67E-02
UNG_0_multinomial_train1.4	0.00E+00	4.70E-03	4.17E-03	1.29E-02	1.21E-02	5.90E-03
UNG_0_multinomial_train1.5	2.53E-04	8.83E-03	2.72E-03	8.36E-31	6.99E-03	5.02E-03
OGG1_0_multinomial_train1.4	0.00E+00	4.83E-03	1.58E-02	2.76E-02	3.82E-02	4.74E-02
OGG1_0_multinomial_train1.5	0.00E+00	7.50E-03	9.93E-03	7.57E-03	4.46E-02	4.58E-02
UNG_0_multinomial_train1.6	2.15E-101	8.97E-03	3.30E-03	1.73E-03	0.00E+00	2.33E-03
UNG_0_multinomial_train1.7	1.02E-19	8.57E-03	9.65E-03	1.53E-02	3.08E-40	1.20E-02
UNG_0_multinomial_train1.8	0.00E+00	3.62E-03	4.72E-03	7.18E-03	9.92E-03	2.46E-03
OGG1_0_multinomial_train1.6	0.00E+00	3.80E-03	6.72E-03	8.92E-03	4.60E-02	4.52E-02
UNG_0_multinomial_train1.9	2.80E-03	1.13E-02	2.68E-03	2.89E-03	3.69E-03	3.68E-03
OGG1_0_multinomial_train1.7	0.00E+00	1.18E-03	3.40E-03	9.43E-04	5.22E-02	4.81E-02
UNG_0_multinomial_train1.10	0.00E+00	6.35E-03	5.25E-03	1.46E-02	1.62E-02	3.21E-03
OGG1_0_multinomial_train1.8	2.40E-23	0.00E+00	7.19E-03	0.00E+00	5.61E-02	4.57E-02
UNG_0_multinomial_train1.11	0.00E+00	3.62E-03	1.99E-03	8.56E-03	1.05E-02	3.89E-03
OGG1_0_multinomial_train1.9	0.00E+00	1.60E-03	8.76E-03	1.56E-02	4.25E-02	4.40E-02
OGG1_0_multinomial_train1.10	0.00E+00	0.00E+00	8.26E-03	1.37E-02	4.31E-02	4.32E-02
OGG1_0_multinomial_train1.11	0.00E+00	7.25E-03	1.40E-02	2.38E-02	3.90E-02	4.55E-02
UNG_0_multinomial_train1.12	4.93E-03	9.98E-03	3.52E-03	2.87E-03	6.68E-03	0.00E+00
UNG_0_multinomial_train1.13	1.26E-109	8.78E-03	3.36E-03	4.59E-03	4.19E-03	3.61E-03
UNG_0_multinomial_train1.14	3.73E-03	1.08E-02	3.02E-03	4.33E-03	6.59E-03	0.00E+00
OGG1_0_multinomial_train1.12	0.00E+00	5.43E-03	1.01E-02	1.59E-02	4.39E-02	4.61E-02
OGG1_0_multinomial_train1.13	0.00E+00	6.85E-106	3.05E-03	1.13E-40	4.72E-02	4.49E-02
UNG_0_multinomial_train1.15	0.00E+00	5.91E-03	6.45E-03	7.18E-03	1.28E-02	5.31E-03
UNG_0_multinomial_train1.16	5.50E-150	7.02E-03	2.71E-03	4.93E-03	5.67E-03	6.68E-03
UNG_0_multinomial_train1.17	4.15E-52	5.55E-03	4.84E-03	4.64E-03	1.28E-03	5.96E-03
OGG1_0_multinomial_train1.14	2.48E-144	7.77E-04	1.06E-02	1.83E-02	4.18E-02	4.47E-02
UNG_0_multinomial_train1.18	0.00E+00	6.34E-03	5.15E-03	1.35E-02	1.38E-02	3.34E-03
OGG1_0_multinomial_train1.15	1.15E-75	2.04E-03	4.46E-03	3.73E-03	4.62E-02	4.37E-02
UNG_0_multinomial_train1.19	5.20E-83	6.72E-03	2.61E-03	7.81E-03	8.25E-03	4.06E-03
OGG1_0_multinomial_train1.16	0.00E+00	7.39E-132	7.93E-03	1.49E-02	4.09E-02	4.23E-02
UNG_0_multinomial_train1.20	2.16E-155	1.17E-02	2.34E-03	1.55E-03	4.44E-03	4.40E-03
UNG_0_multinomial_train1.21	3.10E-03	1.12E-02	4.15E-03	3.75E-03	1.44E-03	5.58E-03
OGG1_0_multinomial_train1.17	0.00E+00	6.37E-03	9.65E-03	1.41E-02	4.37E-02	4.57E-02
UNG_0_multinomial_train1.22	0.00E+00	3.40E-03	4.11E-03	9.86E-03	1.12E-02	7.86E-04
UNG_0_multinomial_train1.23	0.00E+00	8.35E-03	3.93E-03	1.59E-02	1.89E-02	0.00E+00
UNG_0_multinomial_train1.24	1.70E-22	8.03E-03	3.90E-03	5.22E-03	1.66E-03	5.17E-03
OGG1_0_multinomial_train1.18	7.89E-135	0.00E+00	5.72E-03	5.17E-03	4.32E-02	4.29E-02
UNG_0_multinomial_train1.25	1.52E-03	3.08E-03	6.07E-03	6.33E-03	1.15E-02	6.57E-03
OGG1_0_multinomial_train1.19	0.00E+00	5.25E-03	8.54E-03	1.00E-02	4.26E-02	4.35E-02
UNG_0_multinomial_train1.26	0.00E+00	6.60E-03	2.96E-03	4.34E-03	1.99E-03	3.30E-03
OGG1_0_multinomial_train1.20	1.30E-40	3.42E-03	5.44E-03	2.74E-03	4.59E-02	4.43E-02
UNG_0_multinomial_train1.27	1.15E-104	8.09E-03	3.16E-03	9.57E-03	1.03E-02	4.76E-03
OGG1_0_multinomial_train1.21	0.00E+00	5.56E-63	6.30E-03	4.37E-03	3.93E-02	3.94E-02
OGG1_0_multinomial_train1.22	0.00E+00	0.00E+00	4.85E-03	8.41E-03	4.79E-02	4.58E-02
UNG_0_multinomial_train1.28	3.06E-121	7.92E-03	2.53E-03	0.00E+00	2.63E-03	3.78E-03
UNG_0_multinomial_train1.29	0.00E+00	6.60E-03	4.11E-03	6.67E-03	5.44E-03	4.65E-03
OGG1_0_multinomial_train1.23	0.00E+00	3.76E-03	7.97E-03	1.31E-02	4.63E-02	4.66E-02
OGG1_0_multinomial_train1.24	0.00E+00	9.33E-03	1.47E-02	2.43E-02	3.85E-02	4.55E-02
OGG1_0_multinomial_train1.25	7.49E-06	0.00E+00	6.42E-03	2.93E-03	4.93E-02	4.34E-02
OGG1_0_multinomial_train1.26	0.00E+00	0.00E+00	9.03E-03	1.24E-02	4.43E-02	4.51E-02
UNG_0_multinomial_train1.30	0.00E+00	4.38E-03	3.69E-03	4.72E-03	2.08E-52	6.43E-03
OGG1_0_multinomial_train1.27	0.00E+00	4.34E-03	1.02E-02	1.84E-02	4.18E-02	4.44E-02
OGG1_0_multinomial_train1.28	1.22E-85	2.92E-03	3.84E-03	2.39E-35	4.82E-02	4.64E-02
UNG_0_multinomial_train1.31	0.00E+00	6.54E-03	3.08E-03	1.94E-02	1.69E-02	5.61E-03
UNG_0_multinomial_train1.32	0.00E+00	7.42E-03	5.25E-03	4.49E-03	0.00E+00	5.68E-03
UNG_0_multinomial_train1.33	3.89E-65	6.46E-03	3.74E-03	7.16E-03	4.15E-03	2.93E-03
OGG1_0_multinomial_train1.29	3.16E-133	0.00E+00	5.44E-03	2.38E-03	4.62E-02	4.30E-02
OGG1_0_multinomial_train1.30	0.00E+00	5.43E-03	6.07E-03	4.79E-03	4.75E-02	4.64E-02
UNG_0_multinomial_train1.34	3.35E-04	9.93E-03	5.91E-03	2.64E-09	9.40E-133	5.34E-03
OGG1_0_multinomial_train1.31	0.00E+00	4.99E-03	6.02E-03	1.42E-22	4.65E-02	4.65E-02
UNG_0_multinomial_train1.35	3.88E-03	1.20E-02	3.90E-03	0.00E+00	1.63E-03	4.61E-03
UNG_0_multinomial_train1.36	0.00E+00	4.95E-03	3.34E-03	1.14E-02	1.15E-02	3.87E-03
UNG_0_multinomial_train1.37	1.07E-41	1.08E-02	4.51E-03	0.00E+00	3.30E-03	0.00E+00
OGG1_0_multinomial_train1.32	5.06E-129	4.76E-03	5.67E-03	1.87E-19	4.59E-02	4.44E-02
UNG_0_multinomial_train1.38	3.26E-03	1.29E-02	2.06E-03	5.05E-03	8.30E-03	4.15E-03
OGG1_0_multinomial_train1.33	1.05E-138	5.29E-138	5.36E-03	3.52E-21	4.64E-02	4.26E-02
OGG1_0_multinomial_train1.34	1.28E-144	2.51E-45	3.49E-03	2.10E-106	5.17E-02	4.58E-02
OGG1_0_multinomial_train1.35	0.00E+00	3.18E-03	3.17E-03	4.62E-43	4.85E-02	4.49E-02
OGG1_0_multinomial_train1.36	0.00E+00	0.00E+00	1.01E-02	1.87E-02	4.27E-02	4.60E-02
OGG1_0_multinomial_train1.37	0.00E+00	0.00E+00	4.94E-03	7.38E-03	4.88E-02	4.53E-02
OGG1_0_multinomial_train1.38	0.00E+00	3.97E-03	9.12E-03	1.50E-02	4.44E-02	4.63E-02
UNG_0_multinomial_train1.39	0.00E+00	6.53E-03	5.69E-03	1.85E-03	8.27E-03	2.91E-03
OGG1_0_multinomial_train1.39	0.00E+00	6.64E-03	5.65E-03	7.21E-03	4.44E-02	4.25E-02
UNG_0_multinomial_train1.40	4.76E-03	1.15E-02	4.96E-03	0.00E+00	6.85E-03	0.00E+00
OGG1_0_multinomial_train1.40	0.00E+00	3.26E-03	7.66E-03	1.32E-02	4.31E-02	4.28E-02
OGG1_0_multinomial_train1.41	0.00E+00	0.00E+00	7.05E-03	7.22E-03	4.65E-02	4.64E-02
UNG_0_multinomial_train1.41	8.87E-03	1.36E-02	3.66E-03	8.10E-59	1.79E-84	3.75E-03
OGG1_0_multinomial_train1.42	0.00E+00	0.00E+00	6.00E-03	7.86E-03	4.66E-02	4.61E-02
UNG_0_multinomial_train1.42	4.09E-03	9.49E-03	2.26E-03	6.51E-03	8.41E-03	0.00E+00
OGG1_0_multinomial_train1.43	5.69E-131	1.01E-03	5.74E-03	9.55E-03	4.71E-02	4.51E-02
OGG1_0_multinomial_train1.44	1.08E-42	1.99E-03	3.88E-03	1.35E-54	5.11E-02	4.58E-02
OGG1_0_multinomial_train1.45	0.00E+00	0.00E+00	6.62E-03	9.33E-03	4.47E-02	4.19E-02
OGG1_0_multinomial_train1.46	1.22E-149	0.00E+00	6.69E-03	1.31E-08	4.74E-02	4.27E-02
UNG_0_multinomial_train1.43	0.00E+00	2.08E-03	5.22E-03	2.06E-03	4.38E-03	6.23E-03
OGG1_0_multinomial_train1.47	3.53E-30	9.72E-04	3.56E-03	1.29E-51	5.26E-02	4.69E-02
OGG1_0_multinomial_train1.48	0.00E+00	1.59E-03	5.29E-03	4.01E-03	4.37E-02	4.37E-02
OGG1_0_multinomial_train1.49	2.52E-112	1.57E-160	4.13E-03	5.82E-03	4.62E-02	4.42E-02
OGG1_0_multinomial_train1.50	0.00E+00	6.72E-03	7.67E-03	8.76E-03	4.65E-02	4.59E-02
UNG_0_multinomial_train1.44	1.79E-03	1.14E-02	2.37E-03	0.00E+00	7.95E-03	6.70E-03
OGG1_0_multinomial_train1.51	6.68E-33	5.98E-03	6.79E-03	1.44E-03	4.72E-02	4.60E-02
OGG1_0_multinomial_train1.52	0.00E+00	2.26E-03	8.04E-03	1.46E-02	4.48E-02	4.55E-02
ATP2B4_0_multinomial_train1	4.84E-03	1.16E-02	5.62E-03	6.16E-02	7.15E-02	2.33E-03
ATP2B4_1_multinomial_train1	1.01E-49	7.03E-03	4.27E-03	7.98E-02	8.21E-02	2.29E-80
ATP2B4_0_multinomial_train1.1	8.67E-03	1.03E-02	1.24E-02	7.63E-02	8.38E-02	7.68E-64
ATP2B4_1_multinomial_train1.1	0.00E+00	5.15E-03	0.00E+00	8.19E-02	8.99E-02	5.52E-03
ATP2B4_1_multinomial_train1.2	0.00E+00	7.65E-03	0.00E+00	6.66E-02	8.61E-02	1.66E-02
ATP2B4_1_multinomial_train1.3	3.43E-03	3.75E-03	2.87E-60	8.47E-02	8.41E-02	0.00E+00
ATP2B4_0_multinomial_train1.2	5.76E-03	5.52E-03	1.49E-02	7.66E-02	7.76E-02	4.37E-03
ATP2B4_1_multinomial_train1.4	0.00E+00	7.80E-03	0.00E+00	7.12E-02	8.68E-02	1.36E-02
ATP2B4_0_multinomial_train1.3	7.79E-03	9.39E-03	1.49E-02	8.19E-02	8.66E-02	2.81E-22
ATP2B4_0_multinomial_train1.4	3.83E-03	8.93E-03	1.14E-02	7.54E-02	8.34E-02	0.00E+00
ATP2B4_0_multinomial_train1.5	2.07E-03	1.01E-02	1.23E-02	7.70E-02	7.97E-02	2.73E-03
ATP2B4_0_multinomial_train1.6	6.94E-03	7.80E-03	1.10E-02	7.15E-02	8.03E-02	0.00E+00
ATP2B4_1_multinomial_train1.5	3.58E-19	9.33E-03	0.00E+00	5.01E-02	7.38E-02	2.39E-02
ATP2B4_0_multinomial_train1.7	6.54E-04	7.13E-03	1.12E-02	7.18E-02	7.92E-02	3.81E-03
ATP2B4_1_multinomial_train1.6	0.00E+00	9.54E-03	0.00E+00	5.70E-02	7.70E-02	1.79E-02
ATP2B4_1_multinomial_train1.7	0.00E+00	9.25E-03	0.00E+00	6.46E-02	8.08E-02	1.23E-02
ATP2B4_1_multinomial_train1.8	0.00E+00	1.14E-02	3.52E-121	8.33E-02	8.68E-02	0.00E+00
ATP2B4_1_multinomial_train1.9	4.02E-03	8.45E-03	0.00E+00	5.92E-02	8.00E-02	1.61E-02
ATP2B4_1_multinomial_train1.10	1.24E-15	9.72E-03	0.00E+00	6.18E-02	7.68E-02	8.73E-03
ATP2B4_1_multinomial_train1.11	0.00E+00	5.44E-03	0.00E+00	8.69E-02	8.99E-02	3.74E-60
ATP2B4_1_multinomial_train1.12	0.00E+00	2.86E-03	0.00E+00	8.58E-02	8.51E-02	1.72E-03
ATP2B4_1_multinomial_train1.13	0.00E+00	5.65E-03	0.00E+00	7.89E-02	9.01E-02	8.14E-03
ATP2B4_0_multinomial_train1.8	8.10E-03	6.39E-03	9.37E-03	8.06E-02	8.58E-02	1.60E-03
ATP2B4_1_multinomial_train1.14	0.00E+00	1.13E-02	3.05E-03	4.61E-02	7.38E-02	2.26E-02
ATP2B4_1_multinomial_train1.15	4.41E-03	9.04E-03	0.00E+00	6.91E-02	8.25E-02	9.08E-03
ATP2B4_0_multinomial_train1.9	4.31E-03	8.35E-03	7.03E-03	6.36E-02	7.54E-02	3.48E-03
ATP2B4_0_multinomial_train1.10	7.28E-03	9.90E-03	1.49E-02	8.12E-02	8.74E-02	5.34E-27
ATP2B4_0_multinomial_train1.11	7.16E-03	6.01E-03	1.84E-02	8.01E-02	9.08E-02	2.24E-87
