Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I
OGG1_boot.56	2.07E-03	2.25E-02	8.86E-04	2.95E-02	8.03E-04	1.64E-02	3.15E-03	5.90E-03	6.67E-03
OGG1_boot.57	1.44E-03	2.58E-02	3.01E-04	3.19E-02	1.04E-03	1.45E-02	2.68E-03	3.64E-03	4.25E-03
OGG1_boot.58	2.67E-03	3.06E-02	4.54E-145	4.04E-02	0.00E+00	1.70E-02	4.60E-03	4.33E-03	6.65E-07
OGG1_boot.59	3.85E-03	2.60E-02	9.30E-04	3.66E-02	0.00E+00	1.74E-02	3.06E-03	6.05E-03	6.24E-03
OGG1_boot.60	2.03E-03	2.13E-02	4.23E-04	3.24E-02	1.25E-03	1.77E-02	2.67E-03	2.18E-03	1.09E-02
OGG1_boot.61	1.67E-03	2.38E-02	6.19E-04	2.81E-02	9.14E-04	1.34E-02	4.40E-04	1.80E-03	5.21E-03
OGG1_boot.62	2.39E-03	2.09E-02	1.06E-03	3.08E-02	0.00E+00	1.76E-02	2.32E-03	6.54E-03	1.04E-02
OGG1_boot.63	1.83E-03	2.75E-02	5.32E-04	2.85E-02	1.49E-03	1.15E-02	2.10E-03	1.94E-03	1.33E-03
OGG1_boot.64	1.97E-03	3.03E-02	6.91E-04	3.81E-02	1.65E-03	1.43E-02	4.16E-03	8.08E-65	3.85E-04
OGG1_boot.65	2.23E-03	2.20E-02	4.82E-04	3.47E-02	1.01E-03	1.90E-02	2.38E-03	4.37E-03	1.08E-02
OGG1_boot.66	2.62E-06	2.43E-02	5.99E-04	3.78E-02	0.00E+00	1.96E-02	2.38E-03	3.27E-03	1.15E-02
OGG1_boot.67	2.13E-03	2.95E-02	5.53E-04	3.95E-02	1.57E-03	1.68E-02	3.32E-03	2.11E-03	3.62E-03
OGG1_boot.68	2.76E-03	2.42E-02	1.02E-03	3.91E-02	1.52E-03	2.01E-02	3.62E-03	6.97E-03	9.52E-03
OGG1_boot.69	2.59E-03	2.53E-02	1.98E-03	2.33E-02	2.21E-04	1.09E-02	4.06E-03	7.26E-03	4.51E-03
OGG1_boot.70	1.65E-03	2.62E-02	6.76E-04	2.12E-02	1.56E-03	9.72E-03	2.10E-03	3.55E-03	5.34E-03
OGG1_boot.71	2.17E-03	2.56E-02	1.31E-03	2.89E-02	0.00E+00	1.34E-02	7.16E-03	1.00E-02	2.88E-03
OGG1_boot.72	1.99E-03	2.49E-02	9.75E-04	2.91E-02	0.00E+00	1.29E-02	1.28E-03	1.90E-03	4.37E-03
OGG1_boot.73	1.52E-03	2.59E-02	6.02E-04	2.90E-02	1.42E-03	1.30E-02	2.14E-03	9.46E-04	6.08E-03
OGG1_boot.74	2.43E-03	2.01E-02	2.27E-04	3.64E-02	2.02E-03	2.20E-02	3.23E-03	3.35E-03	1.36E-02
OGG1_boot.75	6.55E-37	2.36E-02	5.75E-04	1.87E-02	0.00E+00	9.99E-03	3.33E-03	3.46E-03	3.69E-03
OGG1_boot.76	9.22E-04	2.93E-02	6.16E-04	2.83E-02	0.00E+00	1.17E-02	7.05E-03	9.39E-03	4.51E-43
OGG1_boot.77	1.37E-03	2.36E-02	8.26E-04	2.34E-02	3.34E-70	1.05E-02	1.51E-03	1.22E-03	5.72E-03
OGG1_boot.78	1.19E-03	2.72E-02	3.83E-04	2.78E-02	1.55E-03	1.12E-02	1.88E-03	2.28E-04	4.51E-03
OGG1_boot.79	2.91E-03	2.04E-02	1.02E-03	3.60E-02	1.61E-03	2.23E-02	3.89E-03	4.68E-03	1.62E-02
OGG1_boot.80	2.08E-03	2.80E-02	3.72E-04	3.78E-02	6.97E-04	1.69E-02	6.28E-03	7.91E-03	2.29E-03
OGG1_boot.81	2.69E-03	2.90E-02	8.04E-04	3.85E-02	0.00E+00	1.66E-02	5.94E-03	7.61E-03	2.84E-03
OGG1_boot.82	3.04E-03	2.35E-02	1.10E-03	3.14E-02	0.00E+00	1.61E-02	2.93E-03	3.79E-03	6.18E-03
OGG1_boot.83	2.40E-03	2.58E-02	1.29E-03	3.22E-02	6.86E-05	1.50E-02	1.94E-03	4.66E-03	5.98E-03
OGG1_boot.84	9.91E-05	2.62E-02	5.82E-04	2.57E-02	1.50E-03	1.06E-02	8.68E-04	3.38E-03	2.75E-03
OGG1_boot.85	9.72E-04	2.67E-02	7.32E-08	2.53E-02	9.86E-04	1.08E-02	4.41E-03	5.23E-03	2.36E-03
OGG1_boot.86	2.63E-12	2.34E-02	2.28E-04	3.02E-02	3.09E-05	1.51E-02	4.74E-03	6.79E-03	5.27E-03
OGG1_boot.87	1.16E-03	2.20E-02	6.32E-04	2.23E-02	5.65E-04	1.23E-02	3.91E-03	1.49E-03	7.20E-03
OGG1_boot.88	2.13E-03	2.57E-02	1.02E-03	3.11E-02	3.84E-04	1.40E-02	4.44E-03	6.62E-03	3.36E-03
OGG1_boot.89	1.90E-03	2.02E-02	6.47E-04	3.67E-02	1.58E-04	2.24E-02	3.73E-03	2.92E-03	1.52E-02
OGG1_boot.90	0.00E+00	2.39E-02	0.00E+00	2.22E-02	1.58E-03	9.42E-03	3.91E-03	0.00E+00	1.30E-02
OGG1_boot.91	1.86E-04	2.12E-02	0.00E+00	1.79E-02	8.36E-04	1.20E-02	2.94E-03	9.33E-04	9.19E-03
OGG1_boot.92	9.02E-04	2.07E-02	0.00E+00	2.00E-02	5.89E-04	1.22E-02	1.67E-03	4.79E-04	1.01E-02
OGG1_boot.93	3.38E-123	1.95E-02	0.00E+00	2.13E-02	8.46E-04	1.46E-02	6.17E-03	7.08E-04	1.50E-02
OGG1_boot.94	0.00E+00	2.22E-02	1.29E-06	2.21E-02	1.81E-03	8.28E-03	0.00E+00	1.63E-03	7.63E-03
OGG1_boot.95	1.07E-03	1.94E-02	0.00E+00	1.75E-02	1.05E-03	1.19E-02	4.58E-03	0.00E+00	1.40E-02
OGG1_boot.96	0.00E+00	2.01E-02	0.00E+00	2.46E-02	8.90E-04	1.56E-02	6.06E-04	5.83E-50	1.80E-02
OGG1_boot.97	3.80E-137	1.71E-02	0.00E+00	1.45E-02	2.21E-03	1.26E-02	2.14E-04	6.89E-03	6.50E-03
OGG1_boot.98	0.00E+00	1.93E-02	0.00E+00	1.06E-02	1.41E-03	1.03E-02	1.78E-05	8.41E-04	8.41E-03
OGG1_boot.99	0.00E+00	1.97E-02	0.00E+00	2.18E-02	0.00E+00	1.12E-02	5.67E-04	2.13E-03	1.07E-02
OGG1_boot.100	1.04E-03	2.24E-02	0.00E+00	2.43E-02	6.20E-04	1.25E-02	2.70E-03	3.83E-119	9.87E-03
OGG1_boot.101	2.05E-03	1.97E-02	0.00E+00	1.36E-02	1.30E-03	1.03E-02	3.65E-03	4.83E-04	9.72E-03
OGG1_boot.102	0.00E+00	1.70E-02	0.00E+00	1.31E-02	2.22E-03	1.40E-02	9.52E-03	0.00E+00	1.90E-02
OGG1_boot.103	2.76E-132	1.57E-02	0.00E+00	1.83E-02	2.11E-03	1.69E-02	4.47E-03	4.48E-03	1.43E-02
OGG1_boot.104	0.00E+00	2.80E-02	0.00E+00	3.00E-02	1.06E-03	1.19E-02	2.50E-03	2.68E-04	6.87E-03
OGG1_boot.105	2.50E-04	1.67E-02	0.00E+00	1.42E-02	5.60E-04	1.04E-02	4.05E-03	2.08E-03	1.11E-02
OGG1_boot.106	0.00E+00	1.62E-02	0.00E+00	1.16E-02	9.03E-04	1.05E-02	2.76E-03	3.27E-03	8.60E-03
OGG1_boot.107	0.00E+00	2.08E-02	0.00E+00	1.94E-02	1.03E-03	1.11E-02	5.00E-03	4.70E-75	1.24E-02
OGG1_boot.108	8.55E-05	1.79E-02	0.00E+00	1.61E-02	8.53E-04	1.41E-02	2.27E-03	2.91E-09	1.47E-02
OGG1_boot.109	0.00E+00	2.09E-02	0.00E+00	1.83E-02	1.58E-03	9.50E-03	2.48E-144	2.30E-03	3.89E-03
OGG1_boot.110	7.16E-57	1.66E-02	0.00E+00	9.34E-03	1.19E-03	1.24E-02	2.59E-03	8.99E-04	1.26E-02
OGG1_boot.111	1.39E-03	2.19E-02	0.00E+00	2.03E-02	9.33E-04	1.01E-02	4.22E-03	0.00E+00	1.52E-02
OGG1_boot.112	5.00E-04	1.94E-02	0.00E+00	2.11E-02	1.30E-03	1.47E-02	1.10E-02	0.00E+00	1.96E-02
OGG1_boot.113	5.56E-04	1.98E-02	0.00E+00	1.62E-02	7.30E-04	1.17E-02	3.10E-03	5.52E-04	1.13E-02
OGG1_boot.114	0.00E+00	2.20E-02	0.00E+00	2.70E-02	4.25E-04	1.45E-02	0.00E+00	9.30E-04	8.80E-03
OGG1_boot.115	3.53E-29	2.08E-02	1.57E-77	2.38E-02	9.98E-78	1.41E-02	4.00E-03	0.00E+00	1.43E-02
OGG1_boot.116	2.34E-03	1.54E-02	0.00E+00	2.25E-02	1.58E-03	2.30E-02	1.68E-03	2.11E-03	2.26E-02
OGG1_boot.117	0.00E+00	1.77E-02	0.00E+00	1.58E-02	2.02E-03	1.52E-02	6.63E-03	3.23E-03	1.39E-02
OGG1_boot.118	0.00E+00	1.92E-02	0.00E+00	1.65E-02	1.14E-03	1.24E-02	6.31E-03	1.99E-04	1.29E-02
OGG1_boot.119	0.00E+00	2.02E-02	0.00E+00	2.15E-02	7.75E-04	1.35E-02	4.95E-03	6.07E-04	1.13E-02
OGG1_boot.120	0.00E+00	1.75E-02	0.00E+00	1.43E-02	1.41E-03	1.25E-02	6.82E-03	2.61E-03	1.15E-02
OGG1_boot.121	0.00E+00	2.61E-02	0.00E+00	2.48E-02	9.45E-04	8.53E-03	2.66E-84	2.83E-86	5.60E-03
OGG1_boot.122	6.05E-04	2.04E-02	0.00E+00	1.71E-02	3.90E-04	1.03E-02	1.41E-03	2.05E-62	9.23E-03
OGG1_boot.123	3.93E-14	2.35E-02	0.00E+00	1.29E-02	1.20E-03	8.92E-03	7.82E-03	6.26E-67	1.11E-02
OGG1_boot.124	0.00E+00	2.36E-02	0.00E+00	1.60E-02	1.21E-03	1.13E-02	7.38E-17	0.00E+00	1.24E-02
OGG1_boot.125	1.02E-106	1.63E-02	2.37E-116	2.37E-02	1.60E-03	2.00E-02	1.21E-03	2.79E-03	1.72E-02
OGG1_boot.126	0.00E+00	2.08E-02	0.00E+00	1.64E-02	5.75E-04	9.46E-03	9.66E-34	1.69E-03	6.09E-03
OGG1_boot.127	3.99E-04	2.03E-02	0.00E+00	2.21E-02	8.11E-04	1.40E-02	6.01E-03	0.00E+00	1.56E-02
OGG1_boot.128	2.32E-03	2.19E-02	0.00E+00	2.29E-02	1.32E-03	1.20E-02	2.30E-03	0.00E+00	1.69E-02
OGG1_boot.129	0.00E+00	1.50E-02	0.00E+00	1.23E-02	1.54E-03	1.31E-02	2.74E-04	6.20E-03	1.01E-02
OGG1_boot.130	0.00E+00	1.74E-02	0.00E+00	1.53E-02	1.14E-03	1.26E-02	0.00E+00	3.40E-03	8.57E-03
OGG1_boot.131	1.52E-03	2.26E-02	0.00E+00	2.07E-02	6.85E-04	8.39E-03	4.12E-03	0.00E+00	1.31E-02
OGG1_boot.132	0.00E+00	1.73E-02	0.00E+00	1.69E-02	0.00E+00	1.81E-02	8.25E-03	1.79E-17	2.35E-02
OGG1_boot.133	5.99E-04	1.91E-02	0.00E+00	1.67E-02	0.00E+00	1.03E-02	2.06E-03	1.31E-39	9.09E-03
OGG1_boot.134	1.80E-03	2.16E-02	0.00E+00	1.93E-02	8.31E-04	1.21E-02	4.44E-03	0.00E+00	1.56E-02
OGG1_boot.135	0.00E+00	2.14E-02	0.00E+00	1.74E-02	6.50E-04	1.08E-02	6.14E-03	1.27E-04	1.09E-02
OGG1_boot.136	0.00E+00	2.19E-02	0.00E+00	2.07E-02	7.30E-04	1.20E-02	4.46E-03	0.00E+00	1.19E-02
OGG1_boot.137	0.00E+00	2.67E-02	0.00E+00	1.56E-02	0.00E+00	1.03E-02	3.62E-93	3.81E-109	6.56E-03
OGG1_boot.138	0.00E+00	2.20E-02	0.00E+00	2.12E-02	5.78E-04	1.07E-02	1.88E-04	7.31E-04	5.24E-03
OGG1_real	4.25E-04	2.71E-02	9.19E-04	3.16E-02	2.00E-03	1.29E-02	2.59E-03	3.63E-03	1.62E-03
OGG1_real.1	1.83E-03	2.51E-02	7.12E-04	3.03E-02	6.92E-04	1.41E-02	2.43E-03	5.28E-03	4.94E-03
OGG1_real.2	0.00E+00	1.88E-02	0.00E+00	1.70E-02	8.06E-04	1.18E-02	3.02E-03	6.29E-04	1.08E-02
UNG_boot	1.43E-03	7.34E-03	6.19E-03	8.59E-03	1.05E-02	9.79E-03	1.26E-02	1.15E-02	1.47E-02
UNG_boot.1	1.85E-03	6.42E-03	9.09E-03	3.82E-03	1.41E-02	1.56E-02	1.80E-02	3.39E-59	2.23E-02
UNG_boot.2	0.00E+00	5.88E-03	7.04E-03	1.03E-02	1.05E-02	1.33E-02	1.71E-02	4.69E-03	3.02E-02
UNG_boot.3	2.52E-03	4.20E-03	3.45E-03	1.47E-02	1.22E-03	1.57E-02	2.21E-02	5.64E-03	3.28E-02
UNG_boot.4	3.50E-03	2.39E-03	8.72E-03	1.25E-02	1.16E-02	1.27E-02	1.47E-02	5.45E-03	2.14E-02
UNG_boot.5	8.25E-04	5.75E-03	4.53E-03	3.47E-03	5.75E-03	8.29E-03	9.99E-03	1.60E-02	1.66E-02
UNG_boot.6	3.32E-03	6.45E-03	4.58E-03	1.43E-02	0.00E+00	1.50E-02	2.36E-02	3.94E-03	3.32E-02
UNG_boot.7	8.45E-04	6.10E-03	6.74E-03	1.04E-02	1.18E-02	1.58E-02	2.07E-02	2.55E-03	3.63E-02
UNG_boot.8	2.02E-03	7.18E-03	8.18E-03	6.20E-03	1.27E-02	1.32E-02	1.68E-02	2.29E-03	2.64E-02
UNG_boot.9	0.00E+00	9.29E-03	6.10E-03	9.06E-03	9.12E-03	1.07E-02	1.33E-02	7.80E-03	2.61E-02
UNG_boot.10	5.05E-122	1.01E-02	5.84E-03	8.69E-03	5.94E-03	1.04E-02	1.76E-02	2.74E-02	1.19E-02
UNG_boot.11	0.00E+00	6.16E-03	8.37E-03	5.01E-03	1.28E-02	1.51E-02	1.94E-02	4.14E-03	2.88E-02
UNG_boot.12	0.00E+00	6.14E-03	5.38E-03	5.42E-03	5.16E-03	1.05E-02	1.66E-02	2.94E-02	1.27E-02
UNG_boot.13	3.39E-03	5.46E-03	8.33E-03	1.28E-02	1.08E-02	1.30E-02	1.65E-02	1.15E-03	2.73E-02
UNG_boot.14	0.00E+00	9.77E-03	5.06E-03	1.08E-02	1.85E-03	1.36E-02	1.67E-02	1.30E-02	2.80E-02
UNG_boot.15	2.14E-03	9.24E-03	8.03E-03	6.60E-03	1.04E-02	1.51E-02	1.71E-02	6.86E-03	3.06E-02
UNG_boot.16	0.00E+00	6.75E-03	6.28E-03	8.58E-03	8.22E-03	9.50E-03	1.19E-02	1.55E-02	2.25E-02
UNG_boot.17	3.30E-146	6.92E-03	6.22E-03	7.79E-03	8.64E-03	9.91E-03	1.28E-02	7.51E-03	2.02E-02
UNG_boot.18	0.00E+00	5.47E-03	5.40E-03	7.33E-03	9.11E-03	1.29E-02	2.36E-02	3.83E-69	3.40E-02
UNG_boot.19	2.12E-152	8.23E-03	8.67E-03	8.86E-03	1.19E-02	1.21E-02	1.91E-02	1.19E-160	2.62E-02
UNG_boot.20	2.89E-03	7.70E-03	6.42E-03	9.21E-03	6.92E-03	1.33E-02	2.07E-02	7.35E-04	2.81E-02
UNG_boot.21	1.83E-03	1.03E-02	5.96E-03	3.92E-03	8.66E-03	1.54E-02	1.76E-02	6.01E-03	3.59E-02
UNG_boot.22	3.26E-03	6.74E-03	8.11E-03	6.71E-03	8.94E-03	1.64E-02	2.29E-02	2.29E-03	3.35E-02
UNG_boot.23	0.00E+00	4.21E-03	4.19E-03	1.08E-02	3.31E-03	8.06E-03	1.29E-02	2.45E-02	1.99E-02
UNG_boot.24	1.00E-03	6.71E-03	5.74E-03	7.75E-03	9.67E-04	1.53E-02	2.23E-02	1.18E-02	3.45E-02
UNG_boot.25	4.88E-115	5.48E-03	5.24E-03	3.37E-03	3.91E-03	1.05E-02	1.10E-02	1.38E-02	1.46E-02
UNG_boot.26	1.51E-03	8.45E-03	1.86E-03	1.29E-02	9.39E-03	1.23E-02	1.66E-02	1.89E-03	2.92E-02
UNG_boot.27	2.33E-03	3.23E-03	6.01E-03	1.11E-02	6.58E-03	1.32E-02	1.65E-02	6.17E-03	2.75E-02
UNG_boot.28	2.97E-03	1.02E-02	5.24E-03	1.22E-02	8.93E-03	1.58E-02	2.68E-02	0.00E+00	3.80E-02
UNG_boot.29	2.02E-03	6.27E-03	8.22E-03	5.31E-03	1.22E-02	1.45E-02	1.59E-02	6.06E-03	2.77E-02
UNG_boot.30	1.82E-03	1.40E-02	9.05E-03	1.29E-02	1.34E-02	1.29E-02	1.68E-02	2.98E-03	2.21E-02
UNG_boot.31	1.72E-03	1.04E-02	6.66E-03	1.26E-02	1.04E-02	1.42E-02	1.74E-02	5.44E-03	2.98E-02
UNG_boot.32	4.14E-68	1.13E-02	6.59E-03	1.58E-02	9.90E-03	1.34E-02	2.01E-02	1.18E-105	3.13E-02
UNG_boot.33	2.32E-03	6.91E-03	6.42E-03	1.26E-02	7.98E-03	1.00E-02	1.23E-02	9.89E-03	2.39E-02
UNG_boot.34	2.90E-03	7.83E-03	8.57E-03	7.36E-03	8.87E-03	1.26E-02	1.38E-02	1.11E-02	2.26E-02
UNG_boot.35	8.14E-66	6.84E-03	7.57E-03	4.51E-03	1.04E-02	1.20E-02	1.34E-02	1.19E-02	2.42E-02
UNG_boot.36	3.41E-04	5.44E-03	3.86E-03	1.33E-02	0.00E+00	1.31E-02	1.78E-02	1.31E-02	2.94E-02
UNG_boot.37	1.50E-03	6.86E-03	6.38E-03	6.12E-03	9.72E-03	1.10E-02	1.26E-02	5.19E-03	2.33E-02
UNG_boot.38	1.23E-05	7.29E-03	3.25E-03	1.29E-02	2.95E-03	1.05E-02	1.47E-02	1.64E-02	2.25E-02
UNG_boot.39	0.00E+00	5.72E-03	5.73E-03	1.45E-02	9.02E-03	1.71E-02	2.27E-02	1.53E-03	3.70E-02
UNG_boot.40	2.43E-03	6.23E-03	6.90E-03	4.79E-03	1.10E-02	1.27E-02	1.73E-02	4.62E-03	3.15E-02
UNG_boot.41	0.00E+00	6.24E-03	6.10E-03	1.38E-03	8.29E-03	1.24E-02	1.28E-02	1.97E-02	1.91E-02
UNG_boot.42	2.14E-03	7.80E-03	3.86E-03	1.21E-02	6.65E-03	1.48E-02	2.62E-02	0.00E+00	3.47E-02
UNG_boot.43	1.54E-03	6.70E-03	5.85E-03	1.05E-02	8.52E-03	1.33E-02	2.21E-02	2.05E-03	3.47E-02
UNG_boot.44	2.11E-03	3.77E-03	7.86E-03	1.62E-02	1.13E-02	1.47E-02	1.54E-02	4.82E-03	2.50E-02
UNG_boot.45	0.00E+00	4.90E-03	5.40E-03	6.64E-03	7.39E-03	1.00E-02	1.26E-02	2.42E-02	2.20E-02
UNG_boot.46	0.00E+00	6.64E-03	7.11E-03	6.72E-03	1.01E-02	1.35E-02	1.60E-02	1.10E-02	2.48E-02
UNG_boot.47	0.00E+00	6.80E-03	4.42E-03	9.35E-03	1.16E-03	1.07E-02	1.33E-02	1.78E-02	2.56E-02
