Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
EXO1_0_multinomial_train1.18	4.33E-02	1.64E-26	1.64E-26	1.34E-02	1.64E-26	1.25E-01
EXO1_0_multinomial_train1.19	4.49E-02	1.83E-26	1.64E-26	1.14E-02	1.64E-26	1.28E-01
EXO1_0_multinomial_train1.20	4.35E-02	1.83E-26	1.64E-26	1.19E-02	1.64E-26	1.27E-01
EXO1_0_multinomial_train1.21	4.21E-02	1.83E-26	1.64E-26	1.02E-02	1.64E-26	1.25E-01
EXO1_0_multinomial_train1.22	4.86E-02	5.88E-04	1.64E-26	1.33E-02	1.64E-26	1.30E-01
EXO1_0_multinomial_train1.23	4.29E-02	1.83E-26	1.64E-26	1.02E-02	1.64E-26	1.26E-01
EXO1_0_multinomial_train1.24	4.73E-02	1.83E-26	1.64E-26	1.15E-02	1.64E-26	1.28E-01
EXO1_0_multinomial_train1.25	4.67E-02	1.83E-26	1.64E-26	1.01E-02	1.64E-26	1.26E-01
EXO1_0_multinomial_train1.26	4.85E-02	1.83E-26	1.64E-26	1.07E-02	1.64E-26	1.29E-01
EXO1_0_multinomial_train1.27	4.31E-02	1.83E-26	1.64E-26	9.75E-03	1.64E-26	1.25E-01
EXO1_0_multinomial_train1.28	5.20E-02	1.83E-26	1.64E-26	1.10E-02	1.64E-26	1.32E-01
EXO1_0_multinomial_train1.29	4.70E-02	1.83E-26	1.64E-26	9.02E-03	1.64E-26	1.27E-01
EXO1_0_multinomial_train1.30	4.34E-02	1.83E-26	1.64E-26	1.16E-02	1.64E-26	1.26E-01
EXO1_0_multinomial_train1.31	4.49E-02	1.83E-26	1.64E-26	1.00E-02	1.64E-26	1.26E-01
EXO1_0_multinomial_train1.32	4.68E-02	1.83E-26	1.64E-26	1.11E-02	1.64E-26	1.29E-01
EXO1_0_multinomial_train1.33	5.01E-02	1.64E-26	1.64E-26	1.34E-02	1.64E-26	1.32E-01
EXO1_0_multinomial_train1.34	4.47E-02	1.83E-26	1.64E-26	1.18E-02	1.64E-26	1.28E-01
EXO1_0_multinomial_train1.35	4.43E-02	1.83E-26	1.64E-26	1.21E-02	1.64E-26	1.26E-01
EXO1_0_multinomial_train1.36	4.29E-02	1.83E-26	1.64E-26	1.08E-02	1.64E-26	1.24E-01
EXO1_0_multinomial_train1.37	4.50E-02	1.83E-26	1.64E-26	1.35E-02	1.64E-26	1.28E-01
EXO1_0_multinomial_train1.38	4.75E-02	1.83E-26	1.64E-26	1.05E-02	1.64E-26	1.28E-01
EXO1_0_multinomial_train1.39	4.52E-02	1.83E-26	1.64E-26	1.08E-02	1.64E-26	1.27E-01
EXO1_0_multinomial_train1.40	4.69E-02	1.83E-26	1.64E-26	1.20E-02	1.64E-26	1.29E-01
EXO1_0_multinomial_train1.41	4.33E-02	1.83E-26	1.64E-26	1.11E-02	1.64E-26	1.25E-01
EXO1_0_multinomial_train1.42	4.66E-02	1.83E-26	1.64E-26	1.19E-02	1.64E-26	1.30E-01
EXO1_0_multinomial_train1.43	4.43E-02	1.83E-26	1.64E-26	9.29E-03	1.64E-26	1.25E-01
EXO1_0_multinomial_train1.44	4.76E-02	1.83E-26	1.64E-26	1.10E-02	1.64E-26	1.27E-01
EXO1_0_multinomial_train1.45	4.57E-02	1.83E-26	1.64E-26	1.28E-02	1.64E-26	1.27E-01
EXO1_0_multinomial_train1.46	4.57E-02	1.83E-26	1.64E-26	1.25E-02	1.64E-26	1.27E-01
EXO1_0_multinomial_train1.47	4.58E-02	1.83E-26	1.64E-26	1.12E-02	1.64E-26	1.28E-01
EXO1_0_multinomial_train1.48	4.98E-02	1.83E-26	1.64E-26	1.16E-02	1.64E-26	1.30E-01
EXO1_0_multinomial_train1.49	4.20E-02	1.64E-26	1.64E-26	1.41E-02	1.64E-26	1.27E-01
EXO1_0_multinomial_train1.50	4.36E-02	1.83E-26	1.64E-26	1.09E-02	1.64E-26	1.27E-01
EXO1_0_multinomial_train1.51	4.51E-02	1.83E-26	1.64E-26	1.10E-02	1.64E-26	1.26E-01
EXO1_0_multinomial_train1.52	4.55E-02	1.83E-26	1.64E-26	1.09E-02	1.64E-26	1.26E-01
EXO1_0_multinomial_train1.53	4.56E-02	1.83E-26	1.64E-26	1.12E-02	1.64E-26	1.29E-01
EXO1_0_multinomial_train1.54	4.40E-02	1.64E-26	1.64E-26	1.34E-02	1.64E-26	1.29E-01
EXO1_0_multinomial_train1.55	4.58E-02	1.83E-26	1.64E-26	1.15E-02	1.64E-26	1.27E-01
EXO1_0_multinomial_train1.56	4.41E-02	1.83E-26	1.64E-26	9.10E-03	1.64E-26	1.25E-01
EXO1_0_multinomial_train1.57	4.28E-02	1.83E-26	1.64E-26	1.17E-02	1.64E-26	1.26E-01
EXO1_0_multinomial_train1.58	5.05E-02	1.83E-26	1.64E-26	9.72E-03	1.64E-26	1.29E-01
EXO1_0_multinomial_train1.59	4.71E-02	1.83E-26	1.64E-26	1.04E-02	1.64E-26	1.28E-01
EXO1_0_multinomial_train1.60	4.57E-02	1.83E-26	1.64E-26	1.28E-02	1.64E-26	1.28E-01
EXO1_0_multinomial_train1.61	4.54E-02	1.83E-26	1.64E-26	1.13E-02	1.64E-26	1.26E-01
EXO1_0_multinomial_train1.62	4.46E-02	1.83E-26	1.64E-26	1.03E-02	1.64E-26	1.25E-01
EXO1_0_multinomial_train1.63	4.21E-02	1.83E-26	1.64E-26	1.19E-02	1.64E-26	1.26E-01
EXO1_0_multinomial_train1.64	4.63E-02	1.83E-26	1.64E-26	1.22E-02	1.64E-26	1.28E-01
EXO1_0_multinomial_train1.65	4.45E-02	1.64E-26	1.64E-26	1.33E-02	1.64E-26	1.27E-01
EXO1_0_multinomial_train1.66	4.66E-02	1.83E-26	1.64E-26	1.06E-02	1.64E-26	1.28E-01
EXO1_0_multinomial_train1.67	4.12E-02	1.83E-26	1.64E-26	1.15E-02	1.64E-26	1.25E-01
EXO1_0_multinomial_train1.68	4.44E-02	3.60E-10	1.64E-26	1.33E-02	1.64E-26	1.30E-01
EXO1_0_multinomial_train1.69	4.38E-02	1.83E-26	1.64E-26	8.27E-03	1.64E-26	1.25E-01
EXO1_0_multinomial_train1.70	4.17E-02	1.83E-26	1.64E-26	1.28E-02	1.64E-26	1.26E-01
EXO1_0_multinomial_train1.71	4.69E-02	1.83E-26	1.64E-26	1.16E-02	1.64E-26	1.29E-01
EXO1_0_multinomial_train1.72	4.44E-02	1.83E-26	1.64E-26	1.28E-02	1.64E-26	1.28E-01
EXO1_0_multinomial_train1.73	4.52E-02	1.83E-26	1.64E-26	1.20E-02	1.64E-26	1.27E-01
EXO1_0_multinomial_train1.74	4.67E-02	1.83E-26	1.64E-26	9.62E-03	1.64E-26	1.27E-01
EXO1_0_multinomial_train1.75	4.64E-02	1.50E-03	1.64E-26	1.05E-02	1.64E-26	1.26E-01
EXO1_0_multinomial_train1.76	4.36E-02	1.83E-26	1.64E-26	1.07E-02	1.64E-26	1.26E-01
EXO1_0_multinomial_train1.77	4.94E-02	1.83E-26	1.64E-26	1.30E-02	1.64E-26	1.31E-01
EXO1_0_multinomial_train1.78	4.50E-02	1.83E-26	1.64E-26	1.21E-02	1.64E-26	1.29E-01
EXO1_0_multinomial_train1.79	4.68E-02	1.83E-26	1.64E-26	1.22E-02	1.64E-26	1.28E-01
EXO1_0_multinomial_train1.80	4.67E-02	1.83E-26	1.64E-26	1.01E-02	1.64E-26	1.27E-01
EXO1_0_multinomial_train1.81	4.36E-02	1.64E-26	1.64E-26	1.33E-02	1.64E-26	1.26E-01
EXO1_0_multinomial_train1.82	4.52E-02	1.83E-26	1.64E-26	1.21E-02	1.64E-26	1.28E-01
EXO1_0_multinomial_train1.83	4.45E-02	1.83E-26	1.64E-26	1.20E-02	1.64E-26	1.28E-01
EXO1_0_multinomial_train1.84	4.52E-02	1.83E-26	1.64E-26	1.21E-02	1.64E-26	1.28E-01
EXO1_0_multinomial_train1.85	4.46E-02	1.83E-26	1.64E-26	8.78E-03	1.64E-26	1.25E-01
EXO1_0_multinomial_train1.86	4.71E-02	1.83E-26	1.64E-26	1.12E-02	1.64E-26	1.29E-01
EXO1_0_multinomial_train1.87	4.42E-02	1.83E-26	1.64E-26	1.14E-02	1.64E-26	1.27E-01
EXO1_0_multinomial_train1.88	4.23E-02	1.83E-26	1.64E-26	1.29E-02	1.64E-26	1.25E-01
EXO1_0_multinomial_train1.89	4.43E-02	1.83E-26	1.64E-26	1.24E-02	1.64E-26	1.27E-01
EXO1_0_multinomial_train1.90	4.89E-02	1.83E-26	1.64E-26	1.02E-02	1.64E-26	1.28E-01
EXO1_0_multinomial_train1.91	4.56E-02	1.83E-26	1.64E-26	1.05E-02	1.64E-26	1.25E-01
EXO1_0_multinomial_train1.92	4.89E-02	1.83E-26	1.64E-26	1.28E-02	1.64E-26	1.29E-01
EXO1_0_multinomial_train1.93	4.04E-02	1.83E-26	1.64E-26	9.59E-03	1.64E-26	1.23E-01
EXO1_0_multinomial_train1.94	4.23E-02	1.83E-26	1.64E-26	1.09E-02	1.64E-26	1.27E-01
EXO1_0_multinomial_train1.95	4.50E-02	1.83E-26	1.64E-26	1.02E-02	1.64E-26	1.27E-01
EXO1_0_multinomial_train1.96	5.22E-02	1.83E-26	1.64E-26	1.02E-02	1.64E-26	1.29E-01
EXO1_0_multinomial_train1.97	4.15E-02	1.83E-26	1.64E-26	1.24E-02	1.64E-26	1.26E-01
EXO1_0_multinomial_train1.98	4.28E-02	1.83E-26	1.64E-26	1.29E-02	1.64E-26	1.26E-01
OGG1_0_multinomial_train1	1.40E-01	1.70E-02	9.75E-02	1.44E-01	4.32E-02	1.43E-01
OGG1_0_multinomial_train1.1	1.42E-01	1.24E-02	1.11E-01	1.58E-01	2.69E-02	1.49E-01
OGG1_0_multinomial_train1.2	1.37E-01	1.73E-02	9.90E-02	1.43E-01	3.48E-02	1.41E-01
OGG1_0_multinomial_train1.3	1.51E-01	3.66E-88	1.22E-01	1.68E-01	2.22E-02	1.57E-01
OGG1_0_multinomial_train1.4	1.55E-01	0.00E+00	1.24E-01	1.79E-01	1.40E-02	1.62E-01
OGG1_0_multinomial_train1.5	1.45E-01	1.40E-02	1.09E-01	1.56E-01	3.31E-02	1.52E-01
OGG1_0_multinomial_train1.6	1.33E-01	2.50E-02	9.25E-02	1.37E-01	4.72E-02	1.36E-01
OGG1_0_multinomial_train1.7	1.39E-01	2.19E-07	1.13E-01	1.55E-01	2.36E-02	1.43E-01
OGG1_0_multinomial_train1.8	1.56E-01	6.28E-03	1.25E-01	1.77E-01	1.56E-02	1.62E-01
OGG1_0_multinomial_train1.9	1.50E-01	0.00E+00	1.22E-01	1.72E-01	1.36E-02	1.57E-01
OGG1_0_multinomial_train1.10	1.50E-01	9.57E-03	1.22E-01	1.68E-01	2.15E-02	1.56E-01
OGG1_0_multinomial_train1.11	1.53E-01	7.04E-03	1.24E-01	1.73E-01	1.89E-02	1.59E-01
OGG1_0_multinomial_train1.12	1.33E-01	1.51E-02	1.01E-01	1.43E-01	3.22E-02	1.39E-01
OGG1_0_multinomial_train1.13	1.40E-01	1.17E-02	1.14E-01	1.54E-01	2.65E-02	1.45E-01
OGG1_0_multinomial_train1.14	1.39E-01	1.69E-02	1.00E-01	1.46E-01	3.71E-02	1.40E-01
OGG1_0_multinomial_train1.15	1.43E-01	1.03E-02	1.16E-01	1.60E-01	2.80E-02	1.51E-01
OGG1_0_multinomial_train1.16	1.45E-01	9.13E-23	1.18E-01	1.61E-01	2.16E-02	1.51E-01
OGG1_0_multinomial_train1.17	1.40E-01	1.40E-02	1.15E-01	1.53E-01	2.64E-02	1.45E-01
OGG1_0_multinomial_train1.18	1.47E-01	1.42E-02	1.18E-01	1.59E-01	2.83E-02	1.53E-01
OGG1_0_multinomial_train1.19	1.44E-01	1.15E-02	1.13E-01	1.59E-01	2.57E-02	1.50E-01
OGG1_0_multinomial_train1.20	1.47E-01	7.39E-03	1.19E-01	1.66E-01	2.24E-02	1.52E-01
OGG1_0_multinomial_train1.21	1.39E-01	1.49E-02	1.01E-01	1.46E-01	3.49E-02	1.42E-01
OGG1_0_multinomial_train1.22	1.45E-01	1.20E-02	1.19E-01	1.63E-01	2.72E-02	1.52E-01
OGG1_0_multinomial_train1.23	1.44E-01	1.90E-02	1.03E-01	1.48E-01	4.28E-02	1.48E-01
OGG1_0_multinomial_train1.24	1.24E-01	2.40E-02	8.61E-02	1.29E-01	4.40E-02	1.28E-01
OGG1_0_multinomial_train1.25	1.51E-01	1.20E-02	1.10E-01	1.63E-01	3.56E-02	1.57E-01
OGG1_0_multinomial_train1.26	1.43E-01	1.32E-02	1.16E-01	1.54E-01	3.08E-02	1.49E-01
OGG1_0_multinomial_train1.27	1.45E-01	9.45E-03	1.19E-01	1.65E-01	2.06E-02	1.52E-01
OGG1_0_multinomial_train1.28	1.44E-01	1.23E-02	1.16E-01	1.54E-01	3.28E-02	1.50E-01
OGG1_0_multinomial_train1.29	1.43E-01	8.91E-03	1.17E-01	1.60E-01	2.51E-02	1.48E-01
OGG1_0_multinomial_train1.30	1.43E-01	7.31E-03	1.16E-01	1.58E-01	2.56E-02	1.49E-01
OGG1_0_multinomial_train1.31	1.36E-01	2.12E-02	1.00E-01	1.42E-01	3.56E-02	1.42E-01
OGG1_0_multinomial_train1.32	1.39E-01	1.38E-02	1.05E-01	1.48E-01	3.04E-02	1.45E-01
OGG1_0_multinomial_train1.33	1.54E-01	0.00E+00	1.24E-01	1.75E-01	1.60E-02	1.61E-01
OGG1_0_multinomial_train1.34	1.40E-01	1.37E-02	1.07E-01	1.53E-01	3.00E-02	1.46E-01
OGG1_0_multinomial_train1.35	1.48E-01	2.44E-17	1.20E-01	1.64E-01	2.24E-02	1.52E-01
OGG1_0_multinomial_train1.36	1.45E-01	9.31E-03	1.09E-01	1.59E-01	3.13E-02	1.53E-01
OGG1_0_multinomial_train1.37	1.42E-01	1.10E-02	1.14E-01	1.55E-01	2.92E-02	1.48E-01
OGG1_0_multinomial_train1.38	1.28E-01	1.97E-02	9.07E-02	1.35E-01	3.50E-02	1.32E-01
OGG1_0_multinomial_train1.39	1.44E-01	9.11E-03	1.18E-01	1.59E-01	2.66E-02	1.50E-01
OGG1_0_multinomial_train1.40	1.42E-01	1.21E-02	1.16E-01	1.61E-01	2.12E-02	1.49E-01
OGG1_0_multinomial_train1.41	1.55E-01	0.00E+00	1.25E-01	1.75E-01	1.65E-02	1.61E-01
OGG1_0_multinomial_train1.42	1.24E-01	2.55E-02	8.72E-02	1.29E-01	4.23E-02	1.29E-01
OGG1_0_multinomial_train1.43	1.40E-01	1.25E-02	1.15E-01	1.58E-01	2.52E-02	1.47E-01
OGG1_0_multinomial_train1.44	1.52E-01	5.33E-77	1.22E-01	1.67E-01	2.34E-02	1.57E-01
OGG1_0_multinomial_train1.45	1.42E-01	1.90E-02	1.14E-01	1.50E-01	3.41E-02	1.46E-01
OGG1_0_multinomial_train1.46	1.43E-01	7.13E-03	1.16E-01	1.59E-01	2.31E-02	1.49E-01
OGG1_0_multinomial_train1.47	1.39E-01	1.77E-02	1.02E-01	1.46E-01	3.45E-02	1.42E-01
OGG1_0_multinomial_train1.48	1.40E-01	1.65E-02	1.05E-01	1.47E-01	3.38E-02	1.44E-01
OGG1_0_multinomial_train1.49	1.36E-01	1.60E-02	9.67E-02	1.43E-01	3.87E-02	1.44E-01
OGG1_0_multinomial_train1.50	1.36E-01	1.61E-02	1.08E-01	1.44E-01	3.08E-02	1.40E-01
OGG1_0_multinomial_train1.51	1.39E-01	1.67E-02	1.06E-01	1.51E-01	3.10E-02	1.45E-01
OGG1_0_multinomial_train1.52	1.48E-01	3.15E-04	1.20E-01	1.64E-01	2.51E-02	1.54E-01
OGG1_0_multinomial_train1.53	1.47E-01	2.91E-47	1.18E-01	1.64E-01	2.09E-02	1.53E-01
OGG1_0_multinomial_train1.54	1.51E-01	0.00E+00	1.22E-01	1.71E-01	1.44E-02	1.57E-01
OGG1_0_multinomial_train1.55	1.25E-01	2.20E-02	9.08E-02	1.26E-01	3.52E-02	1.28E-01
OGG1_0_multinomial_train1.56	1.25E-01	2.34E-02	8.57E-02	1.28E-01	4.48E-02	1.31E-01
OGG1_0_multinomial_train1.57	1.37E-01	1.01E-02	1.11E-01	1.53E-01	2.67E-02	1.44E-01
OGG1_0_multinomial_train1.58	1.28E-01	1.70E-02	8.94E-02	1.34E-01	4.24E-02	1.35E-01
OGG1_0_multinomial_train1.59	1.34E-01	2.22E-02	9.38E-02	1.35E-01	4.00E-02	1.38E-01
OGG1_0_multinomial_train1.60	1.26E-01	1.87E-02	9.23E-02	1.34E-01	3.14E-02	1.28E-01
OGG1_0_multinomial_train1.61	1.35E-01	1.70E-02	9.72E-02	1.42E-01	3.60E-02	1.41E-01
OGG1_0_multinomial_train1.62	1.49E-01	6.99E-03	1.20E-01	1.61E-01	2.94E-02	1.55E-01
OGG1_0_multinomial_train1.63	1.44E-01	8.17E-03	1.17E-01	1.58E-01	2.68E-02	1.51E-01
OGG1_0_multinomial_train1.64	1.41E-01	1.05E-02	1.15E-01	1.53E-01	3.08E-02	1.47E-01
OGG1_0_multinomial_train1.65	1.28E-01	1.80E-02	9.05E-02	1.35E-01	3.51E-02	1.30E-01
OGG1_0_multinomial_train1.66	1.36E-01	1.17E-02	1.08E-01	1.47E-01	3.09E-02	1.41E-01
OGG1_0_multinomial_train1.67	1.32E-01	2.24E-02	9.20E-02	1.36E-01	3.80E-02	1.34E-01
OGG1_0_multinomial_train1.68	1.45E-01	1.19E-02	1.10E-01	1.57E-01	3.19E-02	1.49E-01
OGG1_0_multinomial_train1.69	1.39E-01	1.61E-02	1.03E-01	1.47E-01	3.33E-02	1.44E-01
OGG1_0_multinomial_train1.70	1.48E-01	1.36E-02	1.22E-01	1.65E-01	2.33E-02	1.53E-01
OGG1_0_multinomial_train1.71	1.53E-01	8.49E-35	1.18E-01	1.65E-01	2.75E-02	1.57E-01
OGG1_0_multinomial_train1.72	1.41E-01	8.81E-03	1.15E-01	1.55E-01	2.69E-02	1.48E-01
OGG1_0_multinomial_train1.73	1.43E-01	7.16E-03	1.16E-01	1.57E-01	2.66E-02	1.50E-01
OGG1_0_multinomial_train1.74	1.41E-01	9.02E-03	1.13E-01	1.53E-01	3.02E-02	1.44E-01
OGG1_0_multinomial_train1.75	1.50E-01	7.05E-03	1.21E-01	1.70E-01	1.59E-02	1.56E-01
OGG1_0_multinomial_train1.76	1.48E-01	1.35E-02	1.07E-01	1.57E-01	4.05E-02	1.56E-01
OGG1_0_multinomial_train1.77	1.49E-01	1.85E-03	1.19E-01	1.65E-01	2.42E-02	1.56E-01
OGG1_0_multinomial_train1.78	1.35E-01	7.77E-03	9.87E-02	1.46E-01	3.44E-02	1.39E-01
OGG1_0_multinomial_train1.79	1.63E-01	3.21E-114	1.30E-01	1.82E-01	1.94E-02	1.68E-01
OGG1_0_multinomial_train1.80	1.45E-01	9.79E-03	1.18E-01	1.63E-01	2.29E-02	1.52E-01
OGG1_0_multinomial_train1.81	1.58E-01	2.15E-146	1.27E-01	1.78E-01	1.68E-02	1.64E-01
OGG1_0_multinomial_train1.82	1.46E-01	7.89E-03	1.15E-01	1.60E-01	2.80E-02	1.50E-01
OGG1_0_multinomial_train1.83	1.44E-01	1.38E-02	1.06E-01	1.56E-01	3.34E-02	1.51E-01
OGG1_0_multinomial_train1.84	1.39E-01	1.59E-02	1.01E-01	1.45E-01	3.48E-02	1.42E-01
OGG1_0_multinomial_train1.85	1.41E-01	1.63E-02	1.00E-01	1.50E-01	3.96E-02	1.49E-01
OGG1_0_multinomial_train1.86	1.43E-01	1.50E-02	1.16E-01	1.53E-01	3.19E-02	1.47E-01
OGG1_0_multinomial_train1.87	1.40E-01	1.00E-02	1.14E-01	1.54E-01	2.68E-02	1.46E-01
OGG1_0_multinomial_train1.88	1.29E-01	1.80E-02	9.31E-02	1.37E-01	3.78E-02	1.36E-01
OGG1_0_multinomial_train1.89	1.43E-01	1.78E-02	1.03E-01	1.48E-01	3.67E-02	1.46E-01
OGG1_0_multinomial_train1.90	1.40E-01	1.39E-02	1.11E-01	1.55E-01	2.63E-02	1.47E-01
OGG1_0_multinomial_train1.91	1.40E-01	1.87E-02	1.02E-01	1.45E-01	3.54E-02	1.44E-01
OGG1_0_multinomial_train1.92	1.28E-01	1.82E-02	8.81E-02	1.33E-01	4.01E-02	1.33E-01
OGG1_0_multinomial_train1.93	1.42E-01	2.36E-17	1.16E-01	1.59E-01	2.36E-02	1.47E-01
OGG1_0_multinomial_train1.94	1.41E-01	1.28E-02	1.16E-01	1.57E-01	2.60E-02	1.47E-01
OGG1_0_multinomial_train1.95	1.40E-01	1.04E-02	1.15E-01	1.57E-01	2.12E-02	1.44E-01
OGG1_0_multinomial_train1.96	1.45E-01	1.42E-42	1.18E-01	1.62E-01	2.18E-02	1.51E-01
OGG1_0_multinomial_train1.97	1.43E-01	8.86E-45	1.16E-01	1.58E-01	2.35E-02	1.50E-01
OGG1_0_multinomial_train1.98	1.47E-01	2.02E-02	1.09E-01	1.52E-01	3.72E-02	1.50E-01
RNF168_0_multinomial_train1	3.74E-02	1.35E-01	1.62E-01	1.97E-02	4.66E-02	7.53E-03
RNF168_0_multinomial_train1.1	3.82E-02	1.32E-01	1.62E-01	1.82E-02	4.86E-02	7.27E-03
RNF168_0_multinomial_train1.2	4.20E-02	1.37E-01	1.69E-01	1.91E-02	4.02E-02	6.67E-03
RNF168_0_multinomial_train1.3	4.42E-02	1.45E-01	1.76E-01	2.80E-02	4.77E-02	3.87E-03
RNF168_0_multinomial_train1.4	4.09E-02	1.27E-01	1.61E-01	2.19E-02	4.72E-02	1.10E-02
RNF168_0_multinomial_train1.5	4.36E-02	1.47E-01	1.81E-01	2.00E-02	4.64E-02	2.14E-03
RNF168_0_multinomial_train1.6	4.07E-02	1.36E-01	1.64E-01	2.51E-02	4.35E-02	7.79E-03
RNF168_0_multinomial_train1.7	4.42E-02	1.40E-01	1.68E-01	2.78E-02	4.98E-02	1.73E-03
RNF168_0_multinomial_train1.8	3.92E-02	1.51E-01	1.82E-01	2.02E-02	4.78E-02	2.64E-03
RNF168_0_multinomial_train1.9	4.17E-02	1.38E-01	1.71E-01	1.66E-02	4.67E-02	3.25E-03
RNF168_0_multinomial_train1.10	4.25E-02	1.36E-01	1.71E-01	2.13E-02	4.35E-02	6.43E-03
RNF168_0_multinomial_train1.11	4.33E-02	1.40E-01	1.67E-01	2.80E-02	5.07E-02	2.33E-03
RNF168_0_multinomial_train1.12	3.62E-02	1.36E-01	1.73E-01	1.10E-02	4.79E-02	6.41E-03
RNF168_0_multinomial_train1.13	4.46E-02	1.39E-01	1.66E-01	2.38E-02	6.00E-02	5.10E-03
RNF168_0_multinomial_train1.14	4.03E-02	1.43E-01	1.71E-01	2.08E-02	4.84E-02	7.10E-03
RNF168_0_multinomial_train1.15	3.97E-02	1.32E-01	1.62E-01	2.31E-02	4.79E-02	1.40E-06
RNF168_0_multinomial_train1.16	3.83E-02	1.42E-01	1.70E-01	2.37E-02	4.93E-02	1.48E-02
RNF168_0_multinomial_train1.17	4.26E-02	1.49E-01	1.84E-01	2.00E-02	4.64E-02	6.02E-03
RNF168_0_multinomial_train1.18	4.40E-02	1.30E-01	1.63E-01	2.43E-02	5.03E-02	6.43E-03
RNF168_0_multinomial_train1.19	4.03E-02	1.29E-01	1.65E-01	1.85E-02	4.48E-02	9.41E-03
RNF168_0_multinomial_train1.20	4.23E-02	1.37E-01	1.69E-01	2.10E-02	4.61E-02	5.55E-03
RNF168_0_multinomial_train1.21	3.85E-02	1.32E-01	1.72E-01	1.85E-02	4.83E-02	1.06E-02
RNF168_0_multinomial_train1.22	4.29E-02	1.37E-01	1.70E-01	2.34E-02	4.66E-02	4.73E-03
RNF168_0_multinomial_train1.23	4.24E-02	1.42E-01	1.73E-01	2.40E-02	4.42E-02	5.65E-03
RNF168_0_multinomial_train1.24	3.66E-02	1.41E-01	1.71E-01	1.64E-02	4.78E-02	1.01E-02
RNF168_0_multinomial_train1.25	4.41E-02	1.39E-01	1.74E-01	2.38E-02	4.87E-02	6.80E-03
RNF168_0_multinomial_train1.26	3.84E-02	1.34E-01	1.66E-01	1.81E-02	4.90E-02	9.23E-03
