Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K
BRCA_TCGA-AC-A62V	7	19	0	24	3	15	0	0	28	10	0
BRCA_TCGA-AC-A62X	7	33	0	5	0	10	6	2	17	5	2
BRCA_TCGA-AC-A62Y	0	14	6	0	2	6	6	2	17	33	3
BRCA_TCGA-AC-A6IV	0	3	5	0	4	4	0	0	11	0	0
BRCA_TCGA-AC-A6IW	0	14	3	15	5	26	3	0	63	95	7
BRCA_TCGA-AC-A6IX	0	4	0	6	2	17	6	0	4	32	0
BRCA_TCGA-AC-A6NO	0	8	3	2	2	8	6	0	11	3	0
BRCA_TCGA-AC-A7VB	0	9	2	6	0	8	1	0	9	0	0
BRCA_TCGA-AC-A7VC	0	5	2	1	3	4	2	0	9	0	0
BRCA_TCGA-AC-A8OP	9	32	22	8	14	20	12	23	72	29	3
BRCA_TCGA-AC-A8OQ	1	18	0	9	11	19	6	5	41	21	6
BRCA_TCGA-AC-A8OR	0	3	0	6	0	6	0	2	13	1	1
BRCA_TCGA-AC-A8OS	0	7	0	0	1	19	9	0	19	18	6
BRCA_TCGA-AN-A0XL	3	5	0	0	2	11	4	4	10	1	0
BRCA_TCGA-AN-A0XN	5	7	14	6	4	8	14	4	85	18	10
BRCA_TCGA-AN-A0XO	0	2	0	3	7	1	8	0	12	10	0
BRCA_TCGA-AN-A0XP	1	4	0	2	0	2	9	1	5	8	2
BRCA_TCGA-AN-A0XR	0	3	0	2	0	13	0	0	14	6	0
BRCA_TCGA-AN-A0XS	0	2	4	2	3	4	0	0	11	6	0
BRCA_TCGA-AN-A0XT	0	6	0	1	1	9	1	1	3	0	0
BRCA_TCGA-AN-A0XU	13	9	17	0	3	8	2	0	66	19	0
BRCA_TCGA-AN-A0XV	0	5	2	7	4	1	4	0	16	5	0
BRCA_TCGA-AN-A0XW	3	9	4	0	3	0	0	2	0	400	2
BRCA_TCGA-AO-A03M	13	12	0	0	53	0	0	1	0	1071	0
BRCA_TCGA-AO-A03N	4	9	8	4	9	10	0	5	3	82	0
BRCA_TCGA-AO-A03U	0	0	0	0	0	0	0	0	3	2	0
BRCA_TCGA-AO-A03V	3	1	0	3	5	20	1	0	18	18	3
BRCA_TCGA-AO-A0JG	3	0	3	0	0	0	2	2	7	2	2
BRCA_TCGA-AO-A124	9	8	11	5	6	18	4	0	99	11	7
BRCA_TCGA-AO-A125	1	10	7	0	4	8	0	2	9	4	0
BRCA_TCGA-AO-A126	0	5	0	0	2	2	1	0	12	3	0
BRCA_TCGA-AO-A128	0	365	395	62	5	0	259	51	0	30	43
BRCA_TCGA-AO-A129	0	12	7	0	0	3	10	12	56	36	8
BRCA_TCGA-AO-A12A	0	7	0	2	0	2	0	0	3	5	0
BRCA_TCGA-AO-A12B	0	8	0	0	0	1	2	2	8	1	1
BRCA_TCGA-AO-A12D	0	4	0	0	11	18	0	0	10	30	0
BRCA_TCGA-AO-A12E	0	8	0	3	2	5	0	0	12	3	0
BRCA_TCGA-AO-A12F	3	8	0	11	2	2	0	1	12	0	1
BRCA_TCGA-AO-A12G	0	9	0	0	0	11	8	0	6	8	0
BRCA_TCGA-AO-A12H	0	6	1	0	2	7	4	0	10	0	0
BRCA_TCGA-AO-A1KO	0	0	2	0	1	0	2	0	5	0	0
BRCA_TCGA-AO-A1KR	1	7	10	0	3	7	6	0	42	13	0
BRCA_TCGA-AO-A1KT	0	10	4	0	3	2	12	1	16	3	0
BRCA_TCGA-AQ-A04H	3	29	1	5	3	7	7	0	18	6	2
BRCA_TCGA-AQ-A0Y5	0	17	2	2	5	0	4	1	17	21	1
BRCA_TCGA-AQ-A1H2	0	9	5	1	3	0	2	0	9	2	3
BRCA_TCGA-AQ-A1H3	0	15	0	0	0	6	2	0	2	0	2
BRCA_TCGA-AQ-A54O	1	4	4	1	0	4	0	0	5	4	2
BRCA_TCGA-AQ-A7U7	0	5	6	6	8	0	0	0	7	61	3
BRCA_TCGA-AR-A0TP	0	2	8	0	1	6	6	2	36	8	2
BRCA_TCGA-AR-A0TQ	2	3	2	2	2	12	0	0	11	14	1
BRCA_TCGA-AR-A0TR	0	7	7	1	4	11	6	0	4	2	0
BRCA_TCGA-AR-A0TS	0	8	0	4	0	14	0	8	38	14	4
BRCA_TCGA-AR-A0TT	0	6	0	9	5	15	7	0	16	15	2
BRCA_TCGA-AR-A0TU	6	7	0	6	0	5	3	6	43	13	1
BRCA_TCGA-AR-A0TV	2	12	1	0	1	24	6	0	26	7	0
BRCA_TCGA-AR-A0TW	5	16	9	0	3	1	2	1	25	5	0
BRCA_TCGA-AR-A0TX	0	8	4	0	35	0	2	0	7	351	0
BRCA_TCGA-AR-A0TZ	6	9	5	2	9	0	0	0	11	25	0
BRCA_TCGA-AR-A0U0	4	1	1	3	2	11	0	0	17	9	2
BRCA_TCGA-AR-A0U1	3	4	4	1	1	0	16	3	59	15	3
BRCA_TCGA-AR-A0U2	0	8	1	13	2	6	0	3	23	0	0
BRCA_TCGA-AR-A0U3	3	2	0	9	4	8	0	1	13	0	0
BRCA_TCGA-AR-A0U4	12	7	13	2	3	6	5	0	87	62	4
BRCA_TCGA-AR-A1AH	9	6	4	11	1	0	14	8	54	10	3
BRCA_TCGA-AR-A1AI	2	5	5	7	9	18	4	0	21	18	0
BRCA_TCGA-AR-A1AJ	0	11	3	0	4	5	4	0	0	26	0
BRCA_TCGA-AR-A1AK	2	9	0	2	6	7	2	0	19	35	0
BRCA_TCGA-AR-A1AL	0	4	2	1	1	2	5	0	8	7	0
BRCA_TCGA-AR-A1AN	0	12	1	1	1	0	2	0	9	5	0
BRCA_TCGA-AR-A1AO	1	7	0	4	8	8	4	3	52	29	6
BRCA_TCGA-AR-A1AP	2	12	0	5	4	8	2	0	7	10	1
BRCA_TCGA-AR-A1AQ	0	7	13	1	0	5	0	0	11	4	0
BRCA_TCGA-AR-A1AR	3	7	0	6	0	5	0	0	28	9	5
BRCA_TCGA-AR-A1AS	2	0	1	8	4	5	0	0	6	15	0
BRCA_TCGA-AR-A1AT	0	5	5	1	1	4	1	0	12	2	1
BRCA_TCGA-AR-A1AU	0	6	0	2	0	3	3	0	8	3	1
BRCA_TCGA-AR-A1AV	2	10	0	7	3	4	1	0	16	5	1
BRCA_TCGA-AR-A1AW	2	4	4	5	0	9	5	0	9	3	0
BRCA_TCGA-AR-A1AX	0	1	0	3	5	9	0	0	12	2	0
BRCA_TCGA-AR-A1AY	2	11	9	0	2	14	2	0	17	14	1
BRCA_TCGA-AR-A24H	12	5	5	4	0	24	4	0	69	29	0
BRCA_TCGA-AR-A24K	0	3	3	0	2	7	4	3	12	0	0
BRCA_TCGA-AR-A24L	0	0	0	4	0	5	4	0	31	7	2
BRCA_TCGA-AR-A24M	0	4	3	1	0	0	2	3	10	2	0
BRCA_TCGA-AR-A24N	0	8	0	3	0	17	4	1	7	6	1
BRCA_TCGA-AR-A24O	2	3	0	0	0	11	2	0	3	0	1
BRCA_TCGA-AR-A24P	0	2	0	2	4	3	0	1	7	0	0
BRCA_TCGA-AR-A24Q	8	0	24	10	5	20	6	3	108	45	3
BRCA_TCGA-AR-A24R	0	8	6	1	0	4	1	1	3	1	1
BRCA_TCGA-AR-A24S	1	11	0	1	1	10	10	4	7	12	0
BRCA_TCGA-AR-A24T	0	7	0	0	1	2	0	0	12	2	0
BRCA_TCGA-AR-A24U	0	5	0	4	3	4	0	1	8	19	0
BRCA_TCGA-AR-A24V	0	7	1	2	4	0	2	0	7	5	0
BRCA_TCGA-AR-A24W	0	0	2	1	1	4	0	0	6	0	0
BRCA_TCGA-AR-A24X	0	5	0	2	4	0	3	1	17	0	2
BRCA_TCGA-AR-A24Z	0	9	6	1	2	5	0	0	27	6	0
BRCA_TCGA-AR-A250	4	24	6	4	12	8	1	4	29	63	0
BRCA_TCGA-AR-A251	4	2	0	6	0	18	10	11	111	38	5
BRCA_TCGA-AR-A252	0	5	1	1	0	8	3	0	0	0	1
BRCA_TCGA-AR-A254	2	9	0	1	4	7	0	0	14	5	0
BRCA_TCGA-AR-A255	8	8	9	0	6	3	3	0	22	30	0
BRCA_TCGA-AR-A256	5	0	9	9	7	25	6	2	119	33	9
BRCA_TCGA-AR-A2LE	13	0	0	4	40	43	0	0	0	294	0
BRCA_TCGA-AR-A2LH	0	0	0	5	8	11	0	4	0	43	0
BRCA_TCGA-AR-A2LK	0	12	0	2	1	10	3	6	10	4	0
BRCA_TCGA-AR-A2LL	3	10	0	0	1	14	1	0	8	0	0
BRCA_TCGA-AR-A2LM	0	1	0	0	3	1	1	0	11	0	0
BRCA_TCGA-AR-A2LN	0	0	0	3	7	19	4	1	0	20	0
BRCA_TCGA-AR-A2LO	0	3	0	0	1	0	0	0	8	3	2
BRCA_TCGA-AR-A2LQ	0	3	0	0	0	3	2	0	5	0	0
BRCA_TCGA-AR-A2LR	2	4	0	9	3	12	0	1	36	2	1
BRCA_TCGA-AR-A5QM	0	7	2	0	2	4	0	4	17	0	0
BRCA_TCGA-AR-A5QN	0	7	0	8	4	16	5	0	5	4	0
BRCA_TCGA-AR-A5QP	2	5	0	1	2	10	6	0	5	3	0
BRCA_TCGA-AR-A5QQ	2	6	9	1	0	13	14	0	34	12	5
BRCA_TCGA-B6-A0I1	0	15	0	0	5	13	3	0	38	6	0
BRCA_TCGA-B6-A0IH	0	3	0	13	4	8	2	0	10	1	0
BRCA_TCGA-B6-A0RH	0	5	0	0	2	13	3	0	4	17	1
BRCA_TCGA-B6-A0RL	1	11	6	3	3	19	1	0	7	16	2
BRCA_TCGA-B6-A0RM	0	7	0	3	1	8	4	0	7	6	0
BRCA_TCGA-B6-A0RN	0	11	7	0	1	1	3	1	6	2	1
BRCA_TCGA-B6-A0RO	0	0	10	1	7	9	0	0	12	3	1
BRCA_TCGA-B6-A0RP	0	0	0	5	0	12	1	0	12	0	0
BRCA_TCGA-B6-A0RQ	1	2	0	4	4	12	3	0	10	17	3
BRCA_TCGA-B6-A0RT	1	6	0	1	2	0	5	5	31	20	1
BRCA_TCGA-B6-A0RU	1	6	5	4	7	0	5	2	18	7	3
BRCA_TCGA-B6-A0RV	3	7	0	0	3	1	2	0	0	51	0
BRCA_TCGA-B6-A0WS	2	2	4	0	0	1	4	0	1	4	0
BRCA_TCGA-B6-A0WT	2	6	2	0	4	0	4	0	2	1	1
BRCA_TCGA-B6-A0WV	0	0	1	3	0	14	3	0	9	4	3
BRCA_TCGA-B6-A0WW	2	7	0	0	3	4	6	0	14	11	0
BRCA_TCGA-B6-A0WX	2	10	4	0	3	2	7	0	16	1	0
BRCA_TCGA-B6-A0WY	0	3	3	6	3	0	2	2	9	7	0
BRCA_TCGA-B6-A0WZ	1	0	0	4	7	12	0	0	1	69	1
BRCA_TCGA-B6-A0X0	2	3	0	0	2	4	1	0	11	2	0
BRCA_TCGA-B6-A0X1	2	0	8	2	7	17	10	0	27	18	1
BRCA_TCGA-B6-A0X4	3	2	0	0	6	6	0	0	5	0	0
BRCA_TCGA-B6-A0X5	8	1	4	2	9	0	6	0	13	5	0
BRCA_TCGA-B6-A0X7	0	5	2	0	2	5	0	0	4	5	0
BRCA_TCGA-B6-A1KN	7	3	1	5	0	20	3	4	24	5	0
BRCA_TCGA-B6-A2IU	0	3	0	8	10	11	3	0	5	14	0
BRCA_TCGA-B6-A401	0	2	2	6	2	6	0	0	8	1	1
BRCA_TCGA-B6-A409	0	9	0	2	3	12	2	1	19	6	2
BRCA_TCGA-B6-A40B	1	1	0	7	1	19	2	0	17	18	0
BRCA_TCGA-B6-A40C	3	16	0	0	0	13	3	0	14	5	0
BRCA_TCGA-BH-A0AU	0	4	0	2	0	3	0	2	8	3	1
BRCA_TCGA-BH-A0AV	2	0	8	4	3	14	6	0	33	15	2
BRCA_TCGA-BH-A0AY	2	6	0	0	6	8	1	1	16	6	0
BRCA_TCGA-BH-A0AZ	2	1	7	0	0	4	1	0	29	21	5
BRCA_TCGA-BH-A0B0	1	0	0	8	16	4	0	0	0	69	1
BRCA_TCGA-BH-A0B3	1	4	0	1	1	0	0	2	6	3	0
BRCA_TCGA-BH-A0B6	17	0	0	13	97	92	0	0	0	1067	4
BRCA_TCGA-BH-A0B7	0	6	0	4	6	6	0	0	7	8	5
BRCA_TCGA-BH-A0B8	2	0	2	2	1	11	0	0	12	4	0
BRCA_TCGA-BH-A0BA	0	4	4	2	1	1	1	0	8	8	0
BRCA_TCGA-BH-A0BC	1	7	0	4	3	8	0	0	11	11	0
BRCA_TCGA-BH-A0BF	0	6	6	1	2	1	0	0	9	7	1
BRCA_TCGA-BH-A0BG	0	3	1	3	0	2	1	2	24	9	0
BRCA_TCGA-BH-A0BJ	0	0	0	1	1	3	1	1	10	0	0
BRCA_TCGA-BH-A0BL	4	11	0	0	3	0	3	1	44	2	1
BRCA_TCGA-BH-A0BM	2	0	0	1	0	7	0	0	6	3	0
BRCA_TCGA-BH-A0BO	0	5	11	0	2	1	4	0	3	4	1
BRCA_TCGA-BH-A0BP	5	15	3	8	16	34	0	1	64	50	0
BRCA_TCGA-BH-A0BQ	2	5	4	1	2	5	0	0	9	2	0
BRCA_TCGA-BH-A0BS	0	1	0	1	0	9	2	0	8	1	1
BRCA_TCGA-BH-A0BT	1	5	0	8	4	8	3	0	13	6	0
BRCA_TCGA-BH-A0BV	0	0	0	2	1	13	0	0	4	4	0
BRCA_TCGA-BH-A0BW	0	10	18	1	2	4	7	0	41	16	4
BRCA_TCGA-BH-A0BZ	18	0	15	23	2	28	10	0	151	43	6
BRCA_TCGA-BH-A0C0	0	4	9	1	2	0	2	7	18	5	0
BRCA_TCGA-BH-A0C1	0	4	4	11	2	13	0	0	8	7	1
BRCA_TCGA-BH-A0C3	0	2	0	0	1	3	4	1	7	0	0
BRCA_TCGA-BH-A0C7	0	13	6	1	2	4	3	3	22	4	0
BRCA_TCGA-BH-A0DD	0	8	0	6	3	3	3	0	7	7	0
BRCA_TCGA-BH-A0DE	2	0	0	0	1	15	3	0	11	1	0
BRCA_TCGA-BH-A0DG	2	0	7	0	8	4	2	1	8	13	2
BRCA_TCGA-BH-A0DH	0	11	6	2	4	10	0	0	2	14	3
BRCA_TCGA-BH-A0DI	0	10	0	4	0	0	2	3	20	23	0
BRCA_TCGA-BH-A0DK	4	7	0	0	0	5	7	1	22	7	0
BRCA_TCGA-BH-A0DL	1	12	3	7	2	1	4	0	11	19	5
BRCA_TCGA-BH-A0DO	0	1	2	5	4	3	0	0	9	6	0
BRCA_TCGA-BH-A0DP	0	0	0	0	1	6	2	0	6	4	0
BRCA_TCGA-BH-A0DQ	0	5	0	2	0	13	6	0	8	1	0
BRCA_TCGA-BH-A0DT	0	2	0	1	0	7	0	0	2	3	0
BRCA_TCGA-BH-A0DV	0	0	1	0	0	2	2	0	6	3	1
BRCA_TCGA-BH-A0DX	1	10	0	0	4	0	1	0	20	41	0
BRCA_TCGA-BH-A0DZ	5	4	0	0	17	0	0	2	3	186	0
BRCA_TCGA-BH-A0E0	0	8	0	0	2	4	0	2	2	2	4
BRCA_TCGA-BH-A0E1	0	6	0	0	3	0	1	0	2	6	1
BRCA_TCGA-BH-A0E9	0	7	3	3	0	5	0	2	6	2	0
BRCA_TCGA-BH-A0EA	0	1	2	6	3	7	1	0	9	3	0
BRCA_TCGA-BH-A0EI	0	4	0	1	1	11	3	0	4	0	0
BRCA_TCGA-BH-A0H3	0	2	0	0	0	5	0	0	9	1	0
BRCA_TCGA-BH-A0H5	8	0	0	0	18	13	0	0	3	127	0
BRCA_TCGA-BH-A0H7	1	4	0	0	1	0	3	3	0	5	0
BRCA_TCGA-BH-A0H9	0	1	0	1	1	2	2	0	8	3	5
BRCA_TCGA-BH-A0HA	0	92	57	29	5	26	125	0	5	36	7
BRCA_TCGA-BH-A0HI	4	5	0	0	2	10	4	0	4	6	0
BRCA_TCGA-BH-A0HK	0	1	0	7	6	13	0	0	6	30	0
BRCA_TCGA-BH-A0HN	0	8	0	0	4	5	1	0	11	5	0
BRCA_TCGA-BH-A0HP	12	5	0	1	21	16	0	7	0	295	0
BRCA_TCGA-BH-A0RX	0	20	3	0	5	8	3	0	6	4	0
BRCA_TCGA-BH-A0W3	1	2	2	0	0	6	0	0	9	3	0
BRCA_TCGA-BH-A0W4	0	5	0	0	6	3	4	0	11	9	1
BRCA_TCGA-BH-A0W5	2	7	2	1	2	3	4	0	8	0	0
BRCA_TCGA-BH-A0W7	3	4	11	0	14	0	1	0	0	228	0
BRCA_TCGA-BH-A0WA	4	0	8	1	0	30	5	0	45	20	0
BRCA_TCGA-BH-A18F	3	6	0	0	8	21	1	1	10	17	0
