Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J
EXO1_0_multinomial_train1.5	1.55E-33	2.77E-02	3.02E-02	1.04E-01	2.95E-03	1.51E-02	0.00E+00	1.40E-03	1.03E-01	0.00E+00
EXO1_0_multinomial_train1.6	8.93E-21	2.77E-02	3.23E-02	1.02E-01	0.00E+00	1.35E-02	0.00E+00	1.51E-04	1.01E-01	8.54E-04
EXO1_0_multinomial_train1.7	7.34E-49	2.76E-02	2.97E-02	1.02E-01	1.60E-32	1.43E-02	0.00E+00	2.83E-04	1.01E-01	0.00E+00
EXO1_0_multinomial_train1.8	6.95E-12	2.83E-02	3.59E-02	1.03E-01	8.08E-05	1.46E-02	0.00E+00	9.71E-138	1.03E-01	0.00E+00
EXO1_0_multinomial_train1.9	5.33E-55	2.76E-02	3.11E-02	1.05E-01	4.48E-99	1.22E-02	0.00E+00	7.62E-04	1.04E-01	0.00E+00
EXO1_0_multinomial_train1.10	8.03E-27	2.82E-02	3.23E-02	1.05E-01	3.67E-03	1.45E-02	0.00E+00	1.89E-03	1.03E-01	0.00E+00
EXO1_0_multinomial_train1.11	1.42E-54	2.74E-02	3.00E-02	1.02E-01	2.20E-03	1.74E-02	0.00E+00	2.86E-04	1.01E-01	0.00E+00
EXO1_0_multinomial_train1.12	7.34E-62	2.74E-02	3.10E-02	1.02E-01	0.00E+00	1.86E-02	1.78E-119	9.21E-127	1.01E-01	1.79E-03
EXO1_0_multinomial_train1.13	7.63E-41	2.77E-02	3.43E-02	1.02E-01	1.22E-03	1.38E-02	0.00E+00	0.00E+00	1.01E-01	0.00E+00
EXO1_0_multinomial_train1.14	2.41E-57	2.75E-02	3.21E-02	1.03E-01	2.45E-107	1.40E-02	0.00E+00	9.82E-04	1.02E-01	0.00E+00
EXO1_0_multinomial_train1.15	8.65E-04	2.85E-02	3.30E-02	1.02E-01	1.80E-03	1.37E-02	0.00E+00	1.32E-03	1.01E-01	0.00E+00
EXO1_0_multinomial_train1.16	1.24E-35	2.77E-02	3.38E-02	1.03E-01	0.00E+00	1.31E-02	0.00E+00	0.00E+00	1.03E-01	0.00E+00
EXO1_0_multinomial_train1.17	2.16E-03	2.87E-02	3.38E-02	1.02E-01	2.15E-03	1.35E-02	0.00E+00	2.08E-03	1.01E-01	0.00E+00
EXO1_0_multinomial_train1.18	4.22E-106	2.65E-02	3.16E-02	1.01E-01	0.00E+00	1.80E-02	0.00E+00	1.74E-03	1.01E-01	1.09E-03
EXO1_0_multinomial_train1.19	6.38E-41	2.78E-02	3.20E-02	1.04E-01	7.05E-42	1.32E-02	0.00E+00	7.54E-87	1.04E-01	0.00E+00
EXO1_0_multinomial_train1.20	3.04E-48	2.76E-02	3.09E-02	1.03E-01	5.34E-13	1.49E-02	0.00E+00	8.55E-74	1.02E-01	1.99E-04
EXO1_0_multinomial_train1.21	2.44E-13	2.82E-02	3.04E-02	1.01E-01	2.31E-04	1.35E-02	0.00E+00	1.18E-03	1.01E-01	0.00E+00
EXO1_0_multinomial_train1.22	2.16E-07	2.85E-02	3.18E-02	1.02E-01	4.27E-03	1.62E-02	0.00E+00	1.63E-03	1.02E-01	0.00E+00
EXO1_0_multinomial_train1.23	5.24E-103	2.72E-02	2.96E-02	1.03E-01	2.71E-03	1.50E-02	0.00E+00	0.00E+00	1.02E-01	0.00E+00
EXO1_0_multinomial_train1.24	1.02E-10	2.84E-02	3.30E-02	1.04E-01	2.31E-03	1.22E-02	0.00E+00	9.22E-04	1.03E-01	0.00E+00
EXO1_0_multinomial_train1.25	4.12E-04	2.81E-02	3.32E-02	1.03E-01	1.49E-03	1.57E-02	0.00E+00	3.90E-27	1.02E-01	0.00E+00
EXO1_0_multinomial_train1.26	5.04E-06	2.83E-02	3.43E-02	1.04E-01	2.35E-03	1.43E-02	0.00E+00	1.07E-03	1.04E-01	0.00E+00
EXO1_0_multinomial_train1.27	4.21E-12	2.82E-02	3.04E-02	1.02E-01	1.64E-03	1.19E-02	0.00E+00	7.21E-04	1.00E-01	0.00E+00
EXO1_0_multinomial_train1.28	4.78E-03	3.00E-02	3.41E-02	1.03E-01	3.89E-03	1.47E-02	0.00E+00	5.36E-03	1.02E-01	0.00E+00
EXO1_0_multinomial_train1.29	7.73E-15	2.78E-02	3.36E-02	1.03E-01	0.00E+00	1.43E-02	0.00E+00	5.49E-122	1.03E-01	0.00E+00
EXO1_0_multinomial_train1.30	9.31E-30	2.79E-02	3.17E-02	1.02E-01	3.08E-35	1.40E-02	0.00E+00	4.67E-72	1.02E-01	1.12E-17
EXO1_0_multinomial_train1.31	7.20E-56	2.72E-02	3.27E-02	1.02E-01	0.00E+00	1.19E-02	0.00E+00	1.40E-03	1.02E-01	0.00E+00
EXO1_0_multinomial_train1.32	1.70E-89	2.70E-02	3.29E-02	1.05E-01	7.44E-04	1.02E-02	0.00E+00	4.00E-04	1.05E-01	0.00E+00
EXO1_0_multinomial_train1.33	5.13E-12	2.85E-02	3.44E-02	1.06E-01	9.59E-04	1.50E-02	0.00E+00	1.71E-03	1.06E-01	0.00E+00
EXO1_0_multinomial_train1.34	1.01E-63	2.77E-02	3.05E-02	1.04E-01	2.75E-03	1.56E-02	0.00E+00	7.24E-67	1.03E-01	1.20E-57
EXO1_0_multinomial_train1.35	4.62E-10	2.81E-02	3.14E-02	1.03E-01	2.34E-03	1.62E-02	3.91E-162	7.95E-04	1.01E-01	5.05E-94
EXO1_0_multinomial_train1.36	2.12E-52	2.72E-02	3.11E-02	1.01E-01	0.00E+00	1.59E-02	0.00E+00	5.45E-04	1.01E-01	0.00E+00
EXO1_0_multinomial_train1.37	4.38E-34	2.80E-02	3.17E-02	1.04E-01	6.38E-04	1.77E-02	4.50E-84	7.58E-73	1.02E-01	2.07E-03
EXO1_0_multinomial_train1.38	1.33E-56	2.72E-02	3.51E-02	1.04E-01	0.00E+00	1.33E-02	0.00E+00	0.00E+00	1.04E-01	0.00E+00
EXO1_0_multinomial_train1.39	3.23E-101	2.66E-02	3.32E-02	1.04E-01	0.00E+00	1.32E-02	0.00E+00	0.00E+00	1.03E-01	0.00E+00
EXO1_0_multinomial_train1.40	0.00E+00	2.54E-02	3.27E-02	1.05E-01	2.49E-03	1.51E-02	1.01E-72	1.49E-03	1.04E-01	0.00E+00
EXO1_0_multinomial_train1.41	9.05E-73	2.70E-02	3.04E-02	1.02E-01	2.12E-03	1.43E-02	0.00E+00	7.16E-04	1.01E-01	0.00E+00
EXO1_0_multinomial_train1.42	1.40E-89	2.64E-02	3.21E-02	1.05E-01	1.81E-03	1.50E-02	0.00E+00	1.42E-03	1.05E-01	0.00E+00
EXO1_0_multinomial_train1.43	5.76E-29	2.78E-02	3.30E-02	1.02E-01	0.00E+00	1.15E-02	0.00E+00	0.00E+00	1.01E-01	0.00E+00
EXO1_0_multinomial_train1.44	3.50E-04	2.83E-02	3.33E-02	1.03E-01	2.15E-03	1.47E-02	0.00E+00	9.67E-04	1.02E-01	0.00E+00
EXO1_0_multinomial_train1.45	5.27E-06	2.82E-02	3.28E-02	1.03E-01	8.28E-14	1.61E-02	0.00E+00	8.72E-04	1.02E-01	1.10E-03
EXO1_0_multinomial_train1.46	7.35E-17	2.79E-02	3.34E-02	1.03E-01	1.20E-100	1.49E-02	0.00E+00	6.25E-04	1.03E-01	0.00E+00
EXO1_0_multinomial_train1.47	0.00E+00	2.58E-02	3.35E-02	1.04E-01	0.00E+00	1.38E-02	0.00E+00	1.42E-03	1.04E-01	0.00E+00
EXO1_0_multinomial_train1.48	3.05E-03	2.83E-02	3.44E-02	1.03E-01	2.72E-03	1.19E-02	0.00E+00	1.09E-03	1.02E-01	0.00E+00
EXO1_0_multinomial_train1.49	0.00E+00	2.56E-02	2.91E-02	1.02E-01	1.34E-03	1.80E-02	1.75E-70	1.88E-03	1.01E-01	1.54E-03
EXO1_0_multinomial_train1.50	9.62E-65	2.76E-02	3.07E-02	1.03E-01	1.09E-03	1.19E-02	0.00E+00	2.11E-03	1.02E-01	0.00E+00
EXO1_0_multinomial_train1.51	3.09E-75	2.71E-02	3.26E-02	1.03E-01	5.81E-64	1.19E-02	0.00E+00	7.44E-04	1.03E-01	0.00E+00
EXO1_0_multinomial_train1.52	1.69E-81	2.67E-02	3.41E-02	1.03E-01	0.00E+00	1.42E-02	0.00E+00	0.00E+00	1.02E-01	0.00E+00
EXO1_0_multinomial_train1.53	2.21E-147	2.62E-02	3.19E-02	1.05E-01	0.00E+00	1.49E-02	0.00E+00	1.47E-03	1.05E-01	0.00E+00
EXO1_0_multinomial_train1.54	0.00E+00	2.65E-02	3.15E-02	1.05E-01	0.00E+00	1.51E-02	0.00E+00	3.01E-147	1.03E-01	2.02E-03
EXO1_0_multinomial_train1.55	9.08E-04	2.85E-02	3.23E-02	1.03E-01	1.10E-03	1.36E-02	0.00E+00	2.35E-03	1.03E-01	0.00E+00
EXO1_0_multinomial_train1.56	1.31E-03	2.83E-02	3.15E-02	1.01E-01	7.15E-04	1.25E-02	0.00E+00	1.94E-03	1.01E-01	0.00E+00
EXO1_0_multinomial_train1.57	8.14E-34	2.79E-02	3.06E-02	1.03E-01	1.26E-03	1.46E-02	0.00E+00	2.47E-03	1.02E-01	0.00E+00
EXO1_0_multinomial_train1.58	3.34E-03	2.88E-02	3.50E-02	1.03E-01	2.14E-03	1.49E-02	0.00E+00	3.17E-03	1.02E-01	0.00E+00
EXO1_0_multinomial_train1.59	3.63E-47	2.73E-02	3.29E-02	1.03E-01	1.94E-03	1.54E-02	0.00E+00	1.25E-03	1.03E-01	0.00E+00
EXO1_0_multinomial_train1.60	3.73E-48	2.75E-02	3.27E-02	1.04E-01	1.39E-03	1.50E-02	0.00E+00	1.74E-03	1.03E-01	2.47E-161
EXO1_0_multinomial_train1.61	5.43E-48	2.75E-02	3.25E-02	1.03E-01	1.04E-03	1.41E-02	0.00E+00	1.75E-04	1.02E-01	0.00E+00
EXO1_0_multinomial_train1.62	5.86E-28	2.75E-02	3.29E-02	1.02E-01	0.00E+00	1.47E-02	0.00E+00	5.46E-04	1.02E-01	0.00E+00
EXO1_0_multinomial_train1.63	3.22E-129	2.63E-02	2.98E-02	1.03E-01	3.62E-131	1.50E-02	0.00E+00	6.63E-05	1.03E-01	1.57E-64
EXO1_0_multinomial_train1.64	8.51E-62	2.72E-02	3.30E-02	1.04E-01	1.28E-03	1.45E-02	0.00E+00	0.00E+00	1.03E-01	6.75E-04
EXO1_0_multinomial_train1.65	1.40E-55	2.73E-02	3.20E-02	1.02E-01	6.70E-19	1.56E-02	0.00E+00	1.85E-03	1.02E-01	5.69E-04
EXO1_0_multinomial_train1.66	9.40E-20	2.79E-02	3.24E-02	1.04E-01	2.28E-03	1.43E-02	0.00E+00	1.58E-118	1.03E-01	0.00E+00
EXO1_0_multinomial_train1.67	0.00E+00	2.61E-02	2.94E-02	1.02E-01	9.04E-111	1.49E-02	0.00E+00	0.00E+00	1.01E-01	6.46E-04
EXO1_0_multinomial_train1.68	5.44E-04	2.84E-02	4.71E-02	1.03E-01	4.96E-03	1.71E-02	1.83E-04	2.38E-03	1.02E-01	1.11E-03
EXO1_0_multinomial_train1.69	2.83E-03	2.89E-02	3.07E-02	1.28E-01	1.93E-03	2.72E-01	0.00E+00	4.59E-03	9.90E-02	0.00E+00
EXO1_0_multinomial_train1.70	0.00E+00	2.59E-02	3.02E-02	1.02E-01	0.00E+00	1.24E-02	0.00E+00	2.12E-03	1.01E-01	1.49E-04
EXO1_0_multinomial_train1.71	2.38E-05	2.82E-02	3.30E-02	1.04E-01	7.41E-16	1.29E-02	0.00E+00	2.27E-03	1.04E-01	0.00E+00
EXO1_0_multinomial_train1.72	1.97E-82	2.70E-02	3.18E-02	1.03E-01	1.33E-19	1.56E-02	0.00E+00	2.51E-124	1.03E-01	1.09E-03
EXO1_0_multinomial_train1.73	7.27E-04	2.87E-02	3.14E-02	1.02E-01	2.90E-03	1.69E-02	0.00E+00	2.84E-03	1.01E-01	0.00E+00
EXO1_0_multinomial_train1.74	7.48E-48	2.78E-02	3.32E-02	1.03E-01	5.00E-143	1.24E-02	0.00E+00	0.00E+00	1.03E-01	0.00E+00
EXO1_0_multinomial_train1.75	4.74E-14	2.81E-02	3.12E-02	1.01E-01	3.94E-03	1.39E-02	0.00E+00	3.23E-03	1.00E-01	0.00E+00
EXO1_0_multinomial_train1.76	0.00E+00	2.54E-02	3.12E-02	1.02E-01	0.00E+00	1.51E-02	0.00E+00	3.28E-04	1.02E-01	0.00E+00
EXO1_0_multinomial_train1.77	1.12E-58	2.72E-02	3.59E-02	1.06E-01	7.90E-05	1.58E-02	3.94E-157	0.00E+00	1.05E-01	7.44E-04
EXO1_0_multinomial_train1.78	1.19E-87	2.66E-02	3.12E-02	1.05E-01	1.18E-03	1.33E-02	0.00E+00	2.54E-03	1.04E-01	0.00E+00
EXO1_0_multinomial_train1.79	2.00E-70	2.68E-02	3.36E-02	1.04E-01	1.56E-03	1.60E-02	2.57E-110	0.00E+00	1.04E-01	0.00E+00
EXO1_0_multinomial_train1.80	1.71E-27	2.77E-02	3.36E-02	1.04E-01	1.67E-03	1.12E-02	0.00E+00	5.29E-04	1.03E-01	0.00E+00
EXO1_0_multinomial_train1.81	6.90E-49	2.75E-02	3.18E-02	1.02E-01	0.00E+00	1.64E-02	0.00E+00	4.51E-04	1.01E-01	1.27E-03
EXO1_0_multinomial_train1.82	2.18E-84	2.69E-02	3.26E-02	1.04E-01	0.00E+00	1.41E-02	0.00E+00	2.51E-04	1.04E-01	0.00E+00
EXO1_0_multinomial_train1.83	1.63E-120	2.65E-02	3.09E-02	1.03E-01	1.54E-03	1.75E-02	0.00E+00	6.53E-15	1.02E-01	0.00E+00
EXO1_0_multinomial_train1.84	3.16E-57	2.74E-02	3.30E-02	1.04E-01	0.00E+00	1.50E-02	0.00E+00	0.00E+00	1.04E-01	0.00E+00
EXO1_0_multinomial_train1.85	3.27E-77	2.69E-02	3.19E-02	1.02E-01	0.00E+00	1.50E-02	0.00E+00	0.00E+00	1.01E-01	0.00E+00
EXO1_0_multinomial_train1.86	6.10E-52	2.72E-02	3.39E-02	1.04E-01	2.49E-29	1.42E-02	0.00E+00	1.92E-03	1.04E-01	0.00E+00
EXO1_0_multinomial_train1.87	3.43E-83	2.71E-02	3.06E-02	1.04E-01	1.68E-03	1.28E-02	0.00E+00	1.35E-03	1.03E-01	0.00E+00
EXO1_0_multinomial_train1.88	2.30E-55	2.73E-02	3.06E-02	1.01E-01	0.00E+00	1.55E-02	0.00E+00	7.03E-04	1.00E-01	1.23E-03
EXO1_0_multinomial_train1.89	2.17E-72	2.70E-02	3.22E-02	1.03E-01	5.81E-74	1.44E-02	0.00E+00	5.10E-89	1.02E-01	3.57E-04
EXO1_0_multinomial_train1.90	2.43E-03	2.89E-02	3.39E-02	1.03E-01	3.66E-03	1.46E-02	0.00E+00	2.34E-03	1.02E-01	0.00E+00
EXO1_0_multinomial_train1.91	3.37E-08	2.81E-02	3.40E-02	1.02E-01	1.37E-154	1.38E-02	0.00E+00	2.05E-45	1.01E-01	0.00E+00
EXO1_0_multinomial_train1.92	2.16E-04	2.85E-02	3.36E-02	1.03E-01	2.63E-03	1.58E-02	0.00E+00	2.14E-03	1.02E-01	0.00E+00
EXO1_0_multinomial_train1.93	7.88E-28	2.62E-02	1.00E-26	9.98E-01	3.18E-27	1.14E-02	4.37E-28	0.00E+00	9.97E-02	0.00E+00
EXO1_0_multinomial_train1.94	1.22E-104	2.69E-02	2.96E-02	1.04E-01	1.22E-03	1.62E-02	0.00E+00	0.00E+00	1.03E-01	0.00E+00
EXO1_0_multinomial_train1.95	4.53E-99	2.65E-02	3.21E-02	1.03E-01	0.00E+00	1.61E-02	0.00E+00	7.38E-04	1.03E-01	0.00E+00
EXO1_0_multinomial_train1.96	2.84E-03	2.87E-02	3.69E-02	1.04E-01	0.00E+00	1.15E-02	0.00E+00	2.08E-03	1.04E-01	0.00E+00
EXO1_0_multinomial_train1.97	0.00E+00	2.58E-02	2.92E-02	1.03E-01	1.31E-03	1.72E-02	2.66E-119	1.71E-52	1.02E-01	5.50E-04
EXO1_0_multinomial_train1.98	6.25E-34	2.78E-02	3.01E-02	1.01E-01	1.08E-03	1.85E-02	0.00E+00	1.17E-22	1.00E-01	1.84E-03
OGG1_0_multinomial_train1	3.67E-04	6.64E-04	7.74E-04	5.13E-08	4.42E-03	4.09E-03	3.74E-03	1.23E-01	6.32E-55	1.12E-01
OGG1_0_multinomial_train1.1	7.22E-03	1.44E-02	2.86E-03	7.16E-05	4.72E-03	1.85E-03	7.75E-04	1.25E-01	3.40E-03	1.12E-01
OGG1_0_multinomial_train1.2	6.38E-03	4.86E-03	2.55E-03	6.69E-05	6.78E-36	9.59E-03	1.64E-21	1.33E-01	6.49E-03	1.32E-01
OGG1_0_multinomial_train1.3	2.04E-03	6.64E-03	2.16E-04	3.01E-03	3.58E-55	2.36E-40	4.62E-03	1.28E-01	2.14E-16	1.15E-01
OGG1_0_multinomial_train1.4	1.45E-27	7.09E-03	3.03E-45	1.34E-65	6.20E-160	0.00E+00	0.00E+00	1.32E-01	8.58E-111	1.20E-01
OGG1_0_multinomial_train1.5	6.86E-03	6.11E-03	1.58E-19	1.83E-154	5.06E-03	4.00E-03	6.08E-03	1.18E-01	5.86E-03	1.15E-01
OGG1_0_multinomial_train1.6	1.75E-03	1.69E-03	1.55E-03	1.45E-19	2.85E-03	8.31E-03	4.25E-03	1.30E-01	1.12E-03	1.26E-01
OGG1_0_multinomial_train1.7	4.13E-03	5.77E-03	2.84E-03	7.02E-05	2.73E-48	1.88E-65	4.81E-111	1.30E-01	6.47E-03	1.31E-01
OGG1_0_multinomial_train1.8	6.19E-03	9.05E-03	3.87E-03	1.04E-05	0.00E+00	0.00E+00	2.79E-21	1.24E-01	3.21E-27	1.09E-01
OGG1_0_multinomial_train1.9	1.72E-03	5.08E-03	1.62E-03	7.63E-58	1.22E-150	0.00E+00	0.00E+00	1.42E-01	4.14E-27	1.38E-01
OGG1_0_multinomial_train1.10	7.73E-03	6.91E-03	3.69E-03	7.89E-109	2.06E-03	1.40E-17	1.98E-86	1.30E-01	1.03E-11	1.26E-01
OGG1_0_multinomial_train1.11	8.22E-03	7.01E-03	3.44E-03	1.19E-149	0.00E+00	0.00E+00	3.83E-149	1.35E-01	4.61E-03	1.30E-01
OGG1_0_multinomial_train1.12	4.86E-03	5.64E-03	2.07E-03	2.14E-04	1.89E-03	5.29E-03	4.88E-35	1.25E-01	3.16E-03	1.18E-01
OGG1_0_multinomial_train1.13	3.81E-03	4.63E-03	4.93E-17	6.66E-05	5.24E-03	2.04E-03	6.34E-59	1.27E-01	6.52E-51	1.20E-01
OGG1_0_multinomial_train1.14	6.68E-04	5.86E-04	4.21E-122	5.43E-03	1.47E-03	7.62E-03	3.75E-25	1.33E-01	3.40E-03	1.27E-01
OGG1_0_multinomial_train1.15	8.12E-03	1.35E-02	5.63E-03	9.09E-28	6.75E-37	5.61E-03	5.41E-28	1.28E-01	4.53E-03	1.17E-01
OGG1_0_multinomial_train1.16	2.22E-03	7.30E-03	4.06E-03	8.94E-62	2.98E-05	2.31E-34	1.58E-136	1.39E-01	3.58E-18	1.43E-01
OGG1_0_multinomial_train1.17	8.10E-03	5.64E-03	2.39E-03	5.50E-25	5.97E-03	3.12E-03	3.57E-89	1.36E-01	8.76E-18	1.37E-01
OGG1_0_multinomial_train1.18	2.84E-14	2.99E-03	2.08E-03	3.50E-39	9.50E-04	8.27E-03	1.36E-95	1.38E-01	7.93E-106	1.31E-01
OGG1_0_multinomial_train1.19	1.17E-02	7.69E-05	5.00E-03	3.68E-60	5.64E-04	1.43E-61	6.17E-17	1.26E-01	2.30E-17	1.30E-01
OGG1_0_multinomial_train1.20	6.12E-03	1.11E-02	4.37E-03	3.96E-03	2.09E-06	2.38E-49	1.08E-33	1.35E-01	2.52E-03	1.25E-01
OGG1_0_multinomial_train1.21	6.22E-03	4.10E-03	3.36E-03	1.80E-03	1.54E-06	6.49E-03	3.15E-25	1.32E-01	3.60E-03	1.25E-01
OGG1_0_multinomial_train1.22	1.33E-02	9.53E-03	3.90E-27	1.77E-146	1.23E-38	7.42E-05	2.79E-65	1.29E-01	2.56E-67	1.36E-01
OGG1_0_multinomial_train1.23	2.52E-03	2.32E-03	7.30E-22	2.23E-102	3.25E-03	7.73E-03	3.27E-03	1.32E-01	9.03E-28	1.25E-01
OGG1_0_multinomial_train1.24	7.52E-03	5.99E-03	1.68E-04	1.98E-03	1.01E-03	8.74E-03	5.72E-03	1.17E-01	6.44E-03	1.20E-01
OGG1_0_multinomial_train1.25	1.48E-03	1.49E-03	2.32E-04	5.01E-17	5.92E-03	8.71E-35	5.38E-03	1.24E-01	7.10E-80	1.08E-01
OGG1_0_multinomial_train1.26	7.80E-03	3.70E-03	5.80E-04	4.59E-63	1.48E-52	6.05E-03	1.16E-48	1.28E-01	2.62E-03	1.27E-01
OGG1_0_multinomial_train1.27	6.71E-03	1.15E-02	1.66E-03	1.50E-04	3.91E-03	2.54E-30	1.65E-79	1.27E-01	1.70E-03	1.14E-01
OGG1_0_multinomial_train1.28	3.15E-03	1.85E-03	2.68E-03	1.06E-75	2.83E-72	7.01E-03	6.65E-33	1.33E-01	5.77E-18	1.27E-01
OGG1_0_multinomial_train1.29	9.90E-03	8.91E-03	1.77E-03	5.02E-13	7.21E-119	3.14E-44	1.70E-67	1.26E-01	3.70E-07	1.25E-01
OGG1_0_multinomial_train1.30	9.32E-03	8.64E-03	5.55E-03	1.07E-55	9.04E-111	7.66E-04	6.47E-77	1.35E-01	4.93E-03	1.32E-01
OGG1_0_multinomial_train1.31	6.85E-03	5.80E-03	3.74E-03	4.39E-85	2.82E-19	7.97E-03	1.35E-09	1.33E-01	4.19E-03	1.27E-01
OGG1_0_multinomial_train1.32	9.72E-03	4.04E-03	4.06E-03	1.17E-19	5.99E-59	8.05E-03	9.82E-40	1.33E-01	2.13E-03	1.34E-01
OGG1_0_multinomial_train1.33	5.35E-03	9.10E-03	2.90E-03	3.79E-27	0.00E+00	0.00E+00	7.80E-122	1.33E-01	2.04E-03	1.21E-01
OGG1_0_multinomial_train1.34	1.51E-02	9.13E-03	8.71E-03	1.91E-49	3.93E-36	6.10E-04	3.44E-03	1.30E-01	8.93E-03	1.22E-01
OGG1_0_multinomial_train1.35	2.34E-03	4.62E-03	1.79E-03	3.58E-04	1.03E-04	1.72E-84	6.36E-75	1.39E-01	3.28E-03	1.35E-01
OGG1_0_multinomial_train1.36	5.70E-03	8.32E-03	6.21E-33	4.87E-17	1.18E-17	1.11E-58	5.68E-03	1.25E-01	4.45E-13	1.11E-01
OGG1_0_multinomial_train1.37	7.13E-03	7.55E-03	3.28E-03	1.62E-10	7.36E-31	4.02E-03	1.98E-03	1.28E-01	3.00E-03	1.21E-01
OGG1_0_multinomial_train1.38	4.46E-03	6.05E-03	2.51E-03	7.83E-03	1.95E-03	8.82E-03	4.99E-03	1.21E-01	1.45E-02	1.23E-01
OGG1_0_multinomial_train1.39	9.10E-03	6.36E-03	3.86E-03	1.58E-40	1.78E-34	5.64E-04	6.19E-39	1.38E-01	4.33E-03	1.42E-01
OGG1_0_multinomial_train1.40	8.86E-03	1.38E-02	5.76E-03	7.09E-24	0.00E+00	0.00E+00	0.00E+00	1.27E-01	4.25E-03	1.16E-01
OGG1_0_multinomial_train1.41	2.29E-03	7.32E-03	3.77E-03	4.38E-03	4.92E-157	7.02E-98	9.38E-25	1.30E-01	7.80E-119	1.16E-01
OGG1_0_multinomial_train1.42	7.73E-03	6.89E-03	4.31E-03	8.89E-70	8.79E-18	9.31E-03	1.98E-03	1.23E-01	4.68E-03	1.21E-01
OGG1_0_multinomial_train1.43	8.10E-03	9.16E-03	3.14E-03	2.76E-08	1.28E-04	7.19E-94	1.16E-72	1.26E-01	2.82E-03	1.24E-01
OGG1_0_multinomial_train1.44	8.47E-04	2.17E-03	3.53E-03	7.26E-28	5.44E-48	5.44E-56	2.91E-53	1.39E-01	1.80E-08	1.32E-01
OGG1_0_multinomial_train1.45	5.20E-03	3.79E-03	1.25E-03	6.03E-82	3.58E-03	9.40E-03	9.79E-56	1.27E-01	1.48E-40	1.22E-01
OGG1_0_multinomial_train1.46	5.64E-03	8.09E-03	7.35E-04	2.03E-49	8.92E-156	1.22E-42	7.55E-155	1.31E-01	7.33E-03	1.32E-01
OGG1_0_multinomial_train1.47	5.55E-03	3.76E-03	2.65E-03	1.06E-55	2.33E-03	9.06E-03	4.51E-33	1.30E-01	3.04E-03	1.24E-01
OGG1_0_multinomial_train1.48	4.80E-03	5.18E-03	2.42E-03	2.36E-72	3.14E-03	7.29E-03	3.10E-44	1.32E-01	1.28E-03	1.29E-01
