Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G
OGG1_boot.44	0.00E+00	1.82E-02	4.10E-29	3.76E-03	1.14E-03	6.88E-05	1.54E-02
OGG1_boot.45	0.00E+00	2.02E-02	7.95E-04	2.55E-03	1.19E-03	5.31E-04	1.93E-02
OGG1_boot.46	0.00E+00	1.65E-02	2.44E-03	6.78E-03	9.35E-04	6.43E-04	2.40E-02
OGG1_boot.47	2.17E-05	1.66E-02	2.26E-03	6.68E-03	2.15E-04	7.98E-04	2.42E-02
OGG1_boot.48	6.87E-04	1.84E-02	2.43E-03	6.14E-03	9.39E-04	5.67E-04	2.52E-02
OGG1_boot.49	1.79E-03	1.37E-02	2.38E-03	9.09E-03	3.64E-124	2.25E-03	2.42E-02
OGG1_boot.50	6.10E-04	2.11E-02	2.66E-03	3.48E-03	9.09E-04	6.68E-04	2.60E-02
OGG1_boot.51	1.35E-03	1.98E-02	3.26E-03	9.29E-03	0.00E+00	1.44E-03	3.13E-02
OGG1_boot.52	1.14E-03	2.34E-02	4.00E-03	4.61E-03	1.23E-03	3.26E-04	3.11E-02
OGG1_boot.53	1.26E-03	1.46E-02	2.63E-03	8.80E-03	6.71E-04	1.25E-03	2.45E-02
OGG1_boot.54	0.00E+00	1.63E-02	1.44E-03	1.68E-03	1.01E-03	4.44E-04	1.76E-02
OGG1_boot.55	8.46E-04	1.90E-02	3.26E-03	6.90E-03	8.46E-04	4.06E-04	2.67E-02
OGG1_boot.56	9.39E-04	1.77E-02	2.58E-03	6.84E-03	9.86E-04	7.48E-04	2.54E-02
OGG1_boot.57	4.18E-05	1.80E-02	1.91E-03	4.89E-03	6.69E-04	6.05E-04	2.39E-02
OGG1_boot.58	1.50E-03	1.78E-02	2.01E-03	7.60E-03	0.00E+00	1.81E-03	2.69E-02
OGG1_boot.59	2.20E-03	1.43E-02	2.11E-03	8.28E-03	0.00E+00	2.88E-03	2.40E-02
OGG1_boot.60	1.63E-03	1.32E-02	2.64E-03	1.04E-02	9.90E-04	1.05E-03	2.53E-02
OGG1_boot.61	7.90E-04	1.65E-02	9.92E-04	4.37E-03	6.43E-04	8.85E-04	2.17E-02
OGG1_boot.62	2.50E-03	1.51E-02	2.71E-03	9.67E-03	0.00E+00	3.28E-03	2.59E-02
OGG1_boot.63	5.14E-04	1.98E-02	1.48E-03	2.14E-03	1.25E-03	4.43E-04	2.09E-02
OGG1_boot.64	6.86E-04	1.91E-02	1.72E-03	4.96E-03	2.79E-04	8.50E-04	2.52E-02
OGG1_boot.65	1.48E-03	1.54E-02	3.36E-03	1.16E-02	1.04E-03	8.70E-04	2.84E-02
OGG1_boot.66	7.86E-04	1.96E-02	4.41E-03	1.02E-02	0.00E+00	1.08E-03	3.25E-02
OGG1_boot.67	1.37E-03	2.20E-02	4.11E-03	6.12E-03	2.40E-48	1.88E-03	3.03E-02
OGG1_boot.68	1.50E-03	2.11E-02	6.35E-03	7.91E-03	1.25E-03	7.21E-04	3.28E-02
OGG1_boot.69	9.02E-04	1.89E-02	1.42E-03	2.49E-03	3.07E-07	1.50E-03	1.81E-02
OGG1_boot.70	9.69E-04	2.01E-02	1.05E-03	4.14E-03	1.54E-03	3.89E-04	1.69E-02
OGG1_boot.71	1.07E-03	1.75E-02	1.82E-03	3.22E-03	7.42E-92	2.12E-03	2.08E-02
OGG1_boot.72	2.05E-03	1.65E-02	1.70E-03	3.89E-03	0.00E+00	2.87E-03	2.12E-02
OGG1_boot.73	5.01E-04	1.94E-02	1.86E-03	3.32E-03	9.45E-04	5.37E-04	2.34E-02
OGG1_boot.74	1.95E-03	1.73E-02	4.78E-03	1.36E-02	1.56E-03	9.86E-04	3.24E-02
OGG1_boot.75	1.42E-42	1.87E-02	1.24E-03	3.73E-03	6.17E-31	5.43E-04	1.59E-02
OGG1_boot.76	9.10E-07	2.04E-02	1.43E-03	3.13E-03	2.85E-20	1.96E-03	1.89E-02
OGG1_boot.77	6.53E-04	1.55E-02	1.19E-03	1.56E-03	0.00E+00	8.82E-04	1.70E-02
OGG1_boot.78	5.96E-04	1.83E-02	1.46E-03	1.79E-03	1.61E-35	8.39E-04	1.98E-02
OGG1_boot.79	3.06E-03	1.73E-02	6.60E-03	1.37E-02	5.81E-04	2.53E-03	3.17E-02
OGG1_boot.80	8.38E-07	1.79E-02	2.49E-03	7.58E-03	4.78E-41	7.92E-04	2.65E-02
OGG1_boot.81	5.21E-04	1.82E-02	2.25E-03	7.30E-03	0.00E+00	1.52E-03	2.65E-02
OGG1_boot.82	9.98E-04	1.63E-02	1.91E-03	6.39E-03	7.04E-68	1.65E-03	2.40E-02
OGG1_boot.83	1.07E-03	1.80E-02	1.89E-03	5.72E-03	0.00E+00	1.17E-03	2.47E-02
OGG1_boot.84	7.97E-137	1.73E-02	6.86E-11	1.71E-03	1.12E-03	4.52E-04	1.73E-02
OGG1_boot.85	3.69E-80	1.89E-02	1.22E-03	2.36E-03	1.20E-03	3.47E-04	1.80E-02
OGG1_boot.86	7.72E-45	1.58E-02	1.79E-03	5.58E-03	7.44E-42	7.48E-04	2.23E-02
OGG1_boot.87	3.61E-04	1.74E-02	1.52E-03	2.42E-03	8.51E-04	4.99E-04	2.02E-02
OGG1_boot.88	4.20E-04	1.72E-02	1.73E-03	4.43E-03	2.59E-04	1.36E-03	2.25E-02
OGG1_boot.89	2.23E-03	1.61E-02	2.67E-03	1.44E-02	9.12E-15	2.13E-03	3.24E-02
OGG1_boot.90	0.00E+00	1.07E-02	6.76E-16	1.73E-03	6.84E-04	0.00E+00	1.19E-02
OGG1_boot.91	1.12E-03	1.76E-02	7.45E-04	1.73E-03	1.06E-03	4.58E-45	1.81E-02
OGG1_boot.92	7.03E-04	1.53E-02	4.08E-04	2.86E-03	1.90E-03	2.13E-61	1.84E-02
OGG1_boot.93	8.15E-16	1.19E-02	2.76E-03	6.23E-03	3.00E-03	1.57E-101	1.91E-02
OGG1_boot.94	0.00E+00	7.44E-03	0.00E+00	2.43E-03	5.38E-73	1.02E-03	9.76E-03
OGG1_boot.95	5.05E-04	1.21E-02	6.45E-04	2.70E-03	1.01E-03	0.00E+00	1.53E-02
OGG1_boot.96	0.00E+00	6.82E-03	5.00E-50	1.09E-02	1.70E-03	2.28E-94	1.76E-02
OGG1_boot.97	1.86E-03	1.53E-02	2.68E-53	1.98E-03	7.49E-04	3.43E-147	1.71E-02
OGG1_boot.98	0.00E+00	1.33E-02	3.48E-128	6.46E-03	2.43E-03	1.48E-05	7.74E-03
OGG1_boot.99	0.00E+00	7.15E-03	1.11E-46	5.83E-03	0.00E+00	0.00E+00	1.33E-02
OGG1_boot.100	5.77E-04	1.51E-02	1.71E-03	4.00E-03	3.04E-03	5.59E-04	1.97E-02
OGG1_boot.101	1.03E-03	1.79E-02	2.37E-46	2.80E-03	1.01E-03	0.00E+00	1.64E-02
OGG1_boot.102	4.39E-04	1.35E-02	2.50E-03	2.44E-03	3.13E-03	8.43E-05	1.64E-02
OGG1_boot.103	2.41E-03	1.30E-02	1.41E-03	7.47E-03	9.45E-04	4.68E-60	2.14E-02
OGG1_boot.104	0.00E+00	1.79E-02	1.56E-03	2.75E-03	0.00E+00	0.00E+00	2.11E-02
OGG1_boot.105	7.53E-04	7.69E-03	1.03E-03	2.45E-03	1.06E-03	0.00E+00	1.05E-02
OGG1_boot.106	0.00E+00	8.68E-03	4.48E-04	2.08E-03	3.48E-03	3.80E-19	9.53E-03
OGG1_boot.107	0.00E+00	1.25E-02	9.27E-04	2.45E-03	3.72E-04	0.00E+00	1.54E-02
OGG1_boot.108	5.87E-04	1.27E-02	1.21E-51	3.96E-03	9.22E-04	0.00E+00	1.72E-02
OGG1_boot.109	0.00E+00	1.37E-02	3.41E-65	1.70E-03	8.94E-04	0.00E+00	1.34E-02
OGG1_boot.110	9.34E-04	1.13E-02	1.42E-106	4.03E-03	1.83E-03	4.56E-42	8.44E-03
OGG1_boot.111	3.03E-161	1.19E-02	1.15E-11	2.00E-03	1.19E-03	6.29E-04	1.37E-02
OGG1_boot.112	7.97E-04	1.24E-02	2.72E-03	6.30E-03	1.21E-03	0.00E+00	1.94E-02
OGG1_boot.113	7.62E-04	1.35E-02	1.61E-09	1.79E-03	3.29E-03	1.02E-04	1.47E-02
OGG1_boot.114	0.00E+00	1.48E-02	1.42E-65	6.75E-03	3.67E-03	9.10E-20	2.22E-02
OGG1_boot.115	2.13E-27	1.24E-02	5.77E-04	6.62E-03	3.26E-111	7.68E-04	1.98E-02
OGG1_boot.116	2.40E-03	5.48E-03	7.07E-25	1.73E-02	2.04E-03	1.32E-151	2.17E-02
OGG1_boot.117	0.00E+00	1.45E-02	3.10E-03	3.32E-03	3.97E-03	2.63E-04	1.86E-02
OGG1_boot.118	0.00E+00	1.37E-02	1.30E-03	1.96E-03	1.28E-03	1.13E-04	1.60E-02
OGG1_boot.119	0.00E+00	1.50E-02	1.83E-03	4.12E-03	1.25E-03	4.06E-70	2.01E-02
OGG1_boot.120	1.14E-04	1.44E-02	1.17E-03	1.81E-03	9.59E-04	0.00E+00	1.64E-02
OGG1_boot.121	0.00E+00	1.35E-02	2.29E-108	2.24E-03	1.21E-03	6.74E-09	1.29E-02
OGG1_boot.122	1.05E-04	1.34E-02	1.47E-77	1.52E-03	4.42E-04	0.00E+00	1.40E-02
OGG1_boot.123	1.71E-03	2.10E-02	2.15E-03	6.97E-03	2.00E-03	0.00E+00	1.47E-02
OGG1_boot.124	0.00E+00	1.16E-02	0.00E+00	1.08E-02	3.21E-03	6.91E-12	3.61E-03
OGG1_boot.125	2.81E-03	1.14E-02	2.03E-03	1.26E-02	5.46E-03	1.80E-03	2.51E-02
OGG1_boot.126	0.00E+00	1.31E-02	1.89E-96	2.53E-03	2.13E-03	5.75E-04	1.21E-02
OGG1_boot.127	1.53E-03	1.43E-02	3.46E-03	5.07E-03	4.42E-03	1.44E-03	2.03E-02
OGG1_boot.128	7.84E-04	9.06E-03	2.13E-100	5.06E-03	1.70E-03	3.06E-06	1.48E-02
OGG1_boot.129	0.00E+00	7.88E-03	5.60E-21	4.95E-03	4.16E-03	2.86E-05	1.28E-02
OGG1_boot.130	0.00E+00	1.37E-02	3.61E-119	2.90E-03	3.89E-03	1.88E-04	1.64E-02
OGG1_boot.131	3.70E-80	7.15E-03	6.32E-43	1.74E-03	0.00E+00	0.00E+00	8.04E-03
OGG1_boot.132	0.00E+00	7.41E-03	1.82E-03	9.67E-03	0.00E+00	0.00E+00	1.76E-02
OGG1_boot.133	3.88E-04	1.08E-02	5.21E-31	2.04E-03	0.00E+00	2.09E-04	1.28E-02
OGG1_boot.134	5.13E-04	1.36E-02	3.27E-07	2.37E-03	1.09E-03	0.00E+00	1.61E-02
OGG1_boot.135	2.76E-46	1.51E-02	1.17E-03	1.49E-03	4.13E-04	0.00E+00	1.53E-02
OGG1_boot.136	0.00E+00	1.45E-02	1.72E-03	2.33E-03	2.29E-03	1.38E-21	1.72E-02
OGG1_boot.137	0.00E+00	1.78E-02	0.00E+00	1.14E-02	0.00E+00	0.00E+00	6.26E-03
OGG1_boot.138	0.00E+00	1.50E-02	1.06E-16	1.89E-03	1.88E-03	1.77E-29	1.64E-02
OGG1_real	0.00E+00	1.91E-02	7.89E-04	3.65E-03	1.08E-03	4.24E-04	2.32E-02
OGG1_real.1	6.23E-04	1.78E-02	1.86E-03	4.70E-03	5.34E-04	7.49E-04	2.32E-02
OGG1_real.2	0.00E+00	1.26E-02	1.16E-03	2.59E-03	2.67E-03	1.17E-05	1.55E-02
UNG_boot	1.61E-03	1.01E-02	1.45E-02	1.56E-02	1.70E-03	7.05E-04	8.30E-03
UNG_boot.1	1.54E-03	6.27E-03	1.66E-02	2.09E-02	1.57E-03	7.23E-04	2.73E-03
UNG_boot.2	0.00E+00	7.94E-03	1.54E-02	1.55E-02	4.45E-04	8.95E-04	6.73E-03
UNG_boot.3	2.66E-03	8.77E-03	1.51E-02	1.47E-02	0.00E+00	1.99E-03	9.68E-03
UNG_boot.4	1.19E-03	7.75E-03	1.31E-02	1.21E-02	8.40E-04	1.01E-03	1.07E-02
UNG_boot.5	1.05E-03	9.21E-03	1.31E-02	1.57E-02	9.17E-04	6.80E-04	2.81E-03
UNG_boot.6	6.25E-03	1.29E-02	1.49E-02	1.45E-02	0.00E+00	7.90E-03	1.26E-02
UNG_boot.7	1.57E-04	1.17E-02	1.76E-02	1.76E-02	6.65E-06	5.42E-04	9.62E-03
UNG_boot.8	1.42E-03	5.27E-03	1.22E-02	1.33E-02	2.02E-03	5.32E-04	4.33E-03
UNG_boot.9	0.00E+00	8.36E-03	1.44E-02	1.62E-02	7.00E-04	2.93E-04	3.25E-03
UNG_boot.10	1.18E-68	6.18E-03	1.46E-02	1.44E-02	2.25E-03	7.35E-04	8.46E-03
UNG_boot.11	1.77E-23	7.43E-03	1.52E-02	1.82E-02	9.72E-04	8.67E-04	2.93E-03
UNG_boot.12	3.47E-90	9.00E-03	1.63E-02	1.86E-02	8.67E-04	4.22E-04	3.30E-03
UNG_boot.13	7.08E-04	9.66E-03	1.32E-02	1.31E-02	8.93E-04	5.83E-04	9.81E-03
UNG_boot.14	0.00E+00	1.32E-02	1.85E-02	2.07E-02	7.05E-36	7.88E-04	6.28E-03
UNG_boot.15	1.29E-03	8.78E-03	1.70E-02	2.14E-02	1.65E-03	3.95E-04	2.83E-129
UNG_boot.16	0.00E+00	1.12E-02	1.53E-02	1.60E-02	9.76E-04	2.72E-04	8.15E-03
UNG_boot.17	8.19E-20	8.76E-03	1.44E-02	1.45E-02	3.77E-11	2.44E-04	6.63E-03
UNG_boot.18	2.50E-07	5.35E-03	1.50E-02	1.64E-02	4.09E-38	1.04E-03	3.63E-03
UNG_boot.19	0.00E+00	8.58E-03	1.43E-02	1.61E-02	6.68E-04	4.77E-04	3.68E-03
UNG_boot.20	2.02E-03	7.03E-03	1.52E-02	1.54E-02	7.96E-99	1.46E-03	6.63E-03
UNG_boot.21	1.59E-03	1.25E-02	1.60E-02	2.05E-02	5.68E-08	1.19E-03	2.39E-03
UNG_boot.22	1.55E-03	8.11E-03	1.86E-02	2.06E-02	2.16E-79	1.17E-03	4.29E-03
UNG_boot.23	0.00E+00	9.32E-03	1.60E-02	1.55E-02	8.43E-06	6.62E-04	1.03E-02
UNG_boot.24	7.35E-03	1.07E-02	1.94E-02	2.20E-02	7.08E-133	9.91E-03	6.97E-03
UNG_boot.25	6.51E-04	6.96E-03	1.54E-02	1.76E-02	9.43E-06	9.04E-04	2.63E-03
UNG_boot.26	9.64E-04	9.37E-03	1.35E-02	1.30E-02	1.60E-04	2.80E-04	8.93E-03
UNG_boot.27	2.04E-03	8.89E-03	1.48E-02	1.45E-02	1.44E-81	1.60E-03	1.01E-02
UNG_boot.28	1.16E-03	4.84E-03	1.41E-02	1.38E-02	5.27E-10	8.30E-04	6.29E-03
UNG_boot.29	1.08E-03	8.81E-03	1.67E-02	1.96E-02	6.37E-04	3.21E-04	2.66E-03
UNG_boot.30	6.67E-31	6.48E-03	1.68E-02	1.79E-02	1.13E-05	1.16E-03	5.16E-03
UNG_boot.31	1.22E-03	1.16E-02	1.73E-02	1.82E-02	2.22E-28	1.19E-03	7.21E-03
UNG_boot.32	5.59E-55	1.34E-02	1.45E-02	1.37E-02	1.79E-10	6.80E-04	1.14E-02
UNG_boot.33	1.44E-03	1.21E-02	1.41E-02	1.32E-02	8.76E-06	6.82E-04	1.16E-02
UNG_boot.34	9.14E-04	6.50E-03	1.69E-02	1.99E-02	3.62E-09	5.26E-04	3.17E-03
UNG_boot.35	3.22E-85	1.17E-02	1.71E-02	1.97E-02	1.17E-03	1.36E-03	3.99E-03
UNG_boot.36	8.88E-03	9.92E-03	1.63E-02	1.63E-02	0.00E+00	1.24E-02	1.16E-02
UNG_boot.37	6.56E-04	5.92E-03	1.23E-02	1.45E-02	1.09E-03	3.90E-04	1.97E-03
UNG_boot.38	2.60E-03	1.22E-02	1.67E-02	1.64E-02	1.79E-12	6.54E-03	1.22E-02
UNG_boot.39	1.46E-145	1.01E-02	1.71E-02	1.64E-02	1.14E-66	1.18E-03	1.21E-02
UNG_boot.40	1.11E-03	4.86E-03	1.35E-02	1.48E-02	8.63E-04	5.48E-04	4.41E-03
UNG_boot.41	0.00E+00	9.77E-03	1.67E-02	2.16E-02	1.51E-03	5.18E-04	1.14E-03
UNG_boot.42	4.96E-03	1.14E-02	1.51E-02	1.57E-02	1.57E-56	7.66E-03	9.65E-03
UNG_boot.43	1.15E-03	5.48E-03	1.55E-02	1.71E-02	3.79E-10	1.28E-03	3.80E-03
UNG_boot.44	5.42E-04	5.98E-03	1.43E-02	1.40E-02	1.22E-04	9.92E-04	1.33E-02
UNG_boot.45	1.97E-07	7.43E-03	1.58E-02	1.78E-02	1.73E-03	2.75E-04	6.44E-03
UNG_boot.46	2.48E-68	7.91E-03	1.74E-02	1.83E-02	2.85E-07	1.07E-03	6.12E-03
UNG_boot.47	4.59E-75	1.09E-02	1.67E-02	1.81E-02	3.85E-40	9.97E-04	6.38E-03
UNG_boot.48	1.22E-03	6.70E-03	1.63E-02	1.73E-02	1.44E-07	1.03E-03	5.34E-03
UNG_boot.49	5.56E-121	1.05E-02	1.32E-02	1.21E-02	3.18E-04	8.24E-04	9.68E-03
UNG_boot.50	1.55E-03	7.01E-03	1.51E-02	1.64E-02	2.27E-03	4.66E-04	8.94E-03
UNG_boot.51	1.61E-03	8.50E-03	1.18E-02	1.78E-02	2.79E-03	0.00E+00	9.75E-04
UNG_boot.52	1.40E-03	1.13E-02	1.38E-02	1.79E-02	2.24E-03	0.00E+00	4.21E-03
UNG_boot.53	2.76E-03	8.04E-03	1.17E-02	1.29E-02	3.14E-03	2.16E-04	1.12E-02
UNG_boot.54	1.78E-03	1.01E-02	1.34E-02	1.55E-02	3.21E-03	0.00E+00	9.15E-03
UNG_boot.55	1.64E-03	1.17E-02	1.21E-02	1.71E-02	2.40E-03	1.01E-03	2.25E-03
UNG_boot.56	1.84E-03	1.04E-02	1.30E-02	1.66E-02	3.28E-03	4.77E-04	5.97E-03
UNG_boot.57	1.81E-03	7.52E-03	1.19E-02	1.57E-02	3.47E-03	1.89E-99	3.96E-03
UNG_boot.58	0.00E+00	1.16E-02	1.19E-02	1.99E-02	3.29E-03	8.95E-129	1.06E-34
UNG_boot.59	1.39E-03	8.04E-03	1.25E-02	1.57E-02	2.56E-03	1.28E-48	3.58E-03
UNG_boot.60	1.76E-03	8.47E-03	1.00E-02	1.21E-02	2.98E-03	0.00E+00	6.20E-03
UNG_boot.61	2.67E-03	9.54E-03	1.17E-02	1.82E-02	3.26E-03	1.55E-03	3.44E-04
UNG_boot.62	5.92E-74	1.11E-02	1.31E-02	1.58E-02	3.19E-03	1.96E-11	7.88E-03
UNG_boot.63	3.76E-03	8.45E-03	1.33E-02	1.87E-02	3.52E-03	0.00E+00	2.47E-03
UNG_boot.64	1.31E-03	1.17E-02	1.34E-02	1.64E-02	2.46E-03	3.18E-67	6.19E-03
UNG_boot.65	2.88E-81	6.30E-03	1.26E-02	1.48E-02	4.03E-03	8.63E-04	7.70E-03
UNG_boot.66	1.82E-03	6.93E-03	1.26E-02	1.60E-02	3.61E-03	0.00E+00	4.77E-03
UNG_boot.67	1.48E-03	7.11E-03	1.14E-02	1.66E-02	2.55E-03	5.63E-04	1.98E-03
UNG_boot.68	1.46E-03	7.08E-03	1.15E-02	1.65E-02	3.53E-03	0.00E+00	2.18E-03
UNG_boot.69	1.81E-03	9.43E-03	1.27E-02	1.87E-02	2.76E-03	0.00E+00	1.19E-04
UNG_boot.70	1.10E-03	1.21E-02	1.39E-02	1.56E-02	1.90E-03	1.44E-03	7.82E-03
UNG_boot.71	1.57E-03	6.91E-03	1.23E-02	1.45E-02	3.10E-03	3.50E-145	6.71E-03
UNG_boot.72	2.25E-03	1.11E-02	1.30E-02	1.68E-02	2.86E-03	2.67E-03	4.76E-03
UNG_boot.73	2.43E-03	6.80E-03	1.07E-02	1.50E-02	3.64E-03	1.78E-04	2.42E-03
UNG_boot.74	2.62E-03	7.90E-03	1.11E-02	1.76E-02	3.66E-03	1.97E-03	9.73E-04
UNG_boot.75	1.78E-03	9.84E-03	1.29E-02	1.92E-02	3.31E-03	0.00E+00	6.65E-05
UNG_boot.76	1.79E-03	8.17E-03	1.17E-02	1.39E-02	3.85E-03	0.00E+00	8.94E-03
UNG_boot.77	2.21E-03	6.47E-03	1.21E-02	1.61E-02	3.35E-03	2.17E-03	2.29E-03
UNG_boot.78	1.31E-03	1.14E-02	1.10E-02	1.49E-02	2.71E-03	9.37E-45	4.89E-03
UNG_boot.79	1.18E-03	7.57E-03	1.15E-02	1.34E-02	2.92E-03	1.10E-36	6.48E-03
UNG_boot.80	2.05E-03	1.24E-02	1.06E-02	1.52E-02	2.72E-03	0.00E+00	5.10E-03
UNG_boot.81	2.58E-03	7.27E-03	1.02E-02	1.31E-02	3.91E-03	3.12E-03	5.82E-03
UNG_boot.82	1.67E-03	6.52E-03	1.16E-02	1.52E-02	4.10E-03	0.00E+00	5.14E-03
UNG_boot.83	1.60E-03	1.11E-02	1.27E-02	1.81E-02	2.62E-03	0.00E+00	2.32E-03
UNG_boot.84	3.72E-03	9.94E-03	1.10E-02	1.25E-02	3.64E-03	0.00E+00	1.13E-02
UNG_boot.85	2.45E-03	7.20E-03	1.11E-02	1.29E-02	3.77E-03	2.04E-03	9.58E-03
UNG_boot.86	1.78E-03	8.12E-03	1.39E-02	1.99E-02	3.24E-03	0.00E+00	1.78E-03
UNG_boot.87	1.38E-03	8.29E-03	1.17E-02	1.69E-02	2.50E-03	3.66E-25	1.08E-03
UNG_boot.88	2.89E-04	7.71E-03	1.18E-02	1.36E-02	3.99E-03	0.00E+00	9.58E-03
UNG_boot.89	2.09E-03	7.78E-03	1.27E-02	1.64E-02	3.61E-03	0.00E+00	5.28E-03
UNG_boot.90	1.78E-03	1.18E-02	1.16E-02	1.31E-02	3.08E-03	0.00E+00	1.10E-02
UNG_boot.91	1.33E-03	8.07E-03	1.26E-02	1.80E-02	3.20E-03	1.36E-125	1.87E-03
UNG_boot.92	1.81E-03	9.88E-03	1.20E-02	1.59E-02	3.57E-03	0.00E+00	5.22E-03
UNG_boot.93	1.69E-03	9.89E-03	1.26E-02	1.62E-02	2.84E-03	0.00E+00	4.26E-03
UNG_boot.94	1.75E-03	8.19E-03	1.10E-02	1.38E-02	2.96E-03	0.00E+00	5.31E-03
