Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I
EXO1_0_multinomial_train1.10	1.59E-01	1.00E-26	3.30E-02	6.25E-02	1.00E-26	6.19E-02	1.00E-26	6.03E-02	1.03E-01
EXO1_0_multinomial_train1.11	1.56E-01	1.00E-26	3.14E-02	7.29E-02	1.00E-26	6.50E-02	2.55E-03	5.73E-02	9.91E-02
EXO1_0_multinomial_train1.12	1.57E-01	1.00E-26	3.14E-02	6.90E-02	6.22E-04	6.62E-02	5.36E-04	5.77E-02	1.00E-01
EXO1_0_multinomial_train1.13	1.56E-01	1.00E-26	3.26E-02	6.07E-02	1.00E-26	6.46E-02	1.00E-26	6.36E-02	1.01E-01
EXO1_0_multinomial_train1.14	1.57E-01	1.00E-26	3.29E-02	6.66E-02	1.00E-26	6.73E-02	1.00E-26	6.55E-02	1.01E-01
EXO1_0_multinomial_train1.15	1.55E-01	1.73E-23	3.39E-02	6.32E-02	1.00E-26	6.53E-02	1.00E-26	6.52E-02	1.01E-01
EXO1_0_multinomial_train1.16	1.58E-01	1.00E-26	3.31E-02	6.19E-02	1.00E-26	6.67E-02	1.00E-26	6.27E-02	1.02E-01
EXO1_0_multinomial_train1.17	1.56E-01	1.00E-26	3.44E-02	6.14E-02	1.00E-26	6.49E-02	1.00E-26	6.62E-02	1.01E-01
EXO1_0_multinomial_train1.18	1.57E-01	1.00E-26	3.06E-02	6.76E-02	1.16E-03	6.56E-02	1.15E-07	5.78E-02	1.01E-01
EXO1_0_multinomial_train1.19	1.60E-01	1.00E-26	3.33E-02	6.53E-02	1.00E-26	6.56E-02	1.00E-26	6.21E-02	1.02E-01
EXO1_0_multinomial_train1.20	1.58E-01	1.00E-26	3.28E-02	6.97E-02	1.00E-26	6.67E-02	1.00E-26	6.39E-02	1.01E-01
EXO1_0_multinomial_train1.21	1.55E-01	1.00E-26	3.38E-02	7.29E-02	1.00E-26	7.53E-02	1.00E-26	7.09E-02	9.92E-02
EXO1_0_multinomial_train1.22	1.57E-01	1.00E-26	3.26E-02	6.42E-02	1.00E-26	6.26E-02	3.09E-03	5.68E-02	1.01E-01
EXO1_0_multinomial_train1.23	1.56E-01	1.00E-26	3.19E-02	7.36E-02	1.00E-26	6.49E-02	1.00E-26	6.41E-02	1.00E-01
EXO1_0_multinomial_train1.24	1.59E-01	1.00E-26	3.40E-02	6.20E-02	1.00E-26	6.24E-02	1.00E-26	6.46E-02	1.02E-01
EXO1_0_multinomial_train1.25	1.56E-01	1.00E-26	3.31E-02	6.26E-02	1.00E-26	6.53E-02	1.00E-26	6.09E-02	1.01E-01
EXO1_0_multinomial_train1.26	1.59E-01	1.00E-26	3.31E-02	5.88E-02	1.00E-26	6.11E-02	1.00E-26	5.70E-02	1.03E-01
EXO1_0_multinomial_train1.27	1.55E-01	1.00E-26	3.38E-02	7.16E-02	1.00E-26	6.91E-02	1.00E-26	7.07E-02	9.95E-02
EXO1_0_multinomial_train1.28	1.57E-01	3.80E-03	3.44E-02	5.81E-02	1.00E-26	6.06E-02	6.12E-20	5.52E-02	1.03E-01
EXO1_0_multinomial_train1.29	1.58E-01	1.00E-26	3.37E-02	6.23E-02	1.00E-26	6.77E-02	1.00E-26	6.35E-02	1.02E-01
EXO1_0_multinomial_train1.30	1.57E-01	1.00E-26	3.30E-02	6.79E-02	1.00E-26	7.13E-02	1.00E-26	6.49E-02	1.01E-01
EXO1_0_multinomial_train1.31	1.57E-01	1.00E-26	3.30E-02	6.51E-02	1.00E-26	6.79E-02	1.00E-26	6.70E-02	1.00E-01
EXO1_0_multinomial_train1.32	1.61E-01	1.00E-26	3.31E-02	6.17E-02	1.00E-26	6.15E-02	1.00E-26	6.33E-02	1.03E-01
EXO1_0_multinomial_train1.33	1.61E-01	1.00E-26	3.33E-02	5.99E-02	1.00E-26	6.18E-02	1.00E-26	5.86E-02	1.05E-01
EXO1_0_multinomial_train1.34	1.59E-01	1.00E-26	3.23E-02	6.89E-02	1.00E-26	6.36E-02	1.00E-26	5.88E-02	1.02E-01
EXO1_0_multinomial_train1.35	1.56E-01	1.00E-26	3.23E-02	6.67E-02	1.00E-26	6.45E-02	1.00E-26	5.96E-02	1.01E-01
EXO1_0_multinomial_train1.36	1.55E-01	1.00E-26	3.24E-02	7.00E-02	1.00E-26	7.27E-02	1.00E-26	6.55E-02	9.94E-02
EXO1_0_multinomial_train1.37	1.59E-01	1.00E-26	3.18E-02	6.60E-02	6.27E-04	6.33E-02	1.49E-04	5.63E-02	1.02E-01
EXO1_0_multinomial_train1.38	1.60E-01	1.00E-26	3.27E-02	5.87E-02	1.00E-26	6.47E-02	1.00E-26	5.83E-02	1.03E-01
EXO1_0_multinomial_train1.39	1.59E-01	1.00E-26	3.21E-02	6.26E-02	1.00E-26	6.59E-02	1.00E-26	6.18E-02	1.02E-01
EXO1_0_multinomial_train1.40	1.60E-01	1.00E-26	3.01E-02	6.16E-02	1.00E-26	6.16E-02	1.00E-26	5.55E-02	1.03E-01
EXO1_0_multinomial_train1.41	1.55E-01	1.00E-26	3.17E-02	7.09E-02	1.00E-26	6.56E-02	1.00E-26	6.50E-02	1.00E-01
EXO1_0_multinomial_train1.42	1.60E-01	1.00E-26	3.13E-02	6.36E-02	1.00E-26	6.22E-02	1.00E-26	5.68E-02	1.03E-01
EXO1_0_multinomial_train1.43	1.57E-01	1.00E-26	3.43E-02	6.58E-02	1.00E-26	7.73E-02	1.00E-26	7.21E-02	1.00E-01
EXO1_0_multinomial_train1.44	1.57E-01	1.96E-16	3.33E-02	6.18E-02	1.00E-26	6.30E-02	1.00E-26	6.20E-02	1.01E-01
EXO1_0_multinomial_train1.45	1.58E-01	2.64E-08	3.29E-02	6.39E-02	6.03E-07	6.68E-02	1.00E-26	6.15E-02	1.02E-01
EXO1_0_multinomial_train1.46	1.59E-01	1.00E-26	3.29E-02	6.28E-02	1.00E-26	6.64E-02	1.00E-26	6.20E-02	1.02E-01
EXO1_0_multinomial_train1.47	1.60E-01	1.00E-26	3.10E-02	6.11E-02	1.00E-26	6.30E-02	1.00E-26	5.68E-02	1.02E-01
EXO1_0_multinomial_train1.48	1.57E-01	1.00E-26	3.47E-02	5.86E-02	1.00E-26	6.28E-02	1.00E-26	6.51E-02	1.03E-01
EXO1_0_multinomial_train1.49	1.57E-01	1.00E-26	2.95E-02	6.44E-02	1.36E-03	5.82E-02	2.36E-03	5.47E-02	9.96E-02
EXO1_0_multinomial_train1.50	1.57E-01	1.00E-26	3.26E-02	6.95E-02	1.00E-26	6.61E-02	1.00E-26	6.48E-02	1.01E-01
EXO1_0_multinomial_train1.51	1.58E-01	1.00E-26	3.28E-02	6.47E-02	1.00E-26	6.47E-02	1.00E-26	6.60E-02	1.01E-01
EXO1_0_multinomial_train1.52	1.58E-01	1.00E-26	3.20E-02	6.13E-02	1.00E-26	6.62E-02	1.00E-26	6.13E-02	1.01E-01
EXO1_0_multinomial_train1.53	1.60E-01	1.00E-26	3.15E-02	6.53E-02	1.00E-26	6.31E-02	1.00E-26	5.77E-02	1.03E-01
EXO1_0_multinomial_train1.54	1.61E-01	1.00E-26	3.08E-02	6.62E-02	5.53E-04	6.34E-02	1.00E-26	5.66E-02	1.03E-01
EXO1_0_multinomial_train1.55	1.57E-01	1.00E-26	3.34E-02	6.47E-02	1.00E-26	6.52E-02	1.00E-26	6.21E-02	1.02E-01
EXO1_0_multinomial_train1.56	1.55E-01	1.00E-26	3.45E-02	6.88E-02	1.00E-26	7.17E-02	1.00E-26	7.03E-02	9.98E-02
EXO1_0_multinomial_train1.57	1.56E-01	1.00E-26	3.21E-02	7.05E-02	1.00E-26	6.65E-02	1.00E-26	6.17E-02	1.00E-01
EXO1_0_multinomial_train1.58	1.57E-01	2.22E-03	3.40E-02	5.78E-02	1.00E-26	6.13E-02	1.00E-26	5.82E-02	1.02E-01
EXO1_0_multinomial_train1.59	1.58E-01	1.00E-26	3.20E-02	6.17E-02	1.00E-26	6.25E-02	1.00E-26	5.62E-02	1.02E-01
EXO1_0_multinomial_train1.60	1.59E-01	1.00E-26	3.19E-02	6.30E-02	2.74E-05	6.28E-02	1.00E-26	5.76E-02	1.02E-01
EXO1_0_multinomial_train1.61	1.57E-01	1.00E-26	3.25E-02	6.45E-02	1.00E-26	6.45E-02	1.00E-26	6.28E-02	1.01E-01
EXO1_0_multinomial_train1.62	1.57E-01	1.00E-26	3.26E-02	6.43E-02	1.00E-26	6.97E-02	1.00E-26	6.12E-02	1.01E-01
EXO1_0_multinomial_train1.63	1.58E-01	1.00E-26	3.13E-02	7.32E-02	1.00E-26	6.59E-02	1.00E-26	6.01E-02	1.01E-01
EXO1_0_multinomial_train1.64	1.59E-01	1.00E-26	3.20E-02	6.17E-02	1.00E-26	6.18E-02	1.00E-26	5.83E-02	1.03E-01
EXO1_0_multinomial_train1.65	1.58E-01	1.00E-26	3.16E-02	6.61E-02	6.46E-04	6.43E-02	1.00E-26	5.83E-02	1.01E-01
EXO1_0_multinomial_train1.66	1.58E-01	1.00E-26	3.30E-02	6.32E-02	1.00E-26	6.28E-02	1.00E-26	5.99E-02	1.02E-01
EXO1_0_multinomial_train1.67	1.56E-01	1.00E-26	3.38E-02	7.59E-02	1.00E-26	6.70E-02	1.00E-26	6.50E-02	9.98E-02
EXO1_0_multinomial_train1.68	1.59E-01	1.00E-26	3.23E-02	7.01E-02	2.92E-04	6.36E-02	3.40E-04	5.62E-02	1.03E-01
EXO1_0_multinomial_train1.69	1.52E-01	2.90E-03	3.46E-02	7.11E-02	1.00E-26	7.08E-02	1.00E-26	7.21E-02	9.86E-02
EXO1_0_multinomial_train1.70	1.57E-01	1.00E-26	3.23E-02	7.20E-02	3.29E-04	6.61E-02	1.00E-26	6.39E-02	1.01E-01
EXO1_0_multinomial_train1.71	1.60E-01	2.99E-04	3.36E-02	6.26E-02	1.00E-26	6.34E-02	1.00E-26	6.04E-02	1.03E-01
EXO1_0_multinomial_train1.72	1.59E-01	1.00E-26	3.14E-02	6.59E-02	9.14E-05	6.36E-02	1.00E-26	5.78E-02	1.02E-01
EXO1_0_multinomial_train1.73	1.55E-01	9.94E-27	3.31E-02	6.66E-02	1.00E-26	6.44E-02	1.46E-06	6.03E-02	1.01E-01
EXO1_0_multinomial_train1.74	1.58E-01	1.00E-26	3.41E-02	6.36E-02	1.00E-26	6.64E-02	1.00E-26	6.81E-02	1.01E-01
EXO1_0_multinomial_train1.75	1.55E-01	1.00E-26	3.26E-02	6.62E-02	1.00E-26	6.30E-02	2.56E-04	6.15E-02	1.01E-01
EXO1_0_multinomial_train1.76	1.57E-01	1.00E-26	3.47E-02	6.83E-02	1.00E-26	6.58E-02	1.00E-26	6.06E-02	1.01E-01
EXO1_0_multinomial_train1.77	1.63E-01	1.00E-26	3.18E-02	5.77E-02	1.00E-26	6.00E-02	1.00E-26	5.46E-02	1.05E-01
EXO1_0_multinomial_train1.78	1.60E-01	1.00E-26	3.16E-02	6.69E-02	1.00E-26	6.34E-02	1.00E-26	5.95E-02	1.03E-01
EXO1_0_multinomial_train1.79	1.60E-01	1.00E-26	3.13E-02	6.02E-02	1.00E-26	6.11E-02	1.00E-26	5.57E-02	1.03E-01
EXO1_0_multinomial_train1.80	1.58E-01	1.00E-26	3.34E-02	6.07E-02	1.00E-26	6.21E-02	1.00E-26	6.38E-02	1.02E-01
EXO1_0_multinomial_train1.81	1.57E-01	1.00E-26	3.17E-02	6.64E-02	8.99E-04	6.66E-02	1.00E-26	5.99E-02	1.01E-01
EXO1_0_multinomial_train1.82	1.60E-01	1.00E-26	3.21E-02	6.38E-02	1.00E-26	6.42E-02	1.00E-26	6.06E-02	1.02E-01
EXO1_0_multinomial_train1.83	1.58E-01	1.00E-26	3.11E-02	6.87E-02	1.00E-26	6.39E-02	6.35E-04	5.68E-02	1.01E-01
EXO1_0_multinomial_train1.84	1.60E-01	1.00E-26	3.19E-02	6.26E-02	1.00E-26	6.46E-02	1.00E-26	5.62E-02	1.03E-01
EXO1_0_multinomial_train1.85	1.56E-01	1.00E-26	3.49E-02	6.74E-02	1.00E-26	7.14E-02	1.00E-26	6.56E-02	9.98E-02
EXO1_0_multinomial_train1.86	1.60E-01	1.00E-26	3.19E-02	6.04E-02	1.00E-26	6.28E-02	1.00E-26	5.53E-02	1.03E-01
EXO1_0_multinomial_train1.87	1.58E-01	1.00E-26	3.24E-02	6.92E-02	1.00E-26	6.40E-02	1.00E-26	6.36E-02	1.01E-01
EXO1_0_multinomial_train1.88	1.55E-01	1.00E-26	3.18E-02	7.04E-02	6.29E-04	6.80E-02	1.00E-26	6.36E-02	1.00E-01
EXO1_0_multinomial_train1.89	1.58E-01	1.00E-26	3.18E-02	6.52E-02	1.00E-26	6.46E-02	1.00E-26	6.07E-02	1.01E-01
EXO1_0_multinomial_train1.90	1.56E-01	3.05E-05	3.37E-02	5.96E-02	1.00E-26	6.23E-02	1.00E-26	5.88E-02	1.01E-01
EXO1_0_multinomial_train1.91	1.56E-01	1.00E-26	3.37E-02	6.38E-02	1.00E-26	7.43E-02	1.00E-26	6.99E-02	1.00E-01
EXO1_0_multinomial_train1.92	1.58E-01	1.00E-26	3.23E-02	6.00E-02	1.00E-26	6.16E-02	2.01E-03	5.51E-02	1.02E-01
EXO1_0_multinomial_train1.93	1.54E-01	1.00E-26	4.13E-02	7.79E-02	1.00E-26	7.47E-02	1.00E-26	7.51E-02	9.79E-02
EXO1_0_multinomial_train1.94	1.58E-01	1.00E-26	3.18E-02	7.41E-02	1.00E-26	6.59E-02	1.00E-26	6.22E-02	1.01E-01
EXO1_0_multinomial_train1.95	1.58E-01	1.00E-26	3.19E-02	6.56E-02	1.00E-26	6.64E-02	1.00E-26	6.01E-02	1.01E-01
EXO1_0_multinomial_train1.96	1.60E-01	3.64E-04	3.54E-02	5.52E-02	1.00E-26	7.00E-02	1.00E-26	6.48E-02	1.05E-01
EXO1_0_multinomial_train1.97	1.57E-01	1.00E-26	3.00E-02	5.78E-02	1.53E-21	9.05E-02	4.88E-04	5.76E-02	1.00E-01
EXO1_0_multinomial_train1.98	1.55E-01	1.00E-26	3.18E-02	7.23E-02	4.49E-04	6.58E-02	2.18E-03	5.88E-02	9.85E-02
OGG1_0_multinomial_train1	3.46E-03	3.08E-03	2.31E-03	4.91E-03	3.95E-03	1.45E-02	1.88E-02	1.77E-02	2.29E-03
OGG1_0_multinomial_train1.1	1.25E-03	8.28E-03	1.39E-02	4.87E-03	7.07E-03	4.78E-03	1.13E-02	1.91E-08	8.18E-03
OGG1_0_multinomial_train1.2	1.10E-02	4.17E-03	4.74E-03	8.76E-03	5.77E-03	8.40E-03	1.57E-02	4.78E-09	3.73E-03
OGG1_0_multinomial_train1.3	5.60E-03	2.36E-21	7.84E-03	3.93E-03	7.62E-03	2.97E-03	1.42E-02	1.90E-14	4.55E-03
OGG1_0_multinomial_train1.4	5.89E-65	6.55E-03	9.54E-03	2.18E-03	7.29E-03	8.56E-41	1.06E-02	4.22E-129	6.15E-03
OGG1_0_multinomial_train1.5	5.25E-24	9.54E-03	1.21E-02	2.34E-03	4.50E-03	7.89E-03	1.51E-02	1.09E-02	1.30E-02
OGG1_0_multinomial_train1.6	7.33E-03	7.45E-04	9.82E-12	5.83E-03	4.14E-03	1.09E-02	1.44E-02	7.77E-03	1.22E-03
OGG1_0_multinomial_train1.7	9.32E-03	6.48E-03	7.80E-03	8.26E-03	8.30E-03	5.52E-03	2.15E-02	2.50E-48	4.60E-03
OGG1_0_multinomial_train1.8	1.54E-23	7.84E-03	9.28E-03	6.70E-03	7.07E-03	1.33E-124	1.02E-02	1.77E-58	3.54E-03
OGG1_0_multinomial_train1.9	1.93E-06	6.69E-03	6.70E-03	5.62E-03	7.77E-03	4.97E-15	1.45E-02	1.71E-131	3.78E-03
OGG1_0_multinomial_train1.10	1.47E-33	7.10E-03	1.03E-02	5.49E-03	8.00E-03	5.36E-03	1.43E-02	4.42E-40	9.63E-03
OGG1_0_multinomial_train1.11	3.93E-39	1.17E-02	9.63E-03	3.79E-03	7.45E-03	2.59E-44	1.18E-02	7.33E-64	9.96E-03
OGG1_0_multinomial_train1.12	1.05E-02	8.66E-03	1.42E-02	6.28E-03	6.66E-03	9.17E-03	1.97E-02	4.40E-04	8.90E-03
OGG1_0_multinomial_train1.13	5.47E-03	5.37E-03	8.41E-03	5.72E-03	7.61E-03	1.04E-02	1.82E-02	1.28E-10	5.72E-03
OGG1_0_multinomial_train1.14	1.15E-02	1.22E-04	1.52E-03	3.55E-03	5.11E-03	1.35E-02	1.81E-02	1.16E-06	1.14E-03
OGG1_0_multinomial_train1.15	6.15E-04	9.16E-03	1.33E-02	4.82E-03	6.72E-03	1.77E-03	9.48E-03	1.89E-15	6.93E-03
OGG1_0_multinomial_train1.16	4.88E-03	6.34E-03	8.60E-03	8.07E-03	8.51E-03	4.79E-03	1.93E-02	3.27E-62	6.15E-03
OGG1_0_multinomial_train1.17	3.92E-03	7.36E-03	9.25E-03	6.83E-03	7.31E-03	1.10E-02	1.85E-02	1.48E-30	7.09E-03
OGG1_0_multinomial_train1.18	2.67E-03	3.33E-03	4.74E-03	5.91E-03	5.73E-03	8.87E-03	1.38E-02	1.23E-42	2.09E-03
OGG1_0_multinomial_train1.19	3.39E-03	1.22E-02	1.27E-02	5.60E-03	7.99E-03	5.32E-03	1.64E-02	5.23E-05	1.25E-02
OGG1_0_multinomial_train1.20	4.75E-03	1.06E-02	1.31E-02	3.98E-03	7.55E-03	1.38E-03	1.44E-02	2.56E-28	9.00E-03
OGG1_0_multinomial_train1.21	7.44E-03	6.14E-03	5.18E-03	7.00E-03	5.36E-03	1.12E-02	1.50E-02	2.06E-06	4.84E-03
OGG1_0_multinomial_train1.22	3.11E-06	1.27E-02	1.68E-02	7.10E-04	7.52E-03	2.38E-03	1.40E-02	4.20E-20	1.77E-02
OGG1_0_multinomial_train1.23	4.04E-12	4.76E-03	2.78E-03	5.47E-03	3.51E-03	1.14E-02	1.23E-02	1.17E-02	4.34E-03
OGG1_0_multinomial_train1.24	1.06E-02	6.24E-03	5.95E-03	8.40E-03	4.41E-03	1.20E-02	1.72E-02	8.00E-03	4.29E-03
OGG1_0_multinomial_train1.25	1.78E-05	1.64E-03	2.53E-03	4.00E-03	4.81E-03	1.26E-02	1.58E-02	1.70E-02	3.64E-03
OGG1_0_multinomial_train1.26	6.81E-03	7.89E-03	7.68E-03	4.71E-03	6.27E-03	7.06E-03	1.74E-02	5.48E-16	7.36E-03
OGG1_0_multinomial_train1.27	1.00E-05	7.38E-03	1.37E-02	2.42E-03	7.53E-03	3.49E-03	1.36E-02	1.04E-50	9.84E-03
OGG1_0_multinomial_train1.28	4.74E-03	4.87E-03	2.59E-03	6.47E-03	6.06E-03	7.45E-03	1.69E-02	3.37E-07	1.92E-03
OGG1_0_multinomial_train1.29	5.23E-03	1.02E-02	1.34E-02	5.52E-03	7.82E-03	1.36E-03	1.64E-02	4.27E-25	1.21E-02
OGG1_0_multinomial_train1.30	5.26E-03	1.12E-02	1.05E-02	6.24E-03	7.92E-03	2.21E-03	1.76E-02	2.35E-27	8.73E-03
OGG1_0_multinomial_train1.31	3.28E-03	7.26E-03	5.37E-03	6.24E-03	4.71E-03	5.20E-03	9.56E-03	1.31E-03	6.90E-03
OGG1_0_multinomial_train1.32	6.53E-03	7.61E-03	5.85E-03	6.57E-03	6.13E-03	7.60E-03	1.70E-02	3.39E-12	6.41E-03
OGG1_0_multinomial_train1.33	1.48E-13	8.45E-03	9.58E-03	6.18E-03	7.17E-03	1.30E-120	1.10E-02	1.75E-73	3.77E-03
OGG1_0_multinomial_train1.34	3.96E-03	1.89E-02	1.36E-02	3.96E-03	6.22E-03	5.41E-03	1.62E-02	5.42E-03	1.29E-02
OGG1_0_multinomial_train1.35	7.89E-03	4.60E-03	6.16E-03	6.57E-03	8.47E-03	5.42E-03	1.82E-02	1.56E-31	2.52E-03
OGG1_0_multinomial_train1.36	4.91E-03	6.77E-03	9.66E-03	2.15E-03	5.07E-03	6.06E-03	1.61E-02	1.05E-02	6.62E-03
OGG1_0_multinomial_train1.37	7.41E-03	1.19E-02	9.75E-03	6.62E-03	7.20E-03	4.89E-03	1.76E-02	2.54E-03	8.58E-03
OGG1_0_multinomial_train1.38	1.82E-02	4.04E-03	5.10E-03	9.20E-03	5.90E-03	1.38E-02	2.29E-02	7.12E-06	2.22E-03
OGG1_0_multinomial_train1.39	9.36E-03	8.65E-03	9.21E-03	7.25E-03	8.25E-03	5.50E-03	1.93E-02	2.26E-12	7.71E-03
OGG1_0_multinomial_train1.40	9.73E-04	1.59E-02	1.67E-02	4.84E-03	6.98E-03	7.40E-151	1.15E-02	6.59E-82	1.01E-02
OGG1_0_multinomial_train1.41	5.92E-03	2.20E-40	7.21E-03	7.83E-03	7.35E-03	2.15E-14	1.19E-02	1.88E-52	2.22E-03
OGG1_0_multinomial_train1.42	5.88E-03	7.31E-03	5.99E-03	7.87E-03	5.52E-03	9.04E-03	1.40E-02	4.78E-03	6.58E-03
OGG1_0_multinomial_train1.43	3.51E-03	1.45E-02	1.42E-02	2.73E-03	7.75E-03	3.38E-03	1.61E-02	1.11E-25	1.29E-02
OGG1_0_multinomial_train1.44	6.97E-03	2.73E-09	4.50E-03	8.73E-03	8.30E-03	3.66E-03	1.67E-02	8.07E-17	1.23E-03
OGG1_0_multinomial_train1.45	2.96E-07	6.14E-03	5.58E-03	5.65E-03	5.27E-03	1.28E-02	1.50E-02	3.64E-19	5.73E-03
OGG1_0_multinomial_train1.46	9.53E-03	9.02E-03	1.03E-02	5.97E-03	8.20E-03	1.10E-03	2.09E-02	1.91E-73	8.03E-03
OGG1_0_multinomial_train1.47	2.82E-03	5.63E-03	4.46E-03	6.32E-03	5.30E-03	1.28E-02	1.53E-02	2.65E-08	4.98E-03
OGG1_0_multinomial_train1.48	1.74E-03	5.75E-03	5.44E-03	6.54E-03	5.79E-03	1.28E-02	1.57E-02	2.41E-11	5.13E-03
OGG1_0_multinomial_train1.49	2.74E-03	1.16E-02	1.03E-02	4.39E-03	4.57E-03	9.70E-03	1.94E-02	2.00E-02	1.16E-02
OGG1_0_multinomial_train1.50	9.17E-03	4.94E-03	6.61E-03	1.02E-02	5.75E-03	3.47E-03	1.49E-02	4.41E-41	5.25E-03
OGG1_0_multinomial_train1.51	6.18E-04	1.15E-02	1.64E-02	1.29E-03	5.97E-03	7.33E-03	1.44E-02	3.06E-03	1.66E-02
OGG1_0_multinomial_train1.52	1.25E-03	7.85E-03	1.11E-02	4.90E-03	7.76E-03	2.57E-03	1.58E-02	7.33E-27	4.88E-03
OGG1_0_multinomial_train1.53	3.93E-03	8.41E-03	9.98E-03	4.92E-03	7.71E-03	1.89E-03	1.64E-02	7.80E-32	6.47E-03
OGG1_0_multinomial_train1.54	5.60E-03	1.46E-03	5.75E-03	8.49E-03	7.23E-03	1.94E-83	1.16E-02	6.92E-80	1.19E-03
OGG1_0_multinomial_train1.55	9.80E-03	6.54E-03	6.44E-03	9.05E-03	5.64E-03	7.73E-03	1.50E-02	2.21E-03	6.27E-03
OGG1_0_multinomial_train1.56	8.83E-03	7.69E-03	5.36E-03	7.77E-03	4.00E-03	1.42E-02	1.80E-02	1.27E-02	7.02E-03
OGG1_0_multinomial_train1.57	9.31E-03	6.97E-03	1.19E-02	4.76E-03	7.99E-03	6.41E-03	2.08E-02	7.80E-55	4.24E-03
OGG1_0_multinomial_train1.58	4.29E-03	6.60E-03	4.90E-03	8.20E-03	3.69E-03	8.06E-03	1.46E-02	1.50E-02	5.65E-03
OGG1_0_multinomial_train1.59	9.01E-03	4.46E-03	2.85E-03	7.98E-03	5.74E-03	1.04E-02	1.57E-02	4.48E-03	2.62E-03
OGG1_0_multinomial_train1.60	1.26E-02	6.20E-03	7.62E-03	8.26E-03	5.82E-03	1.34E-02	2.10E-02	1.10E-18	5.50E-03
OGG1_0_multinomial_train1.61	1.91E-03	1.12E-02	1.13E-02	5.47E-03	4.01E-03	1.07E-02	1.85E-02	1.42E-02	1.11E-02
OGG1_0_multinomial_train1.62	4.48E-03	6.69E-03	8.63E-03	5.49E-03	6.65E-03	1.96E-03	1.49E-02	1.17E-04	7.26E-03
