Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
BRCA_TCGA-A2-A0ST	2.00E-01	7.90E-01	8.92E-01	9.91E-01	1.43E+00	9.04E-01
BRCA_TCGA-A2-A0SU	0.00E+00	1.00E+00	1.48E+00	1.13E+00	1.98E+00	7.78E-01
BRCA_TCGA-A2-A0SX	9.45E-01	1.09E+00	7.48E-01	1.14E+00	1.37E+00	1.15E+00
BRCA_TCGA-A2-A0SY	7.48E-01	1.73E+00	1.54E+00	1.39E+00	1.28E+00	1.97E+00
BRCA_TCGA-A2-A0T0	1.18E+00	2.20E+00	3.11E+00	3.43E+00	1.14E+01	6.49E+00
BRCA_TCGA-A2-A0T1	8.03E-01	1.27E+00	0.00E+00	1.55E+00	1.65E+00	3.06E-01
BRCA_TCGA-A2-A0T3	1.18E+00	1.29E+00	7.48E-01	6.99E-01	1.51E+00	1.07E+00
BRCA_TCGA-A2-A0T4	0.00E+00	8.43E-01	8.95E-01	1.07E+00	2.49E+00	1.07E+00
BRCA_TCGA-A2-A0T5	1.00E-01	8.72E-01	0.00E+00	1.00E-01	1.03E+00	3.94E-01
BRCA_TCGA-A2-A0T6	0.00E+00	1.61E+00	9.36E-01	1.00E-01	1.23E+00	5.93E-01
BRCA_TCGA-A2-A0T7	1.00E-01	5.58E-01	4.01E-01	5.42E-01	1.63E+00	9.04E-01
BRCA_TCGA-A2-A0YC	0.00E+00	1.03E+00	1.27E+00	9.33E-01	1.91E+00	1.39E+00
BRCA_TCGA-A2-A0YD	1.94E+00	1.65E+00	1.05E+00	2.13E-01	6.19E-01	1.94E+00
BRCA_TCGA-A2-A0YE	1.04E+00	1.22E+00	3.00E-01	4.16E-01	1.82E+00	1.57E+00
BRCA_TCGA-A2-A0YF	1.48E+00	1.22E+00	9.75E-01	8.56E-01	1.70E+00	1.28E+00
BRCA_TCGA-A2-A0YG	9.43E-01	1.29E+00	2.88E+00	1.03E+00	1.92E+00	3.29E+00
BRCA_TCGA-A2-A0YH	7.12E-01	1.53E+00	9.17E-01	4.42E-01	3.05E+00	2.91E+00
BRCA_TCGA-A2-A0YI	3.06E-01	4.07E-01	5.73E-01	3.27E-01	1.07E+00	1.16E+00
BRCA_TCGA-A2-A0YJ	5.81E-01	2.13E+00	2.28E+00	1.77E+00	5.11E+00	1.59E+00
BRCA_TCGA-A2-A0YK	2.19E+00	1.44E+00	4.67E-01	9.24E-01	0.00E+00	2.01E+00
BRCA_TCGA-A2-A0YL	0.00E+00	9.46E-01	9.20E-01	8.84E-01	5.04E-01	9.45E-01
BRCA_TCGA-A2-A0YM	1.00E-01	1.78E+00	0.00E+00	1.01E+00	2.97E+00	2.07E+00
BRCA_TCGA-A2-A0YT	1.33E+00	1.90E+00	1.00E-01	9.55E-01	3.36E+00	3.57E+00
BRCA_TCGA-A2-A1FV	0.00E+00	1.19E+00	6.70E-01	1.01E+00	2.19E+00	1.87E+00
BRCA_TCGA-A2-A1FW	1.55E+00	1.82E+00	2.41E+00	2.18E+00	4.19E+00	1.67E+00
BRCA_TCGA-A2-A1FX	9.45E-01	8.67E-01	0.00E+00	8.94E-01	1.53E+00	7.52E-01
BRCA_TCGA-A2-A1FZ	0.00E+00	8.97E-01	9.68E-01	6.19E-01	1.19E+00	7.67E-01
BRCA_TCGA-A2-A1G0	3.89E-01	3.27E-01	5.86E-01	7.06E-01	2.02E+00	1.17E+00
BRCA_TCGA-A2-A1G1	3.96E-01	6.74E-01	1.71E+00	7.77E-01	2.32E+00	1.52E+00
BRCA_TCGA-A2-A1G6	0.00E+00	4.16E-01	5.93E-01	6.01E-01	7.52E-01	4.16E-01
BRCA_TCGA-A2-A259	0.00E+00	7.00E-01	8.14E-01	8.57E-01	1.62E+00	1.02E+00
BRCA_TCGA-A2-A25A	8.57E-01	2.14E+00	1.70E+00	3.06E-01	2.16E+00	1.50E+00
BRCA_TCGA-A2-A25B	1.61E+00	1.47E+00	2.18E+00	1.50E+00	5.24E+00	4.22E+00
BRCA_TCGA-A2-A25C	9.68E-01	4.67E-01	2.55E+00	9.09E-01	1.66E+00	1.04E+00
BRCA_TCGA-A2-A25D	1.33E-01	1.24E+00	2.15E+00	1.21E+00	3.56E+00	2.09E+00
BRCA_TCGA-A2-A25E	6.51E-01	8.97E-01	1.71E+00	1.74E+00	2.21E+00	2.50E+00
BRCA_TCGA-A2-A25F	0.00E+00	0.00E+00	3.35E-01	3.00E-01	5.96E-01	0.00E+00
BRCA_TCGA-A2-A3KD	0.00E+00	7.37E-01	9.83E-01	7.61E-01	0.00E+00	3.71E-01
BRCA_TCGA-A2-A3XT	5.93E-01	8.82E-01	9.87E-01	1.72E+00	6.72E+00	5.23E+00
BRCA_TCGA-A2-A3XU	0.00E+00	1.41E+00	8.19E-01	9.55E-01	2.08E+00	2.60E-01
BRCA_TCGA-A2-A3XV	4.23E-01	8.83E-01	1.65E+00	9.04E-01	1.87E+00	2.00E-01
BRCA_TCGA-A2-A3XW	5.47E-01	6.00E-01	0.00E+00	9.78E-01	1.13E+00	4.27E-01
BRCA_TCGA-A2-A3XX	6.23E-01	1.20E+00	6.40E-01	6.86E-01	2.24E+00	2.08E+00
BRCA_TCGA-A2-A3XZ	0.00E+00	1.22E+00	3.96E-01	8.31E-01	1.05E+00	1.22E+00
BRCA_TCGA-A2-A3Y0	1.69E+00	1.57E+00	2.11E+00	3.15E+00	9.29E+00	7.16E+00
BRCA_TCGA-A2-A4S1	1.15E+00	1.20E+00	1.25E+00	9.64E-01	5.43E+00	3.57E+00
BRCA_TCGA-A2-A4S2	0.00E+00	1.13E+00	7.95E-01	1.61E+00	3.05E+00	1.48E+00
BRCA_TCGA-A2-A4S3	1.23E+00	1.85E+00	2.01E+00	2.27E+00	2.61E+00	2.15E+00
BRCA_TCGA-A7-A0CE	2.91E-01	8.31E-01	1.03E+00	2.89E+00	3.28E+00	1.75E+00
BRCA_TCGA-A7-A0CH	2.24E-01	3.59E-01	4.67E-01	8.03E-01	1.73E+00	1.28E+00
BRCA_TCGA-A7-A0D9	1.53E-01	3.79E-01	2.00E-01	4.82E-01	7.72E-01	5.59E-01
BRCA_TCGA-A7-A0DA	1.50E+00	2.27E+00	1.93E+00	4.89E+00	1.25E+01	7.05E+00
BRCA_TCGA-A7-A0DB	8.23E-01	1.10E+00	0.00E+00	8.36E-01	2.24E+00	1.71E+00
BRCA_TCGA-A7-A13D	4.73E-01	1.60E+00	2.28E+00	1.92E+00	8.10E+00	6.71E+00
BRCA_TCGA-A7-A13E	0.00E+00	1.81E+00	1.52E+00	5.33E-01	3.47E+00	2.57E+00
BRCA_TCGA-A7-A13F	9.34E-01	8.70E-01	6.51E-01	1.39E+00	1.60E+00	1.34E+00
BRCA_TCGA-A7-A13G	3.33E-01	8.47E-01	1.36E+00	5.54E-01	1.32E+00	9.94E-01
BRCA_TCGA-A7-A26E	1.24E+00	8.54E-01	1.01E+00	6.63E-01	1.85E+00	1.96E+00
BRCA_TCGA-A7-A26F	9.71E-01	1.65E+00	1.48E+00	5.33E-01	2.22E+00	1.11E+00
BRCA_TCGA-A7-A26G	8.17E-01	8.70E-01	1.54E+00	7.02E-01	3.05E+00	2.60E+00
BRCA_TCGA-A7-A26H	1.54E+00	2.15E+00	2.00E-01	8.56E-01	2.15E+00	2.14E+00
BRCA_TCGA-A7-A26I	8.33E-01	9.00E-01	1.00E+00	9.67E-01	2.95E+00	1.12E+00
BRCA_TCGA-A7-A26J	9.52E-01	9.04E-01	4.07E-01	3.00E-01	3.03E+00	1.96E+00
BRCA_TCGA-A7-A2KD	8.82E-01	1.20E+00	3.00E-01	1.63E+00	2.49E+00	1.18E+00
BRCA_TCGA-A7-A3RF	0.00E+00	8.49E-01	9.52E-01	1.65E+00	2.51E+00	7.18E-01
BRCA_TCGA-A7-A425	0.00E+00	8.23E-01	5.26E-01	1.65E+00	2.00E+00	1.00E-01
BRCA_TCGA-A7-A4SC	1.49E+00	9.68E-01	0.00E+00	6.40E-01	2.22E+00	1.60E+00
BRCA_TCGA-A7-A4SD	0.00E+00	1.34E+00	1.03E+00	1.66E+00	2.65E+00	9.55E-01
BRCA_TCGA-A7-A4SE	7.15E-01	6.90E-01	1.38E+00	1.39E+00	7.24E+00	5.73E+00
BRCA_TCGA-A7-A56D	1.86E+00	1.98E+00	1.30E+00	1.43E+00	4.24E+00	2.42E+00
BRCA_TCGA-A7-A5ZV	1.04E+00	1.25E+00	2.50E+00	6.62E+00	1.45E+01	7.00E+00
BRCA_TCGA-A7-A5ZW	8.62E-01	8.17E-01	9.80E-01	1.16E+00	1.14E+00	1.10E+00
BRCA_TCGA-A7-A5ZX	1.15E+00	8.56E-01	3.06E-01	9.00E-01	1.82E+00	1.44E+00
BRCA_TCGA-A7-A6VV	0.00E+00	1.19E+00	2.30E+00	9.43E-01	3.53E+00	1.50E+00
BRCA_TCGA-A7-A6VW	2.00E-01	2.01E+00	1.92E+00	3.16E+00	4.85E+00	2.05E+00
BRCA_TCGA-A7-A6VX	6.33E-01	7.31E-01	3.02E+00	3.60E+00	6.93E+00	3.94E+00
BRCA_TCGA-A7-A6VY	1.51E+00	1.41E+00	2.50E+00	2.39E+00	6.82E+00	5.41E+00
BRCA_TCGA-A8-A075	1.21E+00	1.56E+00	1.18E+00	2.57E+00	5.40E+00	2.57E+00
BRCA_TCGA-AC-A23C	1.50E+00	2.11E+00	1.83E+00	2.27E+00	5.13E+00	1.28E+00
BRCA_TCGA-AC-A23E	4.47E-01	8.46E-01	3.40E-01	0.00E+00	1.59E+00	9.43E-01
BRCA_TCGA-AC-A23H	1.44E+01	4.65E+00	6.30E+00	3.29E+00	6.43E+00	1.28E+01
BRCA_TCGA-AC-A2B8	5.00E-01	1.41E+00	3.00E-01	6.46E-01	1.00E+00	1.69E+00
BRCA_TCGA-AC-A2BK	0.00E+00	1.78E+00	1.38E+00	1.72E+00	4.73E+00	3.09E+00
BRCA_TCGA-AC-A2BM	3.42E-01	1.14E+00	1.84E+00	5.17E-01	1.40E+00	5.42E-01
BRCA_TCGA-AC-A2FB	0.00E+00	6.57E-01	4.00E-01	9.00E-01	9.21E-01	1.14E+00
BRCA_TCGA-AC-A2FF	0.00E+00	2.91E-01	2.21E-01	2.60E-01	1.10E+00	7.33E-01
BRCA_TCGA-AC-A2FG	0.00E+00	9.04E-01	7.22E-01	9.98E-01	1.50E+00	1.19E+00
BRCA_TCGA-AC-A2FK	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.27E-01	3.27E-01
BRCA_TCGA-AC-A2FO	8.46E-01	4.73E-01	1.00E-01	0.00E+00	1.24E+00	1.49E+00
BRCA_TCGA-AC-A2QH	3.40E-01	8.49E-01	7.67E-01	3.40E-01	9.55E-01	1.03E+00
BRCA_TCGA-AC-A3HN	0.00E+00	4.58E-01	2.00E-01	8.88E-01	1.44E+00	6.46E-01
BRCA_TCGA-AC-A3OD	7.92E-01	7.52E-01	1.31E+00	6.18E-01	9.29E-01	1.22E+00
BRCA_TCGA-AC-A3QP	6.05E-01	7.75E-01	5.96E-01	1.37E+00	2.63E+00	1.27E+00
BRCA_TCGA-AC-A3QQ	6.67E-01	1.41E+00	1.37E+00	6.96E-01	1.33E+00	4.58E-01
BRCA_TCGA-AC-A3W5	4.01E-01	1.56E+00	1.71E+00	3.12E+00	8.95E+00	7.40E+00
BRCA_TCGA-AC-A3YI	6.11E-01	7.92E-01	0.00E+00	8.56E-01	1.10E+00	6.40E-01
BRCA_TCGA-AC-A3YJ	7.63E-01	1.32E+00	1.53E+00	1.36E+00	1.61E+00	1.01E+00
BRCA_TCGA-AC-A4ZE	0.00E+00	1.67E+00	2.02E+00	1.29E+00	3.45E+00	2.54E+00
BRCA_TCGA-AC-A5EH	1.10E+00	1.26E+00	3.35E+00	4.06E+00	1.08E+01	6.90E+00
BRCA_TCGA-AC-A5EI	1.00E-01	1.18E+00	1.00E-01	7.27E-01	1.77E+00	1.76E+00
BRCA_TCGA-AC-A5XS	4.41E+00	1.87E+00	1.57E+00	9.00E-01	1.54E+00	4.27E+00
BRCA_TCGA-AC-A5XU	1.18E+00	1.59E+00	1.77E+00	7.61E-01	4.94E+00	3.48E+00
BRCA_TCGA-AC-A62V	1.39E+00	1.86E+00	1.22E+00	1.28E+00	3.10E+00	2.47E+00
BRCA_TCGA-AC-A62X	8.83E-01	1.75E+00	1.16E+00	1.61E+00	2.39E+00	1.55E+00
BRCA_TCGA-AC-A62Y	0.00E+00	9.64E-01	1.78E+00	1.67E+00	2.63E+00	1.56E+00
BRCA_TCGA-AC-A6IV	6.16E-01	1.20E+00	1.42E+00	9.20E-01	1.57E+00	0.00E+00
BRCA_TCGA-AC-A6IW	0.00E+00	2.43E+00	2.77E+00	3.63E+00	7.69E+00	5.21E+00
BRCA_TCGA-AC-A6IX	0.00E+00	6.74E-01	1.84E+00	1.23E+00	2.12E+00	1.46E+00
BRCA_TCGA-AC-A6NO	0.00E+00	1.00E+00	4.00E-01	8.43E-01	1.80E+00	1.59E+00
BRCA_TCGA-AC-A7VB	1.00E-01	1.17E+00	9.29E-01	7.90E-01	1.82E+00	1.02E+00
BRCA_TCGA-AC-A7VC	7.95E-01	1.15E+00	1.31E+00	5.81E-01	1.53E+00	4.01E-01
BRCA_TCGA-AC-A8OP	2.65E+00	3.10E+00	4.14E+00	3.13E+00	8.51E+00	5.08E+00
BRCA_TCGA-AC-A8OQ	1.35E+00	2.54E+00	2.17E+00	2.70E+00	3.65E+00	3.87E+00
BRCA_TCGA-AC-A8OR	0.00E+00	1.04E+00	8.06E-01	7.89E-01	1.19E+00	7.63E-01
BRCA_TCGA-AC-A8OS	2.00E-01	1.10E+00	2.00E-01	1.45E+00	3.52E+00	2.08E+00
BRCA_TCGA-AN-A0XL	1.30E+00	1.03E+00	8.06E-01	9.04E-01	2.09E+00	1.09E+00
BRCA_TCGA-AN-A0XN	9.32E-01	1.61E+00	2.46E+00	3.93E+00	9.65E+00	4.20E+00
BRCA_TCGA-AN-A0XO	6.80E-01	1.19E+00	0.00E+00	1.75E+00	1.83E+00	1.49E+00
BRCA_TCGA-AN-A0XP	4.94E-01	7.92E-01	9.55E-01	1.10E+00	1.21E+00	1.70E+00
BRCA_TCGA-AN-A0XR	0.00E+00	8.92E-01	1.23E+00	0.00E+00	1.27E+00	1.63E+00
BRCA_TCGA-AN-A0XS	7.89E-01	6.05E-01	8.69E-01	6.00E-01	1.49E+00	1.16E+00
BRCA_TCGA-AN-A0XT	2.00E-01	9.24E-01	1.39E+00	7.16E-01	1.49E+00	4.00E-01
BRCA_TCGA-AN-A0XU	1.40E+00	8.60E-01	2.01E+00	1.58E+00	7.50E+00	5.29E+00
BRCA_TCGA-AN-A0XV	6.63E-01	1.53E+00	1.39E+00	1.04E+00	1.49E+00	1.44E+00
BRCA_TCGA-AN-A0XW	6.37E-01	8.06E-01	1.13E+00	0.00E+00	9.89E-01	1.90E+00
BRCA_TCGA-AO-A03M	2.64E+00	1.24E+00	6.80E-01	1.13E+00	1.07E+00	2.63E+00
BRCA_TCGA-AO-A03N	1.17E+00	1.46E+00	1.89E+00	2.69E-01	1.42E+00	2.20E+00
BRCA_TCGA-AO-A03U	0.00E+00	0.00E+00	0.00E+00	3.06E-01	5.73E-01	5.39E-01
BRCA_TCGA-AO-A03V	1.26E+00	1.33E+00	1.28E+00	9.33E-01	2.90E+00	2.81E+00
BRCA_TCGA-AO-A0JG	8.43E-01	0.00E+00	8.06E-01	9.20E-01	1.30E+00	8.33E-01
BRCA_TCGA-AO-A124	2.25E+00	1.61E+00	3.25E+00	2.31E+00	1.21E+01	7.76E+00
BRCA_TCGA-AO-A125	5.96E-01	9.46E-01	8.49E-01	1.01E+00	1.52E+00	2.12E+00
BRCA_TCGA-AO-A126	3.07E-01	9.71E-01	3.00E-01	5.17E-01	1.51E+00	7.22E-01
BRCA_TCGA-AO-A128	8.03E-01	9.40E+00	2.14E+01	2.41E+01	7.74E+00	2.79E+00
BRCA_TCGA-AO-A129	8.75E-01	1.87E+00	2.39E+00	2.57E+00	6.59E+00	4.73E+00
BRCA_TCGA-AO-A12A	0.00E+00	7.81E-01	1.33E-01	4.27E-01	9.71E-01	4.07E-01
BRCA_TCGA-AO-A12B	2.13E-01	8.23E-01	4.33E-01	1.26E+00	1.75E+00	2.21E-01
BRCA_TCGA-AO-A12D	9.00E-01	1.27E+00	4.42E-01	1.67E-01	1.47E+00	1.78E+00
BRCA_TCGA-AO-A12E	0.00E+00	1.31E+00	4.00E-01	9.33E-01	2.02E+00	1.02E+00
BRCA_TCGA-AO-A12F	9.78E-01	1.26E+00	1.30E+00	1.15E+00	1.75E+00	7.00E-01
BRCA_TCGA-AO-A12G	0.00E+00	1.18E+00	1.07E+00	1.14E+00	1.22E+00	1.51E+00
BRCA_TCGA-AO-A12H	0.00E+00	1.03E+00	6.67E-01	9.43E-01	1.65E+00	1.25E+00
BRCA_TCGA-AO-A1KO	3.65E-01	0.00E+00	1.00E-01	6.50E-01	8.47E-01	1.00E-01
BRCA_TCGA-AO-A1KR	8.43E-01	1.25E+00	2.09E+00	2.11E+00	6.08E+00	3.26E+00
BRCA_TCGA-AO-A1KT	2.00E-01	1.17E+00	1.02E+00	2.18E+00	2.46E+00	1.03E+00
BRCA_TCGA-AQ-A04H	7.95E-01	1.39E+00	8.03E-01	9.17E-01	1.31E+00	7.72E-01
BRCA_TCGA-AQ-A0Y5	0.00E+00	2.46E+00	8.70E-01	8.33E-01	2.47E+00	1.42E+00
BRCA_TCGA-AQ-A1H2	6.00E-01	8.19E-01	1.00E-01	1.02E+00	1.72E+00	1.12E+00
BRCA_TCGA-AQ-A1H3	0.00E+00	7.27E-01	0.00E+00	8.19E-01	1.05E+00	0.00E+00
BRCA_TCGA-AQ-A54O	3.14E-01	1.04E+00	9.87E-01	1.01E+00	1.41E+00	3.42E-01
BRCA_TCGA-AQ-A7U7	0.00E+00	7.64E-01	7.00E-01	1.37E+00	8.33E-01	1.50E+00
BRCA_TCGA-AR-A0TP	0.00E+00	5.54E-01	1.35E+00	1.88E+00	4.42E+00	1.88E+00
BRCA_TCGA-AR-A0TQ	6.05E-01	1.56E+00	1.55E+00	4.27E-01	1.72E+00	1.87E+00
BRCA_TCGA-AR-A0TR	0.00E+00	6.67E-01	1.39E+00	1.82E+00	1.54E+00	7.31E-01
BRCA_TCGA-AR-A0TS	3.14E-01	9.64E-01	1.65E+00	1.79E+00	4.32E+00	3.37E+00
BRCA_TCGA-AR-A0TT	3.00E-01	2.25E+00	7.06E-01	9.40E-01	3.57E+00	2.33E+00
BRCA_TCGA-AR-A0TU	1.56E+00	1.21E+00	1.33E+00	1.58E+00	4.99E+00	3.35E+00
BRCA_TCGA-AR-A0TV	7.86E-01	1.30E+00	1.19E+00	1.15E+00	2.93E+00	1.67E+00
BRCA_TCGA-AR-A0TW	1.17E+00	5.86E-01	2.16E+00	1.30E+00	2.71E+00	1.30E+00
BRCA_TCGA-AR-A0TX	8.54E-01	1.29E+00	3.42E-01	1.29E+00	0.00E+00	2.37E+00
BRCA_TCGA-AR-A0TZ	1.87E+00	1.16E+00	1.25E+00	1.60E+00	1.40E+00	1.48E+00
BRCA_TCGA-AR-A0U0	7.27E-01	9.91E-01	1.21E+00	1.18E+00	2.29E+00	1.68E+00
BRCA_TCGA-AR-A0U1	1.37E+00	1.01E+00	8.60E-01	3.15E+00	6.99E+00	3.79E+00
BRCA_TCGA-AR-A0U2	0.00E+00	1.66E+00	2.35E+00	9.07E-01	1.99E+00	1.48E+00
BRCA_TCGA-AR-A0U3	1.21E+00	1.30E+00	7.92E-01	7.18E-01	1.62E+00	6.00E-01
BRCA_TCGA-AR-A0U4	1.38E+00	8.69E-01	3.09E+00	4.67E+00	9.69E+00	5.49E+00
BRCA_TCGA-AR-A1AH	1.71E+00	1.32E+00	1.85E+00	2.41E+00	4.37E+00	3.00E+00
BRCA_TCGA-AR-A1AI	9.33E-01	1.49E+00	1.89E+00	7.52E-01	1.97E+00	2.19E+00
BRCA_TCGA-AR-A1AJ	0.00E+00	1.68E+00	8.33E-01	1.15E+00	1.27E+00	1.80E+00
BRCA_TCGA-AR-A1AK	7.00E-01	1.32E+00	1.20E+00	9.36E-01	2.02E+00	1.63E+00
BRCA_TCGA-AR-A1AL	6.67E-01	1.15E+00	2.13E-01	8.83E-01	1.37E+00	1.23E+00
BRCA_TCGA-AR-A1AN	0.00E+00	1.81E+00	4.00E-01	8.97E-01	1.50E+00	9.36E-01
BRCA_TCGA-AR-A1AO	1.32E+00	1.25E+00	2.36E+00	1.29E+00	5.40E+00	5.39E+00
BRCA_TCGA-AR-A1AP	8.84E-01	9.57E-01	3.00E-01	9.32E-01	1.43E+00	1.16E+00
BRCA_TCGA-AR-A1AQ	0.00E+00	1.35E+00	1.69E+00	7.18E-01	2.25E+00	9.33E-01
BRCA_TCGA-AR-A1AR	8.36E-01	1.11E+00	0.00E+00	9.55E-01	4.07E+00	2.62E+00
BRCA_TCGA-AR-A1AS	6.11E-01	1.07E+00	7.75E-01	1.32E+00	7.63E-01	7.22E-01
BRCA_TCGA-AR-A1AT	3.89E-01	1.11E+00	1.12E+00	5.82E-01	2.44E+00	9.80E-01
BRCA_TCGA-AR-A1AU	4.00E-01	5.67E-01	0.00E+00	9.45E-01	1.08E+00	8.17E-01
BRCA_TCGA-AR-A1AV	1.34E+00	1.26E+00	0.00E+00	9.75E-01	2.21E+00	1.61E+00
BRCA_TCGA-AR-A1AW	7.02E-01	1.32E+00	8.06E-01	1.29E+00	1.84E+00	1.31E+00
BRCA_TCGA-AR-A1AX	7.06E-01	1.17E+00	4.16E-01	5.62E-01	1.49E+00	1.38E+00
BRCA_TCGA-AR-A1AY	5.58E-01	1.71E+00	2.63E+00	1.07E+00	2.52E+00	2.24E+00
BRCA_TCGA-AR-A24H	1.44E+00	1.03E+00	1.41E+00	3.51E+00	7.58E+00	4.18E+00
BRCA_TCGA-AR-A24K	5.00E-01	7.61E-01	1.45E+00	8.36E-01	2.30E+00	8.00E-01
BRCA_TCGA-AR-A24L	0.00E+00	1.02E+00	6.40E-01	1.22E+00	3.11E+00	2.70E+00
BRCA_TCGA-AR-A24M	3.96E-01	8.44E-01	9.48E-01	5.39E-01	1.25E+00	4.77E-01
BRCA_TCGA-AR-A24N	0.00E+00	1.02E+00	1.23E+00	5.54E-01	1.28E+00	1.62E+00
BRCA_TCGA-AR-A24O	3.48E-01	7.86E-01	1.07E+00	8.20E-01	1.40E+00	6.05E-01
BRCA_TCGA-AR-A24P	3.06E-01	7.03E-01	7.61E-01	3.14E-01	7.60E-01	3.42E-01
BRCA_TCGA-AR-A24Q	1.78E+00	1.25E+00	2.79E+00	1.54E+00	1.08E+01	8.96E+00
BRCA_TCGA-AR-A24R	0.00E+00	9.83E-01	8.84E-01	7.42E-01	9.24E-01	6.37E-01
BRCA_TCGA-AR-A24S	6.23E-01	8.19E-01	1.50E+00	1.48E+00	1.63E+00	1.10E+00
BRCA_TCGA-AR-A24T	1.00E-01	6.53E-01	5.00E-01	2.24E-01	1.28E+00	1.09E+00
BRCA_TCGA-AR-A24U	0.00E+00	6.33E-01	6.23E-01	0.00E+00	1.45E+00	1.56E+00
BRCA_TCGA-AR-A24V	0.00E+00	1.04E+00	0.00E+00	9.17E-01	1.66E+00	9.24E-01
