Samples	SBS96A	SBS96B	SBS96C
EXO1_0_multinomial_train1.62	8.67E-27	1.98E-02	9.11E-27
EXO1_0_multinomial_train1.63	8.49E-27	2.14E-02	8.90E-27
EXO1_0_multinomial_train1.64	8.46E-27	2.16E-02	8.90E-27
EXO1_0_multinomial_train1.65	8.35E-27	2.25E-02	8.78E-27
EXO1_0_multinomial_train1.66	8.59E-27	2.02E-02	9.06E-27
EXO1_0_multinomial_train1.67	8.55E-27	2.10E-02	8.99E-27
EXO1_0_multinomial_train1.68	8.21E-27	2.29E-02	8.79E-27
EXO1_0_multinomial_train1.69	8.89E-27	1.77E-02	9.31E-27
EXO1_0_multinomial_train1.70	8.48E-27	2.20E-02	8.87E-27
EXO1_0_multinomial_train1.71	8.55E-27	2.08E-02	8.96E-27
EXO1_0_multinomial_train1.72	8.38E-27	2.22E-02	8.83E-27
EXO1_0_multinomial_train1.73	8.45E-27	2.13E-02	8.95E-27
EXO1_0_multinomial_train1.74	8.82E-27	1.87E-02	9.17E-27
EXO1_0_multinomial_train1.75	8.55E-27	2.01E-02	9.10E-27
EXO1_0_multinomial_train1.76	8.60E-27	2.03E-02	9.04E-27
EXO1_0_multinomial_train1.77	8.32E-27	2.24E-02	8.78E-27
EXO1_0_multinomial_train1.78	8.45E-27	2.15E-02	8.91E-27
EXO1_0_multinomial_train1.79	8.40E-27	2.19E-02	8.87E-27
EXO1_0_multinomial_train1.80	8.71E-27	1.95E-02	9.11E-27
EXO1_0_multinomial_train1.81	8.39E-27	2.24E-02	8.80E-27
EXO1_0_multinomial_train1.82	8.52E-27	2.13E-02	8.93E-27
EXO1_0_multinomial_train1.83	8.38E-27	2.16E-02	8.91E-27
EXO1_0_multinomial_train1.84	8.45E-27	2.18E-02	8.87E-27
EXO1_0_multinomial_train1.85	8.82E-27	1.84E-02	9.24E-27
EXO1_0_multinomial_train1.86	8.48E-27	2.09E-02	8.98E-27
EXO1_0_multinomial_train1.87	8.58E-27	2.07E-02	8.99E-27
EXO1_0_multinomial_train1.88	8.44E-27	2.19E-02	8.87E-27
EXO1_0_multinomial_train1.89	8.49E-27	2.16E-02	8.89E-27
EXO1_0_multinomial_train1.90	8.58E-27	1.98E-02	9.12E-27
EXO1_0_multinomial_train1.91	8.78E-27	1.93E-02	9.11E-27
EXO1_0_multinomial_train1.92	8.29E-27	2.20E-02	8.88E-27
EXO1_0_multinomial_train1.93	8.89E-27	1.86E-02	9.22E-27
EXO1_0_multinomial_train1.94	8.56E-27	2.05E-02	9.04E-27
EXO1_0_multinomial_train1.95	8.64E-27	1.98E-02	9.09E-27
EXO1_0_multinomial_train1.96	8.76E-27	1.90E-02	9.12E-27
EXO1_0_multinomial_train1.97	8.36E-27	2.21E-02	8.87E-27
EXO1_0_multinomial_train1.98	8.30E-27	2.24E-02	8.83E-27
OGG1_0_multinomial_train1	3.04E-02	1.04E-01	4.80E-01
OGG1_0_multinomial_train1.1	2.84E-02	1.04E-01	4.79E-01
OGG1_0_multinomial_train1.2	3.01E-02	1.00E-01	4.77E-01
OGG1_0_multinomial_train1.3	2.62E-02	4.26E-01	4.95E-01
OGG1_0_multinomial_train1.4	2.54E-02	4.28E-01	4.96E-01
OGG1_0_multinomial_train1.5	2.90E-02	1.07E-01	4.81E-01
OGG1_0_multinomial_train1.6	3.24E-02	1.01E-01	4.78E-01
OGG1_0_multinomial_train1.7	2.78E-02	4.19E-01	4.88E-01
OGG1_0_multinomial_train1.8	2.45E-02	4.29E-01	5.04E-01
OGG1_0_multinomial_train1.9	2.58E-02	4.25E-01	4.93E-01
OGG1_0_multinomial_train1.10	2.79E-02	4.26E-01	4.93E-01
OGG1_0_multinomial_train1.11	2.59E-02	4.27E-01	4.94E-01
OGG1_0_multinomial_train1.12	3.04E-02	9.88E-02	4.76E-01
OGG1_0_multinomial_train1.13	2.86E-02	4.21E-01	4.90E-01
OGG1_0_multinomial_train1.14	3.02E-02	1.03E-01	4.79E-01
OGG1_0_multinomial_train1.15	2.79E-02	1.04E-01	4.80E-01
OGG1_0_multinomial_train1.16	2.75E-02	4.22E-01	4.91E-01
OGG1_0_multinomial_train1.17	2.96E-02	1.00E-01	4.78E-01
OGG1_0_multinomial_train1.18	2.83E-02	1.06E-01	4.82E-01
OGG1_0_multinomial_train1.19	2.83E-02	1.03E-01	4.79E-01
OGG1_0_multinomial_train1.20	2.71E-02	4.24E-01	4.92E-01
OGG1_0_multinomial_train1.21	2.95E-02	1.02E-01	4.78E-01
OGG1_0_multinomial_train1.22	2.82E-02	1.05E-01	4.79E-01
OGG1_0_multinomial_train1.23	3.04E-02	1.07E-01	4.82E-01
OGG1_0_multinomial_train1.24	3.36E-02	9.58E-02	4.75E-01
OGG1_0_multinomial_train1.25	2.81E-02	4.28E-01	4.77E-01
OGG1_0_multinomial_train1.26	2.84E-02	1.02E-01	4.79E-01
OGG1_0_multinomial_train1.27	2.76E-02	4.24E-01	4.91E-01
OGG1_0_multinomial_train1.28	2.79E-02	1.03E-01	4.81E-01
OGG1_0_multinomial_train1.29	2.77E-02	4.22E-01	4.90E-01
OGG1_0_multinomial_train1.30	2.76E-02	4.21E-01	4.90E-01
OGG1_0_multinomial_train1.31	3.01E-02	1.03E-01	4.78E-01
OGG1_0_multinomial_train1.32	2.90E-02	9.76E-02	4.77E-01
OGG1_0_multinomial_train1.33	2.46E-02	4.28E-01	4.95E-01
OGG1_0_multinomial_train1.34	2.88E-02	1.03E-01	4.78E-01
OGG1_0_multinomial_train1.35	2.72E-02	4.24E-01	4.93E-01
OGG1_0_multinomial_train1.36	2.77E-02	4.24E-01	4.93E-01
OGG1_0_multinomial_train1.37	2.83E-02	1.02E-01	4.78E-01
OGG1_0_multinomial_train1.38	3.12E-02	9.18E-02	4.74E-01
OGG1_0_multinomial_train1.39	2.81E-02	4.22E-01	4.91E-01
OGG1_0_multinomial_train1.40	2.55E-02	4.21E-01	4.89E-01
OGG1_0_multinomial_train1.41	2.54E-02	4.28E-01	5.07E-01
OGG1_0_multinomial_train1.42	3.31E-02	9.47E-02	4.74E-01
OGG1_0_multinomial_train1.43	2.83E-02	4.21E-01	4.88E-01
OGG1_0_multinomial_train1.44	2.67E-02	4.26E-01	4.95E-01
OGG1_0_multinomial_train1.45	3.07E-02	1.03E-01	4.80E-01
OGG1_0_multinomial_train1.46	2.73E-02	4.21E-01	4.88E-01
OGG1_0_multinomial_train1.47	3.04E-02	1.02E-01	4.79E-01
OGG1_0_multinomial_train1.48	3.03E-02	1.02E-01	4.79E-01
OGG1_0_multinomial_train1.49	3.03E-02	1.03E-01	4.78E-01
OGG1_0_multinomial_train1.50	2.90E-02	9.60E-02	4.76E-01
OGG1_0_multinomial_train1.51	3.01E-02	1.02E-01	4.77E-01
OGG1_0_multinomial_train1.52	2.72E-02	4.24E-01	4.92E-01
OGG1_0_multinomial_train1.53	2.69E-02	4.23E-01	4.92E-01
OGG1_0_multinomial_train1.54	2.48E-02	4.26E-01	4.95E-01
OGG1_0_multinomial_train1.55	3.21E-02	9.36E-02	4.73E-01
OGG1_0_multinomial_train1.56	3.49E-02	9.65E-02	4.75E-01
OGG1_0_multinomial_train1.57	2.85E-02	4.18E-01	4.87E-01
OGG1_0_multinomial_train1.58	3.06E-02	9.84E-02	4.76E-01
OGG1_0_multinomial_train1.59	3.21E-02	9.81E-02	4.77E-01
OGG1_0_multinomial_train1.60	3.26E-02	9.27E-02	4.74E-01
OGG1_0_multinomial_train1.61	3.12E-02	9.99E-02	4.77E-01
OGG1_0_multinomial_train1.62	2.72E-02	1.05E-01	4.81E-01
OGG1_0_multinomial_train1.63	2.70E-02	9.87E-02	4.78E-01
OGG1_0_multinomial_train1.64	2.84E-02	9.83E-02	4.78E-01
OGG1_0_multinomial_train1.65	3.28E-02	9.48E-02	4.75E-01
OGG1_0_multinomial_train1.66	2.92E-02	9.55E-02	4.77E-01
OGG1_0_multinomial_train1.67	3.43E-02	9.75E-02	4.77E-01
OGG1_0_multinomial_train1.68	2.83E-02	4.23E-01	4.92E-01
OGG1_0_multinomial_train1.69	2.94E-02	1.02E-01	4.78E-01
OGG1_0_multinomial_train1.70	2.87E-02	4.26E-01	4.93E-01
OGG1_0_multinomial_train1.71	2.68E-02	4.27E-01	5.09E-01
OGG1_0_multinomial_train1.72	2.80E-02	4.20E-01	4.89E-01
OGG1_0_multinomial_train1.73	2.76E-02	4.22E-01	4.90E-01
OGG1_0_multinomial_train1.74	2.80E-02	4.20E-01	4.90E-01
OGG1_0_multinomial_train1.75	2.57E-02	4.25E-01	4.93E-01
OGG1_0_multinomial_train1.76	2.89E-02	1.11E-01	4.72E-01
OGG1_0_multinomial_train1.77	2.66E-02	4.25E-01	4.94E-01
OGG1_0_multinomial_train1.78	2.91E-02	4.18E-01	4.88E-01
OGG1_0_multinomial_train1.79	2.57E-02	4.33E-01	4.33E-01
OGG1_0_multinomial_train1.80	2.77E-02	4.23E-01	4.91E-01
OGG1_0_multinomial_train1.81	2.54E-02	4.30E-01	4.85E-01
OGG1_0_multinomial_train1.82	2.80E-02	4.23E-01	4.92E-01
OGG1_0_multinomial_train1.83	2.84E-02	1.07E-01	4.80E-01
OGG1_0_multinomial_train1.84	3.02E-02	1.01E-01	4.79E-01
OGG1_0_multinomial_train1.85	3.01E-02	1.07E-01	4.80E-01
OGG1_0_multinomial_train1.86	2.99E-02	1.04E-01	4.81E-01
OGG1_0_multinomial_train1.87	2.83E-02	4.20E-01	4.89E-01
OGG1_0_multinomial_train1.88	3.05E-02	9.81E-02	4.75E-01
OGG1_0_multinomial_train1.89	3.06E-02	1.03E-01	4.80E-01
OGG1_0_multinomial_train1.90	2.89E-02	9.86E-02	4.76E-01
OGG1_0_multinomial_train1.91	3.05E-02	1.01E-01	4.78E-01
OGG1_0_multinomial_train1.92	3.13E-02	9.60E-02	4.75E-01
OGG1_0_multinomial_train1.93	2.72E-02	4.21E-01	4.90E-01
OGG1_0_multinomial_train1.94	2.87E-02	1.00E-01	4.78E-01
OGG1_0_multinomial_train1.95	2.88E-02	4.20E-01	4.90E-01
OGG1_0_multinomial_train1.96	2.72E-02	4.22E-01	4.90E-01
OGG1_0_multinomial_train1.97	2.69E-02	4.21E-01	4.90E-01
OGG1_0_multinomial_train1.98	3.03E-02	1.07E-01	4.92E-01
RNF168_0_multinomial_train1	6.35E-02	8.01E-02	1.27E-01
RNF168_0_multinomial_train1.1	3.39E-02	7.90E-02	1.24E-01
RNF168_0_multinomial_train1.2	5.90E-02	8.55E-02	1.30E-01
RNF168_0_multinomial_train1.3	6.39E-02	8.77E-02	1.39E-01
RNF168_0_multinomial_train1.4	1.67E-02	8.20E-02	1.48E-01
RNF168_0_multinomial_train1.5	7.17E-02	8.87E-02	1.50E-01
RNF168_0_multinomial_train1.6	6.05E-02	7.95E-02	1.25E-01
RNF168_0_multinomial_train1.7	7.84E-02	8.23E-02	1.62E-01
RNF168_0_multinomial_train1.8	6.73E-02	8.60E-02	1.44E-01
RNF168_0_multinomial_train1.9	2.52E-02	8.47E-02	1.63E-01
RNF168_0_multinomial_train1.10	5.78E-02	8.88E-02	1.27E-01
RNF168_0_multinomial_train1.11	2.36E-02	8.15E-02	1.75E-01
RNF168_0_multinomial_train1.12	5.79E-02	8.64E-02	1.23E-01
RNF168_0_multinomial_train1.13	2.04E-02	8.12E-02	2.50E-01
RNF168_0_multinomial_train1.14	4.81E-02	8.80E-02	1.25E-01
RNF168_0_multinomial_train1.15	6.46E-03	8.03E-02	1.63E-01
RNF168_0_multinomial_train1.16	3.35E-02	8.34E-02	1.18E-01
RNF168_0_multinomial_train1.17	2.13E-02	9.37E-02	1.46E-01
RNF168_0_multinomial_train1.18	7.86E-02	8.15E-02	1.91E-01
RNF168_0_multinomial_train1.19	4.93E-02	8.68E-02	1.17E-01
RNF168_0_multinomial_train1.20	1.55E-02	8.81E-02	1.53E-01
RNF168_0_multinomial_train1.21	1.24E-02	8.34E-02	1.63E-01
RNF168_0_multinomial_train1.22	6.46E-02	8.78E-02	1.35E-01
RNF168_0_multinomial_train1.23	5.58E-02	8.63E-02	1.28E-01
RNF168_0_multinomial_train1.24	3.88E-02	8.30E-02	1.20E-01
RNF168_0_multinomial_train1.25	7.49E-02	8.96E-02	1.55E-01
RNF168_0_multinomial_train1.26	4.03E-02	8.37E-02	1.16E-01
RNF168_0_multinomial_train1.27	3.93E-02	8.06E-02	1.12E-01
RNF168_0_multinomial_train1.28	4.68E-02	8.81E-02	1.17E-01
RNF168_0_multinomial_train1.29	1.53E-02	8.17E-02	1.45E-01
RNF168_0_multinomial_train1.30	6.34E-02	9.11E-02	1.43E-01
RNF168_0_multinomial_train1.31	1.27E-02	8.58E-02	1.82E-01
RNF168_0_multinomial_train1.32	5.22E-02	8.95E-02	1.29E-01
RNF168_0_multinomial_train1.33	2.47E-02	8.51E-02	2.05E-01
RNF168_0_multinomial_train1.34	6.17E-02	8.50E-02	1.27E-01
RNF168_0_multinomial_train1.35	3.64E-02	8.12E-02	1.19E-01
RNF168_0_multinomial_train1.36	1.42E-02	8.66E-02	1.65E-01
RNF168_0_multinomial_train1.37	1.11E-02	7.62E-02	1.54E-01
RNF168_0_multinomial_train1.38	8.54E-02	8.68E-02	2.15E-01
RNF168_0_multinomial_train1.39	6.08E-02	9.01E-02	1.36E-01
RNF168_0_multinomial_train1.40	4.95E-02	8.18E-02	1.25E-01
RNF168_0_multinomial_train1.41	6.87E-02	8.75E-02	1.43E-01
RNF168_0_multinomial_train1.42	1.99E-02	7.83E-02	1.33E-01
RNF168_0_multinomial_train1.43	2.24E-02	8.71E-02	1.47E-01
RNF168_0_multinomial_train1.44	5.27E-02	8.10E-02	1.19E-01
RNF168_0_multinomial_train1.45	5.04E-02	8.68E-02	1.23E-01
RNF168_0_multinomial_train1.46	3.56E-02	8.23E-02	1.15E-01
RNF168_0_multinomial_train1.47	1.56E-02	7.80E-02	2.25E-01
RNF168_0_multinomial_train1.48	3.53E-02	7.81E-02	1.11E-01
RNF168_0_multinomial_train1.49	5.81E-02	8.43E-02	1.24E-01
RNF168_0_multinomial_train1.50	5.54E-02	8.55E-02	1.32E-01
RNF168_0_multinomial_train1.51	5.77E-02	8.56E-02	1.28E-01
RNF168_0_multinomial_train1.52	1.25E-02	8.02E-02	1.67E-01
RNF168_0_multinomial_train1.53	6.65E-02	8.04E-02	1.31E-01
RNF168_0_multinomial_train1.54	7.68E-02	8.38E-02	1.61E-01
RNF168_0_multinomial_train1.55	6.92E-02	8.42E-02	1.58E-01
RNF168_0_multinomial_train1.56	3.54E-02	8.62E-02	1.18E-01
RNF168_0_multinomial_train1.57	3.94E-02	8.18E-02	1.14E-01
RNF168_0_multinomial_train1.58	7.56E-02	8.22E-02	1.46E-01
RNF168_0_multinomial_train1.59	2.18E-02	7.60E-02	1.50E-01
RNF168_0_multinomial_train1.60	2.07E-02	8.93E-02	1.60E-01
RNF168_0_multinomial_train1.61	1.22E-02	8.65E-02	1.64E-01
RNF168_0_multinomial_train1.62	3.81E-02	8.46E-02	1.19E-01
RNF168_0_multinomial_train1.63	5.67E-02	8.22E-02	1.27E-01
RNF168_0_multinomial_train1.64	6.60E-02	8.54E-02	1.36E-01
RNF168_0_multinomial_train1.65	5.36E-02	9.14E-02	1.24E-01
RNF168_0_multinomial_train1.66	6.42E-02	8.66E-02	1.36E-01
RNF168_0_multinomial_train1.67	2.26E-02	8.21E-02	1.69E-01
RNF168_0_multinomial_train1.68	3.18E-02	8.85E-02	1.30E-01
RNF168_0_multinomial_train1.69	1.60E-02	8.22E-02	1.56E-01
RNF168_0_multinomial_train1.70	8.04E-02	8.26E-02	1.68E-01
RNF168_0_multinomial_train1.71	1.99E-02	8.29E-02	1.63E-01
RNF168_0_multinomial_train1.72	6.95E-02	8.43E-02	1.46E-01
RNF168_0_multinomial_train1.73	2.73E-02	8.34E-02	3.29E-01
RNF168_0_multinomial_train1.74	3.74E-02	7.85E-02	1.15E-01
RNF168_0_multinomial_train1.75	6.44E-02	8.40E-02	1.36E-01
RNF168_0_multinomial_train1.76	7.70E-02	8.35E-02	1.62E-01
RNF168_0_multinomial_train1.77	6.44E-02	8.52E-02	1.33E-01
RNF168_0_multinomial_train1.78	5.12E-02	8.57E-02	1.27E-01
RNF168_0_multinomial_train1.79	1.71E-02	8.14E-02	1.43E-01
RNF168_0_multinomial_train1.80	5.49E-02	7.98E-02	1.20E-01
RNF168_0_multinomial_train1.81	2.27E-02	8.20E-02	1.74E-01
RNF168_0_multinomial_train1.82	4.37E-02	8.44E-02	2.43E-01
RNF168_0_multinomial_train1.83	2.07E-02	8.70E-02	1.60E-01
RNF168_0_multinomial_train1.84	4.30E-02	8.75E-02	1.22E-01
RNF168_0_multinomial_train1.85	4.42E-02	8.70E-02	1.20E-01
RNF168_0_multinomial_train1.86	1.63E-26	7.97E-02	2.10E-01
RNF168_0_multinomial_train1.87	4.17E-02	8.31E-02	1.16E-01
RNF168_0_multinomial_train1.88	4.97E-02	8.36E-02	1.22E-01
RNF168_0_multinomial_train1.89	1.66E-02	8.31E-02	1.78E-01
RNF168_0_multinomial_train1.90	4.75E-02	8.17E-02	1.17E-01
RNF168_0_multinomial_train1.91	3.70E-02	8.38E-02	1.19E-01
RNF168_0_multinomial_train1.92	1.41E-02	8.51E-02	1.66E-01
RNF168_0_multinomial_train1.93	2.39E-02	8.37E-02	1.90E-01
RNF168_0_multinomial_train1.94	2.39E-02	7.91E-02	1.35E-01
RNF168_0_multinomial_train1.95	1.32E-02	8.30E-02	1.70E-01
RNF168_0_multinomial_train1.96	3.59E-02	8.34E-02	1.19E-01
RNF168_0_multinomial_train1.97	1.30E-02	8.41E-02	1.59E-01
RNF168_0_multinomial_train1.98	3.60E-02	8.22E-02	1.12E-01
UNG_0_multinomial_train1	1.65E-01	1.46E-01	4.68E-03
UNG_0_multinomial_train1.1	1.61E-01	1.49E-01	1.32E-26
UNG_0_multinomial_train1.2	1.55E-01	1.51E-01	2.98E-03
UNG_0_multinomial_train1.3	1.46E-01	1.60E-01	1.33E-26
UNG_0_multinomial_train1.4	1.51E-01	1.35E-01	2.87E-03
UNG_0_multinomial_train1.5	1.63E-01	1.47E-01	1.32E-26
UNG_0_multinomial_train1.6	1.57E-01	1.46E-01	3.08E-03
UNG_0_multinomial_train1.7	1.58E-01	1.45E-01	2.75E-17
UNG_0_multinomial_train1.8	1.54E-01	1.44E-01	5.82E-03
UNG_0_multinomial_train1.9	1.59E-01	1.56E-01	1.32E-26
UNG_0_multinomial_train1.10	1.63E-01	1.51E-01	1.32E-26
UNG_0_multinomial_train1.11	1.58E-01	1.50E-01	1.32E-26
UNG_0_multinomial_train1.12	1.53E-01	1.39E-01	3.37E-03
UNG_0_multinomial_train1.13	1.50E-01	1.39E-01	1.18E-02
UNG_0_multinomial_train1.14	1.52E-01	1.58E-01	1.33E-26
UNG_0_multinomial_train1.15	1.60E-01	1.48E-01	1.32E-26
UNG_0_multinomial_train1.16	1.59E-01	1.50E-01	6.02E-08
UNG_0_multinomial_train1.17	1.63E-01	1.45E-01	1.20E-02
UNG_0_multinomial_train1.18	1.54E-01	1.58E-01	1.33E-26
UNG_0_multinomial_train1.19	1.65E-01	1.53E-01	1.32E-26
UNG_0_multinomial_train1.20	1.50E-01	1.48E-01	2.67E-06
UNG_0_multinomial_train1.21	1.52E-01	1.44E-01	3.90E-03
UNG_0_multinomial_train1.22	1.62E-01	1.41E-01	6.27E-03
UNG_0_multinomial_train1.23	1.51E-01	1.57E-01	1.32E-26
UNG_0_multinomial_train1.24	1.62E-01	1.46E-01	1.32E-26
UNG_0_multinomial_train1.25	1.43E-01	1.41E-01	7.84E-03
UNG_0_multinomial_train1.26	1.61E-01	1.50E-01	1.32E-26
UNG_0_multinomial_train1.27	1.63E-01	1.48E-01	1.32E-26
UNG_0_multinomial_train1.28	1.74E-01	1.50E-01	1.06E-03
UNG_0_multinomial_train1.29	1.55E-01	1.46E-01	9.97E-03
UNG_0_multinomial_train1.30	1.72E-01	1.47E-01	3.36E-04
UNG_0_multinomial_train1.31	1.55E-01	1.57E-01	1.32E-26
UNG_0_multinomial_train1.32	1.50E-01	1.40E-01	1.46E-03
UNG_0_multinomial_train1.33	1.50E-01	1.41E-01	8.61E-03
UNG_0_multinomial_train1.34	1.68E-01	1.47E-01	1.32E-26
UNG_0_multinomial_train1.35	1.47E-01	1.39E-01	4.09E-03
UNG_0_multinomial_train1.36	1.71E-01	1.51E-01	5.46E-04
UNG_0_multinomial_train1.37	1.46E-01	1.50E-01	3.02E-03
UNG_0_multinomial_train1.38	1.49E-01	1.53E-01	1.32E-26
UNG_0_multinomial_train1.39	1.55E-01	1.53E-01	3.44E-03
UNG_0_multinomial_train1.40	1.58E-01	1.40E-01	4.89E-03
UNG_0_multinomial_train1.41	1.59E-01	1.49E-01	2.39E-26
UNG_0_multinomial_train1.42	1.49E-01	1.39E-01	2.42E-03
UNG_0_multinomial_train1.43	1.61E-01	1.43E-01	2.31E-04
UNG_0_multinomial_train1.44	1.63E-01	1.49E-01	1.32E-26
UNG_0_multinomial_train1.45	1.61E-01	1.41E-01	2.65E-03
UNG_0_multinomial_train1.46	1.58E-01	1.50E-01	3.01E-03
UNG_0_multinomial_train1.47	1.53E-01	1.53E-01	1.32E-26
UNG_0_multinomial_train1.48	1.60E-01	1.50E-01	1.32E-26
UNG_0_multinomial_train1.49	1.57E-01	1.44E-01	4.08E-03
UNG_0_multinomial_train1.50	1.53E-01	1.41E-01	5.07E-04
UNG_0_multinomial_train1.51	1.54E-01	1.41E-01	7.68E-03
UNG_0_multinomial_train1.52	1.56E-01	1.45E-01	4.77E-03
UNG_0_multinomial_train1.53	1.42E-01	1.38E-01	5.24E-03
UNG_0_multinomial_train1.54	1.55E-01	1.49E-01	1.32E-26
UNG_0_multinomial_train1.55	1.49E-01	1.34E-01	3.91E-03
UNG_0_multinomial_train1.56	1.53E-01	1.66E-01	1.33E-26
UNG_0_multinomial_train1.57	1.54E-01	1.47E-01	1.32E-26
UNG_0_multinomial_train1.58	1.55E-01	1.47E-01	1.32E-26
UNG_0_multinomial_train1.59	1.47E-01	1.33E-01	3.45E-03
UNG_0_multinomial_train1.60	1.55E-01	1.42E-01	6.26E-03
