Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G
EXO1_0_multinomial_train1.30	1.63E-26	1.33E-01	5.26E-02	1.11E-01	6.28E-02	9.17E-03	3.58E-02
EXO1_0_multinomial_train1.31	1.63E-26	1.34E-01	5.11E-02	1.11E-01	6.21E-02	7.85E-03	3.55E-02
EXO1_0_multinomial_train1.32	1.63E-26	1.37E-01	4.74E-02	1.12E-01	6.10E-02	8.26E-03	3.55E-02
EXO1_0_multinomial_train1.33	1.63E-26	1.37E-01	4.58E-02	1.12E-01	6.02E-02	9.65E-03	3.64E-02
EXO1_0_multinomial_train1.34	1.63E-26	1.34E-01	5.40E-02	1.11E-01	6.49E-02	9.13E-03	3.63E-02
EXO1_0_multinomial_train1.35	1.63E-26	1.32E-01	5.30E-02	1.09E-01	6.37E-02	9.56E-03	3.62E-02
EXO1_0_multinomial_train1.36	1.63E-26	1.33E-01	5.59E-02	1.12E-01	6.48E-02	8.69E-03	3.22E-02
EXO1_0_multinomial_train1.37	1.63E-26	1.33E-01	5.19E-02	1.10E-01	6.37E-02	1.05E-02	3.53E-02
EXO1_0_multinomial_train1.38	1.63E-26	1.36E-01	4.53E-02	1.11E-01	5.91E-02	8.15E-03	3.23E-02
EXO1_0_multinomial_train1.39	1.63E-26	1.35E-01	4.87E-02	1.11E-01	6.10E-02	8.44E-03	3.19E-02
EXO1_0_multinomial_train1.40	1.63E-26	1.35E-01	4.95E-02	1.11E-01	6.34E-02	9.28E-03	3.44E-02
EXO1_0_multinomial_train1.41	1.63E-26	1.32E-01	5.65E-02	1.09E-01	6.52E-02	8.83E-03	3.22E-02
EXO1_0_multinomial_train1.42	1.63E-26	1.36E-01	5.01E-02	1.11E-01	6.32E-02	9.12E-03	3.64E-02
EXO1_0_multinomial_train1.43	1.63E-26	1.34E-01	5.02E-02	1.13E-01	6.23E-02	7.21E-03	7.33E-02
EXO1_0_multinomial_train1.44	1.63E-26	1.35E-01	4.90E-02	1.10E-01	6.13E-02	8.39E-03	3.27E-02
EXO1_0_multinomial_train1.45	1.63E-26	1.34E-01	5.02E-02	1.11E-01	6.17E-02	9.83E-03	3.63E-02
EXO1_0_multinomial_train1.46	1.63E-26	1.35E-01	4.90E-02	1.11E-01	6.10E-02	9.65E-03	3.27E-02
EXO1_0_multinomial_train1.47	1.63E-26	1.34E-01	4.88E-02	1.10E-01	6.15E-02	8.85E-03	3.64E-02
EXO1_0_multinomial_train1.48	1.63E-26	1.37E-01	4.43E-02	1.12E-01	5.84E-02	8.35E-03	3.21E-02
EXO1_0_multinomial_train1.49	1.63E-26	1.33E-01	5.94E-02	1.10E-01	6.78E-02	1.11E-02	3.58E-02
EXO1_0_multinomial_train1.50	1.63E-26	1.34E-01	5.48E-02	1.10E-01	6.43E-02	8.60E-03	3.18E-02
EXO1_0_multinomial_train1.51	1.63E-26	1.34E-01	5.03E-02	1.10E-01	6.19E-02	8.49E-03	3.12E-02
EXO1_0_multinomial_train1.52	1.63E-26	1.34E-01	4.80E-02	1.11E-01	6.05E-02	8.63E-03	3.20E-02
EXO1_0_multinomial_train1.53	1.63E-26	1.36E-01	5.19E-02	1.11E-01	6.35E-02	8.66E-03	3.65E-02
EXO1_0_multinomial_train1.54	1.63E-26	1.33E-01	5.13E-02	1.11E-01	6.36E-02	1.05E-02	3.64E-02
EXO1_0_multinomial_train1.55	1.63E-26	1.34E-01	5.10E-02	1.10E-01	6.22E-02	8.82E-03	3.63E-02
EXO1_0_multinomial_train1.56	1.63E-26	1.35E-01	5.31E-02	1.11E-01	6.32E-02	7.02E-03	3.09E-02
EXO1_0_multinomial_train1.57	1.63E-26	1.32E-01	5.64E-02	1.09E-01	6.51E-02	9.40E-03	3.62E-02
EXO1_0_multinomial_train1.58	1.63E-26	1.37E-01	4.47E-02	1.11E-01	5.91E-02	7.23E-03	3.64E-02
EXO1_0_multinomial_train1.59	1.63E-26	1.35E-01	4.98E-02	1.10E-01	6.24E-02	8.09E-03	3.64E-02
EXO1_0_multinomial_train1.60	1.63E-26	1.33E-01	5.03E-02	1.10E-01	6.24E-02	9.94E-03	3.63E-02
EXO1_0_multinomial_train1.61	1.63E-26	1.34E-01	5.09E-02	1.10E-01	6.23E-02	8.83E-03	3.21E-02
EXO1_0_multinomial_train1.62	1.63E-26	1.34E-01	5.11E-02	1.11E-01	6.21E-02	8.23E-03	3.22E-02
EXO1_0_multinomial_train1.63	1.63E-26	1.34E-01	5.76E-02	1.10E-01	6.60E-02	9.43E-03	3.25E-02
EXO1_0_multinomial_train1.64	1.63E-26	1.35E-01	4.82E-02	1.11E-01	6.17E-02	9.39E-03	3.28E-02
EXO1_0_multinomial_train1.65	1.63E-26	1.33E-01	5.24E-02	1.10E-01	6.34E-02	1.04E-02	3.63E-02
EXO1_0_multinomial_train1.66	1.63E-26	1.36E-01	5.00E-02	1.10E-01	6.23E-02	8.17E-03	3.27E-02
EXO1_0_multinomial_train1.67	1.63E-26	1.32E-01	6.04E-02	1.10E-01	6.70E-02	9.27E-03	3.20E-02
EXO1_0_multinomial_train1.68	1.63E-26	1.35E-01	5.34E-02	1.11E-01	6.55E-02	1.02E-02	3.52E-02
EXO1_0_multinomial_train1.69	1.63E-26	1.34E-01	5.62E-02	1.11E-01	6.52E-02	6.48E-03	3.56E-02
EXO1_0_multinomial_train1.70	1.63E-26	1.32E-01	5.70E-02	1.10E-01	6.54E-02	1.02E-02	3.18E-02
EXO1_0_multinomial_train1.71	1.63E-26	1.36E-01	4.86E-02	1.11E-01	6.12E-02	8.71E-03	3.65E-02
EXO1_0_multinomial_train1.72	1.63E-26	1.33E-01	5.18E-02	1.10E-01	6.35E-02	1.00E-02	3.63E-02
EXO1_0_multinomial_train1.73	1.63E-26	1.33E-01	5.26E-02	1.10E-01	6.34E-02	9.25E-03	3.62E-02
EXO1_0_multinomial_train1.74	1.63E-26	1.36E-01	4.93E-02	1.11E-01	6.10E-02	7.27E-03	3.12E-02
EXO1_0_multinomial_train1.75	1.63E-26	1.34E-01	5.33E-02	1.10E-01	6.40E-02	8.09E-03	3.62E-02
EXO1_0_multinomial_train1.76	1.63E-26	1.33E-01	5.51E-02	1.10E-01	6.45E-02	8.62E-03	3.62E-02
EXO1_0_multinomial_train1.77	1.63E-26	1.36E-01	4.36E-02	1.12E-01	5.98E-02	9.85E-03	3.65E-02
EXO1_0_multinomial_train1.78	1.63E-26	1.35E-01	5.29E-02	1.11E-01	6.40E-02	9.32E-03	3.65E-02
EXO1_0_multinomial_train1.79	1.63E-26	1.34E-01	4.75E-02	1.10E-01	6.17E-02	9.51E-03	3.63E-02
EXO1_0_multinomial_train1.80	1.63E-26	1.35E-01	4.68E-02	1.11E-01	6.04E-02	7.74E-03	3.55E-02
EXO1_0_multinomial_train1.81	1.63E-26	1.32E-01	5.23E-02	1.10E-01	6.31E-02	1.05E-02	3.63E-02
EXO1_0_multinomial_train1.82	1.63E-26	1.35E-01	5.01E-02	1.11E-01	6.21E-02	9.34E-03	3.25E-02
EXO1_0_multinomial_train1.83	1.63E-26	1.34E-01	5.47E-02	1.10E-01	6.49E-02	9.42E-03	3.45E-02
EXO1_0_multinomial_train1.84	1.63E-26	1.34E-01	4.89E-02	1.11E-01	6.16E-02	9.56E-03	3.64E-02
EXO1_0_multinomial_train1.85	1.63E-26	1.34E-01	5.43E-02	1.12E-01	6.39E-02	7.06E-03	3.20E-02
EXO1_0_multinomial_train1.86	1.63E-26	1.35E-01	4.81E-02	1.11E-01	6.13E-02	8.72E-03	3.64E-02
EXO1_0_multinomial_train1.87	1.63E-26	1.35E-01	5.43E-02	1.11E-01	6.44E-02	8.80E-03	3.21E-02
EXO1_0_multinomial_train1.88	1.63E-26	1.32E-01	5.56E-02	1.10E-01	6.46E-02	1.03E-02	3.25E-02
EXO1_0_multinomial_train1.89	1.63E-26	1.34E-01	5.10E-02	1.10E-01	6.26E-02	9.67E-03	3.23E-02
EXO1_0_multinomial_train1.90	1.63E-26	1.35E-01	4.73E-02	1.10E-01	6.07E-02	7.78E-03	3.63E-02
EXO1_0_multinomial_train1.91	1.63E-26	1.33E-01	4.93E-02	1.13E-01	6.14E-02	8.19E-03	3.56E-02
EXO1_0_multinomial_train1.92	1.63E-26	1.35E-01	4.81E-02	1.10E-01	6.18E-02	9.59E-03	3.60E-02
EXO1_0_multinomial_train1.93	1.63E-26	1.32E-01	6.10E-02	1.12E-01	6.76E-02	7.73E-03	7.71E-02
EXO1_0_multinomial_train1.94	1.63E-26	1.33E-01	5.91E-02	1.09E-01	6.65E-02	8.68E-03	3.62E-02
EXO1_0_multinomial_train1.95	1.63E-26	1.34E-01	5.33E-02	1.10E-01	6.33E-02	8.13E-03	3.62E-02
EXO1_0_multinomial_train1.96	1.63E-26	1.40E-01	4.34E-02	1.12E-01	5.58E-02	7.25E-03	3.26E-02
EXO1_0_multinomial_train1.97	1.63E-26	1.32E-01	6.03E-02	1.09E-01	6.74E-02	1.00E-02	3.62E-02
EXO1_0_multinomial_train1.98	1.63E-26	1.32E-01	5.71E-02	1.09E-01	6.57E-02	1.03E-02	3.49E-02
OGG1_0_multinomial_train1	3.04E-03	3.37E-03	1.91E-03	1.66E-02	1.63E-02	5.37E-03	9.25E-03
OGG1_0_multinomial_train1.1	1.05E-02	5.63E-03	3.54E-03	1.84E-02	8.03E-08	6.82E-03	1.19E-37
OGG1_0_multinomial_train1.2	6.92E-03	1.11E-02	5.85E-03	2.22E-02	5.25E-03	6.40E-03	1.69E-02
OGG1_0_multinomial_train1.3	5.52E-03	3.76E-03	9.01E-15	1.39E-02	7.52E-16	6.90E-03	4.21E-101
OGG1_0_multinomial_train1.4	6.68E-03	5.52E-15	6.67E-30	1.12E-02	3.90E-144	6.87E-03	0.00E+00
OGG1_0_multinomial_train1.5	1.14E-02	9.33E-03	1.27E-03	1.54E-02	1.21E-02	7.93E-03	5.35E-03
OGG1_0_multinomial_train1.6	4.12E-03	5.91E-03	2.03E-03	1.80E-02	1.68E-02	5.48E-03	2.11E-02
OGG1_0_multinomial_train1.7	6.84E-03	8.67E-03	5.06E-03	1.94E-02	1.81E-60	7.08E-03	2.64E-82
OGG1_0_multinomial_train1.8	8.73E-03	4.66E-03	5.21E-03	1.09E-02	5.31E-65	6.61E-03	0.00E+00
OGG1_0_multinomial_train1.9	8.35E-03	3.45E-03	3.37E-03	1.46E-02	2.26E-152	7.07E-03	0.00E+00
OGG1_0_multinomial_train1.10	9.44E-03	2.22E-03	5.35E-03	1.73E-02	2.57E-43	7.20E-03	5.57E-46
OGG1_0_multinomial_train1.11	9.86E-03	7.32E-03	1.19E-03	1.31E-02	8.05E-70	6.62E-03	0.00E+00
OGG1_0_multinomial_train1.12	1.14E-02	1.05E-02	7.12E-03	2.02E-02	7.79E-04	5.86E-03	9.51E-03
OGG1_0_multinomial_train1.13	6.23E-03	5.77E-03	1.47E-03	1.66E-02	1.59E-13	6.34E-03	1.08E-03
OGG1_0_multinomial_train1.14	4.48E-03	9.22E-03	4.81E-22	1.97E-02	6.89E-03	6.34E-03	1.74E-02
OGG1_0_multinomial_train1.15	1.36E-02	1.02E-02	9.34E-03	1.31E-02	1.64E-12	6.38E-03	3.66E-17
OGG1_0_multinomial_train1.16	8.21E-03	4.63E-03	6.18E-03	1.79E-02	7.01E-79	7.33E-03	3.99E-56
OGG1_0_multinomial_train1.17	8.66E-03	6.46E-03	2.51E-03	1.75E-02	8.28E-31	6.85E-03	3.98E-03
OGG1_0_multinomial_train1.18	6.15E-03	1.81E-03	2.13E-03	1.76E-02	1.25E-19	5.74E-03	1.34E-02
OGG1_0_multinomial_train1.19	1.21E-02	1.07E-02	5.15E-03	1.91E-02	1.15E-05	6.96E-03	2.60E-54
OGG1_0_multinomial_train1.20	1.18E-02	7.64E-03	7.35E-03	1.69E-02	1.55E-26	6.82E-03	1.12E-121
OGG1_0_multinomial_train1.21	7.86E-03	8.07E-03	4.43E-03	2.06E-02	5.25E-03	6.65E-03	1.49E-02
OGG1_0_multinomial_train1.22	1.35E-02	1.17E-02	2.32E-50	1.45E-02	3.23E-14	6.59E-03	4.60E-21
OGG1_0_multinomial_train1.23	5.31E-03	1.88E-03	1.06E-03	1.78E-02	1.69E-02	6.71E-03	1.47E-02
OGG1_0_multinomial_train1.24	7.83E-03	8.65E-03	3.07E-03	2.03E-02	1.71E-02	5.74E-03	1.86E-02
OGG1_0_multinomial_train1.25	3.43E-03	8.72E-04	1.92E-03	1.46E-02	1.35E-02	5.48E-03	1.06E-53
OGG1_0_multinomial_train1.26	8.40E-03	9.18E-03	2.71E-03	1.99E-02	1.42E-06	5.90E-03	1.06E-02
OGG1_0_multinomial_train1.27	8.05E-03	1.88E-03	5.99E-13	1.69E-02	1.05E-49	6.96E-03	2.46E-102
OGG1_0_multinomial_train1.28	5.29E-03	5.47E-03	3.81E-03	1.70E-02	1.72E-03	5.75E-03	1.09E-02
OGG1_0_multinomial_train1.29	9.11E-03	6.12E-03	2.78E-03	1.82E-02	9.82E-29	6.90E-03	7.65E-56
OGG1_0_multinomial_train1.30	9.56E-03	1.02E-02	5.42E-03	1.75E-02	1.35E-34	6.89E-03	4.08E-27
OGG1_0_multinomial_train1.31	6.72E-03	8.20E-03	2.09E-03	1.69E-02	1.35E-02	6.27E-03	1.95E-02
OGG1_0_multinomial_train1.32	8.49E-03	1.01E-02	5.81E-03	2.08E-02	7.03E-04	5.90E-03	1.15E-02
OGG1_0_multinomial_train1.33	9.07E-03	5.09E-03	5.21E-03	1.14E-02	3.63E-81	6.61E-03	0.00E+00
OGG1_0_multinomial_train1.34	1.44E-02	1.53E-02	9.32E-03	1.59E-02	5.71E-03	7.03E-03	1.53E-20
OGG1_0_multinomial_train1.35	6.33E-03	6.77E-03	5.14E-03	1.76E-02	6.61E-41	7.41E-03	4.11E-84
OGG1_0_multinomial_train1.36	6.60E-03	1.55E-03	1.40E-53	1.61E-02	1.09E-02	7.60E-03	1.88E-53
OGG1_0_multinomial_train1.37	8.63E-03	7.53E-03	6.24E-03	1.88E-02	2.67E-03	6.63E-03	1.42E-04
OGG1_0_multinomial_train1.38	6.06E-03	1.64E-02	7.18E-03	2.07E-02	4.79E-03	6.19E-03	1.09E-02
OGG1_0_multinomial_train1.39	9.64E-03	9.76E-03	6.20E-03	1.93E-02	3.49E-15	7.13E-03	4.92E-22
OGG1_0_multinomial_train1.40	1.52E-02	1.07E-02	9.34E-03	1.15E-02	4.20E-89	6.00E-03	0.00E+00
OGG1_0_multinomial_train1.41	5.94E-03	2.89E-03	4.62E-03	1.28E-02	1.86E-59	6.91E-03	0.00E+00
OGG1_0_multinomial_train1.42	7.74E-03	9.35E-03	3.45E-03	1.91E-02	1.28E-02	5.75E-03	1.77E-02
OGG1_0_multinomial_train1.43	9.71E-03	7.29E-03	1.60E-03	1.66E-02	3.66E-24	6.71E-03	1.43E-92
OGG1_0_multinomial_train1.44	4.46E-03	6.31E-03	7.26E-03	1.53E-02	4.10E-27	7.33E-03	5.99E-51
OGG1_0_multinomial_train1.45	7.67E-03	3.36E-03	1.69E-03	1.99E-02	3.81E-13	6.17E-03	1.63E-02
OGG1_0_multinomial_train1.46	8.08E-03	7.68E-03	2.94E-03	1.83E-02	1.05E-92	7.14E-03	3.09E-52
OGG1_0_multinomial_train1.47	8.31E-03	6.51E-03	3.81E-03	2.01E-02	4.77E-04	6.18E-03	1.56E-02
OGG1_0_multinomial_train1.48	7.65E-03	5.32E-03	2.30E-03	1.82E-02	3.44E-07	5.91E-03	1.19E-02
OGG1_0_multinomial_train1.49	1.09E-02	9.84E-03	3.57E-03	1.83E-02	1.80E-02	5.27E-03	7.36E-03
OGG1_0_multinomial_train1.50	5.83E-03	1.40E-02	7.24E-03	1.87E-02	4.42E-19	6.44E-03	1.26E-02
OGG1_0_multinomial_train1.51	1.36E-02	1.15E-02	1.23E-50	1.73E-02	4.77E-03	6.45E-03	9.07E-03
OGG1_0_multinomial_train1.52	8.48E-03	2.31E-03	6.10E-03	1.51E-02	3.42E-30	6.86E-03	2.00E-04
OGG1_0_multinomial_train1.53	9.66E-03	6.23E-03	7.14E-03	1.66E-02	7.43E-33	6.94E-03	3.77E-157
OGG1_0_multinomial_train1.54	5.87E-03	2.56E-03	4.71E-03	1.25E-02	1.50E-93	6.76E-03	0.00E+00
OGG1_0_multinomial_train1.55	6.65E-03	1.57E-02	5.10E-03	2.05E-02	3.31E-08	6.41E-03	1.63E-02
OGG1_0_multinomial_train1.56	8.55E-03	8.51E-03	4.05E-03	2.02E-02	1.55E-02	4.38E-03	1.47E-02
OGG1_0_multinomial_train1.57	1.09E-02	8.08E-03	7.55E-03	2.02E-02	1.93E-64	7.03E-03	7.32E-04
OGG1_0_multinomial_train1.58	7.17E-03	6.06E-03	5.40E-03	2.07E-02	1.70E-02	5.15E-03	1.41E-02
OGG1_0_multinomial_train1.59	6.78E-03	8.79E-03	6.27E-03	1.93E-02	1.48E-02	5.76E-03	1.76E-02
OGG1_0_multinomial_train1.60	6.28E-03	1.29E-02	5.91E-03	2.24E-02	1.13E-07	4.49E-03	1.23E-02
OGG1_0_multinomial_train1.61	1.24E-02	1.05E-02	5.33E-03	1.86E-02	1.48E-02	5.65E-03	9.65E-03
OGG1_0_multinomial_train1.62	7.92E-03	6.37E-03	3.39E-03	1.56E-02	1.67E-06	5.96E-03	5.76E-03
OGG1_0_multinomial_train1.63	7.58E-03	5.15E-03	5.91E-03	1.62E-02	3.77E-41	6.63E-03	1.44E-03
OGG1_0_multinomial_train1.64	7.73E-03	1.02E-02	4.70E-03	1.90E-02	6.11E-10	6.40E-03	6.04E-03
OGG1_0_multinomial_train1.65	5.37E-03	1.10E-02	2.34E-03	1.79E-02	1.63E-03	4.80E-03	1.25E-02
OGG1_0_multinomial_train1.66	6.27E-03	1.31E-02	4.12E-03	2.12E-02	1.96E-22	5.41E-03	1.06E-02
OGG1_0_multinomial_train1.67	6.42E-03	8.74E-03	4.92E-03	1.76E-02	6.29E-03	4.28E-03	1.42E-02
OGG1_0_multinomial_train1.68	5.85E-03	4.03E-03	6.38E-09	1.52E-02	4.65E-03	7.12E-03	2.83E-03
OGG1_0_multinomial_train1.69	1.05E-02	8.17E-03	4.49E-03	2.04E-02	7.96E-03	7.23E-03	1.38E-02
OGG1_0_multinomial_train1.70	7.02E-03	1.10E-03	9.75E-90	1.50E-02	2.20E-36	6.91E-03	2.98E-41
OGG1_0_multinomial_train1.71	2.03E-03	6.25E-03	5.41E-03	1.34E-02	3.86E-06	6.81E-03	7.41E-04
OGG1_0_multinomial_train1.72	9.20E-03	8.53E-03	3.59E-03	1.81E-02	4.97E-27	6.66E-03	2.71E-03
OGG1_0_multinomial_train1.73	9.84E-03	1.06E-02	6.26E-03	1.76E-02	1.10E-25	6.80E-03	1.22E-03
OGG1_0_multinomial_train1.74	3.05E-03	1.26E-02	3.19E-03	1.89E-02	1.16E-17	5.55E-03	9.22E-03
OGG1_0_multinomial_train1.75	1.06E-02	5.35E-03	6.85E-03	1.51E-02	8.85E-108	6.87E-03	0.00E+00
OGG1_0_multinomial_train1.76	6.40E-03	2.92E-04	9.09E-04	1.60E-02	1.68E-02	5.36E-03	8.66E-03
OGG1_0_multinomial_train1.77	7.22E-03	5.01E-03	5.37E-03	1.46E-02	3.05E-33	6.99E-03	2.16E-12
OGG1_0_multinomial_train1.78	3.21E-03	1.42E-02	5.40E-03	1.82E-02	4.15E-03	6.05E-03	1.92E-03
OGG1_0_multinomial_train1.79	4.09E-03	1.43E-33	2.37E-04	9.60E-03	1.89E-16	7.09E-03	3.94E-104
OGG1_0_multinomial_train1.80	1.19E-02	8.39E-03	9.16E-03	1.74E-02	6.78E-26	6.91E-03	1.34E-131
OGG1_0_multinomial_train1.81	7.31E-03	2.96E-03	2.88E-03	1.11E-02	1.92E-53	6.85E-03	1.32E-159
OGG1_0_multinomial_train1.82	6.72E-03	8.19E-03	8.80E-04	1.76E-02	7.44E-11	6.73E-03	3.61E-03
OGG1_0_multinomial_train1.83	1.08E-02	9.99E-03	3.73E-06	1.51E-02	9.44E-03	7.34E-03	8.87E-03
OGG1_0_multinomial_train1.84	4.62E-03	1.05E-02	5.42E-03	1.80E-02	4.85E-03	5.94E-03	9.92E-03
OGG1_0_multinomial_train1.85	9.57E-03	9.85E-03	5.91E-03	1.69E-02	1.88E-02	6.61E-03	6.34E-18
OGG1_0_multinomial_train1.86	5.76E-03	6.30E-03	3.15E-03	1.52E-02	1.27E-08	5.87E-03	8.16E-03
OGG1_0_multinomial_train1.87	1.04E-02	1.00E-02	7.57E-03	1.95E-02	3.11E-17	7.05E-03	3.63E-18
OGG1_0_multinomial_train1.88	1.13E-02	1.16E-02	7.05E-03	1.83E-02	1.48E-02	5.79E-03	1.53E-02
OGG1_0_multinomial_train1.89	6.03E-03	5.19E-03	5.83E-03	1.84E-02	8.71E-03	4.70E-03	1.35E-02
OGG1_0_multinomial_train1.90	1.38E-02	1.29E-02	4.96E-03	2.22E-02	4.97E-17	7.03E-03	8.75E-45
OGG1_0_multinomial_train1.91	8.74E-03	8.08E-03	5.12E-03	1.88E-02	1.01E-02	5.66E-03	1.71E-02
OGG1_0_multinomial_train1.92	7.79E-03	7.74E-03	4.13E-03	2.23E-02	1.38E-02	5.22E-03	1.53E-02
OGG1_0_multinomial_train1.93	7.30E-03	7.29E-03	5.30E-03	1.75E-02	2.04E-55	7.15E-03	4.27E-36
OGG1_0_multinomial_train1.94	1.24E-02	8.93E-03	1.17E-03	1.92E-02	2.09E-30	6.90E-03	5.57E-13
OGG1_0_multinomial_train1.95	2.89E-03	1.25E-02	9.14E-16	1.73E-02	2.23E-93	5.89E-03	2.81E-68
OGG1_0_multinomial_train1.96	7.92E-03	8.22E-03	5.22E-03	1.80E-02	9.15E-73	7.33E-03	9.03E-67
OGG1_0_multinomial_train1.97	6.70E-03	6.31E-03	6.41E-03	1.70E-02	2.14E-47	6.98E-03	2.84E-77
OGG1_0_multinomial_train1.98	6.90E-03	8.16E-04	2.23E-03	1.86E-02	2.71E-05	6.72E-03	1.85E-02
RNF168_0_multinomial_train1	1.53E-26	1.41E-01	3.12E-02	5.86E-02	4.40E-02	6.10E-03	4.72E-02
