Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H
EXO1_0_multinomial_train1.16	1.00E-26	1.33E-01	5.68E-02	3.76E-02	5.19E-02	1.00E-26	9.47E-03	4.95E-02
EXO1_0_multinomial_train1.17	2.99E-03	1.33E-01	2.98E-01	2.24E-02	2.42E-01	1.00E-26	8.39E-03	8.11E-08
EXO1_0_multinomial_train1.18	1.00E-26	1.33E-01	5.24E-02	4.21E-02	4.93E-02	1.00E-26	1.23E-02	4.38E-02
EXO1_0_multinomial_train1.19	1.00E-26	1.36E-01	5.63E-02	4.44E-02	5.04E-02	1.00E-26	9.92E-03	4.83E-02
EXO1_0_multinomial_train1.20	1.00E-26	1.34E-01	5.55E-02	4.35E-02	5.08E-02	1.00E-26	1.04E-02	4.73E-02
EXO1_0_multinomial_train1.21	1.88E-03	1.36E-01	6.12E-02	6.09E-02	6.08E-02	1.00E-26	8.81E-03	5.30E-02
EXO1_0_multinomial_train1.22	7.39E-04	1.34E-01	5.31E-02	4.34E-02	4.67E-02	3.15E-03	1.21E-02	4.41E-02
EXO1_0_multinomial_train1.23	1.00E-26	1.39E-01	6.13E-02	6.18E-02	6.36E-02	1.00E-26	1.04E-02	5.46E-02
EXO1_0_multinomial_train1.24	7.67E-04	1.35E-01	5.56E-02	4.39E-02	4.87E-02	1.00E-26	9.36E-03	4.74E-02
EXO1_0_multinomial_train1.25	7.01E-04	1.33E-01	3.04E-02	2.73E-02	2.40E-01	1.00E-26	9.81E-03	3.68E-14
EXO1_0_multinomial_train1.26	1.00E-26	1.34E-01	5.79E-02	3.39E-02	5.34E-02	1.00E-26	1.04E-02	4.95E-02
EXO1_0_multinomial_train1.27	1.06E-03	1.33E-01	2.82E-02	3.41E-02	2.43E-01	1.00E-26	8.77E-03	5.68E-10
EXO1_0_multinomial_train1.28	4.65E-03	1.38E-01	5.71E-02	5.86E-02	4.98E-02	1.00E-16	1.07E-02	4.77E-02
EXO1_0_multinomial_train1.29	5.54E-26	1.54E-01	3.08E-02	3.97E-20	3.26E-01	1.00E-26	8.54E-03	2.22E-18
EXO1_0_multinomial_train1.30	6.98E-04	1.33E-01	5.61E-02	4.44E-02	5.15E-02	1.00E-26	9.97E-03	4.80E-02
EXO1_0_multinomial_train1.31	1.00E-26	1.39E-01	6.25E-02	6.65E-02	6.38E-02	1.00E-26	8.80E-03	5.14E-02
EXO1_0_multinomial_train1.32	1.00E-26	1.38E-01	5.62E-02	4.79E-02	5.17E-02	1.00E-26	9.09E-03	4.91E-02
EXO1_0_multinomial_train1.33	7.38E-04	1.38E-01	5.25E-02	4.25E-02	4.47E-02	1.00E-26	1.07E-02	4.28E-02
EXO1_0_multinomial_train1.34	1.00E-26	1.36E-01	5.61E-02	4.37E-02	5.09E-02	1.00E-26	1.13E-02	4.82E-02
EXO1_0_multinomial_train1.35	7.98E-04	1.33E-01	5.50E-02	4.39E-02	5.02E-02	1.00E-26	1.14E-02	4.66E-02
EXO1_0_multinomial_train1.36	1.00E-26	1.37E-01	5.85E-02	6.47E-02	6.26E-02	1.00E-26	9.85E-03	5.16E-02
EXO1_0_multinomial_train1.37	1.00E-26	1.35E-01	5.20E-02	4.19E-02	4.70E-02	6.76E-16	1.26E-02	4.31E-02
EXO1_0_multinomial_train1.38	1.00E-26	1.34E-01	5.85E-02	3.19E-02	5.83E-02	1.00E-26	9.59E-03	4.96E-02
EXO1_0_multinomial_train1.39	1.00E-26	1.33E-01	5.71E-02	3.50E-02	5.56E-02	1.00E-26	9.68E-03	5.05E-02
EXO1_0_multinomial_train1.40	1.00E-26	1.35E-01	5.52E-02	3.52E-02	5.28E-02	1.00E-26	1.18E-02	4.81E-02
EXO1_0_multinomial_train1.41	1.00E-26	1.35E-01	5.77E-02	5.21E-02	5.69E-02	1.00E-26	1.04E-02	5.07E-02
EXO1_0_multinomial_train1.42	1.00E-26	1.39E-01	5.52E-02	5.49E-02	5.35E-02	1.00E-26	1.15E-02	4.75E-02
EXO1_0_multinomial_train1.43	2.91E-04	1.33E-01	3.04E-02	2.76E-02	2.55E-01	1.00E-26	7.51E-03	1.15E-17
EXO1_0_multinomial_train1.44	9.81E-04	1.36E-01	5.72E-02	5.78E-02	5.43E-02	1.00E-26	9.97E-03	4.93E-02
EXO1_0_multinomial_train1.45	1.33E-03	1.34E-01	5.32E-02	4.27E-02	4.74E-02	1.00E-26	1.07E-02	4.41E-02
EXO1_0_multinomial_train1.46	5.78E-04	1.34E-01	5.36E-02	4.32E-02	4.80E-02	1.00E-26	1.03E-02	4.47E-02
EXO1_0_multinomial_train1.47	1.00E-26	1.40E-01	5.62E-02	6.39E-02	6.06E-02	1.00E-26	1.07E-02	4.98E-02
EXO1_0_multinomial_train1.48	4.88E-03	1.35E-01	5.51E-02	4.40E-02	4.55E-02	1.00E-26	8.78E-03	4.58E-02
EXO1_0_multinomial_train1.49	1.00E-26	1.34E-01	5.19E-02	3.96E-02	4.91E-02	1.59E-03	1.37E-02	4.34E-02
EXO1_0_multinomial_train1.50	1.00E-26	1.35E-01	5.80E-02	5.13E-02	5.53E-02	1.00E-26	1.00E-02	5.08E-02
EXO1_0_multinomial_train1.51	1.00E-26	1.33E-01	5.71E-02	4.04E-02	5.25E-02	1.00E-26	9.32E-03	5.02E-02
EXO1_0_multinomial_train1.52	1.00E-26	1.37E-01	5.70E-02	6.24E-02	5.94E-02	1.00E-26	9.88E-03	5.04E-02
EXO1_0_multinomial_train1.53	1.00E-26	1.41E-01	5.72E-02	6.55E-02	6.10E-02	1.00E-26	1.10E-02	5.05E-02
EXO1_0_multinomial_train1.54	1.00E-26	1.37E-01	5.20E-02	4.08E-02	4.83E-02	1.00E-26	1.23E-02	4.34E-02
EXO1_0_multinomial_train1.55	1.94E-03	1.34E-01	5.59E-02	4.50E-02	4.99E-02	1.00E-26	1.01E-02	4.73E-02
EXO1_0_multinomial_train1.56	2.30E-03	1.43E-01	2.92E-02	8.14E-02	2.61E-01	1.00E-26	8.18E-03	1.16E-24
EXO1_0_multinomial_train1.57	1.00E-26	1.33E-01	5.63E-02	4.42E-02	5.25E-02	1.00E-26	1.11E-02	4.82E-02
EXO1_0_multinomial_train1.58	2.61E-03	1.39E-01	3.26E-02	6.98E-02	2.49E-01	1.00E-26	9.34E-03	2.00E-03
EXO1_0_multinomial_train1.59	1.00E-26	1.42E-01	7.04E-02	7.20E-02	6.77E-02	1.00E-26	1.07E-02	4.43E-02
EXO1_0_multinomial_train1.60	1.00E-26	1.35E-01	5.32E-02	4.32E-02	4.84E-02	1.00E-26	1.16E-02	4.45E-02
EXO1_0_multinomial_train1.61	1.00E-26	1.33E-01	5.63E-02	4.13E-02	5.17E-02	1.00E-26	1.01E-02	4.89E-02
EXO1_0_multinomial_train1.62	1.00E-26	1.33E-01	5.96E-02	3.06E-02	6.63E-02	1.00E-26	9.88E-03	5.17E-02
EXO1_0_multinomial_train1.63	1.00E-26	1.33E-01	5.66E-02	3.81E-02	5.29E-02	1.00E-26	1.15E-02	4.90E-02
EXO1_0_multinomial_train1.64	1.00E-26	1.36E-01	5.41E-02	4.38E-02	4.93E-02	1.00E-26	1.10E-02	4.59E-02
EXO1_0_multinomial_train1.65	1.00E-26	1.34E-01	5.25E-02	4.21E-02	4.82E-02	1.00E-26	1.19E-02	4.38E-02
EXO1_0_multinomial_train1.66	1.00E-26	1.39E-01	5.77E-02	6.42E-02	5.85E-02	1.00E-26	1.01E-02	5.02E-02
EXO1_0_multinomial_train1.67	1.00E-26	1.35E-01	5.78E-02	5.14E-02	5.83E-02	1.00E-26	1.09E-02	5.08E-02
EXO1_0_multinomial_train1.68	1.66E-03	1.37E-01	5.24E-02	4.22E-02	4.64E-02	5.66E-10	1.30E-02	4.38E-02
EXO1_0_multinomial_train1.69	3.95E-03	1.46E-01	2.88E-02	3.34E-02	3.04E-01	1.33E-26	7.90E-03	2.25E-06
EXO1_0_multinomial_train1.70	1.00E-26	1.33E-01	5.43E-02	4.10E-02	5.23E-02	1.00E-26	1.11E-02	4.64E-02
EXO1_0_multinomial_train1.71	1.14E-03	1.36E-01	5.56E-02	4.43E-02	4.87E-02	1.00E-26	1.00E-02	4.71E-02
EXO1_0_multinomial_train1.72	1.00E-26	1.35E-01	5.33E-02	4.27E-02	4.92E-02	1.00E-26	1.18E-02	4.50E-02
EXO1_0_multinomial_train1.73	2.67E-03	1.33E-01	5.56E-02	4.40E-02	4.93E-02	2.16E-16	1.10E-02	4.68E-02
EXO1_0_multinomial_train1.74	1.00E-26	1.34E-01	3.50E-02	3.01E-02	2.46E-01	1.00E-26	8.12E-03	4.42E-12
EXO1_0_multinomial_train1.75	1.00E-26	1.37E-01	5.90E-02	6.16E-02	5.92E-02	2.49E-25	1.04E-02	5.14E-02
EXO1_0_multinomial_train1.76	1.00E-26	1.39E-01	5.87E-02	6.54E-02	6.54E-02	1.00E-26	1.06E-02	5.33E-02
EXO1_0_multinomial_train1.77	1.00E-26	1.38E-01	5.31E-02	4.38E-02	4.61E-02	1.00E-26	1.18E-02	4.31E-02
EXO1_0_multinomial_train1.78	1.00E-26	1.37E-01	5.49E-02	4.93E-02	5.21E-02	1.00E-26	1.11E-02	4.71E-02
EXO1_0_multinomial_train1.79	1.00E-26	1.35E-01	5.43E-02	3.90E-02	4.92E-02	1.00E-26	1.17E-02	4.59E-02
EXO1_0_multinomial_train1.80	1.00E-26	1.33E-01	3.09E-02	3.45E-02	2.34E-01	1.00E-26	9.00E-03	1.44E-24
EXO1_0_multinomial_train1.81	1.00E-26	1.33E-01	5.25E-02	4.15E-02	4.79E-02	1.00E-26	1.16E-02	4.37E-02
EXO1_0_multinomial_train1.82	1.00E-26	1.35E-01	5.47E-02	4.34E-02	5.02E-02	1.00E-26	1.04E-02	4.68E-02
EXO1_0_multinomial_train1.83	1.00E-26	1.37E-01	5.56E-02	5.46E-02	5.48E-02	4.02E-04	1.19E-02	4.81E-02
EXO1_0_multinomial_train1.84	1.00E-26	1.35E-01	5.43E-02	4.13E-02	4.91E-02	1.00E-26	1.15E-02	4.61E-02
EXO1_0_multinomial_train1.85	1.00E-26	1.36E-01	2.94E-02	5.16E-02	2.62E-01	1.00E-26	8.74E-03	1.92E-18
EXO1_0_multinomial_train1.86	1.00E-26	1.41E-01	5.64E-02	6.68E-02	5.96E-02	1.00E-26	1.10E-02	4.91E-02
EXO1_0_multinomial_train1.87	1.00E-26	1.34E-01	5.68E-02	4.31E-02	5.24E-02	1.00E-26	1.03E-02	4.95E-02
EXO1_0_multinomial_train1.88	1.00E-26	1.32E-01	5.37E-02	4.09E-02	4.94E-02	1.00E-26	1.12E-02	4.52E-02
EXO1_0_multinomial_train1.89	1.00E-26	1.34E-01	5.41E-02	4.33E-02	5.02E-02	1.00E-26	1.09E-02	4.59E-02
EXO1_0_multinomial_train1.90	2.35E-03	1.41E-01	3.15E-02	7.32E-02	2.19E-01	1.00E-26	1.01E-02	9.18E-24
EXO1_0_multinomial_train1.91	7.19E-04	1.36E-01	5.78E-02	6.14E-02	5.79E-02	1.00E-26	8.27E-03	5.02E-02
EXO1_0_multinomial_train1.92	3.93E-04	1.34E-01	5.38E-02	4.46E-02	4.74E-02	2.12E-03	1.21E-02	4.47E-02
EXO1_0_multinomial_train1.93	1.00E-26	1.30E-01	8.00E-02	3.55E-02	7.02E-02	1.00E-26	1.41E-02	5.96E-02
EXO1_0_multinomial_train1.94	1.00E-26	1.38E-01	5.89E-02	5.88E-02	6.00E-02	1.00E-26	1.08E-02	5.16E-02
EXO1_0_multinomial_train1.95	1.00E-26	1.33E-01	5.96E-02	3.24E-02	6.59E-02	1.00E-26	1.01E-02	5.32E-02
EXO1_0_multinomial_train1.96	2.22E-03	1.35E-01	3.46E-02	2.89E-02	2.40E-01	1.00E-26	6.95E-03	7.46E-03
EXO1_0_multinomial_train1.97	1.00E-26	1.33E-01	5.60E-02	3.90E-02	5.37E-02	9.09E-05	1.24E-02	4.85E-02
EXO1_0_multinomial_train1.98	6.83E-04	1.32E-01	5.35E-02	4.27E-02	4.95E-02	2.05E-03	1.22E-02	4.51E-02
OGG1_0_multinomial_train1	3.79E-03	3.92E-03	4.18E-03	8.45E-03	4.51E-02	1.45E-02	7.72E-02	2.81E-03
OGG1_0_multinomial_train1.1	1.47E-02	7.61E-04	5.78E-03	1.63E-03	4.69E-02	4.33E-03	7.77E-02	1.38E-02
OGG1_0_multinomial_train1.2	7.97E-03	1.11E-02	8.09E-03	7.40E-91	4.35E-02	1.65E-02	7.87E-02	1.11E-02
OGG1_0_multinomial_train1.3	6.68E-03	5.01E-04	1.71E-03	1.22E-79	5.09E-02	9.72E-07	8.13E-02	5.37E-03
OGG1_0_multinomial_train1.4	1.11E-02	5.44E-106	0.00E+00	0.00E+00	4.28E-02	4.28E-76	7.60E-02	4.84E-03
OGG1_0_multinomial_train1.5	1.18E-02	4.76E-13	2.53E-03	2.47E-16	5.08E-02	8.36E-03	8.07E-02	1.19E-02
OGG1_0_multinomial_train1.6	5.38E-03	7.77E-03	6.43E-03	6.28E-03	4.36E-02	2.20E-02	7.85E-02	5.72E-03
OGG1_0_multinomial_train1.7	8.66E-03	9.26E-03	6.54E-03	2.54E-80	4.04E-02	1.66E-03	7.26E-02	1.09E-02
OGG1_0_multinomial_train1.8	9.58E-03	2.61E-114	3.85E-03	0.00E+00	5.17E-02	5.37E-111	8.20E-02	6.30E-03
OGG1_0_multinomial_train1.9	8.67E-03	6.29E-05	2.28E-03	5.44E-162	4.00E-02	1.43E-81	7.37E-02	5.11E-03
OGG1_0_multinomial_train1.10	1.21E-02	3.89E-14	7.12E-03	2.89E-05	4.67E-02	3.72E-03	7.85E-02	9.56E-03
OGG1_0_multinomial_train1.11	1.26E-02	7.51E-50	3.37E-03	0.00E+00	4.89E-02	3.99E-17	7.98E-02	1.04E-02
OGG1_0_multinomial_train1.12	1.32E-02	1.07E-02	4.78E-03	4.53E-20	4.17E-02	1.21E-02	7.42E-02	1.23E-02
OGG1_0_multinomial_train1.13	8.98E-03	5.04E-03	3.02E-03	4.76E-03	4.32E-02	7.59E-03	7.51E-02	7.01E-03
OGG1_0_multinomial_train1.14	5.95E-03	1.36E-02	1.31E-153	2.06E-13	4.30E-02	1.82E-02	7.87E-02	6.90E-03
OGG1_0_multinomial_train1.15	1.47E-02	1.41E-15	5.48E-03	1.72E-80	4.71E-02	5.78E-03	7.78E-02	1.10E-02
OGG1_0_multinomial_train1.16	9.65E-03	3.94E-03	6.74E-03	2.97E-81	4.20E-02	3.68E-03	7.44E-02	9.95E-03
OGG1_0_multinomial_train1.17	1.01E-02	4.32E-03	5.12E-03	6.62E-03	4.18E-02	8.19E-03	7.50E-02	1.07E-02
OGG1_0_multinomial_train1.18	8.01E-03	2.48E-04	3.37E-03	5.51E-65	4.40E-02	1.45E-02	7.82E-02	3.68E-03
OGG1_0_multinomial_train1.19	1.23E-02	2.86E-03	7.96E-03	2.77E-17	4.85E-02	4.50E-03	7.95E-02	1.45E-02
OGG1_0_multinomial_train1.20	1.27E-02	1.71E-03	3.76E-03	4.13E-54	4.67E-02	6.96E-04	7.78E-02	8.71E-03
OGG1_0_multinomial_train1.21	8.00E-03	6.54E-03	5.45E-03	4.79E-56	4.43E-02	1.54E-02	7.83E-02	7.57E-03
OGG1_0_multinomial_train1.22	1.68E-02	7.35E-06	4.00E-139	9.68E-90	4.78E-02	8.20E-03	7.89E-02	1.53E-02
OGG1_0_multinomial_train1.23	6.17E-03	7.50E-04	4.24E-03	3.24E-03	4.77E-02	1.71E-02	8.11E-02	4.49E-03
OGG1_0_multinomial_train1.24	8.36E-03	1.21E-02	6.96E-03	6.32E-03	4.01E-02	2.16E-02	7.42E-02	1.07E-02
OGG1_0_multinomial_train1.25	4.96E-03	2.93E-03	2.89E-03	9.29E-03	5.18E-02	8.28E-08	8.11E-02	2.76E-03
OGG1_0_multinomial_train1.26	8.97E-03	5.12E-03	4.11E-03	1.45E-67	4.59E-02	1.24E-02	7.89E-02	9.84E-03
OGG1_0_multinomial_train1.27	1.37E-02	3.54E-06	4.10E-125	1.34E-03	4.39E-02	1.95E-03	7.56E-02	1.11E-02
OGG1_0_multinomial_train1.28	6.44E-03	2.27E-03	5.95E-03	2.82E-76	4.79E-02	1.21E-02	8.04E-02	5.19E-03
OGG1_0_multinomial_train1.29	1.39E-02	4.43E-03	5.28E-03	4.39E-108	4.50E-02	4.33E-03	7.64E-02	1.33E-02
OGG1_0_multinomial_train1.30	1.18E-02	3.58E-03	6.48E-03	3.25E-127	4.52E-02	5.32E-03	7.64E-02	1.20E-02
OGG1_0_multinomial_train1.31	9.33E-03	1.65E-03	4.86E-03	2.27E-139	4.66E-02	2.30E-02	8.20E-02	6.60E-03
OGG1_0_multinomial_train1.32	8.61E-03	7.72E-03	8.39E-03	1.79E-64	4.47E-02	1.21E-02	7.79E-02	1.17E-02
OGG1_0_multinomial_train1.33	1.03E-02	7.61E-93	3.64E-03	0.00E+00	5.00E-02	3.75E-93	8.04E-02	6.70E-03
OGG1_0_multinomial_train1.34	1.50E-02	3.33E-03	3.47E-03	1.47E-43	4.80E-02	3.04E-03	7.74E-02	1.53E-02
OGG1_0_multinomial_train1.35	5.54E-03	7.09E-03	5.64E-03	2.08E-31	4.53E-02	1.03E-03	7.77E-02	7.46E-03
OGG1_0_multinomial_train1.36	9.75E-03	2.84E-03	1.87E-03	2.41E-11	5.10E-02	2.89E-06	7.96E-02	8.46E-03
OGG1_0_multinomial_train1.37	1.25E-02	5.01E-03	8.49E-03	5.99E-78	4.76E-02	7.01E-03	7.88E-02	1.19E-02
OGG1_0_multinomial_train1.38	7.11E-03	1.64E-02	8.18E-03	6.15E-03	3.95E-02	1.23E-02	7.36E-02	1.69E-02
OGG1_0_multinomial_train1.39	9.12E-03	9.00E-03	7.97E-03	2.88E-67	4.65E-02	5.66E-03	7.83E-02	1.24E-02
OGG1_0_multinomial_train1.40	1.68E-02	4.69E-35	4.58E-03	0.00E+00	4.41E-02	5.28E-65	7.43E-02	1.10E-02
OGG1_0_multinomial_train1.41	6.61E-03	6.25E-23	4.89E-03	0.00E+00	4.92E-02	1.74E-43	8.04E-02	4.83E-03
OGG1_0_multinomial_train1.42	1.06E-02	7.05E-03	7.98E-03	2.50E-85	4.22E-02	2.18E-02	7.60E-02	1.07E-02
OGG1_0_multinomial_train1.43	1.60E-02	3.13E-03	2.87E-03	2.91E-03	4.39E-02	1.95E-03	7.52E-02	1.46E-02
OGG1_0_multinomial_train1.44	2.12E-03	2.92E-03	8.20E-03	1.00E-55	5.00E-02	1.13E-03	8.12E-02	5.54E-03
OGG1_0_multinomial_train1.45	9.34E-03	9.32E-04	4.60E-03	2.90E-03	4.31E-02	1.76E-02	7.86E-02	6.08E-03
OGG1_0_multinomial_train1.46	1.12E-02	7.39E-03	4.58E-03	0.00E+00	4.22E-02	3.54E-03	7.43E-02	1.26E-02
OGG1_0_multinomial_train1.47	8.17E-03	2.44E-03	6.13E-03	6.86E-04	4.35E-02	1.68E-02	7.81E-02	6.89E-03
OGG1_0_multinomial_train1.48	8.45E-03	3.03E-03	5.30E-03	4.45E-03	4.30E-02	1.43E-02	7.74E-02	6.65E-03
OGG1_0_multinomial_train1.49	1.15E-02	4.14E-03	4.61E-03	7.03E-37	4.63E-02	1.12E-02	7.60E-02	1.15E-02
OGG1_0_multinomial_train1.50	9.25E-03	5.62E-03	8.50E-03	0.00E+00	4.12E-02	1.63E-02	7.55E-02	1.03E-02
OGG1_0_multinomial_train1.51	1.59E-02	2.23E-03	0.00E+00	5.86E-08	4.66E-02	1.16E-02	7.81E-02	1.57E-02
OGG1_0_multinomial_train1.52	1.04E-02	1.62E-03	3.48E-03	1.75E-105	4.68E-02	6.09E-03	7.84E-02	7.53E-03
OGG1_0_multinomial_train1.53	9.91E-03	1.94E-03	4.03E-03	1.40E-38	4.53E-02	8.33E-10	7.67E-02	7.07E-03
OGG1_0_multinomial_train1.54	5.88E-03	5.72E-55	4.68E-03	0.00E+00	4.67E-02	3.38E-92	7.77E-02	3.29E-03
OGG1_0_multinomial_train1.55	1.07E-02	1.05E-02	8.62E-03	1.46E-106	3.91E-02	2.19E-02	7.37E-02	1.18E-02
OGG1_0_multinomial_train1.56	8.98E-03	9.62E-03	7.29E-03	8.66E-03	4.11E-02	1.97E-02	7.42E-02	1.16E-02
OGG1_0_multinomial_train1.57	1.23E-02	7.49E-03	3.38E-03	2.30E-54	3.92E-02	5.99E-03	7.19E-02	1.16E-02
OGG1_0_multinomial_train1.58	7.98E-03	2.50E-03	7.92E-03	2.57E-81	4.32E-02	1.76E-02	7.45E-02	6.26E-03
OGG1_0_multinomial_train1.59	7.51E-03	1.05E-02	9.43E-03	1.08E-24	4.28E-02	2.08E-02	7.85E-02	1.09E-02
OGG1_0_multinomial_train1.60	9.96E-03	1.64E-02	6.15E-03	3.25E-08	3.72E-02	1.39E-02	7.15E-02	1.53E-02
OGG1_0_multinomial_train1.61	1.20E-02	3.54E-03	6.44E-03	4.68E-15	4.47E-02	1.16E-02	7.51E-02	1.29E-02
OGG1_0_multinomial_train1.62	8.99E-03	8.71E-04	4.94E-03	0.00E+00	5.06E-02	9.24E-03	8.18E-02	9.59E-03
OGG1_0_multinomial_train1.63	1.11E-02	2.09E-03	7.60E-03	0.00E+00	4.72E-02	6.63E-03	7.79E-02	9.35E-03
OGG1_0_multinomial_train1.64	8.23E-03	8.52E-03	6.44E-03	9.25E-18	4.60E-02	7.99E-03	7.81E-02	1.30E-02
OGG1_0_multinomial_train1.65	7.98E-03	1.29E-02	3.96E-03	1.00E-02	3.80E-02	1.38E-02	7.30E-02	1.06E-02
OGG1_0_multinomial_train1.66	8.42E-03	1.27E-02	6.31E-03	1.60E-42	4.06E-02	9.94E-03	7.44E-02	1.35E-02
OGG1_0_multinomial_train1.67	8.86E-03	8.64E-03	7.30E-03	1.15E-02	4.02E-02	1.59E-02	7.61E-02	9.95E-03
OGG1_0_multinomial_train1.68	7.69E-03	3.67E-03	5.56E-158	4.54E-03	4.87E-02	8.32E-03	8.06E-02	5.46E-03
OGG1_0_multinomial_train1.69	1.07E-02	1.79E-03	3.39E-03	3.71E-78	4.62E-02	1.54E-02	7.95E-02	9.32E-03
OGG1_0_multinomial_train1.70	1.06E-02	2.40E-03	0.00E+00	8.57E-03	4.38E-02	2.21E-03	7.73E-02	7.40E-03
OGG1_0_multinomial_train1.71	9.70E-05	4.06E-03	7.15E-03	3.06E-05	5.07E-02	3.83E-03	8.23E-02	1.14E-03
OGG1_0_multinomial_train1.72	1.08E-02	4.59E-03	6.28E-03	4.23E-100	4.43E-02	7.06E-03	7.59E-02	1.16E-02
OGG1_0_multinomial_train1.73	1.08E-02	3.50E-03	7.49E-03	7.20E-135	4.63E-02	6.44E-03	7.73E-02	1.08E-02
OGG1_0_multinomial_train1.74	1.85E-03	1.58E-02	3.32E-03	4.68E-99	4.38E-02	8.47E-03	7.70E-02	1.08E-02
OGG1_0_multinomial_train1.75	1.11E-02	4.45E-06	3.44E-03	7.03E-163	4.31E-02	9.38E-79	7.53E-02	6.97E-03
OGG1_0_multinomial_train1.76	9.65E-03	2.40E-57	2.61E-03	1.55E-35	5.26E-02	1.29E-02	8.30E-02	8.51E-03
OGG1_0_multinomial_train1.77	8.43E-03	1.78E-03	5.88E-03	1.23E-120	4.80E-02	4.37E-03	7.90E-02	5.89E-03
OGG1_0_multinomial_train1.78	2.85E-03	1.97E-02	3.93E-03	2.62E-03	4.36E-02	4.64E-03	7.54E-02	1.39E-02
OGG1_0_multinomial_train1.79	3.45E-03	1.28E-70	1.16E-03	8.85E-29	5.51E-02	2.57E-25	8.61E-02	2.40E-03
